"DateTime","(deg F) Mean Temperature (CFSR) at Polygon 1, 1980-01-01 to 1989-12-31"
"1980-01-01:12 AM",33.1484
"1980-01-02:12 AM",32.2392
"1980-01-03:12 AM",30.0439
"1980-01-04:12 AM",28.3447
"1980-01-05:12 AM",27.4212
"1980-01-06:12 AM",29.0163
"1980-01-07:12 AM",27.2286
"1980-01-08:12 AM",23.1661
"1980-01-09:12 AM",22.6915
"1980-01-10:12 AM",32.1145
"1980-01-11:12 AM",39.668
"1980-01-12:12 AM",26.838
"1980-01-13:12 AM",34.2021
"1980-01-14:12 AM",38.3927
"1980-01-15:12 AM",42.4794
"1980-01-16:12 AM",43.9182
"1980-01-17:12 AM",41.5621
"1980-01-18:12 AM",39.9904
"1980-01-19:12 AM",37.5373
"1980-01-20:12 AM",35.6778
"1980-01-21:12 AM",35.0263
"1980-01-22:12 AM",35.4033
"1980-01-23:12 AM",26.8549
"1980-01-24:12 AM",29.5045
"1980-01-25:12 AM",32.1435
"1980-01-26:12 AM",27.945
"1980-01-27:12 AM",24.8815
"1980-01-28:12 AM",23.4876
"1980-01-29:12 AM",21.2158
"1980-01-30:12 AM",21.2247
"1980-01-31:12 AM",18.3069
"1980-02-01:12 AM",14.5087
"1980-02-02:12 AM",17.0825
"1980-02-03:12 AM",19.8608
"1980-02-04:12 AM",21.8768
"1980-02-05:12 AM",27.6496
"1980-02-06:12 AM",26.8174
"1980-02-07:12 AM",25.6167
"1980-02-08:12 AM",26.0956
"1980-02-09:12 AM",25.3162
"1980-02-10:12 AM",23.6602
"1980-02-11:12 AM",24.5851
"1980-02-12:12 AM",23.1424
"1980-02-13:12 AM",26.458
"1980-02-14:12 AM",31.3419
"1980-02-15:12 AM",32.8557
"1980-02-16:12 AM",24.7611
"1980-02-17:12 AM",18.0739
"1980-02-18:12 AM",26.9886
"1980-02-19:12 AM",35.8711
"1980-02-20:12 AM",40.7343
"1980-02-21:12 AM",44.3084
"1980-02-22:12 AM",44.0937
"1980-02-23:12 AM",42.2789
"1980-02-24:12 AM",38.5399
"1980-02-25:12 AM",31.2813
"1980-02-26:12 AM",23.8755
"1980-02-27:12 AM",30.0562
"1980-02-28:12 AM",32.7934
"1980-02-29:12 AM",23.8519
"1980-03-01:12 AM",19.7256
"1980-03-02:12 AM",15.5755
"1980-03-03:12 AM",22.5892
"1980-03-04:12 AM",33.6702
"1980-03-05:12 AM",32.0965
"1980-03-06:12 AM",30.9301
"1980-03-07:12 AM",39.695
"1980-03-08:12 AM",43.6293
"1980-03-09:12 AM",40.71
"1980-03-10:12 AM",40.9962
"1980-03-11:12 AM",32.9428
"1980-03-12:12 AM",34.925
"1980-03-13:12 AM",36.4935
"1980-03-14:12 AM",35.7271
"1980-03-15:12 AM",38.3639
"1980-03-16:12 AM",44.4076
"1980-03-17:12 AM",44.1223
"1980-03-18:12 AM",38.7122
"1980-03-19:12 AM",43.2923
"1980-03-20:12 AM",47.6775
"1980-03-21:12 AM",42.624
"1980-03-22:12 AM",37.7476
"1980-03-23:12 AM",41.9416
"1980-03-24:12 AM",43.1121
"1980-03-25:12 AM",40.3201
"1980-03-26:12 AM",40.9933
"1980-03-27:12 AM",43.7432
"1980-03-28:12 AM",46.2684
"1980-03-29:12 AM",46.6002
"1980-03-30:12 AM",45.4717
"1980-03-31:12 AM",43.8557
"1980-04-01:12 AM",45.5088
"1980-04-02:12 AM",48.5123
"1980-04-03:12 AM",49.8922
"1980-04-04:12 AM",47.3587
"1980-04-05:12 AM",45.6804
"1980-04-06:12 AM",49.4613
"1980-04-07:12 AM",54.5335
"1980-04-08:12 AM",53.3626
"1980-04-09:12 AM",48.4219
"1980-04-10:12 AM",48.1998
"1980-04-11:12 AM",49.7705
"1980-04-12:12 AM",47.9928
"1980-04-13:12 AM",44.2387
"1980-04-14:12 AM",43.234
"1980-04-15:12 AM",45.313
"1980-04-16:12 AM",45.9903
"1980-04-17:12 AM",48.5706
"1980-04-18:12 AM",52.507
"1980-04-19:12 AM",55.6297
"1980-04-20:12 AM",58.5426
"1980-04-21:12 AM",60.4126
"1980-04-22:12 AM",61.5511
"1980-04-23:12 AM",59.2394
"1980-04-24:12 AM",55.5622
"1980-04-25:12 AM",53.6781
"1980-04-26:12 AM",52.6869
"1980-04-27:12 AM",52.5745
"1980-04-28:12 AM",52.5159
"1980-04-29:12 AM",53.7114
"1980-04-30:12 AM",55.5006
"1980-05-01:12 AM",57.8437
"1980-05-02:12 AM",59.9668
"1980-05-03:12 AM",61.803
"1980-05-04:12 AM",63.4069
"1980-05-05:12 AM",64.587
"1980-05-06:12 AM",61.7335
"1980-05-07:12 AM",57.2295
"1980-05-08:12 AM",52.4424
