"DateTime","(deg F) Mean Temperature (CFSR) at Wisconsin, 2010-01-01 to 2019-03-14"
"2012-01-30:12 AM",22.7622
"2012-01-31:12 AM",35.0508
"2012-02-01:12 AM",31.9044
"2012-02-02:12 AM",33.0388
"2012-02-03:12 AM",30.8091
"2012-02-04:12 AM",29.5282
"2012-02-05:12 AM",30.6462
"2012-02-06:12 AM",29.2651
"2012-02-07:12 AM",24.814
"2012-02-08:12 AM",20.8877
"2012-02-09:12 AM",23.5056
"2012-02-10:12 AM",18.8591
"2012-02-11:12 AM",9.0498
"2012-02-12:12 AM",14.8923
"2012-02-13:12 AM",20.8342
"2012-02-14:12 AM",27.4057
"2012-02-15:12 AM",30.81
"2012-02-16:12 AM",31.1761
"2012-02-17:12 AM",28.6774
"2012-02-18:12 AM",24.8554
"2012-02-19:12 AM",25.0921
"2012-02-20:12 AM",28.4423
"2012-02-21:12 AM",32.1361
"2012-02-22:12 AM",29.3972
"2012-02-23:12 AM",28.1826
"2012-02-24:12 AM",26.9652
"2012-02-25:12 AM",21.4941
"2012-02-26:12 AM",27.0669
"2012-02-27:12 AM",26.6317
"2012-02-28:12 AM",28.5255
"2012-02-29:12 AM",33.3257
"2012-03-01:12 AM",31.3363
"2012-03-02:12 AM",30.9254
"2012-03-03:12 AM",27.2997
"2012-03-04:12 AM",21.8455
"2012-03-05:12 AM",20.4782
"2012-03-06:12 AM",34.5101
"2012-03-07:12 AM",44.9296
"2012-03-08:12 AM",31.4389
"2012-03-09:12 AM",23.8577
"2012-03-10:12 AM",36.311
"2012-03-11:12 AM",45.1924
"2012-03-12:12 AM",47.8402
"2012-03-13:12 AM",45.4251
"2012-03-14:12 AM",52.5573
"2012-03-15:12 AM",51.3217
"2012-03-16:12 AM",49.9131
"2012-03-17:12 AM",60.6429
"2012-03-18:12 AM",61.4277
"2012-03-19:12 AM",62.4951
"2012-03-20:12 AM",61.7698
"2012-03-21:12 AM",61.5864
"2012-03-22:12 AM",59.2785
"2012-03-23:12 AM",55.6898
"2012-03-24:12 AM",52.6743
"2012-03-25:12 AM",49.1927
"2012-03-26:12 AM",36.0165
"2012-03-27:12 AM",45.5029
"2012-03-28:12 AM",44.5251
"2012-03-29:12 AM",41.263
"2012-03-30:12 AM",38.0556
"2012-03-31:12 AM",40.6558
"2012-04-01:12 AM",45.2545
"2012-04-02:12 AM",47.6908
"2012-04-03:12 AM",47.8308
"2012-04-04:12 AM",44.8455
"2012-04-05:12 AM",39.9747
"2012-04-06:12 AM",40.4656
"2012-04-07:12 AM",45.4714
"2012-04-08:12 AM",45.7824
"2012-04-09:12 AM",41.3654
"2012-04-10:12 AM",33.858
"2012-04-11:12 AM",36.8479
"2012-04-12:12 AM",42.5145
"2012-04-13:12 AM",46.4898
"2012-04-14:12 AM",55.6653
"2012-04-15:12 AM",57.1244
"2012-04-16:12 AM",43.3909
"2012-04-17:12 AM",38.5716
"2012-04-18:12 AM",48.2596
"2012-04-19:12 AM",41.1507
"2012-04-20:12 AM",39.5533
"2012-04-21:12 AM",40.0937
"2012-04-22:12 AM",42.2994
"2012-04-23:12 AM",44.1972
"2012-04-24:12 AM",48.8671
"2012-04-25:12 AM",46.6072
"2012-04-26:12 AM",44.7553
"2012-04-27:12 AM",40.6958
"2012-04-28:12 AM",40.608
"2012-04-29:12 AM",43.3312
"2012-04-30:12 AM",47.136
"2012-05-01:12 AM",52.8804
"2012-05-02:12 AM",62.542
"2012-05-03:12 AM",63.6021
"2012-05-04:12 AM",54.5338
"2012-05-05:12 AM",50.3127
"2012-05-06:12 AM",51.4535
"2012-05-07:12 AM",52.9228
"2012-05-08:12 AM",51.7035
"2012-05-09:12 AM",49.8024
"2012-05-10:12 AM",52.8831
"2012-05-11:12 AM",56.4424
"2012-05-12:12 AM",54.9945
"2012-05-13:12 AM",55.9501
"2012-05-14:12 AM",60.9982
"2012-05-15:12 AM",62.9821
"2012-05-16:12 AM",53.6112
"2012-05-17:12 AM",54.3573
"2012-05-18:12 AM",63.8796
"2012-05-19:12 AM",68.4612
"2012-05-20:12 AM",63.1207
"2012-05-21:12 AM",55.2546
"2012-05-22:12 AM",56.8897
"2012-05-23:12 AM",62.3502
"2012-05-24:12 AM",66.2313
"2012-05-25:12 AM",61.6109
"2012-05-26:12 AM",59.6178
"2012-05-27:12 AM",67.086
"2012-05-28:12 AM",70.612
"2012-05-29:12 AM",58.6119
"2012-05-30:12 AM",51.2053
"2012-05-31:12 AM",50.6892
"2012-06-01:12 AM",52.8724
"2012-06-02:12 AM",58.4139
"2012-06-03:12 AM",62.3095
"2012-06-04:12 AM",63.3801
"2012-06-05:12 AM",62.2065
"2012-06-06:12 AM",62.4295
"2012-06-07:12 AM",65.2183
"2012-06-08:12 AM",70.1712
"2012-06-09:12 AM",73.6468
"2012-06-10:12 AM",74.2415
"2012-06-11:12 AM",71.352
"2012-06-12:12 AM",58.8902
"2012-06-13:12 AM",58.1126
"2012-06-14:12 AM",62.5779
"2012-06-15:12 AM",70.1298
"2012-06-16:12 AM",69.152
"2012-06-17:12 AM",67.4991
"2012-06-18:12 AM",75.636
"2012-06-19:12 AM",77.2587
"2012-06-20:12 AM",78.6454
"2012-06-21:12 AM",68.8656
"2012-06-22:12 AM",66.1114
"2012-06-23:12 AM",66.2945
"2012-06-24:12 AM",69.4087
"2012-06-25:12 AM",63.4951
"2012-06-26:12 AM",64.5566
"2012-06-27:12 AM",74.7264
"2012-06-28:12 AM",77.983
"2012-06-29:12 AM",75.7038
"2012-06-30:12 AM",74.8859
"2012-07-01:12 AM",75.9256
"2012-07-02:12 AM",80.3565
"2012-07-03:12 AM",83.4418
"2012-07-04:12 AM",84.5938
"2012-07-05:12 AM",85.1671
"2012-07-06:12 AM",81.9347
"2012-07-07:12 AM",75.0529
"2012-07-08:12 AM",73.2873
"2012-07-09:12 AM",71.8801
"2012-07-10:12 AM",70.7054
"2012-07-11:12 AM",73.5222
"2012-07-12:12 AM",75.4723
"2012-07-13:12 AM",76.3887
"2012-07-14:12 AM",75.6725
"2012-07-15:12 AM",78.5518
"2012-07-16:12 AM",82.9926
"2012-07-17:12 AM",82.4043
"2012-07-18:12 AM",74.2748
"2012-07-19:12 AM",68.999
"2012-07-20:12 AM",72.8548
"2012-07-21:12 AM",76.2991
"2012-07-22:12 AM",77.0664
"2012-07-23:12 AM",82.4047
"2012-07-24:12 AM",75.015
"2012-07-25:12 AM",80.0409
"2012-07-26:12 AM",75.1129
"2012-07-27:12 AM",69.8985
"2012-07-28:12 AM",70.5121
"2012-07-29:12 AM",71.3104
"2012-07-30:12 AM",76.908
"2012-07-31:12 AM",74.3463
"2012-08-01:12 AM",76.6179
"2012-08-02:12 AM",78.3264
"2012-08-03:12 AM",76.6494
"2012-08-04:12 AM",75.5836
"2012-08-05:12 AM",67.768
"2012-08-06:12 AM",69.6859
"2012-08-07:12 AM",73.9459
"2012-08-08:12 AM",67.314
"2012-08-09:12 AM",62.8941
"2012-08-10:12 AM",64.3984
"2012-08-11:12 AM",63.6526
"2012-08-12:12 AM",64.4819
"2012-08-13:12 AM",67.2717
"2012-08-14:12 AM",65.696
"2012-08-15:12 AM",67.7928
"2012-08-16:12 AM",65.0631
"2012-08-17:12 AM",61.2997
"2012-08-18:12 AM",61.4635
"2012-08-19:12 AM",63.7774
"2012-08-20:12 AM",60.8887
"2012-08-21:12 AM",63.8816
"2012-08-22:12 AM",69.4206
"2012-08-23:12 AM",74.9091
"2012-08-24:12 AM",77.9257
"2012-08-25:12 AM",76.2071
"2012-08-26:12 AM",72.3382
"2012-08-27:12 AM",69.6013
"2012-08-28:12 AM",68.0873
"2012-08-29:12 AM",73.4508
"2012-08-30:12 AM",79.0839
"2012-08-31:12 AM",74.1592
"2012-09-01:12 AM",69.3518
"2012-09-02:12 AM",71.02
"2012-09-03:12 AM",74.8396
"2012-09-04:12 AM",73.7577
"2012-09-05:12 AM",71.2994
"2012-09-06:12 AM",65.1457
"2012-09-07:12 AM",60.2827
"2012-09-08:12 AM",57.4281
"2012-09-09:12 AM",57.2311
"2012-09-10:12 AM",61.205
"2012-09-11:12 AM",71.7348
"2012-09-12:12 AM",67.1383
"2012-09-13:12 AM",55.3426
"2012-09-14:12 AM",54.7817
"2012-09-15:12 AM",58.6027
"2012-09-16:12 AM",65.6406
"2012-09-17:12 AM",55.5894
"2012-09-18:12 AM",46.3365
"2012-09-19:12 AM",52.5632
"2012-09-20:12 AM",52.0291
"2012-09-21:12 AM",49.5858
"2012-09-22:12 AM",45.2403
"2012-09-23:12 AM",41.9382
"2012-09-24:12 AM",53.3662
"2012-09-25:12 AM",54.5086
"2012-09-26:12 AM",48.1219
"2012-09-27:12 AM",46.5685
"2012-09-28:12 AM",51.4044
"2012-09-29:12 AM",56.8474
"2012-09-30:12 AM",52.7463
"2012-10-01:12 AM",56.0482
"2012-10-02:12 AM",54.6561
"2012-10-03:12 AM",56.831
"2012-10-04:12 AM",53.5591
"2012-10-05:12 AM",41.6379
"2012-10-06:12 AM",37.8862
"2012-10-07:12 AM",36.853
"2012-10-08:12 AM",46.2328
"2012-10-09:12 AM",47.606
"2012-10-10:12 AM",39.4032
"2012-10-11:12 AM",42.13
"2012-10-12:12 AM",37.0288
"2012-10-13:12 AM",46.999
"2012-10-14:12 AM",48.1559
"2012-10-15:12 AM",43.9198
"2012-10-16:12 AM",49.878
"2012-10-17:12 AM",54.2809
"2012-10-18:12 AM",46.3107
"2012-10-19:12 AM",44.0344
"2012-10-20:12 AM",44.3296
"2012-10-21:12 AM",47.4845
"2012-10-22:12 AM",53.8484
"2012-10-23:12 AM",55.0866
"2012-10-24:12 AM",60.7912
"2012-10-25:12 AM",52.0466
"2012-10-26:12 AM",36.1792
"2012-10-27:12 AM",32.9882
"2012-10-28:12 AM",34.0558
"2012-10-29:12 AM",35.2904
"2012-10-30:12 AM",35.087
"2012-10-31:12 AM",33.5066
"2012-11-01:12 AM",36.2835
"2012-11-02:12 AM",32.9304
"2012-11-03:12 AM",34.1352
"2012-11-04:12 AM",33.4686
"2012-11-05:12 AM",33.465
"2012-11-06:12 AM",35.1936
"2012-11-07:12 AM",36.9819
"2012-11-08:12 AM",38.9923
"2012-11-09:12 AM",41.1197
"2012-11-10:12 AM",47.4832
"2012-11-11:12 AM",50.1642
"2012-11-12:12 AM",26.8587
"2012-11-13:12 AM",27.2836
"2012-11-14:12 AM",34.8233
"2012-11-15:12 AM",37.5397
"2012-11-16:12 AM",35.1396
"2012-11-17:12 AM",39.4126
"2012-11-18:12 AM",42.9057
"2012-11-19:12 AM",44.5282
"2012-11-20:12 AM",43.9498
"2012-11-21:12 AM",45.5707
"2012-11-22:12 AM",50.4016
"2012-11-23:12 AM",28.3228
"2012-11-24:12 AM",22.9527
"2012-11-25:12 AM",26.3678
"2012-11-26:12 AM",20.6758
"2012-11-27:12 AM",21.2623
"2012-11-28:12 AM",25.4937
"2012-11-29:12 AM",31.5939
"2012-11-30:12 AM",33.3568
"2012-12-01:12 AM",38.4748
"2012-12-02:12 AM",40.9807
"2012-12-03:12 AM",47.5128
"2012-12-04:12 AM",37.1718
"2012-12-05:12 AM",27.6613
"2012-12-06:12 AM",35.5366
"2012-12-07:12 AM",32.2007
"2012-12-08:12 AM",30.1471
"2012-12-09:12 AM",30.4939
"2012-12-10:12 AM",25.2025
"2012-12-11:12 AM",19.7512
"2012-12-12:12 AM",25.0659
"2012-12-13:12 AM",30.9715
"2012-12-14:12 AM",29.3738
"2012-12-15:12 AM",36.3119
"2012-12-16:12 AM",34.6487
"2012-12-17:12 AM",26.1226
"2012-12-18:12 AM",25.6633
"2012-12-19:12 AM",26.4272
"2012-12-20:12 AM",29.1601
"2012-12-21:12 AM",19.5501
"2012-12-22:12 AM",16.0081
"2012-12-23:12 AM",17.1999
"2012-12-24:12 AM",16.9428
"2012-12-25:12 AM",12.6178
"2012-12-26:12 AM",16.6402
"2012-12-27:12 AM",18.6793
"2012-12-28:12 AM",22.08
"2012-12-29:12 AM",20.73
"2012-12-30:12 AM",15.2128
"2012-12-31:12 AM",18.6393
"2013-01-01:12 AM",3.9423
"2013-01-02:12 AM",11.9223
"2013-01-03:12 AM",18.2077
"2013-01-04:12 AM",20.2827
"2013-01-05:12 AM",25.5106
"2013-01-06:12 AM",23.0923
"2013-01-07:12 AM",25.4752
"2013-01-08:12 AM",30.6012
"2013-01-09:12 AM",32.1213
"2013-01-10:12 AM",31.0199
"2013-01-11:12 AM",36.6213
"2013-01-12:12 AM",33.0075
"2013-01-13:12 AM",14.1577
"2013-01-14:12 AM",9.4435
"2013-01-15:12 AM",15.469
"2013-01-16:12 AM",23.3173
"2013-01-17:12 AM",11.4732
"2013-01-18:12 AM",21.0717
"2013-01-19:12 AM",30.2556
"2013-01-20:12 AM",6.8061
"2013-01-21:12 AM",-2.1262
"2013-01-22:12 AM",-5.1119
"2013-01-23:12 AM",3.146
"2013-01-24:12 AM",2.28
"2013-01-25:12 AM",14.68
"2013-01-26:12 AM",11.1038
"2013-01-27:12 AM",23.781
"2013-01-28:12 AM",30.6885
"2013-01-29:12 AM",34.7398
"2013-01-30:12 AM",23.2792
"2013-01-31:12 AM",7.6314
"2013-02-01:12 AM",-2.6702
"2013-02-02:12 AM",3.3071
"2013-02-03:12 AM",6.6969
"2013-02-04:12 AM",5.846
"2013-02-05:12 AM",15.3997
"2013-02-06:12 AM",14.6858
"2013-02-07:12 AM",27.2842
"2013-02-08:12 AM",17.7181
"2013-02-09:12 AM",19.9816
"2013-02-10:12 AM",29.0566
"2013-02-11:12 AM",29.3148
"2013-02-12:12 AM",22.1999
"2013-02-13:12 AM",28.7892
"2013-02-14:12 AM",28.3375
"2013-02-15:12 AM",15.9458
"2013-02-16:12 AM",9.775
"2013-02-17:12 AM",10.3309
"2013-02-18:12 AM",27.1391
"2013-02-19:12 AM",11.6472
"2013-02-20:12 AM",7.5493
"2013-02-21:12 AM",13.0003
"2013-02-22:12 AM",23.6583
"2013-02-23:12 AM",23.8044
"2013-02-24:12 AM",24.5876
"2013-02-25:12 AM",27.0927
"2013-02-26:12 AM",28.8109
"2013-02-27:12 AM",29.0406
"2013-02-28:12 AM",26.0773
"2013-03-01:12 AM",21.1269
"2013-03-02:12 AM",16.0855
"2013-03-03:12 AM",15.0519
"2013-03-04:12 AM",19.6767
"2013-03-05:12 AM",24.687
"2013-03-06:12 AM",23.4486
"2013-03-07:12 AM",21.783
"2013-03-08:12 AM",26.5915
"2013-03-09:12 AM",32.7074
"2013-03-10:12 AM",33.9843
"2013-03-11:12 AM",29.3859
"2013-03-12:12 AM",23.56
"2013-03-13:12 AM",20.5428
"2013-03-14:12 AM",25.3161
"2013-03-15:12 AM",29.8753
"2013-03-16:12 AM",21.5335
"2013-03-17:12 AM",16.0275
"2013-03-18:12 AM",23.2752
"2013-03-19:12 AM",17.3878
"2013-03-20:12 AM",14.131
"2013-03-21:12 AM",15.8529
"2013-03-22:12 AM",21.4336
"2013-03-23:12 AM",24.9496
"2013-03-24:12 AM",27.1346
"2013-03-25:12 AM",27.5157
"2013-03-26:12 AM",30.0202
"2013-03-27:12 AM",30.4765
"2013-03-28:12 AM",29.9388
"2013-03-29:12 AM",32.1609
"2013-03-30:12 AM",35.566
"2013-03-31:12 AM",34.6878
"2013-04-01:12 AM",25.344
"2013-04-02:12 AM",26.5033
"2013-04-03:12 AM",27.2208
"2013-04-04:12 AM",35.6439
"2013-04-05:12 AM",31.5342
"2013-04-06:12 AM",36.6381
"2013-04-07:12 AM",37.1091
"2013-04-08:12 AM",38.3673
"2013-04-09:12 AM",36.0297
"2013-04-10:12 AM",32.2439
"2013-04-11:12 AM",30.8534
"2013-04-12:12 AM",31.2168
"2013-04-13:12 AM",30.447
"2013-04-14:12 AM",30.4464
"2013-04-15:12 AM",39.081
"2013-04-16:12 AM",36.6075
"2013-04-17:12 AM",35.7789
"2013-04-18:12 AM",37.1791
"2013-04-19:12 AM",30.7078
"2013-04-20:12 AM",28.3507
"2013-04-21:12 AM",33.9804
"2013-04-22:12 AM",41.8005
"2013-04-23:12 AM",37.0263
"2013-04-24:12 AM",36.4107
"2013-04-25:12 AM",37.7577
"2013-04-26:12 AM",46.0364
"2013-04-27:12 AM",52.6986
"2013-04-28:12 AM",54.2385
"2013-04-29:12 AM",54.9415
"2013-04-30:12 AM",61.6327
"2013-05-01:12 AM",49.5111
"2013-05-02:12 AM",36.043
"2013-05-03:12 AM",34.455
"2013-05-04:12 AM",44.6074
"2013-05-05:12 AM",48.3589
"2013-05-06:12 AM",52.9286
"2013-05-07:12 AM",57.2659
"2013-05-08:12 AM",59.4226
"2013-05-09:12 AM",51.0411
"2013-05-10:12 AM",44.2227
"2013-05-11:12 AM",43.3503
"2013-05-12:12 AM",39.6653
"2013-05-13:12 AM",41.6943
"2013-05-14:12 AM",57.654
"2013-05-15:12 AM",61.8836
"2013-05-16:12 AM",59.9643
"2013-05-17:12 AM",52.1265
"2013-05-18:12 AM",56.8944
"2013-05-19:12 AM",64.3564
"2013-05-20:12 AM",64.7343
"2013-05-21:12 AM",58.8947
"2013-05-22:12 AM",51.2449
"2013-05-23:12 AM",47.4413
"2013-05-24:12 AM",46.4288
"2013-05-25:12 AM",51.1281
"2013-05-26:12 AM",49.6917
"2013-05-27:12 AM",51.4972
"2013-05-28:12 AM",52.174
"2013-05-29:12 AM",61.6172
"2013-05-30:12 AM",66.9204
"2013-05-31:12 AM",64.8437
"2013-06-01:12 AM",60.9273
"2013-06-02:12 AM",50.0599
"2013-06-03:12 AM",52.2844
"2013-06-04:12 AM",52.6266
"2013-06-05:12 AM",50.8962
"2013-06-06:12 AM",49.9302
"2013-06-07:12 AM",53.937
"2013-06-08:12 AM",55.8327
"2013-06-09:12 AM",56.9734
"2013-06-10:12 AM",62.0199
"2013-06-11:12 AM",64.7697
"2013-06-12:12 AM",62.8414
"2013-06-13:12 AM",61.1532
"2013-06-14:12 AM",59.6379
"2013-06-15:12 AM",63.0138
"2013-06-16:12 AM",66.2608
"2013-06-17:12 AM",63.5065
"2013-06-18:12 AM",57.3886
"2013-06-19:12 AM",60.0607
"2013-06-20:12 AM",66.3422
"2013-06-21:12 AM",69.363
"2013-06-22:12 AM",66.2355
"2013-06-23:12 AM",69.5554
"2013-06-24:12 AM",71.094
"2013-06-25:12 AM",71.1046
"2013-06-26:12 AM",72.1297
"2013-06-27:12 AM",71.332
"2013-06-28:12 AM",64.5179
"2013-06-29:12 AM",61.1802
"2013-06-30:12 AM",63.3904
"2013-07-01:12 AM",63.6769
"2013-07-02:12 AM",62.2702
"2013-07-03:12 AM",62.9015
"2013-07-04:12 AM",66.9288
"2013-07-05:12 AM",70.2525
"2013-07-06:12 AM",72.7813
"2013-07-07:12 AM",73.2223
"2013-07-08:12 AM",72.2199
"2013-07-09:12 AM",70.5576
"2013-07-10:12 AM",68.5989
"2013-07-11:12 AM",66.6052
"2013-07-12:12 AM",68.1908
"2013-07-13:12 AM",69.784
"2013-07-14:12 AM",72.1094
"2013-07-15:12 AM",74.3221
"2013-07-16:12 AM",78.192
"2013-07-17:12 AM",79.2055
"2013-07-18:12 AM",79.4091
"2013-07-19:12 AM",78.0759
"2013-07-20:12 AM",68.5139
"2013-07-21:12 AM",65.1486
"2013-07-22:12 AM",69.6913
"2013-07-23:12 AM",64.1134
"2013-07-24:12 AM",61.1535
"2013-07-25:12 AM",65.5986
"2013-07-26:12 AM",61.4419
"2013-07-27:12 AM",52.2302
"2013-07-28:12 AM",53.78
"2013-07-29:12 AM",60.1612
"2013-07-30:12 AM",62.8992
"2013-07-31:12 AM",66.7881
"2013-08-01:12 AM",64.1966
"2013-08-02:12 AM",67.1239
"2013-08-03:12 AM",62.2508
"2013-08-04:12 AM",60.9483
"2013-08-05:12 AM",61.4296
"2013-08-06:12 AM",67.9905
"2013-08-07:12 AM",67.0329
"2013-08-08:12 AM",62.6761
"2013-08-09:12 AM",65.1897
"2013-08-10:12 AM",61.8429
"2013-08-11:12 AM",63.8092
"2013-08-12:12 AM",66.079
"2013-08-13:12 AM",58.4857
"2013-08-14:12 AM",58.1112
"2013-08-15:12 AM",62.0964
"2013-08-16:12 AM",65.5171
"2013-08-17:12 AM",66.1302
"2013-08-18:12 AM",66.9549
"2013-08-19:12 AM",69.4146
"2013-08-20:12 AM",73.8819
"2013-08-21:12 AM",77.7981
"2013-08-22:12 AM",71.3403
"2013-08-23:12 AM",66.884
"2013-08-24:12 AM",70.9714
"2013-08-25:12 AM",80.2213
"2013-08-26:12 AM",81.8258
"2013-08-27:12 AM",80.713
"2013-08-28:12 AM",74.662
"2013-08-29:12 AM",75.4747
"2013-08-30:12 AM",75.1563
"2013-08-31:12 AM",68.864
"2013-09-01:12 AM",68.0565
"2013-09-02:12 AM",59.1471
"2013-09-03:12 AM",58.5691
"2013-09-04:12 AM",65.2721
"2013-09-05:12 AM",62.438
"2013-09-06:12 AM",69.7174
"2013-09-07:12 AM",74.5201
"2013-09-08:12 AM",64.4308
"2013-09-09:12 AM",73.5908
"2013-09-10:12 AM",76.71
"2013-09-11:12 AM",70.7756
"2013-09-12:12 AM",61.3238
"2013-09-13:12 AM",52.2896
"2013-09-14:12 AM",55.6794
"2013-09-15:12 AM",54.5418
"2013-09-16:12 AM",49.0631
"2013-09-17:12 AM",53.3539
"2013-09-18:12 AM",63.4332
"2013-09-19:12 AM",70.8847
"2013-09-20:12 AM",62.1504
"2013-09-21:12 AM",51.2717
"2013-09-22:12 AM",47.9449
"2013-09-23:12 AM",52.9376
"2013-09-24:12 AM",55.7373
"2013-09-25:12 AM",55.8549
"2013-09-26:12 AM",58.4416
"2013-09-27:12 AM",65.1994
"2013-09-28:12 AM",64.3622
"2013-09-29:12 AM",55.4589
"2013-09-30:12 AM",60.2911
"2013-10-01:12 AM",64.8252
"2013-10-02:12 AM",59.02
"2013-10-03:12 AM",60.9467
"2013-10-04:12 AM",57.942
"2013-10-05:12 AM",58.9064
"2013-10-06:12 AM",51.3412
"2013-10-07:12 AM",49.5855
"2013-10-08:12 AM",56.5171
"2013-10-09:12 AM",60.0498
"2013-10-10:12 AM",57.753
"2013-10-11:12 AM",60.3892
"2013-10-12:12 AM",59.2183
"2013-10-13:12 AM",47.6944
"2013-10-14:12 AM",46.8513
"2013-10-15:12 AM",51.0823
"2013-10-16:12 AM",46.8142
"2013-10-17:12 AM",44.4186
"2013-10-18:12 AM",44.0379
"2013-10-19:12 AM",40.9258
"2013-10-20:12 AM",39.9951
"2013-10-21:12 AM",36.5963
"2013-10-22:12 AM",34.714
"2013-10-23:12 AM",33.7397
"2013-10-24:12 AM",34.5427
"2013-10-25:12 AM",37.5474
"2013-10-26:12 AM",42.5473
"2013-10-27:12 AM",39.8916
"2013-10-28:12 AM",36.8173
"2013-10-29:12 AM",37.4002
"2013-10-30:12 AM",45.414
"2013-10-31:12 AM",50.1499
"2013-11-01:12 AM",42.2976
"2013-11-02:12 AM",39.621
"2013-11-03:12 AM",38.7689
"2013-11-04:12 AM",43.7486
"2013-11-05:12 AM",42.2749
"2013-11-06:12 AM",37.8583
"2013-11-07:12 AM",31.4429
"2013-11-08:12 AM",33.001
"2013-11-09:12 AM",39.6349
"2013-11-10:12 AM",35.785
"2013-11-11:12 AM",28.9447
"2013-11-12:12 AM",21.5278
"2013-11-13:12 AM",27.9804
"2013-11-14:12 AM",35.6094
"2013-11-15:12 AM",40.14
"2013-11-16:12 AM",43.7779
"2013-11-17:12 AM",46.1032
"2013-11-18:12 AM",31.0428
"2013-11-19:12 AM",29.9593
"2013-11-20:12 AM",35.4954
"2013-11-21:12 AM",35.0271
"2013-11-22:12 AM",26.76
"2013-11-23:12 AM",16.0309
"2013-11-24:12 AM",13.8315
"2013-11-25:12 AM",27.5178
"2013-11-26:12 AM",24.2607
"2013-11-27:12 AM",18.0666
"2013-11-28:12 AM",21.895
"2013-11-29:12 AM",20.7784
"2013-11-30:12 AM",29.6231
"2013-12-01:12 AM",31.4782
"2013-12-02:12 AM",31.3097
"2013-12-03:12 AM",32.4995
"2013-12-04:12 AM",34.6069
"2013-12-05:12 AM",19.4155
"2013-12-06:12 AM",7.6948
"2013-12-07:12 AM",1.3257
"2013-12-08:12 AM",6.7852
"2013-12-09:12 AM",8.5865
"2013-12-10:12 AM",4.4541
"2013-12-11:12 AM",1.5373
"2013-12-12:12 AM",5.7301
"2013-12-13:12 AM",12.9519
"2013-12-14:12 AM",15.8324
"2013-12-15:12 AM",4.6215
"2013-12-16:12 AM",3.8964
"2013-12-17:12 AM",20.8749
"2013-12-18:12 AM",17.3496
"2013-12-19:12 AM",24.4562
"2013-12-20:12 AM",20.7977
"2013-12-21:12 AM",21.5751
"2013-12-22:12 AM",21.9891
"2013-12-23:12 AM",13.1466
"2013-12-24:12 AM",5.126
"2013-12-25:12 AM",14.4907
"2013-12-26:12 AM",13.4344
"2013-12-27:12 AM",25.0349
"2013-12-28:12 AM",33.3738
"2013-12-29:12 AM",14.4003
"2013-12-30:12 AM",-2.4772
"2013-12-31:12 AM",-1.647
"2014-01-01:12 AM",0.3261
"2014-01-02:12 AM",1.5831
"2014-01-03:12 AM",4.3133
"2014-01-04:12 AM",20.6251
"2014-01-05:12 AM",-0.393
"2014-01-06:12 AM",-14.276
"2014-01-07:12 AM",-10.3855
"2014-01-08:12 AM",-6.459
"2014-01-09:12 AM",2.0084
"2014-01-10:12 AM",23.5764
"2014-01-11:12 AM",28.4221
"2014-01-12:12 AM",28.5615
"2014-01-13:12 AM",30.4502
"2014-01-14:12 AM",22.6972
"2014-01-15:12 AM",10.6389
"2014-01-16:12 AM",21.7578
"2014-01-17:12 AM",13.2724
"2014-01-18:12 AM",10.8637
"2014-01-19:12 AM",23.817
"2014-01-20:12 AM",14.4799
"2014-01-21:12 AM",-2.0079
"2014-01-22:12 AM",1.7856
"2014-01-23:12 AM",-2.8379
"2014-01-24:12 AM",9.9257
"2014-01-25:12 AM",9.0905
"2014-01-26:12 AM",6.487
"2014-01-27:12 AM",-6.8424
"2014-01-28:12 AM",-10.2348
"2014-01-29:12 AM",3.7765
"2014-01-30:12 AM",19.7078
"2014-01-31:12 AM",-0.5699
"2014-02-01:12 AM",7.3053
"2014-02-02:12 AM",2.9212
"2014-02-03:12 AM",3.4984
"2014-02-04:12 AM",7.6933
"2014-02-05:12 AM",7.5319
"2014-02-06:12 AM",-0.6615
"2014-02-07:12 AM",1.3482
"2014-02-08:12 AM",4.6836
"2014-02-09:12 AM",4.4143
"2014-02-10:12 AM",-3.4091
"2014-02-11:12 AM",-2.5019
"2014-02-12:12 AM",10.5442
"2014-02-13:12 AM",19.36
"2014-02-14:12 AM",10.8919
"2014-02-15:12 AM",6.9708
"2014-02-16:12 AM",11.7212
"2014-02-17:12 AM",18.9444
"2014-02-18:12 AM",24.5586
"2014-02-19:12 AM",30.8491
"2014-02-20:12 AM",31.0392
"2014-02-21:12 AM",20.1056
"2014-02-22:12 AM",13.9761
"2014-02-23:12 AM",10.2931
"2014-02-24:12 AM",8.8191
"2014-02-25:12 AM",3.8716
"2014-02-26:12 AM",1.0522
"2014-02-27:12 AM",-3.3068
"2014-02-28:12 AM",2.4856
"2014-03-01:12 AM",6.0247
"2014-03-02:12 AM",-5.2425
"2014-03-03:12 AM",-2.0076
"2014-03-04:12 AM",10.5915
"2014-03-05:12 AM",11.6204
"2014-03-06:12 AM",14.83
"2014-03-07:12 AM",26.8747
"2014-03-08:12 AM",20.6416
"2014-03-09:12 AM",25.1353
"2014-03-10:12 AM",34.2781
"2014-03-11:12 AM",34.2628
"2014-03-12:12 AM",20.4012
"2014-03-13:12 AM",20.8049
"2014-03-14:12 AM",34.8627
"2014-03-15:12 AM",23.8892
"2014-03-16:12 AM",11.7867
"2014-03-17:12 AM",18.1035
