"DateTime","(deg F) Mean Temperature (CFSR) at Washington, 2010-01-01 to 2019-03-14"
"2012-02-09:12 AM",36.2647
"2012-02-10:12 AM",37.5404
"2012-02-11:12 AM",37.4518
"2012-02-12:12 AM",35.8113
"2012-02-13:12 AM",34.8044
"2012-02-14:12 AM",32.3078
"2012-02-15:12 AM",30.2058
"2012-02-16:12 AM",31.7458
"2012-02-17:12 AM",33.4852
"2012-02-18:12 AM",33.861
"2012-02-19:12 AM",32.965
"2012-02-20:12 AM",31.9669
"2012-02-21:12 AM",38.2687
"2012-02-22:12 AM",39.9776
"2012-02-23:12 AM",34.2147
"2012-02-24:12 AM",33.7024
"2012-02-25:12 AM",34.068
"2012-02-26:12 AM",30.4324
"2012-02-27:12 AM",25.0993
"2012-02-28:12 AM",25.2811
"2012-02-29:12 AM",29.8576
"2012-03-01:12 AM",30.3494
"2012-03-02:12 AM",30.5724
"2012-03-03:12 AM",37.6288
"2012-03-04:12 AM",38.7775
"2012-03-05:12 AM",37.6054
"2012-03-06:12 AM",29.3662
"2012-03-07:12 AM",29.3986
"2012-03-08:12 AM",34.9318
"2012-03-09:12 AM",38.9613
"2012-03-10:12 AM",39.844
"2012-03-11:12 AM",37.2738
"2012-03-12:12 AM",31.9689
"2012-03-13:12 AM",33.6535
"2012-03-14:12 AM",31.1792
"2012-03-15:12 AM",39.2868
"2012-03-16:12 AM",38.3074
"2012-03-17:12 AM",35.764
"2012-03-18:12 AM",31.9818
"2012-03-19:12 AM",31.5756
"2012-03-20:12 AM",34.3243
"2012-03-21:12 AM",33.1612
"2012-03-22:12 AM",32.961
"2012-03-23:12 AM",33.2542
"2012-03-24:12 AM",36.5936
"2012-03-25:12 AM",40.4911
"2012-03-26:12 AM",40.024
"2012-03-27:12 AM",38.8004
"2012-03-28:12 AM",41.3436
"2012-03-29:12 AM",38.6267
"2012-03-30:12 AM",41.6714
"2012-03-31:12 AM",36.9221
"2012-04-01:12 AM",36.3182
"2012-04-02:12 AM",37.7134
"2012-04-03:12 AM",40.2732
"2012-04-04:12 AM",36.6721
"2012-04-05:12 AM",35.0343
"2012-04-06:12 AM",34.1229
"2012-04-07:12 AM",36.1353
"2012-04-08:12 AM",41.8226
"2012-04-09:12 AM",47.8461
"2012-04-10:12 AM",50.2954
"2012-04-11:12 AM",47.7741
"2012-04-12:12 AM",44.2508
"2012-04-13:12 AM",43.2446
"2012-04-14:12 AM",43.5258
"2012-04-15:12 AM",44.8979
"2012-04-16:12 AM",43.7173
"2012-04-17:12 AM",40.609
"2012-04-18:12 AM",41.5335
"2012-04-19:12 AM",41.1669
"2012-04-20:12 AM",48.0819
"2012-04-21:12 AM",49.503
"2012-04-22:12 AM",56.3643
"2012-04-23:12 AM",59.2651
"2012-04-24:12 AM",55.6876
"2012-04-25:12 AM",52.5717
"2012-04-26:12 AM",47.0838
"2012-04-27:12 AM",42.109
"2012-04-28:12 AM",45.1254
"2012-04-29:12 AM",47.6874
"2012-04-30:12 AM",47.4417
"2012-05-01:12 AM",41.8424
"2012-05-02:12 AM",41.2124
"2012-05-03:12 AM",41.3881
"2012-05-04:12 AM",42.6105
"2012-05-05:12 AM",41.191
"2012-05-06:12 AM",45.0385
"2012-05-07:12 AM",49.5936
"2012-05-08:12 AM",52.9999
"2012-05-09:12 AM",47.3914
"2012-05-10:12 AM",41.648
"2012-05-11:12 AM",45.2424
"2012-05-12:12 AM",51.1372
"2012-05-13:12 AM",56.2381
"2012-05-14:12 AM",61.4905
"2012-05-15:12 AM",61.2106
"2012-05-16:12 AM",56.4737
"2012-05-17:12 AM",50.8591
"2012-05-18:12 AM",47.6254
"2012-05-19:12 AM",49.7431
"2012-05-20:12 AM",50.6001
"2012-05-21:12 AM",52.5754
"2012-05-22:12 AM",48.4156
"2012-05-23:12 AM",46.6932
"2012-05-24:12 AM",46.9179
"2012-05-25:12 AM",51.0228
"2012-05-26:12 AM",52.7427
"2012-05-27:12 AM",51.7406
"2012-05-28:12 AM",51.4801
"2012-05-29:12 AM",50.2533
"2012-05-30:12 AM",52.5895
"2012-05-31:12 AM",55.4968
"2012-06-01:12 AM",57.3429
"2012-06-02:12 AM",56.1373
"2012-06-03:12 AM",51.3003
"2012-06-04:12 AM",50.1778
"2012-06-05:12 AM",46.6338
"2012-06-06:12 AM",45.642
"2012-06-07:12 AM",45.5918
"2012-06-08:12 AM",46.1149
"2012-06-09:12 AM",44.5984
"2012-06-10:12 AM",51.0643
"2012-06-11:12 AM",55.6234
"2012-06-12:12 AM",55.7708
"2012-06-13:12 AM",54.8643
"2012-06-14:12 AM",51.3109
"2012-06-15:12 AM",53.983
"2012-06-16:12 AM",59.0486
"2012-06-17:12 AM",59.2351
"2012-06-18:12 AM",51.7327
"2012-06-19:12 AM",51.7602
"2012-06-20:12 AM",55.3714
"2012-06-21:12 AM",61.3002
"2012-06-22:12 AM",59.4039
"2012-06-23:12 AM",54.2421
"2012-06-24:12 AM",53.3381
"2012-06-25:12 AM",54.1022
"2012-06-26:12 AM",50.2497
"2012-06-27:12 AM",53.4205
"2012-06-28:12 AM",57.8694
"2012-06-29:12 AM",61.1649
"2012-06-30:12 AM",60.8502
"2012-07-01:12 AM",60.4245
"2012-07-02:12 AM",57.6664
"2012-07-03:12 AM",54.8001
"2012-07-04:12 AM",53.9033
"2012-07-05:12 AM",58.0426
"2012-07-06:12 AM",62.6754
"2012-07-07:12 AM",67.5435
"2012-07-08:12 AM",71.8101
"2012-07-09:12 AM",72.5868
"2012-07-10:12 AM",68.8357
"2012-07-11:12 AM",69.1691
"2012-07-12:12 AM",69.0964
"2012-07-13:12 AM",68.0229
"2012-07-14:12 AM",68.2965
"2012-07-15:12 AM",63.3225
"2012-07-16:12 AM",64.4295
"2012-07-17:12 AM",68.0337
"2012-07-18:12 AM",67.3808
"2012-07-19:12 AM",68.3062
"2012-07-20:12 AM",64.4547
"2012-07-21:12 AM",62.1844
"2012-07-22:12 AM",60.9861
"2012-07-23:12 AM",56.9118
"2012-07-24:12 AM",61.0567
"2012-07-25:12 AM",65.5646
"2012-07-26:12 AM",67.9618
"2012-07-27:12 AM",65.8836
"2012-07-28:12 AM",63.8092
"2012-07-29:12 AM",63.514
"2012-07-30:12 AM",62.8443
"2012-07-31:12 AM",62.9665
"2012-08-01:12 AM",63.4249
"2012-08-02:12 AM",62.3957
"2012-08-03:12 AM",64.7713
"2012-08-04:12 AM",71.0474
"2012-08-05:12 AM",73.2681
"2012-08-06:12 AM",73.249
"2012-08-07:12 AM",70.9871
"2012-08-08:12 AM",68.5323
"2012-08-09:12 AM",64.7784
"2012-08-10:12 AM",65.9943
"2012-08-11:12 AM",67.6279
"2012-08-12:12 AM",71.3446
"2012-08-13:12 AM",70.9637
"2012-08-14:12 AM",69.1214
"2012-08-15:12 AM",69.3324
"2012-08-16:12 AM",71.1898
"2012-08-17:12 AM",71.0955
"2012-08-18:12 AM",70.5684
"2012-08-19:12 AM",69.9568
"2012-08-20:12 AM",67.5063
"2012-08-21:12 AM",64.4967
"2012-08-22:12 AM",61.1811
"2012-08-23:12 AM",57.7918
"2012-08-24:12 AM",56.7891
"2012-08-25:12 AM",60.213
"2012-08-26:12 AM",62.6268
"2012-08-27:12 AM",62.769
"2012-08-28:12 AM",59.3602
"2012-08-29:12 AM",58.0284
"2012-08-30:12 AM",57.6376
"2012-08-31:12 AM",58.5401
"2012-09-01:12 AM",56.8731
"2012-09-02:12 AM",56.5525
"2012-09-03:12 AM",58.7275
"2012-09-04:12 AM",61.2108
"2012-09-05:12 AM",62.4664
"2012-09-06:12 AM",62.8572
"2012-09-07:12 AM",64.4518
"2012-09-08:12 AM",64.9951
"2012-09-09:12 AM",61.1551
"2012-09-10:12 AM",55.328
"2012-09-11:12 AM",51.1117
"2012-09-12:12 AM",53.8248
"2012-09-13:12 AM",59.5792
"2012-09-14:12 AM",61.8915
"2012-09-15:12 AM",62.1198
"2012-09-16:12 AM",61.1703
"2012-09-17:12 AM",63.3628
"2012-09-18:12 AM",63.2037
"2012-09-19:12 AM",63.2777
"2012-09-20:12 AM",62.9445
"2012-09-21:12 AM",60.7051
"2012-09-22:12 AM",58.9685
"2012-09-23:12 AM",58.2354
"2012-09-24:12 AM",57.7782
"2012-09-25:12 AM",57.1309
"2012-09-26:12 AM",56.4573
"2012-09-27:12 AM",58.7176
"2012-09-28:12 AM",59.0108
"2012-09-29:12 AM",59.3668
"2012-09-30:12 AM",56.336
"2012-10-01:12 AM",58.2654
"2012-10-02:12 AM",55.783
"2012-10-03:12 AM",47.2307
"2012-10-04:12 AM",47.7856
"2012-10-05:12 AM",47.9511
"2012-10-06:12 AM",49.7122
"2012-10-07:12 AM",52.3137
"2012-10-08:12 AM",52.009
"2012-10-09:12 AM",52.8402
"2012-10-10:12 AM",50.9473
"2012-10-11:12 AM",50.6916
"2012-10-12:12 AM",47.9903
"2012-10-13:12 AM",51.3241
"2012-10-14:12 AM",53.3511
"2012-10-15:12 AM",53.8171
"2012-10-16:12 AM",50.6091
"2012-10-17:12 AM",43.9597
"2012-10-18:12 AM",46.1289
"2012-10-19:12 AM",50.2279
"2012-10-20:12 AM",42.7186
"2012-10-21:12 AM",38.3076
"2012-10-22:12 AM",36.5765
"2012-10-23:12 AM",36.9378
"2012-10-24:12 AM",36.5398
"2012-10-25:12 AM",36.8798
"2012-10-26:12 AM",37.294
"2012-10-27:12 AM",40.8981
"2012-10-28:12 AM",47.0797
"2012-10-29:12 AM",49.9554
"2012-10-30:12 AM",49.3443
"2012-10-31:12 AM",50.2821
"2012-11-01:12 AM",47.5023
"2012-11-02:12 AM",46.3527
"2012-11-03:12 AM",47.4204
"2012-11-04:12 AM",50.3067
"2012-11-05:12 AM",51.4312
"2012-11-06:12 AM",46.585
"2012-11-07:12 AM",43.068
"2012-11-08:12 AM",36.5542
"2012-11-09:12 AM",33.2605
"2012-11-10:12 AM",29.8049
"2012-11-11:12 AM",30.0085
"2012-11-12:12 AM",34.7913
"2012-11-13:12 AM",38.5372
"2012-11-14:12 AM",39.0031
"2012-11-15:12 AM",35.7643
"2012-11-16:12 AM",36.1211
"2012-11-17:12 AM",38.8582
"2012-11-18:12 AM",37.4837
"2012-11-19:12 AM",41.2345
"2012-11-20:12 AM",42.2987
"2012-11-21:12 AM",38.4897
"2012-11-22:12 AM",34.3539
"2012-11-23:12 AM",36.5349
"2012-11-24:12 AM",38.7617
"2012-11-25:12 AM",33.0366
"2012-11-26:12 AM",30.9708
"2012-11-27:12 AM",31.5043
"2012-11-28:12 AM",33.3826
"2012-11-29:12 AM",36.9954
"2012-11-30:12 AM",40.1788
"2012-12-01:12 AM",41.2405
"2012-12-02:12 AM",39.3393
"2012-12-03:12 AM",39.254
"2012-12-04:12 AM",41.1447
"2012-12-05:12 AM",38.1331
"2012-12-06:12 AM",34.403
"2012-12-07:12 AM",34.6303
"2012-12-08:12 AM",31.6512
"2012-12-09:12 AM",29.5695
"2012-12-10:12 AM",34.1091
"2012-12-11:12 AM",34.2493
"2012-12-12:12 AM",33.202
"2012-12-13:12 AM",30.5298
"2012-12-14:12 AM",30.6423
"2012-12-15:12 AM",28.2889
"2012-12-16:12 AM",30.0256
"2012-12-17:12 AM",32.5229
"2012-12-18:12 AM",26.9589
"2012-12-19:12 AM",26.373
"2012-12-20:12 AM",31.5268
"2012-12-21:12 AM",30.4772
"2012-12-22:12 AM",32.8537
"2012-12-23:12 AM",31.5201
"2012-12-24:12 AM",31.0858
"2012-12-25:12 AM",28.8273
"2012-12-26:12 AM",29.7237
"2012-12-27:12 AM",30.4369
"2012-12-28:12 AM",28.9337
"2012-12-29:12 AM",26.8489
"2012-12-30:12 AM",22.4636
"2012-12-31:12 AM",21.5852
"2013-01-01:12 AM",20.2446
"2013-01-02:12 AM",19.6511
"2013-01-03:12 AM",18.8013
"2013-01-04:12 AM",25.0768
"2013-01-05:12 AM",27.8321
"2013-01-06:12 AM",29.1558
"2013-01-07:12 AM",32.8964
"2013-01-08:12 AM",34.8944
"2013-01-09:12 AM",36.5329
"2013-01-10:12 AM",28.3491
"2013-01-11:12 AM",21.6212
"2013-01-12:12 AM",18.0585
"2013-01-13:12 AM",16.196
"2013-01-14:12 AM",20.7385
"2013-01-15:12 AM",24.6162
"2013-01-16:12 AM",25.4302
"2013-01-17:12 AM",25.2932
"2013-01-18:12 AM",25.9957
"2013-01-19:12 AM",25.7335
"2013-01-20:12 AM",25.2311
"2013-01-21:12 AM",25.0075
"2013-01-22:12 AM",24.2555
"2013-01-23:12 AM",27.6172
"2013-01-24:12 AM",29.208
"2013-01-25:12 AM",33.2976
"2013-01-26:12 AM",32.8586
"2013-01-27:12 AM",31.0651
"2013-01-28:12 AM",30.7562
"2013-01-29:12 AM",32.5258
"2013-01-30:12 AM",36.0909
"2013-01-31:12 AM",37.3456
"2013-02-01:12 AM",36.7016
"2013-02-02:12 AM",34.2277
"2013-02-03:12 AM",33.6027
"2013-02-04:12 AM",35.1532
"2013-02-05:12 AM",36.444
"2013-02-06:12 AM",35.9407
"2013-02-07:12 AM",35.0931
"2013-02-08:12 AM",30.5107
"2013-02-09:12 AM",32.0243
"2013-02-10:12 AM",31.9323
"2013-02-11:12 AM",32.6287
"2013-02-12:12 AM",35.7616
"2013-02-13:12 AM",38.4643
"2013-02-14:12 AM",35.299
"2013-02-15:12 AM",35.7089
"2013-02-16:12 AM",37.0026
"2013-02-17:12 AM",34.0531
"2013-02-18:12 AM",32.491
"2013-02-19:12 AM",32.3082
"2013-02-20:12 AM",30.4709
"2013-02-21:12 AM",31.4656
"2013-02-22:12 AM",33.9438
"2013-02-23:12 AM",32.9734
"2013-02-24:12 AM",32.2396
"2013-02-25:12 AM",34.3636
"2013-02-26:12 AM",32.389
"2013-02-27:12 AM",34.9111
"2013-02-28:12 AM",35.1662
"2013-03-01:12 AM",42.6475
"2013-03-02:12 AM",41.5665
"2013-03-03:12 AM",35.3129
"2013-03-04:12 AM",32.527
"2013-03-05:12 AM",33.4598
"2013-03-06:12 AM",34.435
"2013-03-07:12 AM",36.2628
"2013-03-08:12 AM",35.3451
"2013-03-09:12 AM",36.1823
"2013-03-10:12 AM",36.6436
"2013-03-11:12 AM",38.0293
"2013-03-12:12 AM",42.1893
"2013-03-13:12 AM",45.0001
"2013-03-14:12 AM",45.9288
"2013-03-15:12 AM",44.989
"2013-03-16:12 AM",41.4685
"2013-03-17:12 AM",34.8206
"2013-03-18:12 AM",34.4842
"2013-03-19:12 AM",34.2273
"2013-03-20:12 AM",38.3452
"2013-03-21:12 AM",33.759
"2013-03-22:12 AM",31.7977
"2013-03-23:12 AM",31.8985
"2013-03-24:12 AM",34.0853
"2013-03-25:12 AM",36.9118
"2013-03-26:12 AM",40.2393
"2013-03-27:12 AM",43.0059
"2013-03-28:12 AM",44.29
"2013-03-29:12 AM",45.7092
"2013-03-30:12 AM",48.0745
"2013-03-31:12 AM",50.6698
"2013-04-01:12 AM",50.2407
"2013-04-02:12 AM",48.6968
"2013-04-03:12 AM",48.6372
"2013-04-04:12 AM",47.3171
"2013-04-05:12 AM",47.2039
"2013-04-06:12 AM",44.5989
"2013-04-07:12 AM",39.234
"2013-04-08:12 AM",39.7769
"2013-04-09:12 AM",41.61
"2013-04-10:12 AM",44.5912
"2013-04-11:12 AM",42.118
"2013-04-12:12 AM",38.7518
"2013-04-13:12 AM",37.6585
"2013-04-14:12 AM",37.3338
"2013-04-15:12 AM",36.3081
"2013-04-16:12 AM",37.3323
"2013-04-17:12 AM",38.5621
"2013-04-18:12 AM",41.626
"2013-04-19:12 AM",44.6286
"2013-04-20:12 AM",44.7946
"2013-04-21:12 AM",41.9691
"2013-04-22:12 AM",40.9462
"2013-04-23:12 AM",42.4033
"2013-04-24:12 AM",46.3876
"2013-04-25:12 AM",49.8582
"2013-04-26:12 AM",53.0056
"2013-04-27:12 AM",51.0571
"2013-04-28:12 AM",47.7808
"2013-04-29:12 AM",43.448
"2013-04-30:12 AM",39.1028
"2013-05-01:12 AM",41.7189
"2013-05-02:12 AM",48.423
"2013-05-03:12 AM",53.4582
"2013-05-04:12 AM",56.4132
"2013-05-05:12 AM",59.5458
"2013-05-06:12 AM",61.7454
"2013-05-07:12 AM",60.9258
"2013-05-08:12 AM",60.6556
"2013-05-09:12 AM",61.2142
"2013-05-10:12 AM",62.888
"2013-05-11:12 AM",65.0574
"2013-05-12:12 AM",61.088
"2013-05-13:12 AM",54.6058
"2013-05-14:12 AM",48.7906
"2013-05-15:12 AM",47.9809
"2013-05-16:12 AM",52.7313
"2013-05-17:12 AM",51.4648
"2013-05-18:12 AM",49.5626
"2013-05-19:12 AM",51.1738
"2013-05-20:12 AM",52.7508
"2013-05-21:12 AM",48.6943
"2013-05-22:12 AM",41.1784
"2013-05-23:12 AM",42.8873
"2013-05-24:12 AM",44.4328
"2013-05-25:12 AM",47.3371
"2013-05-26:12 AM",48.9673
"2013-05-27:12 AM",48.5598
"2013-05-28:12 AM",50.1134
"2013-05-29:12 AM",48.196
"2013-05-30:12 AM",48.6127
"2013-05-31:12 AM",50.9988
"2013-06-01:12 AM",52.7365
"2013-06-02:12 AM",54.2012
"2013-06-03:12 AM",54.9086
"2013-06-04:12 AM",58.3169
"2013-06-05:12 AM",61.0864
"2013-06-06:12 AM",64.0047
"2013-06-07:12 AM",60.5793
"2013-06-08:12 AM",58.5604
"2013-06-09:12 AM",56.3407
"2013-06-10:12 AM",55.0819
"2013-06-11:12 AM",53.3241
"2013-06-12:12 AM",51.2951
"2013-06-13:12 AM",51.8295
"2013-06-14:12 AM",53.7195
"2013-06-15:12 AM",57.7899
"2013-06-16:12 AM",61.6797
"2013-06-17:12 AM",61.5256
"2013-06-18:12 AM",56.0482
"2013-06-19:12 AM",51.2037
"2013-06-20:12 AM",49.9512
"2013-06-21:12 AM",51.7615
"2013-06-22:12 AM",55.9854
"2013-06-23:12 AM",58.5223
"2013-06-24:12 AM",56.601
"2013-06-25:12 AM",54.081
"2013-06-26:12 AM",55.8297
"2013-06-27:12 AM",59.6871
"2013-06-28:12 AM",66.8311
"2013-06-29:12 AM",68.4444
"2013-06-30:12 AM",70.2354
"2013-07-01:12 AM",73.7996
"2013-07-02:12 AM",74.2345
"2013-07-03:12 AM",69.2863
"2013-07-04:12 AM",63.6197
"2013-07-05:12 AM",60.9231
"2013-07-06:12 AM",63.1312
"2013-07-07:12 AM",64.7676
"2013-07-08:12 AM",64.2934
"2013-07-09:12 AM",66.6297
"2013-07-10:12 AM",66.645
"2013-07-11:12 AM",61.0309
"2013-07-12:12 AM",56.8522
"2013-07-13:12 AM",58.8871
"2013-07-14:12 AM",62.1765
"2013-07-15:12 AM",63.2646
"2013-07-16:12 AM",67.8889
"2013-07-17:12 AM",68.3092
"2013-07-18:12 AM",66.2385
"2013-07-19:12 AM",67.9122
"2013-07-20:12 AM",67.609
"2013-07-21:12 AM",66.3386
"2013-07-22:12 AM",67.102
"2013-07-23:12 AM",69.0073
"2013-07-24:12 AM",69.345
"2013-07-25:12 AM",69.0811
"2013-07-26:12 AM",67.9906
"2013-07-27:12 AM",65.0077
"2013-07-28:12 AM",61.9927
"2013-07-29:12 AM",63.2943
"2013-07-30:12 AM",65.5572
"2013-07-31:12 AM",65.394
"2013-08-01:12 AM",61.8769
"2013-08-02:12 AM",58.0712
"2013-08-03:12 AM",61.2489
"2013-08-04:12 AM",64.7776
"2013-08-05:12 AM",67.6731
"2013-08-06:12 AM",68.1642
"2013-08-07:12 AM",67.4825
"2013-08-08:12 AM",68.6059
"2013-08-09:12 AM",70.0689
"2013-08-10:12 AM",69.7606
"2013-08-11:12 AM",67.5784
"2013-08-12:12 AM",65.6872
"2013-08-13:12 AM",66.5955
"2013-08-14:12 AM",67.0653
"2013-08-15:12 AM",66.4999
"2013-08-16:12 AM",64.9706
"2013-08-17:12 AM",65.2609
"2013-08-18:12 AM",64.5706
"2013-08-19:12 AM",64.1037
"2013-08-20:12 AM",63.5734
"2013-08-21:12 AM",65.631
"2013-08-22:12 AM",68.7781
"2013-08-23:12 AM",65.3698
"2013-08-24:12 AM",61.8789
"2013-08-25:12 AM",60.7498
"2013-08-26:12 AM",61.0567
"2013-08-27:12 AM",62.9557
"2013-08-28:12 AM",65.2656
"2013-08-29:12 AM",64.8761
"2013-08-30:12 AM",64.6536
"2013-08-31:12 AM",64.6092
"2013-09-01:12 AM",67.1059
"2013-09-02:12 AM",65.316
"2013-09-03:12 AM",64.6716
"2013-09-04:12 AM",65.0737
"2013-09-05:12 AM",64.5922
"2013-09-06:12 AM",60.3604
"2013-09-07:12 AM",59.7837
"2013-09-08:12 AM",61.0885
"2013-09-09:12 AM",64.3105
"2013-09-10:12 AM",66.0139
"2013-09-11:12 AM",70.8793
"2013-09-12:12 AM",69.8648
"2013-09-13:12 AM",67.7797
"2013-09-14:12 AM",67.1171
"2013-09-15:12 AM",66.6255
"2013-09-16:12 AM",60.2031
"2013-09-17:12 AM",54.9756
"2013-09-18:12 AM",54.2635
"2013-09-19:12 AM",55.6718
"2013-09-20:12 AM",57.1888
"2013-09-21:12 AM",56.8756
"2013-09-22:12 AM",51.7771
"2013-09-23:12 AM",51.1351
"2013-09-24:12 AM",48.8629
"2013-09-25:12 AM",47.7361
"2013-09-26:12 AM",48.952
"2013-09-27:12 AM",46.1185
"2013-09-28:12 AM",49.7134
"2013-09-29:12 AM",49.1178
"2013-09-30:12 AM",47.6119
"2013-10-01:12 AM",45.0921
"2013-10-02:12 AM",43.4761
"2013-10-03:12 AM",44.5825
"2013-10-04:12 AM",45.7482
"2013-10-05:12 AM",48.6786
"2013-10-06:12 AM",50.9601
"2013-10-07:12 AM",49.2222
"2013-10-08:12 AM",45.8991
"2013-10-09:12 AM",43.8231
"2013-10-10:12 AM",45.1252
"2013-10-11:12 AM",45.1006
"2013-10-12:12 AM",45.5391
"2013-10-13:12 AM",43.6035
"2013-10-14:12 AM",44.1775
"2013-10-15:12 AM",45.0055
"2013-10-16:12 AM",45.9527
"2013-10-17:12 AM",45.4375
"2013-10-18:12 AM",45.8803
"2013-10-19:12 AM",45.9379
"2013-10-20:12 AM",46.8876
"2013-10-21:12 AM",48.8498
"2013-10-22:12 AM",49.264
"2013-10-23:12 AM",48.4545
"2013-10-24:12 AM",47.5464
"2013-10-25:12 AM",44.6923
"2013-10-26:12 AM",43.9203
"2013-10-27:12 AM",41.7697
"2013-10-28:12 AM",41.2983
"2013-10-29:12 AM",38.4325
"2013-10-30:12 AM",38.1258
"2013-10-31:12 AM",42.4296
"2013-11-01:12 AM",44.3622
"2013-11-02:12 AM",42.9372
"2013-11-03:12 AM",37.9463
"2013-11-04:12 AM",34.669
"2013-11-05:12 AM",36.7342
"2013-11-06:12 AM",37.8696
"2013-11-07:12 AM",39.0765
"2013-11-08:12 AM",40.6283
"2013-11-09:12 AM",37.6812
"2013-11-10:12 AM",39.2608
"2013-11-11:12 AM",40.2298
"2013-11-12:12 AM",42.2247
"2013-11-13:12 AM",43.0948
"2013-11-14:12 AM",40.3632
"2013-11-15:12 AM",37.4274
"2013-11-16:12 AM",37.0688
"2013-11-17:12 AM",37.1464
"2013-11-18:12 AM",41.4446
"2013-11-19:12 AM",42.3658
"2013-11-20:12 AM",29.8476
"2013-11-21:12 AM",25.6111
"2013-11-22:12 AM",26.5312
"2013-11-23:12 AM",28.8045
"2013-11-24:12 AM",30.3676
"2013-11-25:12 AM",31.932
"2013-11-26:12 AM",31.7293
"2013-11-27:12 AM",32.5611
"2013-11-28:12 AM",32.1537
"2013-11-29:12 AM",32.3049
"2013-11-30:12 AM",33.957
"2013-12-01:12 AM",39.7584
"2013-12-02:12 AM",34.4363
"2013-12-03:12 AM",23.7963
"2013-12-04:12 AM",17.7222
"2013-12-05:12 AM",15.5721
"2013-12-06:12 AM",15.0982
"2013-12-07:12 AM",11.0799
"2013-12-08:12 AM",10.2871
"2013-12-09:12 AM",15.7901
"2013-12-10:12 AM",20.2041
"2013-12-11:12 AM",23.3458
"2013-12-12:12 AM",26.0996
"2013-12-13:12 AM",30.5721
"2013-12-14:12 AM",33.5863
"2013-12-15:12 AM",35.3741
"2013-12-16:12 AM",35.3143
"2013-12-17:12 AM",32.6512
"2013-12-18:12 AM",33.2951
"2013-12-19:12 AM",25.0902
"2013-12-20:12 AM",25.8429
"2013-12-21:12 AM",30.6228
"2013-12-22:12 AM",32.959
"2013-12-23:12 AM",37.1595
"2013-12-24:12 AM",31.5201
"2013-12-25:12 AM",29.1234
"2013-12-26:12 AM",30.0792
"2013-12-27:12 AM",29.9088
"2013-12-28:12 AM",31.069
"2013-12-29:12 AM",30.1935
"2013-12-30:12 AM",32.3433
"2013-12-31:12 AM",33.2096
"2014-01-01:12 AM",31.15
"2014-01-02:12 AM",33.7114
"2014-01-03:12 AM",33.2857
"2014-01-04:12 AM",27.1063
"2014-01-05:12 AM",26.8549
"2014-01-06:12 AM",27.2782
"2014-01-07:12 AM",29.8512
"2014-01-08:12 AM",32.9506
"2014-01-09:12 AM",33.8788
"2014-01-10:12 AM",36.5947
"2014-01-11:12 AM",39.4063
"2014-01-12:12 AM",36.0066
"2014-01-13:12 AM",40.5108
"2014-01-14:12 AM",38.588
"2014-01-15:12 AM",35.6157
"2014-01-16:12 AM",34.1994
"2014-01-17:12 AM",31.8587
"2014-01-18:12 AM",30.3069
"2014-01-19:12 AM",29.5133
"2014-01-20:12 AM",29.5639
"2014-01-21:12 AM",29.6379
"2014-01-22:12 AM",30.5625
"2014-01-23:12 AM",31.4695
"2014-01-24:12 AM",32.4169
"2014-01-25:12 AM",31.7905
"2014-01-26:12 AM",30.3642
"2014-01-27:12 AM",30.1006
"2014-01-28:12 AM",30.1941
"2014-01-29:12 AM",32.9229
"2014-01-30:12 AM",32.4385
"2014-01-31:12 AM",30.2297
"2014-02-01:12 AM",27.3897
"2014-02-02:12 AM",26.2465
"2014-02-03:12 AM",23.4266
"2014-02-04:12 AM",17.6148
"2014-02-05:12 AM",11.3662
"2014-02-06:12 AM",8.8396
"2014-02-07:12 AM",15.2645
"2014-02-08:12 AM",17.2573
"2014-02-09:12 AM",22.4859
"2014-02-10:12 AM",25.2748
"2014-02-11:12 AM",32.722
"2014-02-12:12 AM",37.2447
"2014-02-13:12 AM",37.7139
"2014-02-14:12 AM",36.3564
"2014-02-15:12 AM",34.2063
"2014-02-16:12 AM",34.1411
"2014-02-17:12 AM",35.2895
"2014-02-18:12 AM",35.0924
"2014-02-19:12 AM",32.6115
"2014-02-20:12 AM",33.3536
"2014-02-21:12 AM",32.6709
"2014-02-22:12 AM",28.4097
"2014-02-23:12 AM",30.621
"2014-02-24:12 AM",29.5547
"2014-02-25:12 AM",30.9238
"2014-02-26:12 AM",31.3192
"2014-02-27:12 AM",34.2252
"2014-02-28:12 AM",36.0487
"2014-03-01:12 AM",27.7054
"2014-03-02:12 AM",24.6596
"2014-03-03:12 AM",33.1651
"2014-03-04:12 AM",38.0905
"2014-03-05:12 AM",41.6937
"2014-03-06:12 AM",42.8725
"2014-03-07:12 AM",41.7189
"2014-03-08:12 AM",40.4323
"2014-03-09:12 AM",45.5257
"2014-03-10:12 AM",42.0064
"2014-03-11:12 AM",38.7471
"2014-03-12:12 AM",39.2256
"2014-03-13:12 AM",40.2769
"2014-03-14:12 AM",41.8458
"2014-03-15:12 AM",40.519
"2014-03-16:12 AM",42.872
"2014-03-17:12 AM",37.7818
"2014-03-18:12 AM",36.4408
"2014-03-19:12 AM",38.5023
"2014-03-20:12 AM",35.2614
"2014-03-21:12 AM",34.1593
"2014-03-22:12 AM",34.9759
"2014-03-23:12 AM",38.8218
"2014-03-24:12 AM",41.7942
"2014-03-25:12 AM",42.3612
"2014-03-26:12 AM",40.8103
"2014-03-27:12 AM",40.6522
"2014-03-28:12 AM",39.3863
