"DateTime","(deg F) Mean Temperature (CFSR) at Indiana, 2010-01-01 to 2019-03-14"
"2012-02-11:12 AM",20.1976
"2012-02-12:12 AM",20.8357
"2012-02-13:12 AM",26.2859
"2012-02-14:12 AM",31.7831
"2012-02-15:12 AM",35.6261
"2012-02-16:12 AM",39.7186
"2012-02-17:12 AM",36.9397
"2012-02-18:12 AM",36.1449
"2012-02-19:12 AM",31.174
"2012-02-20:12 AM",31.0982
"2012-02-21:12 AM",38.6589
"2012-02-22:12 AM",42.4911
"2012-02-23:12 AM",41.9268
"2012-02-24:12 AM",37.7166
"2012-02-25:12 AM",28.3584
"2012-02-26:12 AM",33.2344
"2012-02-27:12 AM",38.5524
"2012-02-28:12 AM",37.9639
"2012-02-29:12 AM",54.9581
"2012-03-01:12 AM",40.3423
"2012-03-02:12 AM",45.8481
"2012-03-03:12 AM",34.4799
"2012-03-04:12 AM",31.6429
"2012-03-05:12 AM",29.6109
"2012-03-06:12 AM",40.6614
"2012-03-07:12 AM",53.2774
"2012-03-08:12 AM",50.814
"2012-03-09:12 AM",35.1543
"2012-03-10:12 AM",36.6805
"2012-03-11:12 AM",47.0692
"2012-03-12:12 AM",58.9316
"2012-03-13:12 AM",59.5168
"2012-03-14:12 AM",63.0957
"2012-03-15:12 AM",67.1855
"2012-03-16:12 AM",64.6551
"2012-03-17:12 AM",63.4705
"2012-03-18:12 AM",64.9969
"2012-03-19:12 AM",67.5527
"2012-03-20:12 AM",68.8588
"2012-03-21:12 AM",69.4414
"2012-03-22:12 AM",68.2862
"2012-03-23:12 AM",63.0912
"2012-03-24:12 AM",55.8792
"2012-03-25:12 AM",57.1437
"2012-03-26:12 AM",48.8592
"2012-03-27:12 AM",47.1475
"2012-03-28:12 AM",61.5088
"2012-03-29:12 AM",52.6199
"2012-03-30:12 AM",56.2933
"2012-03-31:12 AM",49.8799
"2012-04-01:12 AM",56.6983
"2012-04-02:12 AM",56.8371
"2012-04-03:12 AM",62.8462
"2012-04-04:12 AM",58.7307
"2012-04-05:12 AM",48.506
"2012-04-06:12 AM",44.3543
"2012-04-07:12 AM",49.098
"2012-04-08:12 AM",53.1928
"2012-04-09:12 AM",51.4839
"2012-04-10:12 AM",43.4703
"2012-04-11:12 AM",39.6351
"2012-04-12:12 AM",44.0888
"2012-04-13:12 AM",50.535
"2012-04-14:12 AM",57.9227
"2012-04-15:12 AM",65.3774
"2012-04-16:12 AM",59.2068
"2012-04-17:12 AM",52.6321
"2012-04-18:12 AM",54.2858
"2012-04-19:12 AM",60.4832
"2012-04-20:12 AM",56.4255
"2012-04-21:12 AM",45.2912
"2012-04-22:12 AM",45.3693
"2012-04-23:12 AM",44.6529
"2012-04-24:12 AM",48.852
"2012-04-25:12 AM",56.8715
"2012-04-26:12 AM",58.9262
"2012-04-27:12 AM",46.0089
"2012-04-28:12 AM",48.3244
"2012-04-29:12 AM",51.213
"2012-04-30:12 AM",63.2619
"2012-05-01:12 AM",62.9409
"2012-05-02:12 AM",72.3006
"2012-05-03:12 AM",73.3213
"2012-05-04:12 AM",70.4683
"2012-05-05:12 AM",69.7973
"2012-05-06:12 AM",69.9098
"2012-05-07:12 AM",69.2274
"2012-05-08:12 AM",63.0093
"2012-05-09:12 AM",57.3843
"2012-05-10:12 AM",54.1774
"2012-05-11:12 AM",58.2966
"2012-05-12:12 AM",61.2948
"2012-05-13:12 AM",60.8473
"2012-05-14:12 AM",63.5083
"2012-05-15:12 AM",66.0796
"2012-05-16:12 AM",63.8922
"2012-05-17:12 AM",59.8962
"2012-05-18:12 AM",64.7366
"2012-05-19:12 AM",72.1495
"2012-05-20:12 AM",75.0747
"2012-05-21:12 AM",65.6254
"2012-05-22:12 AM",61.173
"2012-05-23:12 AM",65.9815
"2012-05-24:12 AM",71.4191
"2012-05-25:12 AM",76.2215
"2012-05-26:12 AM",77.0329
"2012-05-27:12 AM",79.3495
"2012-05-28:12 AM",80.065
"2012-05-29:12 AM",76.2568
"2012-05-30:12 AM",67.2406
"2012-05-31:12 AM",59.7967
"2012-06-01:12 AM",54.9358
"2012-06-02:12 AM",58.5347
"2012-06-03:12 AM",66.2401
"2012-06-04:12 AM",66.8568
"2012-06-05:12 AM",63.316
"2012-06-06:12 AM",63.1965
"2012-06-07:12 AM",67.1587
"2012-06-08:12 AM",70.2327
"2012-06-09:12 AM",73.1644
"2012-06-10:12 AM",75.6084
"2012-06-11:12 AM",75.5827
"2012-06-12:12 AM",72.5697
"2012-06-13:12 AM",66.3926
"2012-06-14:12 AM",69.4395
"2012-06-15:12 AM",75.1046
"2012-06-16:12 AM",78.8868
"2012-06-17:12 AM",77.6989
"2012-06-18:12 AM",79.5456
"2012-06-19:12 AM",81.9532
"2012-06-20:12 AM",81.4446
"2012-06-21:12 AM",79.1163
"2012-06-22:12 AM",74.768
"2012-06-23:12 AM",74.5173
"2012-06-24:12 AM",79.1677
"2012-06-25:12 AM",76.3885
"2012-06-26:12 AM",69.7998
"2012-06-27:12 AM",74.2815
"2012-06-28:12 AM",87.9811
"2012-06-29:12 AM",90.2352
"2012-06-30:12 AM",85.8546
"2012-07-01:12 AM",85.7293
"2012-07-02:12 AM",85.7248
"2012-07-03:12 AM",84.6021
"2012-07-04:12 AM",88.9628
"2012-07-05:12 AM",90.4014
"2012-07-06:12 AM",92.0305
"2012-07-07:12 AM",91.8754
"2012-07-08:12 AM",85.1536
"2012-07-09:12 AM",79.3765
"2012-07-10:12 AM",79.5416
"2012-07-11:12 AM",79.9471
"2012-07-12:12 AM",80.8468
"2012-07-13:12 AM",80.3444
"2012-07-14:12 AM",78.075
"2012-07-15:12 AM",80.1991
"2012-07-16:12 AM",84.2943
"2012-07-17:12 AM",87.8293
"2012-07-18:12 AM",87.8499
"2012-07-19:12 AM",84.3001
"2012-07-20:12 AM",76.5084
"2012-07-21:12 AM",76.4294
"2012-07-22:12 AM",82.015
"2012-07-23:12 AM",88.9857
"2012-07-24:12 AM",88.3801
"2012-07-25:12 AM",88.257
"2012-07-26:12 AM",88.2104
"2012-07-27:12 AM",80.4776
"2012-07-28:12 AM",76.2994
"2012-07-29:12 AM",77.9079
"2012-07-30:12 AM",80.4313
"2012-07-31:12 AM",82.5332
"2012-08-01:12 AM",79.5715
"2012-08-02:12 AM",81.439
"2012-08-03:12 AM",82.2313
"2012-08-04:12 AM",82.9828
"2012-08-05:12 AM",79.3958
"2012-08-06:12 AM",75.0897
"2012-08-07:12 AM",76.9937
"2012-08-08:12 AM",80.0607
"2012-08-09:12 AM",75.3352
"2012-08-10:12 AM",66.7654
"2012-08-11:12 AM",67.233
"2012-08-12:12 AM",66.7076
"2012-08-13:12 AM",65.4595
"2012-08-14:12 AM",69.5871
"2012-08-15:12 AM",71.9384
"2012-08-16:12 AM",73.4484
"2012-08-17:12 AM",69.0516
"2012-08-18:12 AM",64.1577
"2012-08-19:12 AM",66.5019
"2012-08-20:12 AM",66.3053
"2012-08-21:12 AM",66.4398
"2012-08-22:12 AM",67.3353
"2012-08-23:12 AM",71.5775
"2012-08-24:12 AM",75.373
"2012-08-25:12 AM",78.0899
"2012-08-26:12 AM",78.0181
"2012-08-27:12 AM",74.95
"2012-08-28:12 AM",72.3063
"2012-08-29:12 AM",71.6851
"2012-08-30:12 AM",72.5806
"2012-08-31:12 AM",77.9461
"2012-09-01:12 AM",75.0495
"2012-09-02:12 AM",73.157
"2012-09-03:12 AM",74.4888
"2012-09-04:12 AM",76.3212
"2012-09-05:12 AM",76.6366
"2012-09-06:12 AM",73.9413
"2012-09-07:12 AM",73.6459
"2012-09-08:12 AM",63.363
"2012-09-09:12 AM",61.0194
"2012-09-10:12 AM",60.0186
"2012-09-11:12 AM",62.3815
"2012-09-12:12 AM",66.7119
"2012-09-13:12 AM",68.3645
"2012-09-14:12 AM",62.4682
"2012-09-15:12 AM",58.8272
"2012-09-16:12 AM",60.0849
"2012-09-17:12 AM",62.5755
"2012-09-18:12 AM",58.3525
"2012-09-19:12 AM",53.3071
"2012-09-20:12 AM",60.6391
"2012-09-21:12 AM",57.8309
"2012-09-22:12 AM",54.9801
"2012-09-23:12 AM",48.1269
"2012-09-24:12 AM",49.2877
"2012-09-25:12 AM",60.6434
"2012-09-26:12 AM",66.0006
"2012-09-27:12 AM",62.5534
"2012-09-28:12 AM",58.9125
"2012-09-29:12 AM",57.3519
"2012-09-30:12 AM",56.3104
"2012-10-01:12 AM",54.6044
"2012-10-02:12 AM",56.899
"2012-10-03:12 AM",59.0576
"2012-10-04:12 AM",63.5947
"2012-10-05:12 AM",52.9534
"2012-10-06:12 AM",41.7229
"2012-10-07:12 AM",42.2609
"2012-10-08:12 AM",40.8882
"2012-10-09:12 AM",47.6341
"2012-10-10:12 AM",45.4347
"2012-10-11:12 AM",44.8642
"2012-10-12:12 AM",49.1436
"2012-10-13:12 AM",55.1874
"2012-10-14:12 AM",64.0848
"2012-10-15:12 AM",50.7666
"2012-10-16:12 AM",51.0535
"2012-10-17:12 AM",60.4326
"2012-10-18:12 AM",54.5351
"2012-10-19:12 AM",46.9575
"2012-10-20:12 AM",47.0548
"2012-10-21:12 AM",51.3729
"2012-10-22:12 AM",64.0094
"2012-10-23:12 AM",64.3329
"2012-10-24:12 AM",65.6967
"2012-10-25:12 AM",66.4804
"2012-10-26:12 AM",47.7045
"2012-10-27:12 AM",41.9131
"2012-10-28:12 AM",40.7399
"2012-10-29:12 AM",41.1868
"2012-10-30:12 AM",40.4415
"2012-10-31:12 AM",39.5395
"2012-11-01:12 AM",41.175
"2012-11-02:12 AM",43.4493
"2012-11-03:12 AM",40.6272
"2012-11-04:12 AM",37.1212
"2012-11-05:12 AM",35.4304
"2012-11-06:12 AM",37.5535
"2012-11-07:12 AM",40.5077
"2012-11-08:12 AM",38.9278
"2012-11-09:12 AM",45.8132
"2012-11-10:12 AM",56.7207
"2012-11-11:12 AM",59.4648
"2012-11-12:12 AM",43.1267
"2012-11-13:12 AM",32.085
"2012-11-14:12 AM",33.1956
"2012-11-15:12 AM",33.6817
"2012-11-16:12 AM",36.5292
"2012-11-17:12 AM",39.3534
"2012-11-18:12 AM",42.5901
"2012-11-19:12 AM",46.5694
"2012-11-20:12 AM",49.7673
"2012-11-21:12 AM",48.6864
"2012-11-22:12 AM",50.6608
"2012-11-23:12 AM",41.7834
"2012-11-24:12 AM",27.9023
"2012-11-25:12 AM",34.0061
"2012-11-26:12 AM",36.246
"2012-11-27:12 AM",31.3003
"2012-11-28:12 AM",31.1889
"2012-11-29:12 AM",35.7724
"2012-11-30:12 AM",43.2907
"2012-12-01:12 AM",48.8548
"2012-12-02:12 AM",58.2985
"2012-12-03:12 AM",60.7687
"2012-12-04:12 AM",55.7303
"2012-12-05:12 AM",39.371
"2012-12-06:12 AM",37.5388
"2012-12-07:12 AM",45.6078
"2012-12-08:12 AM",47.0662
"2012-12-09:12 AM",46.0008
"2012-12-10:12 AM",37.1088
"2012-12-11:12 AM",29.6217
"2012-12-12:12 AM",31.1626
"2012-12-13:12 AM",33.7492
"2012-12-14:12 AM",37.3257
"2012-12-15:12 AM",45.216
"2012-12-16:12 AM",50.9218
"2012-12-17:12 AM",42.4728
"2012-12-18:12 AM",38.3509
"2012-12-19:12 AM",39.709
"2012-12-20:12 AM",44.2978
"2012-12-21:12 AM",27.9158
"2012-12-22:12 AM",24.5952
"2012-12-23:12 AM",30.5704
"2012-12-24:12 AM",33.0048
"2012-12-25:12 AM",29.6278
"2012-12-26:12 AM",29.0156
"2012-12-27:12 AM",27.4906
"2012-12-28:12 AM",29.0309
"2012-12-29:12 AM",27.7824
"2012-12-30:12 AM",21.511
"2012-12-31:12 AM",29.6739
"2013-01-01:12 AM",26.6511
"2013-01-02:12 AM",15.7064
"2013-01-03:12 AM",22.7163
"2013-01-04:12 AM",24.9598
"2013-01-05:12 AM",29.0226
"2013-01-06:12 AM",29.694
"2013-01-07:12 AM",24.9483
"2013-01-08:12 AM",31.1733
"2013-01-09:12 AM",38.7932
"2013-01-10:12 AM",37.1003
"2013-01-11:12 AM",51.9487
"2013-01-12:12 AM",54.4129
"2013-01-13:12 AM",39.7488
"2013-01-14:12 AM",23.1472
"2013-01-15:12 AM",24.8337
"2013-01-16:12 AM",28.701
"2013-01-17:12 AM",30.895
"2013-01-18:12 AM",29.4856
"2013-01-19:12 AM",39.0452
"2013-01-20:12 AM",29.829
"2013-01-21:12 AM",18.4815
"2013-01-22:12 AM",10.0342
"2013-01-23:12 AM",16.9387
"2013-01-24:12 AM",19.7125
"2013-01-25:12 AM",22.7419
"2013-01-26:12 AM",23.3127
"2013-01-27:12 AM",26.7631
"2013-01-28:12 AM",46.3885
"2013-01-29:12 AM",56.9127
"2013-01-30:12 AM",49.5959
"2013-01-31:12 AM",24.7172
"2013-02-01:12 AM",8.3496
"2013-02-02:12 AM",21.2943
"2013-02-03:12 AM",18.5252
"2013-02-04:12 AM",24.4585
"2013-02-05:12 AM",27.0828
"2013-02-06:12 AM",28.4583
"2013-02-07:12 AM",34.9513
"2013-02-08:12 AM",33.5665
"2013-02-09:12 AM",30.6138
"2013-02-10:12 AM",39.9717
"2013-02-11:12 AM",39.0171
"2013-02-12:12 AM",33.1426
"2013-02-13:12 AM",32.9212
"2013-02-14:12 AM",36.0646
"2013-02-15:12 AM",31.3266
"2013-02-16:12 AM",23.7421
"2013-02-17:12 AM",21.1001
"2013-02-18:12 AM",35.7129
"2013-02-19:12 AM",29.2446
"2013-02-20:12 AM",20.0341
"2013-02-21:12 AM",24.4504
"2013-02-22:12 AM",31.9105
"2013-02-23:12 AM",27.1161
"2013-02-24:12 AM",28.2963
"2013-02-25:12 AM",31.7476
"2013-02-26:12 AM",36.0491
"2013-02-27:12 AM",34.248
"2013-02-28:12 AM",32.9009
"2013-03-01:12 AM",31.0507
"2013-03-02:12 AM",27.57
"2013-03-03:12 AM",25.7562
"2013-03-04:12 AM",29.0116
"2013-03-05:12 AM",33.3365
"2013-03-06:12 AM",29.908
"2013-03-07:12 AM",30.2146
"2013-03-08:12 AM",31.0341
"2013-03-09:12 AM",37.4367
"2013-03-10:12 AM",50.8087
"2013-03-11:12 AM",45.2739
"2013-03-12:12 AM",34.1353
"2013-03-13:12 AM",29.0698
"2013-03-14:12 AM",30.0735
"2013-03-15:12 AM",38.2977
"2013-03-16:12 AM",42.1749
"2013-03-17:12 AM",33.0004
"2013-03-18:12 AM",35.9974
"2013-03-19:12 AM",31.1585
"2013-03-20:12 AM",27.7941
"2013-03-21:12 AM",24.5788
"2013-03-22:12 AM",28.4401
"2013-03-23:12 AM",34.9081
"2013-03-24:12 AM",33.0622
"2013-03-25:12 AM",30.6813
"2013-03-26:12 AM",31.9491
"2013-03-27:12 AM",32.3206
"2013-03-28:12 AM",34.1312
"2013-03-29:12 AM",38.574
"2013-03-30:12 AM",42.4479
"2013-03-31:12 AM",46.0918
"2013-04-01:12 AM",38.2388
"2013-04-02:12 AM",33.7015
"2013-04-03:12 AM",34.3126
"2013-04-04:12 AM",39.1158
"2013-04-05:12 AM",43.9072
"2013-04-06:12 AM",48.5472
"2013-04-07:12 AM",58.3767
"2013-04-08:12 AM",58.0293
"2013-04-09:12 AM",63.8375
"2013-04-10:12 AM",64.1068
"2013-04-11:12 AM",57.0999
"2013-04-12:12 AM",41.2282
"2013-04-13:12 AM",40.4539
"2013-04-14:12 AM",51.0132
"2013-04-15:12 AM",57.7724
"2013-04-16:12 AM",56.5968
"2013-04-17:12 AM",57.0088
"2013-04-18:12 AM",65.8377
"2013-04-19:12 AM",42.0802
"2013-04-20:12 AM",38.0161
"2013-04-21:12 AM",40.6735
"2013-04-22:12 AM",49.239
"2013-04-23:12 AM",55.5125
"2013-04-24:12 AM",43.6492
"2013-04-25:12 AM",42.1878
"2013-04-26:12 AM",46.7847
"2013-04-27:12 AM",51.8212
"2013-04-28:12 AM",55.3876
"2013-04-29:12 AM",57.4831
"2013-04-30:12 AM",63.4253
"2013-05-01:12 AM",67.2994
"2013-05-02:12 AM",65.8213
"2013-05-03:12 AM",63.5446
"2013-05-04:12 AM",58.2881
"2013-05-05:12 AM",54.7772
"2013-05-06:12 AM",57.0018
"2013-05-07:12 AM",61.6464
"2013-05-08:12 AM",64.4941
"2013-05-09:12 AM",63.9534
"2013-05-10:12 AM",61.1649
"2013-05-11:12 AM",51.2949
"2013-05-12:12 AM",45.5535
"2013-05-13:12 AM",48.0952
"2013-05-14:12 AM",61.4102
"2013-05-15:12 AM",70.1321
"2013-05-16:12 AM",67.977
"2013-05-17:12 AM",66.619
"2013-05-18:12 AM",66.4446
"2013-05-19:12 AM",71.6677
"2013-05-20:12 AM",74.5561
"2013-05-21:12 AM",72.0712
"2013-05-22:12 AM",66.6383
"2013-05-23:12 AM",56.827
"2013-05-24:12 AM",51.1399
"2013-05-25:12 AM",53.4222
"2013-05-26:12 AM",57.855
"2013-05-27:12 AM",62.5606
"2013-05-28:12 AM",71.4285
"2013-05-29:12 AM",73.8225
"2013-05-30:12 AM",73.009
"2013-05-31:12 AM",70.9813
"2013-06-01:12 AM",70.3909
"2013-06-02:12 AM",62.2942
"2013-06-03:12 AM",56.6056
"2013-06-04:12 AM",60.8421
"2013-06-05:12 AM",65.6123
"2013-06-06:12 AM",66.5922
"2013-06-07:12 AM",64.1221
"2013-06-08:12 AM",65.4561
"2013-06-09:12 AM",69.1653
"2013-06-10:12 AM",68.9952
"2013-06-11:12 AM",70.6273
"2013-06-12:12 AM",77.248
"2013-06-13:12 AM",71.5887
"2013-06-14:12 AM",66.0951
"2013-06-15:12 AM",68.5611
"2013-06-16:12 AM",70.7464
"2013-06-17:12 AM",74.1605
"2013-06-18:12 AM",71.0911
"2013-06-19:12 AM",68.3753
"2013-06-20:12 AM",71.9141
"2013-06-21:12 AM",74.5372
"2013-06-22:12 AM",77.3116
"2013-06-23:12 AM",74.943
"2013-06-24:12 AM",73.2277
"2013-06-25:12 AM",77.8039
"2013-06-26:12 AM",76.415
"2013-06-27:12 AM",75.7999
"2013-06-28:12 AM",74.0818
"2013-06-29:12 AM",67.9201
"2013-06-30:12 AM",65.6731
"2013-07-01:12 AM",65.7354
"2013-07-02:12 AM",65.8099
"2013-07-03:12 AM",68.4635
"2013-07-04:12 AM",68.9326
"2013-07-05:12 AM",70.6375
"2013-07-06:12 AM",70.7295
"2013-07-07:12 AM",72.0073
"2013-07-08:12 AM",74.8179
"2013-07-09:12 AM",76.404
"2013-07-10:12 AM",77.8379
"2013-07-11:12 AM",69.0057
"2013-07-12:12 AM",67.9708
"2013-07-13:12 AM",69.6763
"2013-07-14:12 AM",75.7679
"2013-07-15:12 AM",78.7269
"2013-07-16:12 AM",80.215
"2013-07-17:12 AM",80.5865
"2013-07-18:12 AM",80.7723
"2013-07-19:12 AM",80.1936
"2013-07-20:12 AM",77.4149
"2013-07-21:12 AM",73.4738
"2013-07-22:12 AM",73.8509
"2013-07-23:12 AM",73.7908
"2013-07-24:12 AM",64.7083
"2013-07-25:12 AM",65.7491
"2013-07-26:12 AM",65.5693
"2013-07-27:12 AM",65.4787
"2013-07-28:12 AM",59.7776
"2013-07-29:12 AM",63.8483
"2013-07-30:12 AM",64.1521
"2013-07-31:12 AM",67.986
"2013-08-01:12 AM",70.3933
"2013-08-02:12 AM",69.6875
"2013-08-03:12 AM",72.1969
"2013-08-04:12 AM",66.0821
"2013-08-05:12 AM",67.0037
"2013-08-06:12 AM",70.9286
"2013-08-07:12 AM",75.7405
"2013-08-08:12 AM",73.5622
"2013-08-09:12 AM",72.8841
"2013-08-10:12 AM",73.1199
"2013-08-11:12 AM",71.7413
"2013-08-12:12 AM",71.6151
"2013-08-13:12 AM",67.5898
"2013-08-14:12 AM",59.4748
"2013-08-15:12 AM",60.8722
"2013-08-16:12 AM",63.8049
"2013-08-17:12 AM",65.836
"2013-08-18:12 AM",67.6909
"2013-08-19:12 AM",69.1086
"2013-08-20:12 AM",72.2559
"2013-08-21:12 AM",75.5715
"2013-08-22:12 AM",74.7158
"2013-08-23:12 AM",73.1156
"2013-08-24:12 AM",70.792
"2013-08-25:12 AM",72.8762
"2013-08-26:12 AM",76.8934
"2013-08-27:12 AM",79.9426
"2013-08-28:12 AM",81.7837
"2013-08-29:12 AM",77.9257
"2013-08-30:12 AM",78.2715
"2013-08-31:12 AM",80.3653
"2013-09-01:12 AM",75.8073
"2013-09-02:12 AM",73.7382
"2013-09-03:12 AM",64.3287
"2013-09-04:12 AM",63.8526
"2013-09-05:12 AM",67.7302
"2013-09-06:12 AM",68.2048
"2013-09-07:12 AM",73.0409
"2013-09-08:12 AM",75.877
"2013-09-09:12 AM",79.2684
"2013-09-10:12 AM",84.5798
"2013-09-11:12 AM",81.6526
"2013-09-12:12 AM",73.7798
"2013-09-13:12 AM",60.1417
"2013-09-14:12 AM",53.857
"2013-09-15:12 AM",60.5541
"2013-09-16:12 AM",61.0912
"2013-09-17:12 AM",60.4695
"2013-09-18:12 AM",68.2675
"2013-09-19:12 AM",72.8391
"2013-09-20:12 AM",70.8514
"2013-09-21:12 AM",61.2513
"2013-09-22:12 AM",55.0989
"2013-09-23:12 AM",55.0895
"2013-09-24:12 AM",58.707
"2013-09-25:12 AM",63.6168
"2013-09-26:12 AM",61.9522
"2013-09-27:12 AM",63.667
"2013-09-28:12 AM",66.2677
"2013-09-29:12 AM",63.4307
"2013-09-30:12 AM",61.9772
"2013-10-01:12 AM",66.4387
"2013-10-02:12 AM",70.7578
"2013-10-03:12 AM",70.4188
"2013-10-04:12 AM",71.2735
"2013-10-05:12 AM",71.0942
"2013-10-06:12 AM",61.4572
"2013-10-07:12 AM",49.5556
"2013-10-08:12 AM",53.5957
"2013-10-09:12 AM",56.3562
"2013-10-10:12 AM",58.0582
"2013-10-11:12 AM",58.1963
"2013-10-12:12 AM",61.9894
"2013-10-13:12 AM",59.5728
"2013-10-14:12 AM",53.3626
"2013-10-15:12 AM",59.7283
"2013-10-16:12 AM",55.1671
"2013-10-17:12 AM",47.2397
"2013-10-18:12 AM",49.9998
"2013-10-19:12 AM",45.6607
"2013-10-20:12 AM",48.8478
"2013-10-21:12 AM",50.2891
"2013-10-22:12 AM",41.301
"2013-10-23:12 AM",39.3818
"2013-10-24:12 AM",35.9559
"2013-10-25:12 AM",36.0702
"2013-10-26:12 AM",42.4321
"2013-10-27:12 AM",41.954
"2013-10-28:12 AM",44.3862
"2013-10-29:12 AM",48.1683
"2013-10-30:12 AM",57.2778
"2013-10-31:12 AM",62.2173
"2013-11-01:12 AM",49.8619
"2013-11-02:12 AM",44.9517
"2013-11-03:12 AM",43.075
"2013-11-04:12 AM",46.843
"2013-11-05:12 AM",52.6642
"2013-11-06:12 AM",54.5407
"2013-11-07:12 AM",40.5622
"2013-11-08:12 AM",38.4669
"2013-11-09:12 AM",47.1762
"2013-11-10:12 AM",42.0532
"2013-11-11:12 AM",41.4646
"2013-11-12:12 AM",30.0695
"2013-11-13:12 AM",27.3288
"2013-11-14:12 AM",36.2588
"2013-11-15:12 AM",43.6111
"2013-11-16:12 AM",50.5771
"2013-11-17:12 AM",60.3135
"2013-11-18:12 AM",42.3396
"2013-11-19:12 AM",35.1342
"2013-11-20:12 AM",36.8614
"2013-11-21:12 AM",46.5571
"2013-11-22:12 AM",45.1447
"2013-11-23:12 AM",29.1202
"2013-11-24:12 AM",21.8003
"2013-11-25:12 AM",27.7806
"2013-11-26:12 AM",31.1239
"2013-11-27:12 AM",24.2199
"2013-11-28:12 AM",25.4145
"2013-11-29:12 AM",27.2934
"2013-11-30:12 AM",34.5834
"2013-12-01:12 AM",41.2466
"2013-12-02:12 AM",40.6112
"2013-12-03:12 AM",45.2842
"2013-12-04:12 AM",54.3434
"2013-12-05:12 AM",41.994
"2013-12-06:12 AM",25.4491
"2013-12-07:12 AM",18.0536
"2013-12-08:12 AM",22.8623
"2013-12-09:12 AM",24.2292
"2013-12-10:12 AM",17.9517
"2013-12-11:12 AM",19.2423
"2013-12-12:12 AM",10.4295
"2013-12-13:12 AM",23.9664
"2013-12-14:12 AM",30.603
"2013-12-15:12 AM",21.8586
"2013-12-16:12 AM",23.7708
"2013-12-17:12 AM",26.7307
"2013-12-18:12 AM",26.3779
"2013-12-19:12 AM",40.5567
"2013-12-20:12 AM",51.303
"2013-12-21:12 AM",45.7446
"2013-12-22:12 AM",38.9921
"2013-12-23:12 AM",26.5415
"2013-12-24:12 AM",14.0049
"2013-12-25:12 AM",23.7191
"2013-12-26:12 AM",28.0422
"2013-12-27:12 AM",33.1068
"2013-12-28:12 AM",38.0892
"2013-12-29:12 AM",36.1015
"2013-12-30:12 AM",22.5541
"2013-12-31:12 AM",22.1056
"2014-01-01:12 AM",27.7426
"2014-01-02:12 AM",19.4896
"2014-01-03:12 AM",10.6707
"2014-01-04:12 AM",23.1589
"2014-01-05:12 AM",29.7898
"2014-01-06:12 AM",-3.9537
"2014-01-07:12 AM",0.005
"2014-01-08:12 AM",16.1436
"2014-01-09:12 AM",22.0615
"2014-01-10:12 AM",35.3066
"2014-01-11:12 AM",39.4234
"2014-01-12:12 AM",34.8681
"2014-01-13:12 AM",43.1789
"2014-01-14:12 AM",35.1034
"2014-01-15:12 AM",24.5538
"2014-01-16:12 AM",24.1115
"2014-01-17:12 AM",19.9765
"2014-01-18:12 AM",18.27
"2014-01-19:12 AM",23.5706
"2014-01-20:12 AM",33.5703
"2014-01-21:12 AM",16.8282
"2014-01-22:12 AM",9.8814
"2014-01-23:12 AM",5.0081
"2014-01-24:12 AM",6.3496
"2014-01-25:12 AM",21.0276
"2014-01-26:12 AM",23.1121
"2014-01-27:12 AM",9.6989
"2014-01-28:12 AM",0.4681
"2014-01-29:12 AM",10.0065
"2014-01-30:12 AM",20.4213
"2014-01-31:12 AM",28.8306
"2014-02-01:12 AM",35.5136
"2014-02-02:12 AM",27.1139
"2014-02-03:12 AM",19.0679
"2014-02-04:12 AM",20.8612
"2014-02-05:12 AM",23.1973
"2014-02-06:12 AM",10.9413
"2014-02-07:12 AM",2.3799
"2014-02-08:12 AM",13.9683
"2014-02-09:12 AM",20.1141
"2014-02-10:12 AM",8.8776
"2014-02-11:12 AM",4.897
"2014-02-12:12 AM",11.185
"2014-02-13:12 AM",20.2384
"2014-02-14:12 AM",25.5283
"2014-02-15:12 AM",17.9629
"2014-02-16:12 AM",23.6833
"2014-02-17:12 AM",23.1535
"2014-02-18:12 AM",34.6109
"2014-02-19:12 AM",38.5027
"2014-02-20:12 AM",47.457
"2014-02-21:12 AM",36.1582
"2014-02-22:12 AM",38.388
"2014-02-23:12 AM",29.9545
"2014-02-24:12 AM",22.5358
"2014-02-25:12 AM",23.1676
"2014-02-26:12 AM",12.738
"2014-02-27:12 AM",14.4572
"2014-02-28:12 AM",16.6318
"2014-03-01:12 AM",32.887
"2014-03-02:12 AM",21.6498
"2014-03-03:12 AM",11.8479
"2014-03-04:12 AM",10.7679
"2014-03-05:12 AM",20.8119
"2014-03-06:12 AM",24.7206
"2014-03-07:12 AM",34.844
"2014-03-08:12 AM",36.599
"2014-03-09:12 AM",31.253
"2014-03-10:12 AM",42.719
"2014-03-11:12 AM",49.3705
"2014-03-12:12 AM",35.8714
"2014-03-13:12 AM",23.6379
"2014-03-14:12 AM",42.3144
"2014-03-15:12 AM",40.6918
"2014-03-16:12 AM",29.268
"2014-03-17:12 AM",26.7055
"2014-03-18:12 AM",36.9513
"2014-03-19:12 AM",45.5389
"2014-03-20:12 AM",37.717
"2014-03-21:12 AM",46.0639
"2014-03-22:12 AM",42.6969
"2014-03-23:12 AM",32.1516
"2014-03-24:12 AM",28.6338
"2014-03-25:12 AM",28.3458
"2014-03-26:12 AM",27.0822
"2014-03-27:12 AM",39.7008
"2014-03-28:12 AM",47.2825
"2014-03-29:12 AM",37.2817
"2014-03-30:12 AM",37.2763
