"DateTime","(deg F) Mean Temperature (CFSR) at New York, 2010-01-01 to 2019-03-14"
"2012-02-12:12 AM",14.0347
"2012-02-13:12 AM",24.5907
"2012-02-14:12 AM",29.2629
"2012-02-15:12 AM",32.7524
"2012-02-16:12 AM",32.9513
"2012-02-17:12 AM",34.1548
"2012-02-18:12 AM",30.7935
"2012-02-19:12 AM",27.0923
"2012-02-20:12 AM",24.3073
"2012-02-21:12 AM",29.0451
"2012-02-22:12 AM",36.7821
"2012-02-23:12 AM",34.529
"2012-02-24:12 AM",33.3763
"2012-02-25:12 AM",26.7886
"2012-02-26:12 AM",21.0511
"2012-02-27:12 AM",30.9466
"2012-02-28:12 AM",28.1422
"2012-02-29:12 AM",29.5493
"2012-03-01:12 AM",32.3832
"2012-03-02:12 AM",32.9819
"2012-03-03:12 AM",36.0207
"2012-03-04:12 AM",27.3481
"2012-03-05:12 AM",17.9946
"2012-03-06:12 AM",22.8153
"2012-03-07:12 AM",39.8388
"2012-03-08:12 AM",48.2972
"2012-03-09:12 AM",30.9677
"2012-03-10:12 AM",25.6762
"2012-03-11:12 AM",36.5821
"2012-03-12:12 AM",45.063
"2012-03-13:12 AM",51.3838
"2012-03-14:12 AM",43.7475
"2012-03-15:12 AM",46.1367
"2012-03-16:12 AM",47.0743
"2012-03-17:12 AM",49.449
"2012-03-18:12 AM",55.4126
"2012-03-19:12 AM",56.0334
"2012-03-20:12 AM",57.6538
"2012-03-21:12 AM",58.7687
"2012-03-22:12 AM",59.3508
"2012-03-23:12 AM",56.2523
"2012-03-24:12 AM",50.3145
"2012-03-25:12 AM",46.8792
"2012-03-26:12 AM",34.396
"2012-03-27:12 AM",29.6762
"2012-03-28:12 AM",43.185
"2012-03-29:12 AM",37.7623
"2012-03-30:12 AM",34.7553
"2012-03-31:12 AM",36.4644
"2012-04-01:12 AM",37.4995
"2012-04-02:12 AM",36.9054
"2012-04-03:12 AM",38.4462
"2012-04-04:12 AM",40.5403
"2012-04-05:12 AM",35.4873
"2012-04-06:12 AM",35.7597
"2012-04-07:12 AM",37.7857
"2012-04-08:12 AM",40.9962
"2012-04-09:12 AM",40.7397
"2012-04-10:12 AM",40.2982
"2012-04-11:12 AM",38.5362
"2012-04-12:12 AM",40.1646
"2012-04-13:12 AM",42.4499
"2012-04-14:12 AM",48.7071
"2012-04-15:12 AM",56.0757
"2012-04-16:12 AM",65.3639
"2012-04-17:12 AM",50.7526
"2012-04-18:12 AM",41.7938
"2012-04-19:12 AM",51.112
"2012-04-20:12 AM",57.418
"2012-04-21:12 AM",49.5894
"2012-04-22:12 AM",39.2725
"2012-04-23:12 AM",36.2165
"2012-04-24:12 AM",37.8387
"2012-04-25:12 AM",38.9232
"2012-04-26:12 AM",44.1711
"2012-04-27:12 AM",36.1252
"2012-04-28:12 AM",35.38
"2012-04-29:12 AM",37.9769
"2012-04-30:12 AM",43.6159
"2012-05-01:12 AM",49.858
"2012-05-02:12 AM",52.9056
"2012-05-03:12 AM",57.792
"2012-05-04:12 AM",60.1412
"2012-05-05:12 AM",52.7527
"2012-05-06:12 AM",50.2124
"2012-05-07:12 AM",53.454
"2012-05-08:12 AM",53.9586
"2012-05-09:12 AM",56.7039
"2012-05-10:12 AM",48.0339
"2012-05-11:12 AM",49.0555
"2012-05-12:12 AM",55.5615
"2012-05-13:12 AM",58.3315
"2012-05-14:12 AM",57.463
"2012-05-15:12 AM",58.5918
"2012-05-16:12 AM",59.738
"2012-05-17:12 AM",49.8569
"2012-05-18:12 AM",53.2121
"2012-05-19:12 AM",60.7536
"2012-05-20:12 AM",65.6344
"2012-05-21:12 AM",63.7077
"2012-05-22:12 AM",62.1901
"2012-05-23:12 AM",63.322
"2012-05-24:12 AM",66.4819
"2012-05-25:12 AM",68.7016
"2012-05-26:12 AM",67.0246
"2012-05-27:12 AM",65.5448
"2012-05-28:12 AM",70.7923
"2012-05-29:12 AM",73.0175
"2012-05-30:12 AM",65.3502
"2012-05-31:12 AM",58.2672
"2012-06-01:12 AM",57.4806
"2012-06-02:12 AM",56.1263
"2012-06-03:12 AM",55.4013
"2012-06-04:12 AM",51.1437
"2012-06-05:12 AM",53.1673
"2012-06-06:12 AM",55.3338
"2012-06-07:12 AM",58.0244
"2012-06-08:12 AM",62.1414
"2012-06-09:12 AM",60.1783
"2012-06-10:12 AM",67.6447
"2012-06-11:12 AM",70.2817
"2012-06-12:12 AM",64.4815
"2012-06-13:12 AM",59.8611
"2012-06-14:12 AM",60.7145
"2012-06-15:12 AM",64.5048
"2012-06-16:12 AM",67.1085
"2012-06-17:12 AM",66.6808
"2012-06-18:12 AM",64.5881
"2012-06-19:12 AM",70.5295
"2012-06-20:12 AM",76.9084
"2012-06-21:12 AM",77.1712
"2012-06-22:12 AM",71.3199
"2012-06-23:12 AM",65.5183
"2012-06-24:12 AM",64.8664
"2012-06-25:12 AM",60.1246
"2012-06-26:12 AM",58.3968
"2012-06-27:12 AM",63.9682
"2012-06-28:12 AM",68.7826
"2012-06-29:12 AM",73.6014
"2012-06-30:12 AM",72.3065
"2012-07-01:12 AM",70.7833
"2012-07-02:12 AM",67.8067
"2012-07-03:12 AM",69.993
"2012-07-04:12 AM",73.4248
"2012-07-05:12 AM",70.9434
"2012-07-06:12 AM",73.4614
"2012-07-07:12 AM",72.7057
"2012-07-08:12 AM",69.4693
"2012-07-09:12 AM",65.916
"2012-07-10:12 AM",66.5344
"2012-07-11:12 AM",68.4061
"2012-07-12:12 AM",71.9074
"2012-07-13:12 AM",74.9347
"2012-07-14:12 AM",75.1384
"2012-07-15:12 AM",72.1461
"2012-07-16:12 AM",73.3635
"2012-07-17:12 AM",78.7759
"2012-07-18:12 AM",74.5135
"2012-07-19:12 AM",67.2033
"2012-07-20:12 AM",64.2405
"2012-07-21:12 AM",66.3966
"2012-07-22:12 AM",70.8478
"2012-07-23:12 AM",74.6856
"2012-07-24:12 AM",72.1958
"2012-07-25:12 AM",67.6263
"2012-07-26:12 AM",71.6763
"2012-07-27:12 AM",70.8512
"2012-07-28:12 AM",67.4895
"2012-07-29:12 AM",68.8672
"2012-07-30:12 AM",69.7147
"2012-07-31:12 AM",72.3196
"2012-08-01:12 AM",69.571
"2012-08-02:12 AM",71.6511
"2012-08-03:12 AM",75.3325
"2012-08-04:12 AM",77.8122
"2012-08-05:12 AM",75.8451
"2012-08-06:12 AM",67.4029
"2012-08-07:12 AM",66.6988
"2012-08-08:12 AM",71.2717
"2012-08-09:12 AM",71.4135
"2012-08-10:12 AM",69.2049
"2012-08-11:12 AM",69.2604
"2012-08-12:12 AM",67.4659
"2012-08-13:12 AM",67.2629
"2012-08-14:12 AM",68.3083
"2012-08-15:12 AM",67.2796
"2012-08-16:12 AM",67.1702
"2012-08-17:12 AM",69.1522
"2012-08-18:12 AM",61.4491
"2012-08-19:12 AM",61.0126
"2012-08-20:12 AM",62.9771
"2012-08-21:12 AM",61.8732
"2012-08-22:12 AM",64.8666
"2012-08-23:12 AM",66.4563
"2012-08-24:12 AM",69.2919
"2012-08-25:12 AM",72.2599
"2012-08-26:12 AM",69.976
"2012-08-27:12 AM",69.7741
"2012-08-28:12 AM",68.7839
"2012-08-29:12 AM",59.9112
"2012-08-30:12 AM",64.1498
"2012-08-31:12 AM",72.5148
"2012-09-01:12 AM",69.2136
"2012-09-02:12 AM",66.2614
"2012-09-03:12 AM",67.1794
"2012-09-04:12 AM",69.3266
"2012-09-05:12 AM",68.6701
"2012-09-06:12 AM",68.605
"2012-09-07:12 AM",69.1657
"2012-09-08:12 AM",67.4136
"2012-09-09:12 AM",57.3075
"2012-09-10:12 AM",53.1063
"2012-09-11:12 AM",54.4494
"2012-09-12:12 AM",62.9033
"2012-09-13:12 AM",65.2597
"2012-09-14:12 AM",65.9019
"2012-09-15:12 AM",56.4453
"2012-09-16:12 AM",53.3586
"2012-09-17:12 AM",60.8515
"2012-09-18:12 AM",62.1055
"2012-09-19:12 AM",51.3925
"2012-09-20:12 AM",53.5876
"2012-09-21:12 AM",60.42
"2012-09-22:12 AM",58.1526
"2012-09-23:12 AM",50.592
"2012-09-24:12 AM",48.3611
"2012-09-25:12 AM",55.7557
"2012-09-26:12 AM",59.1667
"2012-09-27:12 AM",54.9005
"2012-09-28:12 AM",51.2316
"2012-09-29:12 AM",51.823
"2012-09-30:12 AM",50.4765
"2012-10-01:12 AM",52.1337
"2012-10-02:12 AM",56.3824
"2012-10-03:12 AM",61.747
"2012-10-04:12 AM",62.3102
"2012-10-05:12 AM",60.6432
"2012-10-06:12 AM",52.477
"2012-10-07:12 AM",44.3557
"2012-10-08:12 AM",42.7111
"2012-10-09:12 AM",46.2828
"2012-10-10:12 AM",49.0125
"2012-10-11:12 AM",43.8163
"2012-10-12:12 AM",40.8753
"2012-10-13:12 AM",38.64
"2012-10-14:12 AM",52.7619
"2012-10-15:12 AM",55.5256
"2012-10-16:12 AM",43.0569
"2012-10-17:12 AM",46.8939
"2012-10-18:12 AM",52.3681
"2012-10-19:12 AM",55.0114
"2012-10-20:12 AM",51.9265
"2012-10-21:12 AM",48.8793
"2012-10-22:12 AM",49.1272
"2012-10-23:12 AM",50.0697
"2012-10-24:12 AM",51.6823
"2012-10-25:12 AM",56.7927
"2012-10-26:12 AM",57.7499
"2012-10-27:12 AM",52.8058
"2012-10-28:12 AM",48.0625
"2012-10-29:12 AM",49.1475
"2012-10-30:12 AM",51.645
"2012-10-31:12 AM",43.6402
"2012-11-01:12 AM",41.3276
"2012-11-02:12 AM",38.4433
"2012-11-03:12 AM",35.9614
"2012-11-04:12 AM",34.3123
"2012-11-05:12 AM",31.0631
"2012-11-06:12 AM",29.5797
"2012-11-07:12 AM",31.2508
"2012-11-08:12 AM",31.7104
"2012-11-09:12 AM",35.4994
"2012-11-10:12 AM",40.5316
"2012-11-11:12 AM",49.3248
"2012-11-12:12 AM",54.0419
"2012-11-13:12 AM",38.9005
"2012-11-14:12 AM",32.6835
"2012-11-15:12 AM",32.4396
"2012-11-16:12 AM",32.7553
"2012-11-17:12 AM",33.532
"2012-11-18:12 AM",33.9148
"2012-11-19:12 AM",34.9045
"2012-11-20:12 AM",37.006
"2012-11-21:12 AM",36.5135
"2012-11-22:12 AM",40.221
"2012-11-23:12 AM",42.4558
"2012-11-24:12 AM",32.2747
"2012-11-25:12 AM",29.0651
"2012-11-26:12 AM",31.3412
"2012-11-27:12 AM",30.2009
"2012-11-28:12 AM",28.8628
"2012-11-29:12 AM",31.0818
"2012-11-30:12 AM",26.8434
"2012-12-01:12 AM",31.6215
"2012-12-02:12 AM",41.1525
"2012-12-03:12 AM",43.7187
"2012-12-04:12 AM",50.895
"2012-12-05:12 AM",38.0602
"2012-12-06:12 AM",29.2145
"2012-12-07:12 AM",33.993
"2012-12-08:12 AM",38.4222
"2012-12-09:12 AM",35.4702
"2012-12-10:12 AM",41.9671
"2012-12-11:12 AM",32.1922
"2012-12-12:12 AM",31.6801
"2012-12-13:12 AM",32.4068
"2012-12-14:12 AM",34.2324
"2012-12-15:12 AM",33.1101
"2012-12-16:12 AM",36.3798
"2012-12-17:12 AM",37.8687
"2012-12-18:12 AM",37.7875
"2012-12-19:12 AM",34.1231
"2012-12-20:12 AM",32.3049
"2012-12-21:12 AM",35.6855
"2012-12-22:12 AM",25.6804
"2012-12-23:12 AM",27.1647
"2012-12-24:12 AM",25.6642
"2012-12-25:12 AM",24.9575
"2012-12-26:12 AM",21.6495
"2012-12-27:12 AM",24.534
"2012-12-28:12 AM",22.4407
"2012-12-29:12 AM",22.6881
"2012-12-30:12 AM",17.5707
"2012-12-31:12 AM",25.7977
"2013-01-01:12 AM",20.4595
"2013-01-02:12 AM",13.3376
"2013-01-03:12 AM",13.1547
"2013-01-04:12 AM",26.5228
"2013-01-05:12 AM",25.7306
"2013-01-06:12 AM",30.4749
"2013-01-07:12 AM",24.5817
"2013-01-08:12 AM",28.2616
"2013-01-09:12 AM",32.5823
"2013-01-10:12 AM",31.433
"2013-01-11:12 AM",33.2415
"2013-01-12:12 AM",40.8173
"2013-01-13:12 AM",44.001
"2013-01-14:12 AM",38.7639
"2013-01-15:12 AM",29.7604
"2013-01-16:12 AM",30.0801
"2013-01-17:12 AM",26.6729
"2013-01-18:12 AM",16.448
"2013-01-19:12 AM",30.4511
"2013-01-20:12 AM",28.8666
"2013-01-21:12 AM",18.1243
"2013-01-22:12 AM",10.4911
"2013-01-23:12 AM",3.1075
"2013-01-24:12 AM",3.3807
"2013-01-25:12 AM",7.2496
"2013-01-26:12 AM",8.4967
"2013-01-27:12 AM",12.7902
"2013-01-28:12 AM",25.0983
"2013-01-29:12 AM",33.8378
"2013-01-30:12 AM",46.2085
"2013-01-31:12 AM",34.3575
"2013-02-01:12 AM",18.5677
"2013-02-02:12 AM",15.2191
"2013-02-03:12 AM",17.2645
"2013-02-04:12 AM",16.5061
"2013-02-05:12 AM",16.6348
"2013-02-06:12 AM",19.8185
"2013-02-07:12 AM",16.1874
"2013-02-08:12 AM",24.4594
"2013-02-09:12 AM",14.7132
"2013-02-10:12 AM",16.1191
"2013-02-11:12 AM",31.7887
"2013-02-12:12 AM",30.2806
"2013-02-13:12 AM",28.0803
"2013-02-14:12 AM",28.7949
"2013-02-15:12 AM",31.7091
"2013-02-16:12 AM",23.2635
"2013-02-17:12 AM",13.96
"2013-02-18:12 AM",13.968
"2013-02-19:12 AM",29.1978
"2013-02-20:12 AM",21.5614
"2013-02-21:12 AM",15.3126
"2013-02-22:12 AM",22.957
"2013-02-23:12 AM",31.2249
"2013-02-24:12 AM",29.4694
"2013-02-25:12 AM",29.1083
"2013-02-26:12 AM",29.7025
"2013-02-27:12 AM",33.2661
"2013-02-28:12 AM",32.4829
"2013-03-01:12 AM",29.6422
"2013-03-02:12 AM",24.4927
"2013-03-03:12 AM",21.7362
"2013-03-04:12 AM",21.8784
"2013-03-05:12 AM",26.0623
"2013-03-06:12 AM",30.6624
"2013-03-07:12 AM",29.0894
"2013-03-08:12 AM",28.9022
"2013-03-09:12 AM",31.2897
"2013-03-10:12 AM",36.6598
"2013-03-11:12 AM",40.57
"2013-03-12:12 AM",41.1512
"2013-03-13:12 AM",31.0201
"2013-03-14:12 AM",22.4206
"2013-03-15:12 AM",26.7053
"2013-03-16:12 AM",23.466
"2013-03-17:12 AM",20.8809
"2013-03-18:12 AM",22.804
"2013-03-19:12 AM",29.2845
"2013-03-20:12 AM",24.6027
"2013-03-21:12 AM",22.5144
"2013-03-22:12 AM",25.0666
"2013-03-23:12 AM",28.3183
"2013-03-24:12 AM",28.7658
"2013-03-25:12 AM",31.3554
"2013-03-26:12 AM",32.7933
"2013-03-27:12 AM",33.7966
"2013-03-28:12 AM",34.7949
"2013-03-29:12 AM",35.9209
"2013-03-30:12 AM",35.7472
"2013-03-31:12 AM",39.8089
"2013-04-01:12 AM",34.201
"2013-04-02:12 AM",26.8056
"2013-04-03:12 AM",26.859
"2013-04-04:12 AM",33.1871
"2013-04-05:12 AM",35.2027
"2013-04-06:12 AM",30.8988
"2013-04-07:12 AM",42.7082
"2013-04-08:12 AM",45.5646
"2013-04-09:12 AM",49.0597
"2013-04-10:12 AM",46.3588
"2013-04-11:12 AM",37.9209
"2013-04-12:12 AM",36.4426
"2013-04-13:12 AM",38.1578
"2013-04-14:12 AM",36.6319
"2013-04-15:12 AM",43.671
"2013-04-16:12 AM",50.4039
"2013-04-17:12 AM",43.5702
"2013-04-18:12 AM",50.9355
"2013-04-19:12 AM",56.847
"2013-04-20:12 AM",37.7071
"2013-04-21:12 AM",33.0674
"2013-04-22:12 AM",40.3732
"2013-04-23:12 AM",42.3356
"2013-04-24:12 AM",50.5785
"2013-04-25:12 AM",41.7144
"2013-04-26:12 AM",41.5627
"2013-04-27:12 AM",46.0477
"2013-04-28:12 AM",52.6492
"2013-04-29:12 AM",50.3542
"2013-04-30:12 AM",53.9157
"2013-05-01:12 AM",56.0588
"2013-05-02:12 AM",57.6655
"2013-05-03:12 AM",56.426
"2013-05-04:12 AM",55.0974
"2013-05-05:12 AM",55.3672
"2013-05-06:12 AM",54.8562
"2013-05-07:12 AM",59.5996
"2013-05-08:12 AM",59.4433
"2013-05-09:12 AM",56.9224
"2013-05-10:12 AM",59.3316
"2013-05-11:12 AM",55.1188
"2013-05-12:12 AM",46.2569
"2013-05-13:12 AM",39.2808
"2013-05-14:12 AM",41.5445
"2013-05-15:12 AM",52.0515
"2013-05-16:12 AM",57.0654
"2013-05-17:12 AM",50.6696
"2013-05-18:12 AM",54.7228
"2013-05-19:12 AM",55.5118
"2013-05-20:12 AM",62.9546
"2013-05-21:12 AM",68.1685
"2013-05-22:12 AM",68.2887
"2013-05-23:12 AM",64.8516
"2013-05-24:12 AM",45.4276
"2013-05-25:12 AM",42.3867
"2013-05-26:12 AM",45.756
"2013-05-27:12 AM",50.4223
"2013-05-28:12 AM",53.5944
"2013-05-29:12 AM",63.6141
"2013-05-30:12 AM",69.426
"2013-05-31:12 AM",72.8287
"2013-06-01:12 AM",72.1819
"2013-06-02:12 AM",69.4296
"2013-06-03:12 AM",56.5
"2013-06-04:12 AM",52.8885
"2013-06-05:12 AM",55.2576
"2013-06-06:12 AM",56.1855
"2013-06-07:12 AM",55.2407
"2013-06-08:12 AM",56.4229
"2013-06-09:12 AM",60.7168
"2013-06-10:12 AM",60.2299
"2013-06-11:12 AM",59.3001
"2013-06-12:12 AM",60.2649
"2013-06-13:12 AM",55.8351
"2013-06-14:12 AM",57.9843
"2013-06-15:12 AM",58.887
"2013-06-16:12 AM",61.0052
"2013-06-17:12 AM",64.6002
"2013-06-18:12 AM",58.1581
"2013-06-19:12 AM",56.3358
"2013-06-20:12 AM",58.4856
"2013-06-21:12 AM",64.3071
"2013-06-22:12 AM",68.8532
"2013-06-23:12 AM",72.7232
"2013-06-24:12 AM",74.1837
"2013-06-25:12 AM",71.8153
"2013-06-26:12 AM",69.8322
"2013-06-27:12 AM",69.1821
"2013-06-28:12 AM",65.6154
"2013-06-29:12 AM",64.6297
"2013-06-30:12 AM",66.686
"2013-07-01:12 AM",64.6533
"2013-07-02:12 AM",68.1919
"2013-07-03:12 AM",72.6642
"2013-07-04:12 AM",74.5434
"2013-07-05:12 AM",74.1418
"2013-07-06:12 AM",73.8649
"2013-07-07:12 AM",73.015
"2013-07-08:12 AM",71.0524
"2013-07-09:12 AM",71.7667
"2013-07-10:12 AM",72.7824
"2013-07-11:12 AM",68.2419
"2013-07-12:12 AM",66.4761
"2013-07-13:12 AM",68.1917
"2013-07-14:12 AM",73.5071
"2013-07-15:12 AM",74.8384
"2013-07-16:12 AM",75.283
"2013-07-17:12 AM",76.9138
"2013-07-18:12 AM",78.0233
"2013-07-19:12 AM",79.5837
"2013-07-20:12 AM",72.8564
"2013-07-21:12 AM",66.9285
"2013-07-22:12 AM",67.5003
"2013-07-23:12 AM",70.6174
"2013-07-24:12 AM",61.5605
"2013-07-25:12 AM",58.638
"2013-07-26:12 AM",62.2872
"2013-07-27:12 AM",66.1449
"2013-07-28:12 AM",65.8908
"2013-07-29:12 AM",63.2921
"2013-07-30:12 AM",62.6122
"2013-07-31:12 AM",65.05
"2013-08-01:12 AM",64.9688
"2013-08-02:12 AM",65.2811
"2013-08-03:12 AM",65.2239
"2013-08-04:12 AM",60.7811
"2013-08-05:12 AM",58.2843
"2013-08-06:12 AM",62.8117
"2013-08-07:12 AM",67.2616
"2013-08-08:12 AM",70.1917
"2013-08-09:12 AM",69.7006
"2013-08-10:12 AM",64.2501
"2013-08-11:12 AM",61.0353
"2013-08-12:12 AM",63.8937
"2013-08-13:12 AM",63.7992
"2013-08-14:12 AM",56.8911
"2013-08-15:12 AM",58.019
"2013-08-16:12 AM",60.1522
"2013-08-17:12 AM",62.0299
"2013-08-18:12 AM",63.8299
"2013-08-19:12 AM",65.5164
"2013-08-20:12 AM",67.0714
"2013-08-21:12 AM",69.0366
"2013-08-22:12 AM",70.1127
"2013-08-23:12 AM",64.0279
"2013-08-24:12 AM",59.0196
"2013-08-25:12 AM",63.6091
"2013-08-26:12 AM",67.8148
"2013-08-27:12 AM",69.4652
"2013-08-28:12 AM",69.7798
"2013-08-29:12 AM",68.2558
"2013-08-30:12 AM",69.2542
"2013-08-31:12 AM",70.1155
"2013-09-01:12 AM",68.4716
"2013-09-02:12 AM",69.2868
"2013-09-03:12 AM",62.4447
"2013-09-04:12 AM",63.0756
"2013-09-05:12 AM",57.9211
"2013-09-06:12 AM",51.8391
"2013-09-07:12 AM",59.0182
"2013-09-08:12 AM",56.7313
"2013-09-09:12 AM",55.2456
"2013-09-10:12 AM",70.9264
"2013-09-11:12 AM",77.0038
"2013-09-12:12 AM",69.3392
"2013-09-13:12 AM",55.6727
"2013-09-14:12 AM",50.1814
"2013-09-15:12 AM",53.3448
"2013-09-16:12 AM",50.8489
"2013-09-17:12 AM",45.9268
"2013-09-18:12 AM",52.9779
"2013-09-19:12 AM",57.5949
"2013-09-20:12 AM",62.4879
"2013-09-21:12 AM",61.7263
"2013-09-22:12 AM",51.9222
"2013-09-23:12 AM",46.3287
"2013-09-24:12 AM",46.989
"2013-09-25:12 AM",51.0208
"2013-09-26:12 AM",52.5823
"2013-09-27:12 AM",52.8159
"2013-09-28:12 AM",54.6231
"2013-09-29:12 AM",56.8675
"2013-09-30:12 AM",57.9936
"2013-10-01:12 AM",59.466
"2013-10-02:12 AM",62.6257
"2013-10-03:12 AM",57.6048
"2013-10-04:12 AM",61.2365
"2013-10-05:12 AM",60.2618
"2013-10-06:12 AM",61.1523
"2013-10-07:12 AM",59.4273
"2013-10-08:12 AM",49.8159
"2013-10-09:12 AM",49.1839
"2013-10-10:12 AM",51.7275
"2013-10-11:12 AM",54.482
"2013-10-12:12 AM",55.7049
"2013-10-13:12 AM",55.8379
"2013-10-14:12 AM",54.1522
"2013-10-15:12 AM",53.994
"2013-10-16:12 AM",56.8906
"2013-10-17:12 AM",55.8453
"2013-10-18:12 AM",51.4728
"2013-10-19:12 AM",50.2342
"2013-10-20:12 AM",45.9383
"2013-10-21:12 AM",49.9645
"2013-10-22:12 AM",46.357
"2013-10-23:12 AM",40.262
"2013-10-24:12 AM",37.7136
"2013-10-25:12 AM",38.0586
"2013-10-26:12 AM",39.0663
"2013-10-27:12 AM",39.7814
"2013-10-28:12 AM",38.34
"2013-10-29:12 AM",34.466
"2013-10-30:12 AM",40.5666
"2013-10-31:12 AM",50.0562
"2013-11-01:12 AM",55.2718
"2013-11-02:12 AM",45.3646
"2013-11-03:12 AM",32.8035
"2013-11-04:12 AM",31.7961
"2013-11-05:12 AM",38.3139
"2013-11-06:12 AM",46.5681
"2013-11-07:12 AM",46.0728
"2013-11-08:12 AM",35.015
"2013-11-09:12 AM",36.4451
"2013-11-10:12 AM",40.2899
"2013-11-11:12 AM",36.9961
"2013-11-12:12 AM",27.5925
"2013-11-13:12 AM",25.2909
"2013-11-14:12 AM",34.065
"2013-11-15:12 AM",38.1992
"2013-11-16:12 AM",42.6245
"2013-11-17:12 AM",47.7919
"2013-11-18:12 AM",46.8196
"2013-11-19:12 AM",31.7404
"2013-11-20:12 AM",29.0035
"2013-11-21:12 AM",33.4956
"2013-11-22:12 AM",40.5554
"2013-11-23:12 AM",29.9993
"2013-11-24:12 AM",17.053
"2013-11-25:12 AM",20.9044
"2013-11-26:12 AM",30.207
"2013-11-27:12 AM",32.6397
"2013-11-28:12 AM",19.8932
"2013-11-29:12 AM",18.696
"2013-11-30:12 AM",19.4472
"2013-12-01:12 AM",30.6574
"2013-12-02:12 AM",32.9916
"2013-12-03:12 AM",32.3269
"2013-12-04:12 AM",33.9771
"2013-12-05:12 AM",43.9743
"2013-12-06:12 AM",34.9399
"2013-12-07:12 AM",26.6594
"2013-12-08:12 AM",22.9068
"2013-12-09:12 AM",29.847
"2013-12-10:12 AM",25.0894
"2013-12-11:12 AM",21.2819
"2013-12-12:12 AM",14.995
"2013-12-13:12 AM",17.1973
"2013-12-14:12 AM",13.2993
"2013-12-15:12 AM",22.3682
"2013-12-16:12 AM",13.0653
"2013-12-17:12 AM",15.0318
"2013-12-18:12 AM",22.4528
"2013-12-19:12 AM",29.4454
"2013-12-20:12 AM",36.2606
"2013-12-21:12 AM",42.2312
"2013-12-22:12 AM",45.7059
"2013-12-23:12 AM",36.7691
"2013-12-24:12 AM",20.367
"2013-12-25:12 AM",13.2847
"2013-12-26:12 AM",24.0222
"2013-12-27:12 AM",25.4349
"2013-12-28:12 AM",33.5746
"2013-12-29:12 AM",35.5095
"2013-12-30:12 AM",19.9539
"2013-12-31:12 AM",16.642
"2014-01-01:12 AM",14.938
"2014-01-02:12 AM",9.3286
"2014-01-03:12 AM",-1.4843
"2014-01-04:12 AM",11.8675
"2014-01-05:12 AM",25.747
"2014-01-06:12 AM",30.1894
"2014-01-07:12 AM",4.0784
"2014-01-08:12 AM",9.9156
"2014-01-09:12 AM",15.8923
"2014-01-10:12 AM",26.2787
"2014-01-11:12 AM",39.481
"2014-01-12:12 AM",32.2977
"2014-01-13:12 AM",34.9426
"2014-01-14:12 AM",37.7112
"2014-01-15:12 AM",32.4306
"2014-01-16:12 AM",28.1863
"2014-01-17:12 AM",28.5075
"2014-01-18:12 AM",25.9036
"2014-01-19:12 AM",22.3408
"2014-01-20:12 AM",22.7044
"2014-01-21:12 AM",4.4677
"2014-01-22:12 AM",-0.6191
"2014-01-23:12 AM",3.4975
"2014-01-24:12 AM",5.6336
"2014-01-25:12 AM",16.2259
"2014-01-26:12 AM",9.0559
"2014-01-27:12 AM",18.621
"2014-01-28:12 AM",5.3823
"2014-01-29:12 AM",6.7944
"2014-01-30:12 AM",13.9633
"2014-01-31:12 AM",24.6648
"2014-02-01:12 AM",28.6668
"2014-02-02:12 AM",31.5167
"2014-02-03:12 AM",22.6168
"2014-02-04:12 AM",18.3713
"2014-02-05:12 AM",21.3829
"2014-02-06:12 AM",12.3771
"2014-02-07:12 AM",14.7061
"2014-02-08:12 AM",12.7886
"2014-02-09:12 AM",15.6034
"2014-02-10:12 AM",15.2541
"2014-02-11:12 AM",9.808
"2014-02-12:12 AM",9.1519
"2014-02-13:12 AM",19.3689
"2014-02-14:12 AM",23.1391
"2014-02-15:12 AM",22.2814
"2014-02-16:12 AM",13.0653
"2014-02-17:12 AM",10.3829
"2014-02-18:12 AM",22.5135
"2014-02-19:12 AM",29.2696
"2014-02-20:12 AM",32.3636
"2014-02-21:12 AM",35.1835
"2014-02-22:12 AM",32.4104
"2014-02-23:12 AM",31.6125
"2014-02-24:12 AM",21.3267
"2014-02-25:12 AM",16.7266
"2014-02-26:12 AM",12.5812
"2014-02-27:12 AM",10.4871
"2014-02-28:12 AM",3.8458
"2014-03-01:12 AM",17.3511
"2014-03-02:12 AM",17.0544
"2014-03-03:12 AM",6.9418
"2014-03-04:12 AM",8.3687
"2014-03-05:12 AM",14.2527
"2014-03-06:12 AM",8.8032
"2014-03-07:12 AM",20.4001
"2014-03-08:12 AM",28.5427
"2014-03-09:12 AM",22.4512
"2014-03-10:12 AM",31.6564
"2014-03-11:12 AM",36.343
"2014-03-12:12 AM",28.6101
"2014-03-13:12 AM",9.5412
"2014-03-14:12 AM",24.1149
"2014-03-15:12 AM",33.5813
"2014-03-16:12 AM",15.4164
"2014-03-17:12 AM",13.7399
"2014-03-18:12 AM",22.2616
"2014-03-19:12 AM",29.7266
"2014-03-20:12 AM",33.2596
"2014-03-21:12 AM",27.6555
"2014-03-22:12 AM",30.7431
"2014-03-23:12 AM",21.5566
"2014-03-24:12 AM",16.5774
"2014-03-25:12 AM",21.3415
"2014-03-26:12 AM",18.3702
"2014-03-27:12 AM",23.4147
"2014-03-28:12 AM",38.1614
"2014-03-29:12 AM",35.6403
"2014-03-30:12 AM",32.2471
"2014-03-31:12 AM",31.0041
