"DateTime","(deg F) Mean Temperature (CFSR) at Utah, 2010-01-01 to 2019-03-14"
"2012-02-09:12 AM",31.9165
"2012-02-10:12 AM",33.9721
"2012-02-11:12 AM",34.522
"2012-02-12:12 AM",34.3303
"2012-02-13:12 AM",31.3842
"2012-02-14:12 AM",31.0105
"2012-02-15:12 AM",28.4594
"2012-02-16:12 AM",28.0033
"2012-02-17:12 AM",26.7143
"2012-02-18:12 AM",28.4232
"2012-02-19:12 AM",27.819
"2012-02-20:12 AM",23.2358
"2012-02-21:12 AM",29.0964
"2012-02-22:12 AM",36.1051
"2012-02-23:12 AM",32.0526
"2012-02-24:12 AM",27.9007
"2012-02-25:12 AM",31.5061
"2012-02-26:12 AM",25.837
"2012-02-27:12 AM",29.3666
"2012-02-28:12 AM",30.5335
"2012-02-29:12 AM",28.8734
"2012-03-01:12 AM",27.797
"2012-03-02:12 AM",22.7971
"2012-03-03:12 AM",24.9636
"2012-03-04:12 AM",32.9605
"2012-03-05:12 AM",36.9464
"2012-03-06:12 AM",38.3617
"2012-03-07:12 AM",29.7678
"2012-03-08:12 AM",29.4046
"2012-03-09:12 AM",32.9036
"2012-03-10:12 AM",36.4246
"2012-03-11:12 AM",38.7754
"2012-03-12:12 AM",41.3119
"2012-03-13:12 AM",42.5354
"2012-03-14:12 AM",43.7808
"2012-03-15:12 AM",46.5759
"2012-03-16:12 AM",47.6249
"2012-03-17:12 AM",46.7262
"2012-03-18:12 AM",37.7049
"2012-03-19:12 AM",28.5247
"2012-03-20:12 AM",28.8757
"2012-03-21:12 AM",38.2077
"2012-03-22:12 AM",44.1642
"2012-03-23:12 AM",49.3659
"2012-03-24:12 AM",49.5084
"2012-03-25:12 AM",51.2766
"2012-03-26:12 AM",43.5047
"2012-03-27:12 AM",42.2064
"2012-03-28:12 AM",45.6487
"2012-03-29:12 AM",47.3486
"2012-03-30:12 AM",50.7987
"2012-03-31:12 AM",54.9156
"2012-04-01:12 AM",44.3552
"2012-04-02:12 AM",35.4382
"2012-04-03:12 AM",41.1787
"2012-04-04:12 AM",48.7148
"2012-04-05:12 AM",46.5917
"2012-04-06:12 AM",38.2078
"2012-04-07:12 AM",38.6456
"2012-04-08:12 AM",47.9145
"2012-04-09:12 AM",53.2522
"2012-04-10:12 AM",56.4188
"2012-04-11:12 AM",52.9479
"2012-04-12:12 AM",42.4567
"2012-04-13:12 AM",39.0745
"2012-04-14:12 AM",38.7714
"2012-04-15:12 AM",40.1842
"2012-04-16:12 AM",42.8236
"2012-04-17:12 AM",48.0465
"2012-04-18:12 AM",49.6285
"2012-04-19:12 AM",49.4433
"2012-04-20:12 AM",52.4174
"2012-04-21:12 AM",58.9246
"2012-04-22:12 AM",63.1697
"2012-04-23:12 AM",65.4733
"2012-04-24:12 AM",65.2921
"2012-04-25:12 AM",60.4972
"2012-04-26:12 AM",56.3173
"2012-04-27:12 AM",46.4684
"2012-04-28:12 AM",44.3199
"2012-04-29:12 AM",47.5484
"2012-04-30:12 AM",53.139
"2012-05-01:12 AM",57.4074
"2012-05-02:12 AM",57.0027
"2012-05-03:12 AM",58.237
"2012-05-04:12 AM",57.5776
"2012-05-05:12 AM",51.2919
"2012-05-06:12 AM",47.4319
"2012-05-07:12 AM",49.1587
"2012-05-08:12 AM",54.3151
"2012-05-09:12 AM",58.6053
"2012-05-10:12 AM",60.3667
"2012-05-11:12 AM",56.9476
"2012-05-12:12 AM",56.3119
"2012-05-13:12 AM",57.484
"2012-05-14:12 AM",60.6045
"2012-05-15:12 AM",64.6385
"2012-05-16:12 AM",65.2572
"2012-05-17:12 AM",64.8187
"2012-05-18:12 AM",58.1005
"2012-05-19:12 AM",53.9143
"2012-05-20:12 AM",60.2506
"2012-05-21:12 AM",66.9295
"2012-05-22:12 AM",68.2061
"2012-05-23:12 AM",59.187
"2012-05-24:12 AM",52.2993
"2012-05-25:12 AM",58.2764
"2012-05-26:12 AM",52.788
"2012-05-27:12 AM",47.2977
"2012-05-28:12 AM",51.8972
"2012-05-29:12 AM",58.9262
"2012-05-30:12 AM",62.0798
"2012-05-31:12 AM",64.5093
"2012-06-01:12 AM",68.4082
"2012-06-02:12 AM",71.2765
"2012-06-03:12 AM",71.667
"2012-06-04:12 AM",72.2577
"2012-06-05:12 AM",63.6543
"2012-06-06:12 AM",54.1719
"2012-06-07:12 AM",59.0421
"2012-06-08:12 AM",65.9755
"2012-06-09:12 AM",63.5893
"2012-06-10:12 AM",52.74
"2012-06-11:12 AM",58.1072
"2012-06-12:12 AM",64.7218
"2012-06-13:12 AM",68.536
"2012-06-14:12 AM",68.3899
"2012-06-15:12 AM",68.3872
"2012-06-16:12 AM",69.9769
"2012-06-17:12 AM",72.007
"2012-06-18:12 AM",73.7013
"2012-06-19:12 AM",68.1445
"2012-06-20:12 AM",63.9705
"2012-06-21:12 AM",69.6553
"2012-06-22:12 AM",73.3694
"2012-06-23:12 AM",72.7365
"2012-06-24:12 AM",74.6668
"2012-06-25:12 AM",75.8597
"2012-06-26:12 AM",72.9885
"2012-06-27:12 AM",70.5286
"2012-06-28:12 AM",74.1776
"2012-06-29:12 AM",75.6847
"2012-06-30:12 AM",75.1959
"2012-07-01:12 AM",74.8198
"2012-07-02:12 AM",75.294
"2012-07-03:12 AM",75.3634
"2012-07-04:12 AM",72.7165
"2012-07-05:12 AM",67.4487
"2012-07-06:12 AM",67.9591
"2012-07-07:12 AM",71.7723
"2012-07-08:12 AM",73.7875
"2012-07-09:12 AM",76.3448
"2012-07-10:12 AM",77.9016
"2012-07-11:12 AM",79.5299
"2012-07-12:12 AM",78.1261
"2012-07-13:12 AM",73.0778
"2012-07-14:12 AM",67.8947
"2012-07-15:12 AM",67.4301
"2012-07-16:12 AM",67.5682
"2012-07-17:12 AM",68.8105
"2012-07-18:12 AM",70.8264
"2012-07-19:12 AM",69.8733
"2012-07-20:12 AM",70.5704
"2012-07-21:12 AM",71.1118
"2012-07-22:12 AM",71.4792
"2012-07-23:12 AM",71.3082
"2012-07-24:12 AM",70.3699
"2012-07-25:12 AM",71.9892
"2012-07-26:12 AM",75.2139
"2012-07-27:12 AM",74.4246
"2012-07-28:12 AM",73.5845
"2012-07-29:12 AM",74.0962
"2012-07-30:12 AM",71.7125
"2012-07-31:12 AM",71.5455
"2012-08-01:12 AM",71.8142
"2012-08-02:12 AM",72.9244
"2012-08-03:12 AM",72.781
"2012-08-04:12 AM",72.5171
"2012-08-05:12 AM",73.8828
"2012-08-06:12 AM",73.7211
"2012-08-07:12 AM",75.0238
"2012-08-08:12 AM",76.3556
"2012-08-09:12 AM",76.3128
"2012-08-10:12 AM",73.0976
"2012-08-11:12 AM",73.8622
"2012-08-12:12 AM",73.8255
"2012-08-13:12 AM",71.8351
"2012-08-14:12 AM",70.9113
"2012-08-15:12 AM",73.7218
"2012-08-16:12 AM",75.088
"2012-08-17:12 AM",75.052
"2012-08-18:12 AM",74.5372
"2012-08-19:12 AM",73.989
"2012-08-20:12 AM",72.2757
"2012-08-21:12 AM",72.6694
"2012-08-22:12 AM",70.4534
"2012-08-23:12 AM",67.2105
"2012-08-24:12 AM",69.5228
"2012-08-25:12 AM",70.0345
"2012-08-26:12 AM",71.3899
"2012-08-27:12 AM",71.8653
"2012-08-28:12 AM",73.7173
"2012-08-29:12 AM",74.5131
"2012-08-30:12 AM",70.9473
"2012-08-31:12 AM",68.364
"2012-09-01:12 AM",66.9367
"2012-09-02:12 AM",67.136
"2012-09-03:12 AM",68.1337
"2012-09-04:12 AM",69.3689
"2012-09-05:12 AM",68.7718
"2012-09-06:12 AM",68.9416
"2012-09-07:12 AM",66.6192
"2012-09-08:12 AM",65.9548
"2012-09-09:12 AM",67.3583
"2012-09-10:12 AM",68.9472
"2012-09-11:12 AM",64.3487
"2012-09-12:12 AM",60.6596
"2012-09-13:12 AM",60.0732
"2012-09-14:12 AM",62.6585
"2012-09-15:12 AM",65.1573
"2012-09-16:12 AM",65.2426
"2012-09-17:12 AM",63.2224
"2012-09-18:12 AM",62.3716
"2012-09-19:12 AM",63.6737
"2012-09-20:12 AM",64.2114
"2012-09-21:12 AM",64.461
"2012-09-22:12 AM",65.3736
"2012-09-23:12 AM",65.9125
"2012-09-24:12 AM",59.5729
"2012-09-25:12 AM",54.9415
"2012-09-26:12 AM",54.6868
"2012-09-27:12 AM",57.5375
"2012-09-28:12 AM",59.6431
"2012-09-29:12 AM",60.9368
"2012-09-30:12 AM",61.3503
"2012-10-01:12 AM",61.6446
"2012-10-02:12 AM",62.3462
"2012-10-03:12 AM",61.4935
"2012-10-04:12 AM",56.2838
"2012-10-05:12 AM",53.3991
"2012-10-06:12 AM",49.7577
"2012-10-07:12 AM",47.0635
"2012-10-08:12 AM",50.2824
"2012-10-09:12 AM",55.0101
"2012-10-10:12 AM",56.7028
"2012-10-11:12 AM",56.6861
"2012-10-12:12 AM",50.2012
"2012-10-13:12 AM",48.0891
"2012-10-14:12 AM",50.1348
"2012-10-15:12 AM",52.2095
"2012-10-16:12 AM",54.7308
"2012-10-17:12 AM",47.8121
"2012-10-18:12 AM",46.2524
"2012-10-19:12 AM",50.0005
"2012-10-20:12 AM",54.399
"2012-10-21:12 AM",52.0012
"2012-10-22:12 AM",51.2958
"2012-10-23:12 AM",46.6761
"2012-10-24:12 AM",40.494
"2012-10-25:12 AM",34.5175
"2012-10-26:12 AM",31.7829
"2012-10-27:12 AM",37.4931
"2012-10-28:12 AM",44.6286
"2012-10-29:12 AM",48.3546
"2012-10-30:12 AM",49.2222
"2012-10-31:12 AM",49.4467
"2012-11-01:12 AM",49.1583
"2012-11-02:12 AM",46.7681
"2012-11-03:12 AM",44.0807
"2012-11-04:12 AM",45.1661
"2012-11-05:12 AM",46.9065
"2012-11-06:12 AM",47.3774
"2012-11-07:12 AM",47.7847
"2012-11-08:12 AM",48.1557
"2012-11-09:12 AM",42.4297
"2012-11-10:12 AM",29.6422
"2012-11-11:12 AM",21.9853
"2012-11-12:12 AM",23.8863
"2012-11-13:12 AM",28.391
"2012-11-14:12 AM",32.8204
"2012-11-15:12 AM",33.8506
"2012-11-16:12 AM",37.9326
"2012-11-17:12 AM",40.1369
"2012-11-18:12 AM",40.9111
"2012-11-19:12 AM",39.7256
"2012-11-20:12 AM",40.3497
"2012-11-21:12 AM",40.9777
"2012-11-22:12 AM",38.4267
"2012-11-23:12 AM",35.6668
"2012-11-24:12 AM",37.1467
"2012-11-25:12 AM",37.202
"2012-11-26:12 AM",34.2117
"2012-11-27:12 AM",34.2005
"2012-11-28:12 AM",37.3352
"2012-11-29:12 AM",39.3755
"2012-11-30:12 AM",41.8509
"2012-12-01:12 AM",42.8241
"2012-12-02:12 AM",42.2287
"2012-12-03:12 AM",38.6472
"2012-12-04:12 AM",36.6147
"2012-12-05:12 AM",41.1076
"2012-12-06:12 AM",39.4194
"2012-12-07:12 AM",35.1079
"2012-12-08:12 AM",32.3386
"2012-12-09:12 AM",24.1758
"2012-12-10:12 AM",22.1482
"2012-12-11:12 AM",27.3639
"2012-12-12:12 AM",31.0287
"2012-12-13:12 AM",33.357
"2012-12-14:12 AM",31.8249
"2012-12-15:12 AM",28.8376
"2012-12-16:12 AM",25.2273
"2012-12-17:12 AM",27.2138
"2012-12-18:12 AM",28.4787
"2012-12-19:12 AM",17.7499
"2012-12-20:12 AM",14.38
"2012-12-21:12 AM",18.2102
"2012-12-22:12 AM",21.2835
"2012-12-23:12 AM",25.8649
"2012-12-24:12 AM",27.1348
"2012-12-25:12 AM",18.2028
"2012-12-26:12 AM",21.1579
"2012-12-27:12 AM",21.4277
"2012-12-28:12 AM",15.9382
"2012-12-29:12 AM",14.9805
"2012-12-30:12 AM",16.3056
"2012-12-31:12 AM",14.7043
"2013-01-01:12 AM",11.1708
"2013-01-02:12 AM",10.9737
"2013-01-03:12 AM",8.9906
"2013-01-04:12 AM",9.939
"2013-01-05:12 AM",11.671
"2013-01-06:12 AM",15.9661
"2013-01-07:12 AM",16.4856
"2013-01-08:12 AM",22.7845
"2013-01-09:12 AM",25.7068
"2013-01-10:12 AM",27.4851
"2013-01-11:12 AM",18.0363
"2013-01-12:12 AM",9.0063
"2013-01-13:12 AM",3.8424
"2013-01-14:12 AM",-0.4108
"2013-01-15:12 AM",5.2794
"2013-01-16:12 AM",12.8635
"2013-01-17:12 AM",14.4916
"2013-01-18:12 AM",13.4217
"2013-01-19:12 AM",15.6853
"2013-01-20:12 AM",16.5454
"2013-01-21:12 AM",18.3412
"2013-01-22:12 AM",21.286
"2013-01-23:12 AM",23.9765
"2013-01-24:12 AM",30.337
"2013-01-25:12 AM",30.8008
"2013-01-26:12 AM",33.0832
"2013-01-27:12 AM",33.1227
"2013-01-28:12 AM",24.2404
"2013-01-29:12 AM",19.425
"2013-01-30:12 AM",22.5514
"2013-01-31:12 AM",28.126
"2013-02-01:12 AM",28.5688
"2013-02-02:12 AM",28.5336
"2013-02-03:12 AM",29.2314
"2013-02-04:12 AM",27.5697
"2013-02-05:12 AM",29.6613
"2013-02-06:12 AM",30.7584
"2013-02-07:12 AM",27.819
"2013-02-08:12 AM",28.9868
"2013-02-09:12 AM",24.4188
"2013-02-10:12 AM",21.3535
"2013-02-11:12 AM",17.8516
"2013-02-12:12 AM",16.3942
"2013-02-13:12 AM",22.6609
"2013-02-14:12 AM",26.4659
"2013-02-15:12 AM",27.4323
"2013-02-16:12 AM",28.7418
"2013-02-17:12 AM",30.31
"2013-02-18:12 AM",24.1047
"2013-02-19:12 AM",27.5005
"2013-02-20:12 AM",27.9543
"2013-02-21:12 AM",24.7509
"2013-02-22:12 AM",22.5459
"2013-02-23:12 AM",23.9491
"2013-02-24:12 AM",20.1893
"2013-02-25:12 AM",20.442
"2013-02-26:12 AM",22.8434
"2013-02-27:12 AM",18.426
"2013-02-28:12 AM",23.5872
"2013-03-01:12 AM",31.3156
"2013-03-02:12 AM",34.0083
"2013-03-03:12 AM",37.6365
"2013-03-04:12 AM",33.3784
"2013-03-05:12 AM",29.6454
"2013-03-06:12 AM",35.9668
"2013-03-07:12 AM",36.8971
"2013-03-08:12 AM",35.3217
"2013-03-09:12 AM",32.8199
"2013-03-10:12 AM",32.2178
"2013-03-11:12 AM",34.9974
"2013-03-12:12 AM",38.4732
"2013-03-13:12 AM",42.7397
"2013-03-14:12 AM",46.841
"2013-03-15:12 AM",50.7198
"2013-03-16:12 AM",46.922
"2013-03-17:12 AM",40.8429
"2013-03-18:12 AM",37.1842
"2013-03-19:12 AM",38.6683
"2013-03-20:12 AM",42.2033
"2013-03-21:12 AM",39.9486
"2013-03-22:12 AM",32.5375
"2013-03-23:12 AM",26.3028
"2013-03-24:12 AM",26.9407
"2013-03-25:12 AM",32.1091
"2013-03-26:12 AM",41.1422
"2013-03-27:12 AM",44.4888
"2013-03-28:12 AM",47.5819
"2013-03-29:12 AM",48.7339
"2013-03-30:12 AM",49.4868
"2013-03-31:12 AM",49.1864
"2013-04-01:12 AM",47.2091
"2013-04-02:12 AM",43.2567
"2013-04-03:12 AM",46.5019
"2013-04-04:12 AM",50.5144
"2013-04-05:12 AM",50.706
"2013-04-06:12 AM",47.8477
"2013-04-07:12 AM",47.581
"2013-04-08:12 AM",43.1352
"2013-04-09:12 AM",31.5246
"2013-04-10:12 AM",31.9568
"2013-04-11:12 AM",40.757
"2013-04-12:12 AM",42.8061
"2013-04-13:12 AM",46.4385
"2013-04-14:12 AM",42.4117
"2013-04-15:12 AM",41.4473
"2013-04-16:12 AM",36.4809
"2013-04-17:12 AM",30.7981
"2013-04-18:12 AM",30.6401
"2013-04-19:12 AM",36.7556
"2013-04-20:12 AM",42.3829
"2013-04-21:12 AM",44.578
"2013-04-22:12 AM",46.7056
"2013-04-23:12 AM",39.3805
"2013-04-24:12 AM",41.7295
"2013-04-25:12 AM",45.8384
"2013-04-26:12 AM",49.4362
"2013-04-27:12 AM",53.3599
"2013-04-28:12 AM",57.3462
"2013-04-29:12 AM",58.3038
"2013-04-30:12 AM",56.2593
"2013-05-01:12 AM",42.3635
"2013-05-02:12 AM",41.7247
"2013-05-03:12 AM",49.0381
"2013-05-04:12 AM",52.8451
"2013-05-05:12 AM",55.4848
"2013-05-06:12 AM",52.7824
"2013-05-07:12 AM",49.7253
"2013-05-08:12 AM",48.6286
"2013-05-09:12 AM",51.8763
"2013-05-10:12 AM",54.874
"2013-05-11:12 AM",58.5216
"2013-05-12:12 AM",62.6322
"2013-05-13:12 AM",66.5371
"2013-05-14:12 AM",67.2647
"2013-05-15:12 AM",65.1025
"2013-05-16:12 AM",63.2088
"2013-05-17:12 AM",57.1014
"2013-05-18:12 AM",52.988
"2013-05-19:12 AM",49.1599
"2013-05-20:12 AM",48.8246
"2013-05-21:12 AM",54.9088
"2013-05-22:12 AM",59.9317
"2013-05-23:12 AM",56.79
"2013-05-24:12 AM",56.5165
"2013-05-25:12 AM",61.0383
"2013-05-26:12 AM",61.6696
"2013-05-27:12 AM",60.0602
"2013-05-28:12 AM",55.7542
"2013-05-29:12 AM",52.3803
"2013-05-30:12 AM",54.4089
"2013-05-31:12 AM",54.9009
"2013-06-01:12 AM",57.6338
"2013-06-02:12 AM",64.9656
"2013-06-03:12 AM",65.8711
"2013-06-04:12 AM",64.7686
"2013-06-05:12 AM",65.5817
"2013-06-06:12 AM",67.2746
"2013-06-07:12 AM",70.3162
"2013-06-08:12 AM",71.2881
"2013-06-09:12 AM",73.1755
"2013-06-10:12 AM",75.4291
"2013-06-11:12 AM",70.0306
"2013-06-12:12 AM",71.4834
"2013-06-13:12 AM",72.9147
"2013-06-14:12 AM",63.8721
"2013-06-15:12 AM",64.8583
"2013-06-16:12 AM",68.5899
"2013-06-17:12 AM",69.4141
"2013-06-18:12 AM",70.2194
"2013-06-19:12 AM",67.0669
"2013-06-20:12 AM",60.7032
"2013-06-21:12 AM",63.3916
"2013-06-22:12 AM",63.9388
"2013-06-23:12 AM",65.4699
"2013-06-24:12 AM",66.2913
"2013-06-25:12 AM",66.0884
"2013-06-26:12 AM",72.6471
"2013-06-27:12 AM",77.2801
"2013-06-28:12 AM",80.0663
"2013-06-29:12 AM",80.0771
"2013-06-30:12 AM",79.5115
"2013-07-01:12 AM",79.8978
"2013-07-02:12 AM",80.0875
"2013-07-03:12 AM",78.6283
"2013-07-04:12 AM",75.4455
"2013-07-05:12 AM",73.7625
"2013-07-06:12 AM",73.8261
"2013-07-07:12 AM",73.769
"2013-07-08:12 AM",74.6078
"2013-07-09:12 AM",77.0841
"2013-07-10:12 AM",78.3568
"2013-07-11:12 AM",72.4248
"2013-07-12:12 AM",69.0987
"2013-07-13:12 AM",71.1808
"2013-07-14:12 AM",74.0484
"2013-07-15:12 AM",74.9538
"2013-07-16:12 AM",73.8043
"2013-07-17:12 AM",73.2011
"2013-07-18:12 AM",74.5731
"2013-07-19:12 AM",76.3119
"2013-07-20:12 AM",76.7502
"2013-07-21:12 AM",76.7331
"2013-07-22:12 AM",76.3938
"2013-07-23:12 AM",75.0025
"2013-07-24:12 AM",73.6479
"2013-07-25:12 AM",74.3247
"2013-07-26:12 AM",75.3287
"2013-07-27:12 AM",69.6069
"2013-07-28:12 AM",67.9748
"2013-07-29:12 AM",66.9958
"2013-07-30:12 AM",70.1182
"2013-07-31:12 AM",74.1547
"2013-08-01:12 AM",73.114
"2013-08-02:12 AM",70.6217
"2013-08-03:12 AM",71.9665
"2013-08-04:12 AM",72.0635
"2013-08-05:12 AM",73.1802
"2013-08-06:12 AM",72.2781
"2013-08-07:12 AM",69.2674
"2013-08-08:12 AM",68.8453
"2013-08-09:12 AM",68.5747
"2013-08-10:12 AM",69.4035
"2013-08-11:12 AM",68.7735
"2013-08-12:12 AM",69.4645
"2013-08-13:12 AM",71.3401
"2013-08-14:12 AM",72.2514
"2013-08-15:12 AM",73.3242
"2013-08-16:12 AM",74.5497
"2013-08-17:12 AM",75.4063
"2013-08-18:12 AM",73.8111
"2013-08-19:12 AM",73.416
"2013-08-20:12 AM",71.7183
"2013-08-21:12 AM",71.1576
"2013-08-22:12 AM",70.2226
"2013-08-23:12 AM",67.1337
"2013-08-24:12 AM",65.7257
"2013-08-25:12 AM",64.4072
"2013-08-26:12 AM",64.7812
"2013-08-27:12 AM",65.89
"2013-08-28:12 AM",68.475
"2013-08-29:12 AM",71.4567
"2013-08-30:12 AM",72.5817
"2013-08-31:12 AM",71.9816
"2013-09-01:12 AM",69.7998
"2013-09-02:12 AM",69.2976
"2013-09-03:12 AM",69.6668
"2013-09-04:12 AM",69.7152
"2013-09-05:12 AM",70.6566
"2013-09-06:12 AM",71.3464
"2013-09-07:12 AM",68.7234
"2013-09-08:12 AM",63.9045
"2013-09-09:12 AM",62.4895
"2013-09-10:12 AM",60.8985
"2013-09-11:12 AM",61.3265
"2013-09-12:12 AM",61.0079
"2013-09-13:12 AM",60.5561
"2013-09-14:12 AM",59.8422
"2013-09-15:12 AM",60.7174
"2013-09-16:12 AM",63.9205
"2013-09-17:12 AM",64.4643
"2013-09-18:12 AM",60.5095
"2013-09-19:12 AM",55.3831
"2013-09-20:12 AM",57.6027
"2013-09-21:12 AM",61.5267
"2013-09-22:12 AM",56.979
"2013-09-23:12 AM",52.7169
"2013-09-24:12 AM",56.0782
"2013-09-25:12 AM",54.9176
"2013-09-26:12 AM",48.0351
"2013-09-27:12 AM",43.9408
"2013-09-28:12 AM",45.3033
"2013-09-29:12 AM",51.4179
"2013-09-30:12 AM",57.8464
"2013-10-01:12 AM",57.268
"2013-10-02:12 AM",55.2668
"2013-10-03:12 AM",48.7047
"2013-10-04:12 AM",38.5491
"2013-10-05:12 AM",39.4671
"2013-10-06:12 AM",45.8973
"2013-10-07:12 AM",52.4858
"2013-10-08:12 AM",53.3142
"2013-10-09:12 AM",49.7989
"2013-10-10:12 AM",44.6806
"2013-10-11:12 AM",43.4268
"2013-10-12:12 AM",45.2923
"2013-10-13:12 AM",45.4995
"2013-10-14:12 AM",42.6267
"2013-10-15:12 AM",38.7765
"2013-10-16:12 AM",38.3045
"2013-10-17:12 AM",41.7054
"2013-10-18:12 AM",41.3719
"2013-10-19:12 AM",42.7177
"2013-10-20:12 AM",45.4563
"2013-10-21:12 AM",45.0194
"2013-10-22:12 AM",45.7902
"2013-10-23:12 AM",47.3713
"2013-10-24:12 AM",48.8314
"2013-10-25:12 AM",49.1997
"2013-10-26:12 AM",48.2419
"2013-10-27:12 AM",47.9851
"2013-10-28:12 AM",46.1367
"2013-10-29:12 AM",40.0894
"2013-10-30:12 AM",35.9085
"2013-10-31:12 AM",35.5192
"2013-11-01:12 AM",38.568
"2013-11-02:12 AM",40.7221
"2013-11-03:12 AM",38.6038
"2013-11-04:12 AM",31.2242
"2013-11-05:12 AM",28.4446
"2013-11-06:12 AM",31.447
"2013-11-07:12 AM",37.1595
"2013-11-08:12 AM",41.4802
"2013-11-09:12 AM",41.2934
"2013-11-10:12 AM",41.5008
"2013-11-11:12 AM",42.6785
"2013-11-12:12 AM",43.2518
"2013-11-13:12 AM",44.6848
"2013-11-14:12 AM",40.1536
"2013-11-15:12 AM",37.4936
"2013-11-16:12 AM",33.562
"2013-11-17:12 AM",34.72
"2013-11-18:12 AM",36.4588
"2013-11-19:12 AM",39.3103
"2013-11-20:12 AM",37.8513
"2013-11-21:12 AM",35.1367
"2013-11-22:12 AM",29.0581
"2013-11-23:12 AM",29.9161
"2013-11-24:12 AM",31.5874
"2013-11-25:12 AM",29.8614
"2013-11-26:12 AM",30.1784
"2013-11-27:12 AM",31.343
"2013-11-28:12 AM",31.23
"2013-11-29:12 AM",31.1767
"2013-11-30:12 AM",30.4104
"2013-12-01:12 AM",31.6668
"2013-12-02:12 AM",35.6871
"2013-12-03:12 AM",31.3392
"2013-12-04:12 AM",15.9022
"2013-12-05:12 AM",5.5258
"2013-12-06:12 AM",6.6074
"2013-12-07:12 AM",15.9075
"2013-12-08:12 AM",9.1319
"2013-12-09:12 AM",2.7381
"2013-12-10:12 AM",7.3819
"2013-12-11:12 AM",10.6259
"2013-12-12:12 AM",14.8766
"2013-12-13:12 AM",17.4659
"2013-12-14:12 AM",19.2133
"2013-12-15:12 AM",22.2811
"2013-12-16:12 AM",24.8887
"2013-12-17:12 AM",25.9812
"2013-12-18:12 AM",28.998
"2013-12-19:12 AM",29.4915
"2013-12-20:12 AM",23.6687
"2013-12-21:12 AM",23.6707
"2013-12-22:12 AM",23.3434
"2013-12-23:12 AM",26.5303
"2013-12-24:12 AM",27.8953
"2013-12-25:12 AM",20.9523
"2013-12-26:12 AM",20.9746
"2013-12-27:12 AM",23.4964
"2013-12-28:12 AM",25.6411
"2013-12-29:12 AM",20.3898
"2013-12-30:12 AM",22.3236
"2013-12-31:12 AM",27.2417
"2014-01-01:12 AM",26.5131
"2014-01-02:12 AM",25.5931
"2014-01-03:12 AM",27.552
"2014-01-04:12 AM",24.5835
"2014-01-05:12 AM",15.6306
"2014-01-06:12 AM",16.6215
"2014-01-07:12 AM",23.5953
"2014-01-08:12 AM",25.7464
"2014-01-09:12 AM",27.0088
"2014-01-10:12 AM",26.9683
"2014-01-11:12 AM",30.8831
"2014-01-12:12 AM",29.084
"2014-01-13:12 AM",26.7271
"2014-01-14:12 AM",28.3671
"2014-01-15:12 AM",28.7834
"2014-01-16:12 AM",27.9572
"2014-01-17:12 AM",28.1946
"2014-01-18:12 AM",28.5323
"2014-01-19:12 AM",28.7515
"2014-01-20:12 AM",29.0118
"2014-01-21:12 AM",28.742
"2014-01-22:12 AM",27.6037
"2014-01-23:12 AM",26.5293
"2014-01-24:12 AM",24.1032
"2014-01-25:12 AM",26.7757
"2014-01-26:12 AM",27.5076
"2014-01-27:12 AM",28.8635
"2014-01-28:12 AM",28.4666
"2014-01-29:12 AM",31.4065
"2014-01-30:12 AM",33.8167
"2014-01-31:12 AM",27.4633
"2014-02-01:12 AM",22.2897
"2014-02-02:12 AM",19.4538
"2014-02-03:12 AM",22.0352
"2014-02-04:12 AM",21.5854
"2014-02-05:12 AM",16.9338
"2014-02-06:12 AM",20.9059
"2014-02-07:12 AM",27.0887
"2014-02-08:12 AM",31.7583
"2014-02-09:12 AM",34.7473
"2014-02-10:12 AM",34.8717
"2014-02-11:12 AM",31.6132
"2014-02-12:12 AM",33.6706
"2014-02-13:12 AM",38.7662
"2014-02-14:12 AM",40.3237
"2014-02-15:12 AM",43.0513
"2014-02-16:12 AM",42.8257
"2014-02-17:12 AM",37.5471
"2014-02-18:12 AM",38.7403
"2014-02-19:12 AM",36.4458
"2014-02-20:12 AM",28.5213
"2014-02-21:12 AM",31.9221
"2014-02-22:12 AM",34.5612
"2014-02-23:12 AM",36.6435
"2014-02-24:12 AM",40.0561
"2014-02-25:12 AM",41.9315
"2014-02-26:12 AM",41.585
"2014-02-27:12 AM",40.6215
"2014-02-28:12 AM",36.6285
"2014-03-01:12 AM",38.6843
"2014-03-02:12 AM",37.2526
"2014-03-03:12 AM",39.7287
"2014-03-04:12 AM",40.1457
"2014-03-05:12 AM",38.8141
"2014-03-06:12 AM",41.2588
"2014-03-07:12 AM",39.1062
"2014-03-08:12 AM",37.0654
"2014-03-09:12 AM",40.2517
"2014-03-10:12 AM",44.3946
"2014-03-11:12 AM",35.667
"2014-03-12:12 AM",34.2918
"2014-03-13:12 AM",37.4932
"2014-03-14:12 AM",40.5532
"2014-03-15:12 AM",39.1482
"2014-03-16:12 AM",41.6021
"2014-03-17:12 AM",41.5836
"2014-03-18:12 AM",31.8758
"2014-03-19:12 AM",33.3714
"2014-03-20:12 AM",39.7717
"2014-03-21:12 AM",41.5895
"2014-03-22:12 AM",40.7035
"2014-03-23:12 AM",39.4885
"2014-03-24:12 AM",42.4717
"2014-03-25:12 AM",46.4292
"2014-03-26:12 AM",43.3042
"2014-03-27:12 AM",38.2406
