"DateTime","(deg F) Mean Temperature (CFSR) at South Carolina, 2010-01-01 to 2019-03-14"
"2012-02-10:12 AM",43.3229
"2012-02-11:12 AM",41.7616
"2012-02-12:12 AM",30.1633
"2012-02-13:12 AM",34.9284
"2012-02-14:12 AM",42.5246
"2012-02-15:12 AM",49.4748
"2012-02-16:12 AM",54.086
"2012-02-17:12 AM",53.9892
"2012-02-18:12 AM",52.9075
"2012-02-19:12 AM",49.4965
"2012-02-20:12 AM",40.5536
"2012-02-21:12 AM",45.631
"2012-02-22:12 AM",56.0134
"2012-02-23:12 AM",65.646
"2012-02-24:12 AM",66.1154
"2012-02-25:12 AM",47.6094
"2012-02-26:12 AM",43.3452
"2012-02-27:12 AM",49.5117
"2012-02-28:12 AM",55.3235
"2012-02-29:12 AM",61.6757
"2012-03-01:12 AM",66.9889
"2012-03-02:12 AM",66.2686
"2012-03-03:12 AM",61.7378
"2012-03-04:12 AM",48.5029
"2012-03-05:12 AM",46.5372
"2012-03-06:12 AM",42.7705
"2012-03-07:12 AM",51.445
"2012-03-08:12 AM",59.965
"2012-03-09:12 AM",60.4263
"2012-03-10:12 AM",49.606
"2012-03-11:12 AM",50.5319
"2012-03-12:12 AM",57.3642
"2012-03-13:12 AM",63.0894
"2012-03-14:12 AM",66.3847
"2012-03-15:12 AM",67.6684
"2012-03-16:12 AM",67.0744
"2012-03-17:12 AM",67.9624
"2012-03-18:12 AM",66.5415
"2012-03-19:12 AM",66.72
"2012-03-20:12 AM",67.0276
"2012-03-21:12 AM",66.0855
"2012-03-22:12 AM",66.8658
"2012-03-23:12 AM",67.0276
"2012-03-24:12 AM",67.5473
"2012-03-25:12 AM",60.397
"2012-03-26:12 AM",62.9454
"2012-03-27:12 AM",58.0069
"2012-03-28:12 AM",63.5004
"2012-03-29:12 AM",70.7722
"2012-03-30:12 AM",69.804
"2012-03-31:12 AM",67.7566
"2012-04-01:12 AM",67.0617
"2012-04-02:12 AM",71.9856
"2012-04-03:12 AM",68.6707
"2012-04-04:12 AM",70.9779
"2012-04-05:12 AM",69.0616
"2012-04-06:12 AM",54.3637
"2012-04-07:12 AM",54.4924
"2012-04-08:12 AM",62.1106
"2012-04-09:12 AM",63.5185
"2012-04-10:12 AM",63.0815
"2012-04-11:12 AM",56.8042
"2012-04-12:12 AM",49.7323
"2012-04-13:12 AM",55.3822
"2012-04-14:12 AM",60.1963
"2012-04-15:12 AM",65.9295
"2012-04-16:12 AM",68.4219
"2012-04-17:12 AM",70.6636
"2012-04-18:12 AM",64.6682
"2012-04-19:12 AM",62.6776
"2012-04-20:12 AM",63.5536
"2012-04-21:12 AM",66.9551
"2012-04-22:12 AM",60.5745
"2012-04-23:12 AM",49.912
"2012-04-24:12 AM",52.3742
"2012-04-25:12 AM",61.9237
"2012-04-26:12 AM",71.5534
"2012-04-27:12 AM",72.9871
"2012-04-28:12 AM",70.8013
"2012-04-29:12 AM",71.3667
"2012-04-30:12 AM",73.2162
"2012-05-01:12 AM",74.1157
"2012-05-02:12 AM",74.5182
"2012-05-03:12 AM",73.8039
"2012-05-04:12 AM",73.6869
"2012-05-05:12 AM",77.4153
"2012-05-06:12 AM",71.6652
"2012-05-07:12 AM",69.5518
"2012-05-08:12 AM",70.6167
"2012-05-09:12 AM",69.6911
"2012-05-10:12 AM",64.4414
"2012-05-11:12 AM",64.7308
"2012-05-12:12 AM",66.7715
"2012-05-13:12 AM",65.7298
"2012-05-14:12 AM",68.4201
"2012-05-15:12 AM",71.1315
"2012-05-16:12 AM",71.9701
"2012-05-17:12 AM",70.7884
"2012-05-18:12 AM",66.6275
"2012-05-19:12 AM",64.7641
"2012-05-20:12 AM",67.2931
"2012-05-21:12 AM",70.2597
"2012-05-22:12 AM",73.0434
"2012-05-23:12 AM",72.6375
"2012-05-24:12 AM",74.142
"2012-05-25:12 AM",75.515
"2012-05-26:12 AM",76.8787
"2012-05-27:12 AM",75.454
"2012-05-28:12 AM",74.683
"2012-05-29:12 AM",73.5741
"2012-05-30:12 AM",75.4225
"2012-05-31:12 AM",76.4636
"2012-06-01:12 AM",75.3372
"2012-06-02:12 AM",70.1112
"2012-06-03:12 AM",69.3228
"2012-06-04:12 AM",73.9321
"2012-06-05:12 AM",68.4097
"2012-06-06:12 AM",66.4849
"2012-06-07:12 AM",68.6104
"2012-06-08:12 AM",71.7802
"2012-06-09:12 AM",73.3564
"2012-06-10:12 AM",70.6743
"2012-06-11:12 AM",73.7332
"2012-06-12:12 AM",75.3206
"2012-06-13:12 AM",76.9246
"2012-06-14:12 AM",73.7692
"2012-06-15:12 AM",71.3824
"2012-06-16:12 AM",69.9631
"2012-06-17:12 AM",70.2453
"2012-06-18:12 AM",73.2641
"2012-06-19:12 AM",75.4293
"2012-06-20:12 AM",76.8553
"2012-06-21:12 AM",78.0733
"2012-06-22:12 AM",78.5149
"2012-06-23:12 AM",80.6421
"2012-06-24:12 AM",80.1565
"2012-06-25:12 AM",79.2367
"2012-06-26:12 AM",74.6177
"2012-06-27:12 AM",72.1042
"2012-06-28:12 AM",77.3181
"2012-06-29:12 AM",86.4642
"2012-06-30:12 AM",89.3203
"2012-07-01:12 AM",89.8358
"2012-07-02:12 AM",84.7355
"2012-07-03:12 AM",85.5873
"2012-07-04:12 AM",84.0736
"2012-07-05:12 AM",87.0336
"2012-07-06:12 AM",86.0544
"2012-07-07:12 AM",85.9087
"2012-07-08:12 AM",87.8535
"2012-07-09:12 AM",87.8284
"2012-07-10:12 AM",84.4313
"2012-07-11:12 AM",80.422
"2012-07-12:12 AM",77.7556
"2012-07-13:12 AM",77.7634
"2012-07-14:12 AM",79.3305
"2012-07-15:12 AM",80.3644
"2012-07-16:12 AM",82.4612
"2012-07-17:12 AM",84.0376
"2012-07-18:12 AM",82.2758
"2012-07-19:12 AM",82.8383
"2012-07-20:12 AM",83.0757
"2012-07-21:12 AM",80.3287
"2012-07-22:12 AM",85.0215
"2012-07-23:12 AM",85.343
"2012-07-24:12 AM",87.3387
"2012-07-25:12 AM",87.5233
"2012-07-26:12 AM",88.0941
"2012-07-27:12 AM",87.5152
"2012-07-28:12 AM",85.152
"2012-07-29:12 AM",84.4484
"2012-07-30:12 AM",80.6506
"2012-07-31:12 AM",78.5687
"2012-08-01:12 AM",80.2744
"2012-08-02:12 AM",83.869
"2012-08-03:12 AM",82.2902
"2012-08-04:12 AM",81.507
"2012-08-05:12 AM",80.5293
"2012-08-06:12 AM",79.5983
"2012-08-07:12 AM",78.6691
"2012-08-08:12 AM",79.74
"2012-08-09:12 AM",79.7443
"2012-08-10:12 AM",77.0763
"2012-08-11:12 AM",76.9743
"2012-08-12:12 AM",78.0829
"2012-08-13:12 AM",78.2143
"2012-08-14:12 AM",77.0261
"2012-08-15:12 AM",79.8469
"2012-08-16:12 AM",78.6747
"2012-08-17:12 AM",78.0508
"2012-08-18:12 AM",79.378
"2012-08-19:12 AM",74.1587
"2012-08-20:12 AM",75.1957
"2012-08-21:12 AM",75.115
"2012-08-22:12 AM",73.5251
"2012-08-23:12 AM",73.7508
"2012-08-24:12 AM",72.9273
"2012-08-25:12 AM",71.8648
"2012-08-26:12 AM",73.5226
"2012-08-27:12 AM",75.6912
"2012-08-28:12 AM",74.7095
"2012-08-29:12 AM",78.6274
"2012-08-30:12 AM",76.2647
"2012-08-31:12 AM",79.3101
"2012-09-01:12 AM",82.3744
"2012-09-02:12 AM",82.4275
"2012-09-03:12 AM",79.2891
"2012-09-04:12 AM",76.7377
"2012-09-05:12 AM",78.0503
"2012-09-06:12 AM",79.25
"2012-09-07:12 AM",78.2796
"2012-09-08:12 AM",76.7624
"2012-09-09:12 AM",71.1523
"2012-09-10:12 AM",67.6636
"2012-09-11:12 AM",67.4868
"2012-09-12:12 AM",67.1812
"2012-09-13:12 AM",68.4513
"2012-09-14:12 AM",70.6969
"2012-09-15:12 AM",72.1445
"2012-09-16:12 AM",73.0251
"2012-09-17:12 AM",73.8822
"2012-09-18:12 AM",74.5727
"2012-09-19:12 AM",69.3345
"2012-09-20:12 AM",66.9738
"2012-09-21:12 AM",69.3824
"2012-09-22:12 AM",72.8467
"2012-09-23:12 AM",68.6845
"2012-09-24:12 AM",62.404
"2012-09-25:12 AM",64.065
"2012-09-26:12 AM",68.2569
"2012-09-27:12 AM",70.3438
"2012-09-28:12 AM",72.2889
"2012-09-29:12 AM",71.7922
"2012-09-30:12 AM",67.4218
"2012-10-01:12 AM",70.4815
"2012-10-02:12 AM",75.3013
"2012-10-03:12 AM",73.7697
"2012-10-04:12 AM",69.0058
"2012-10-05:12 AM",68.7835
"2012-10-06:12 AM",69.7492
"2012-10-07:12 AM",69.1876
"2012-10-08:12 AM",54.9291
"2012-10-09:12 AM",53.6783
"2012-10-10:12 AM",57.0398
"2012-10-11:12 AM",57.8314
"2012-10-12:12 AM",61.7061
"2012-10-13:12 AM",60.39
"2012-10-14:12 AM",63.5135
"2012-10-15:12 AM",68.6592
"2012-10-16:12 AM",57.8305
"2012-10-17:12 AM",58.6468
"2012-10-18:12 AM",64.261
"2012-10-19:12 AM",64.6763
"2012-10-20:12 AM",59.4723
"2012-10-21:12 AM",56.5426
"2012-10-22:12 AM",57.5344
"2012-10-23:12 AM",59.7067
"2012-10-24:12 AM",63.8254
"2012-10-25:12 AM",67.2685
"2012-10-26:12 AM",67.5649
"2012-10-27:12 AM",66.5553
"2012-10-28:12 AM",62.7631
"2012-10-29:12 AM",51.3523
"2012-10-30:12 AM",48.3577
"2012-10-31:12 AM",50.6214
"2012-11-01:12 AM",48.7677
"2012-11-02:12 AM",54.3555
"2012-11-03:12 AM",54.4789
"2012-11-04:12 AM",61.756
"2012-11-05:12 AM",52.4196
"2012-11-06:12 AM",46.6124
"2012-11-07:12 AM",43.0572
"2012-11-08:12 AM",47.1949
"2012-11-09:12 AM",48.8075
"2012-11-10:12 AM",51.4915
"2012-11-11:12 AM",55.6642
"2012-11-12:12 AM",63.5407
"2012-11-13:12 AM",56.2498
"2012-11-14:12 AM",46.0443
"2012-11-15:12 AM",44.607
"2012-11-16:12 AM",46.265
"2012-11-17:12 AM",47.4408
"2012-11-18:12 AM",49.2681
"2012-11-19:12 AM",52.7175
"2012-11-20:12 AM",52.1305
"2012-11-21:12 AM",51.0804
"2012-11-22:12 AM",48.6113
"2012-11-23:12 AM",50.8498
"2012-11-24:12 AM",48.3568
"2012-11-25:12 AM",41.0175
"2012-11-26:12 AM",46.3037
"2012-11-27:12 AM",50.4666
"2012-11-28:12 AM",47.5639
"2012-11-29:12 AM",43.5465
"2012-11-30:12 AM",47.1859
"2012-12-01:12 AM",54.2602
"2012-12-02:12 AM",58.1428
"2012-12-03:12 AM",59.6498
"2012-12-04:12 AM",61.3229
"2012-12-05:12 AM",62.2913
"2012-12-06:12 AM",55.1685
"2012-12-07:12 AM",50.7789
"2012-12-08:12 AM",55.3498
"2012-12-09:12 AM",61.4646
"2012-12-10:12 AM",62.8182
"2012-12-11:12 AM",60.0879
"2012-12-12:12 AM",48.8311
"2012-12-13:12 AM",43.8696
"2012-12-14:12 AM",43.1308
"2012-12-15:12 AM",46.762
"2012-12-16:12 AM",54.6069
"2012-12-17:12 AM",59.0146
"2012-12-18:12 AM",55.4209
"2012-12-19:12 AM",51.1653
"2012-12-20:12 AM",54.3367
"2012-12-21:12 AM",41.3897
"2012-12-22:12 AM",39.3431
"2012-12-23:12 AM",42.0197
"2012-12-24:12 AM",47.4593
"2012-12-25:12 AM",51.2697
"2012-12-26:12 AM",52.308
"2012-12-27:12 AM",39.8925
"2012-12-28:12 AM",40.7228
"2012-12-29:12 AM",44.9735
"2012-12-30:12 AM",36.5324
"2012-12-31:12 AM",40.0393
"2013-01-01:12 AM",50.3152
"2013-01-02:12 AM",52.0911
"2013-01-03:12 AM",46.7528
"2013-01-04:12 AM",41.0697
"2013-01-05:12 AM",39.7031
"2013-01-06:12 AM",45.2907
"2013-01-07:12 AM",43.0099
"2013-01-08:12 AM",44.8936
"2013-01-09:12 AM",54.4586
"2013-01-10:12 AM",58.8439
"2013-01-11:12 AM",60.9125
"2013-01-12:12 AM",62.7168
"2013-01-13:12 AM",62.9332
"2013-01-14:12 AM",65.5855
"2013-01-15:12 AM",64.8484
"2013-01-16:12 AM",64.1214
"2013-01-17:12 AM",58.2741
"2013-01-18:12 AM",40.7001
"2013-01-19:12 AM",41.1739
"2013-01-20:12 AM",48.1831
"2013-01-21:12 AM",48.1163
"2013-01-22:12 AM",41.4595
"2013-01-23:12 AM",37.6677
"2013-01-24:12 AM",45.3967
"2013-01-25:12 AM",35.0384
"2013-01-26:12 AM",41.3654
"2013-01-27:12 AM",38.4348
"2013-01-28:12 AM",42.091
"2013-01-29:12 AM",56.9314
"2013-01-30:12 AM",66.6356
"2013-01-31:12 AM",46.1529
"2013-02-01:12 AM",41.2498
"2013-02-02:12 AM",37.4769
"2013-02-03:12 AM",43.5688
"2013-02-04:12 AM",41.1841
"2013-02-05:12 AM",48.8723
"2013-02-06:12 AM",54.016
"2013-02-07:12 AM",48.9864
"2013-02-08:12 AM",49.4008
"2013-02-09:12 AM",44.2708
"2013-02-10:12 AM",47.6942
"2013-02-11:12 AM",59.0682
"2013-02-12:12 AM",55.2488
"2013-02-13:12 AM",52.8345
"2013-02-14:12 AM",45.543
"2013-02-15:12 AM",45.7509
"2013-02-16:12 AM",40.449
"2013-02-17:12 AM",32.8305
"2013-02-18:12 AM",36.4966
"2013-02-19:12 AM",44.4229
"2013-02-20:12 AM",43.1814
"2013-02-21:12 AM",44.7586
"2013-02-22:12 AM",45.6089
"2013-02-23:12 AM",43.7808
"2013-02-24:12 AM",49.7431
"2013-02-25:12 AM",44.4411
"2013-02-26:12 AM",49.9725
"2013-02-27:12 AM",48.0348
"2013-02-28:12 AM",45.7828
"2013-03-01:12 AM",41.5733
"2013-03-02:12 AM",40.7534
"2013-03-03:12 AM",36.1459
"2013-03-04:12 AM",36.6591
"2013-03-05:12 AM",49.4089
"2013-03-06:12 AM",42.159
"2013-03-07:12 AM",40.5246
"2013-03-08:12 AM",41.985
"2013-03-09:12 AM",44.6958
"2013-03-10:12 AM",49.9186
"2013-03-11:12 AM",54.6044
"2013-03-12:12 AM",59.2259
"2013-03-13:12 AM",48.4983
"2013-03-14:12 AM",40.282
"2013-03-15:12 AM",47.4823
"2013-03-16:12 AM",60.5529
"2013-03-17:12 AM",62.4695
"2013-03-18:12 AM",54.6912
"2013-03-19:12 AM",56.3374
"2013-03-20:12 AM",48.0988
"2013-03-21:12 AM",42.2308
"2013-03-22:12 AM",41.2966
"2013-03-23:12 AM",44.5757
"2013-03-24:12 AM",49.1076
"2013-03-25:12 AM",42.5372
"2013-03-26:12 AM",39.0312
"2013-03-27:12 AM",40.3144
"2013-03-28:12 AM",42.3887
"2013-03-29:12 AM",46.7429
"2013-03-30:12 AM",53.8758
"2013-03-31:12 AM",59.7506
"2013-04-01:12 AM",61.6897
"2013-04-02:12 AM",55.8927
"2013-04-03:12 AM",51.3027
"2013-04-04:12 AM",46.7965
"2013-04-05:12 AM",46.0272
"2013-04-06:12 AM",53.1507
"2013-04-07:12 AM",56.9424
"2013-04-08:12 AM",63.2829
"2013-04-09:12 AM",66.4173
"2013-04-10:12 AM",67.8153
"2013-04-11:12 AM",68.167
"2013-04-12:12 AM",68.2185
"2013-04-13:12 AM",60.3178
"2013-04-14:12 AM",60.3343
"2013-04-15:12 AM",63.1431
"2013-04-16:12 AM",65.4973
"2013-04-17:12 AM",68.1267
"2013-04-18:12 AM",67.3021
"2013-04-19:12 AM",69.3532
"2013-04-20:12 AM",52.9353
"2013-04-21:12 AM",53.3885
"2013-04-22:12 AM",52.6388
"2013-04-23:12 AM",56.505
"2013-04-24:12 AM",62.422
"2013-04-25:12 AM",61.9216
"2013-04-26:12 AM",59.7294
"2013-04-27:12 AM",60.3597
"2013-04-28:12 AM",61.0583
"2013-04-29:12 AM",64.6506
"2013-04-30:12 AM",63.9504
"2013-05-01:12 AM",60.7233
"2013-05-02:12 AM",61.8867
"2013-05-03:12 AM",60.0735
"2013-05-04:12 AM",55.4932
"2013-05-05:12 AM",58.3768
"2013-05-06:12 AM",59.0817
"2013-05-07:12 AM",56.923
"2013-05-08:12 AM",62.218
"2013-05-09:12 AM",67.7716
"2013-05-10:12 AM",70.0774
"2013-05-11:12 AM",70.6141
"2013-05-12:12 AM",66.5323
"2013-05-13:12 AM",57.6781
"2013-05-14:12 AM",59.0232
"2013-05-15:12 AM",68.9238
"2013-05-16:12 AM",72.2239
"2013-05-17:12 AM",72.6838
"2013-05-18:12 AM",69.7615
"2013-05-19:12 AM",70.9183
"2013-05-20:12 AM",71.7208
"2013-05-21:12 AM",72.5531
"2013-05-22:12 AM",72.5873
"2013-05-23:12 AM",72.5317
"2013-05-24:12 AM",67.9764
"2013-05-25:12 AM",61.302
"2013-05-26:12 AM",64.7469
"2013-05-27:12 AM",68.4696
"2013-05-28:12 AM",71.6104
"2013-05-29:12 AM",72.0534
"2013-05-30:12 AM",72.6064
"2013-05-31:12 AM",74.2176
"2013-06-01:12 AM",74.5381
"2013-06-02:12 AM",74.0012
"2013-06-03:12 AM",74.9307
"2013-06-04:12 AM",75.1226
"2013-06-05:12 AM",72.9309
"2013-06-06:12 AM",71.6049
"2013-06-07:12 AM",72.8321
"2013-06-08:12 AM",75.7713
"2013-06-09:12 AM",74.6697
"2013-06-10:12 AM",74.867
"2013-06-11:12 AM",77.0891
"2013-06-12:12 AM",78.44
"2013-06-13:12 AM",81.7221
"2013-06-14:12 AM",75.4092
"2013-06-15:12 AM",72.1519
"2013-06-16:12 AM",73.8253
"2013-06-17:12 AM",74.7019
"2013-06-18:12 AM",76.7559
"2013-06-19:12 AM",74.9469
"2013-06-20:12 AM",72.6831
"2013-06-21:12 AM",71.436
"2013-06-22:12 AM",73.3132
"2013-06-23:12 AM",74.748
"2013-06-24:12 AM",76.6141
"2013-06-25:12 AM",77.5629
"2013-06-26:12 AM",77.4837
"2013-06-27:12 AM",79.4277
"2013-06-28:12 AM",80.5971
"2013-06-29:12 AM",77.3303
"2013-06-30:12 AM",75.8572
"2013-07-01:12 AM",75.6144
"2013-07-02:12 AM",73.4295
"2013-07-03:12 AM",75.3894
"2013-07-04:12 AM",76.2075
"2013-07-05:12 AM",76.5244
"2013-07-06:12 AM",75.9002
"2013-07-07:12 AM",76.5352
"2013-07-08:12 AM",76.975
"2013-07-09:12 AM",77.8138
"2013-07-10:12 AM",77.1417
"2013-07-11:12 AM",77.081
"2013-07-12:12 AM",74.9025
"2013-07-13:12 AM",73.4472
"2013-07-14:12 AM",75.3161
"2013-07-15:12 AM",76.352
"2013-07-16:12 AM",78.3349
"2013-07-17:12 AM",80.2744
"2013-07-18:12 AM",78.6196
"2013-07-19:12 AM",78.454
"2013-07-20:12 AM",76.5385
"2013-07-21:12 AM",76.8738
"2013-07-22:12 AM",77.1489
"2013-07-23:12 AM",78.9451
"2013-07-24:12 AM",78.9973
"2013-07-25:12 AM",77.8233
"2013-07-26:12 AM",76.1016
"2013-07-27:12 AM",76.1047
"2013-07-28:12 AM",77.1773
"2013-07-29:12 AM",77.8672
"2013-07-30:12 AM",76.9734
"2013-07-31:12 AM",76.3014
"2013-08-01:12 AM",75.8613
"2013-08-02:12 AM",77.5366
"2013-08-03:12 AM",79.2192
"2013-08-04:12 AM",79.0763
"2013-08-05:12 AM",76.1272
"2013-08-06:12 AM",74.055
"2013-08-07:12 AM",74.6402
"2013-08-08:12 AM",77.0365
"2013-08-09:12 AM",79.4898
"2013-08-10:12 AM",80.3601
"2013-08-11:12 AM",80.9402
"2013-08-12:12 AM",81.2415
"2013-08-13:12 AM",80.0479
"2013-08-14:12 AM",75.2626
"2013-08-15:12 AM",65.9959
"2013-08-16:12 AM",66.1312
"2013-08-17:12 AM",67.059
"2013-08-18:12 AM",72.7302
"2013-08-19:12 AM",74.5824
"2013-08-20:12 AM",75.0985
"2013-08-21:12 AM",76.1329
"2013-08-22:12 AM",77.3593
"2013-08-23:12 AM",77.0495
"2013-08-24:12 AM",72.6498
"2013-08-25:12 AM",68.6633
"2013-08-26:12 AM",67.7505
"2013-08-27:12 AM",72.2457
"2013-08-28:12 AM",76.0194
"2013-08-29:12 AM",79.2264
"2013-08-30:12 AM",76.228
"2013-08-31:12 AM",76.2138
"2013-09-01:12 AM",78.3981
"2013-09-02:12 AM",78.6337
"2013-09-03:12 AM",77.9405
"2013-09-04:12 AM",77.1627
"2013-09-05:12 AM",76.4202
"2013-09-06:12 AM",72.7428
"2013-09-07:12 AM",71.5383
"2013-09-08:12 AM",73.6761
"2013-09-09:12 AM",74.8126
"2013-09-10:12 AM",75.4594
"2013-09-11:12 AM",75.0002
"2013-09-12:12 AM",76.3068
"2013-09-13:12 AM",76.0739
"2013-09-14:12 AM",69.2623
"2013-09-15:12 AM",69.5709
"2013-09-16:12 AM",74.3203
"2013-09-17:12 AM",69.2262
"2013-09-18:12 AM",64.9445
"2013-09-19:12 AM",67.4695
"2013-09-20:12 AM",71.454
"2013-09-21:12 AM",71.6774
"2013-09-22:12 AM",67.5999
"2013-09-23:12 AM",64.319
"2013-09-24:12 AM",65.3277
"2013-09-25:12 AM",66.3078
"2013-09-26:12 AM",65.5279
"2013-09-27:12 AM",64.4214
"2013-09-28:12 AM",62.5325
"2013-09-29:12 AM",61.6933
"2013-09-30:12 AM",61.4019
"2013-10-01:12 AM",64.1876
"2013-10-02:12 AM",67.8934
"2013-10-03:12 AM",69.1052
"2013-10-04:12 AM",70.1944
"2013-10-05:12 AM",70.5745
"2013-10-06:12 AM",71.3232
"2013-10-07:12 AM",73.0758
"2013-10-08:12 AM",61.882
"2013-10-09:12 AM",60.8749
"2013-10-10:12 AM",61.4356
"2013-10-11:12 AM",65.4962
"2013-10-12:12 AM",68.6763
"2013-10-13:12 AM",66.7301
"2013-10-14:12 AM",65.4352
"2013-10-15:12 AM",64.1464
"2013-10-16:12 AM",63.8416
"2013-10-17:12 AM",67.3716
"2013-10-18:12 AM",66.0236
"2013-10-19:12 AM",66.6547
"2013-10-20:12 AM",59.6163
"2013-10-21:12 AM",58.2415
"2013-10-22:12 AM",61.3456
"2013-10-23:12 AM",59.4324
"2013-10-24:12 AM",49.5084
"2013-10-25:12 AM",49.0534
"2013-10-26:12 AM",45.2646
"2013-10-27:12 AM",52.6665
"2013-10-28:12 AM",59.2524
"2013-10-29:12 AM",59.9907
"2013-10-30:12 AM",63.2822
"2013-10-31:12 AM",65.1209
"2013-11-01:12 AM",70.5351
"2013-11-02:12 AM",62.1349
"2013-11-03:12 AM",52.3432
"2013-11-04:12 AM",49.7622
"2013-11-05:12 AM",49.4244
"2013-11-06:12 AM",58.9195
"2013-11-07:12 AM",62.7152
"2013-11-08:12 AM",49.1347
"2013-11-09:12 AM",48.0722
"2013-11-10:12 AM",54.8589
"2013-11-11:12 AM",50.734
"2013-11-12:12 AM",51.0825
"2013-11-13:12 AM",36.6694
"2013-11-14:12 AM",38.572
"2013-11-15:12 AM",48.8498
"2013-11-16:12 AM",57.8088
"2013-11-17:12 AM",61.6802
"2013-11-18:12 AM",68.6125
"2013-11-19:12 AM",51.5898
"2013-11-20:12 AM",46.2477
"2013-11-21:12 AM",50.8683
"2013-11-22:12 AM",58.0498
"2013-11-23:12 AM",58.8358
"2013-11-24:12 AM",38.5412
"2013-11-25:12 AM",34.6401
"2013-11-26:12 AM",48.5582
"2013-11-27:12 AM",46.6839
"2013-11-28:12 AM",34.3182
"2013-11-29:12 AM",38.163
"2013-11-30:12 AM",39.5184
"2013-12-01:12 AM",45.086
"2013-12-02:12 AM",48.0848
"2013-12-03:12 AM",52.0704
"2013-12-04:12 AM",59.3454
"2013-12-05:12 AM",62.8014
"2013-12-06:12 AM",67.7214
"2013-12-07:12 AM",60.0548
"2013-12-08:12 AM",43.0259
"2013-12-09:12 AM",46.4508
"2013-12-10:12 AM",55.2819
"2013-12-11:12 AM",40.901
"2013-12-12:12 AM",39.3885
"2013-12-13:12 AM",39.342
"2013-12-14:12 AM",50.9284
"2013-12-15:12 AM",49.8126
"2013-12-16:12 AM",42.5007
"2013-12-17:12 AM",48.0245
"2013-12-18:12 AM",44.5338
"2013-12-19:12 AM",44.2195
"2013-12-20:12 AM",53.688
"2013-12-21:12 AM",61.572
"2013-12-22:12 AM",67.8996
"2013-12-23:12 AM",63.311
"2013-12-24:12 AM",46.9051
"2013-12-25:12 AM",35.3169
"2013-12-26:12 AM",38.8171
"2013-12-27:12 AM",40.5403
"2013-12-28:12 AM",43.077
"2013-12-29:12 AM",54.1261
"2013-12-30:12 AM",48.5238
"2013-12-31:12 AM",47.8945
"2014-01-01:12 AM",44.0643
"2014-01-02:12 AM",47.1128
"2014-01-03:12 AM",31.0552
"2014-01-04:12 AM",33.2265
"2014-01-05:12 AM",41.2822
"2014-01-06:12 AM",42.2182
"2014-01-07:12 AM",21.9178
"2014-01-08:12 AM",28.1354
"2014-01-09:12 AM",36.2916
"2014-01-10:12 AM",48.8199
"2014-01-11:12 AM",59.9106
"2014-01-12:12 AM",48.2389
"2014-01-13:12 AM",46.7076
"2014-01-14:12 AM",51.6853
"2014-01-15:12 AM",46.2781
"2014-01-16:12 AM",38.1234
"2014-01-17:12 AM",41.1971
"2014-01-18:12 AM",35.1558
"2014-01-19:12 AM",40.7941
"2014-01-20:12 AM",45.2881
"2014-01-21:12 AM",46.0364
"2014-01-22:12 AM",31.3524
"2014-01-23:12 AM",31.5734
"2014-01-24:12 AM",24.4407
"2014-01-25:12 AM",32.252
"2014-01-26:12 AM",38.8049
"2014-01-27:12 AM",49.0006
"2014-01-28:12 AM",34.7862
"2014-01-29:12 AM",25.3733
"2014-01-30:12 AM",23.6887
"2014-01-31:12 AM",31.8706
"2014-02-01:12 AM",38.5696
"2014-02-02:12 AM",48.2196
"2014-02-03:12 AM",60.0859
"2014-02-04:12 AM",46.2283
"2014-02-05:12 AM",50.9859
"2014-02-06:12 AM",41.5274
"2014-02-07:12 AM",40.0397
"2014-02-08:12 AM",42.1052
"2014-02-09:12 AM",46.1611
"2014-02-10:12 AM",45.8983
"2014-02-11:12 AM",35.8635
"2014-02-12:12 AM",29.5151
"2014-02-13:12 AM",32.5335
"2014-02-14:12 AM",39.9693
"2014-02-15:12 AM",43.0308
"2014-02-16:12 AM",41.7006
"2014-02-17:12 AM",44.1356
"2014-02-18:12 AM",51.3289
"2014-02-19:12 AM",60.5329
"2014-02-20:12 AM",63.052
"2014-02-21:12 AM",60.5959
"2014-02-22:12 AM",50.3434
"2014-02-23:12 AM",50.8318
"2014-02-24:12 AM",55.2162
"2014-02-25:12 AM",53.1725
"2014-02-26:12 AM",45.88
"2014-02-27:12 AM",41.0673
"2014-02-28:12 AM",39.9193
"2014-03-01:12 AM",44.6751
"2014-03-02:12 AM",52.4714
"2014-03-03:12 AM",52.9572
"2014-03-04:12 AM",32.0808
"2014-03-05:12 AM",36.8776
"2014-03-06:12 AM",36.7687
"2014-03-07:12 AM",38.6389
"2014-03-08:12 AM",48.038
"2014-03-09:12 AM",56.2105
"2014-03-10:12 AM",57.3229
"2014-03-11:12 AM",61.0324
"2014-03-12:12 AM",60.7383
"2014-03-13:12 AM",41.9864
"2014-03-14:12 AM",43.5103
"2014-03-15:12 AM",54.982
"2014-03-16:12 AM",54.6688
"2014-03-17:12 AM",44.8538
"2014-03-18:12 AM",40.3155
"2014-03-19:12 AM",46.2646
"2014-03-20:12 AM",55.1134
"2014-03-21:12 AM",52.6289
"2014-03-22:12 AM",58.5572
"2014-03-23:12 AM",57.405
"2014-03-24:12 AM",44.5356
"2014-03-25:12 AM",43.9864
"2014-03-26:12 AM",37.119
"2014-03-27:12 AM",44.9904
"2014-03-28:12 AM",57.2295
"2014-03-29:12 AM",62.3224
