"DateTime","(deg F) Mean Temperature (CFSR) at Colorado, 2010-01-01 to 2019-03-14"
"2012-02-03:12 AM",25.2019
"2012-02-04:12 AM",20.5612
"2012-02-05:12 AM",18.455
"2012-02-06:12 AM",20.6029
"2012-02-07:12 AM",17.6734
"2012-02-08:12 AM",20.0946
"2012-02-09:12 AM",25.1046
"2012-02-10:12 AM",22.9833
"2012-02-11:12 AM",21.5895
"2012-02-12:12 AM",22.8427
"2012-02-13:12 AM",25.6156
"2012-02-14:12 AM",25.9925
"2012-02-15:12 AM",23.6282
"2012-02-16:12 AM",23.6001
"2012-02-17:12 AM",24.4593
"2012-02-18:12 AM",23.2124
"2012-02-19:12 AM",25.8492
"2012-02-20:12 AM",21.8046
"2012-02-21:12 AM",25.0176
"2012-02-22:12 AM",33.9435
"2012-02-23:12 AM",28.3663
"2012-02-24:12 AM",21.1339
"2012-02-25:12 AM",28.3071
"2012-02-26:12 AM",25.2927
"2012-02-27:12 AM",26.469
"2012-02-28:12 AM",31.2109
"2012-02-29:12 AM",28.2267
"2012-03-01:12 AM",28.6295
"2012-03-02:12 AM",19.9314
"2012-03-03:12 AM",19.3892
"2012-03-04:12 AM",30.5668
"2012-03-05:12 AM",35.8313
"2012-03-06:12 AM",39.3399
"2012-03-07:12 AM",35.3844
"2012-03-08:12 AM",29.9086
"2012-03-09:12 AM",32.563
"2012-03-10:12 AM",36.5877
"2012-03-11:12 AM",36.655
"2012-03-12:12 AM",40.7149
"2012-03-13:12 AM",43.1253
"2012-03-14:12 AM",44.649
"2012-03-15:12 AM",45.6433
"2012-03-16:12 AM",47.4195
"2012-03-17:12 AM",47.907
"2012-03-18:12 AM",44.551
"2012-03-19:12 AM",32.0027
"2012-03-20:12 AM",30.4099
"2012-03-21:12 AM",34.6483
"2012-03-22:12 AM",40.8526
"2012-03-23:12 AM",46.2745
"2012-03-24:12 AM",49.9039
"2012-03-25:12 AM",51.0492
"2012-03-26:12 AM",51.2346
"2012-03-27:12 AM",46.4061
"2012-03-28:12 AM",48.0762
"2012-03-29:12 AM",49.4847
"2012-03-30:12 AM",50.3316
"2012-03-31:12 AM",54.8116
"2012-04-01:12 AM",55.4599
"2012-04-02:12 AM",41.1183
"2012-04-03:12 AM",34.4138
"2012-04-04:12 AM",39.335
"2012-04-05:12 AM",45.6341
"2012-04-06:12 AM",46.3696
"2012-04-07:12 AM",41.3587
"2012-04-08:12 AM",46.3096
"2012-04-09:12 AM",49.6193
"2012-04-10:12 AM",51.0724
"2012-04-11:12 AM",51.8659
"2012-04-12:12 AM",46.9038
"2012-04-13:12 AM",41.7967
"2012-04-14:12 AM",42.319
"2012-04-15:12 AM",36.8236
"2012-04-16:12 AM",38.0763
"2012-04-17:12 AM",43.7617
"2012-04-18:12 AM",48.8179
"2012-04-19:12 AM",46.8927
"2012-04-20:12 AM",45.9837
"2012-04-21:12 AM",52.7628
"2012-04-22:12 AM",53.6508
"2012-04-23:12 AM",57.7488
"2012-04-24:12 AM",61.2253
"2012-04-25:12 AM",59.5009
"2012-04-26:12 AM",57.9628
"2012-04-27:12 AM",50.0238
"2012-04-28:12 AM",43.3445
"2012-04-29:12 AM",45.5877
"2012-04-30:12 AM",50.2097
"2012-05-01:12 AM",54.6796
"2012-05-02:12 AM",55.656
"2012-05-03:12 AM",57.4774
"2012-05-04:12 AM",60.4971
"2012-05-05:12 AM",60.1794
"2012-05-06:12 AM",50.3159
"2012-05-07:12 AM",43.9232
"2012-05-08:12 AM",47.0795
"2012-05-09:12 AM",52.6307
"2012-05-10:12 AM",57.8583
"2012-05-11:12 AM",50.8159
"2012-05-12:12 AM",48.8725
"2012-05-13:12 AM",48.6502
"2012-05-14:12 AM",53.1504
"2012-05-15:12 AM",57.697
"2012-05-16:12 AM",59.4408
"2012-05-17:12 AM",60.3748
"2012-05-18:12 AM",61.1796
"2012-05-19:12 AM",52.308
"2012-05-20:12 AM",52.9671
"2012-05-21:12 AM",60.0238
"2012-05-22:12 AM",66.0645
"2012-05-23:12 AM",61.021
"2012-05-24:12 AM",52.5058
"2012-05-25:12 AM",56.5176
"2012-05-26:12 AM",62.1381
"2012-05-27:12 AM",52.9088
"2012-05-28:12 AM",51.7948
"2012-05-29:12 AM",56.0619
"2012-05-30:12 AM",58.8839
"2012-05-31:12 AM",57.6874
"2012-06-01:12 AM",60.9759
"2012-06-02:12 AM",62.5584
"2012-06-03:12 AM",65.7797
"2012-06-04:12 AM",65.8096
"2012-06-05:12 AM",64.5314
"2012-06-06:12 AM",62.834
"2012-06-07:12 AM",62.2287
"2012-06-08:12 AM",64.7632
"2012-06-09:12 AM",68.8681
"2012-06-10:12 AM",60.3622
"2012-06-11:12 AM",56.9291
"2012-06-12:12 AM",61.7371
"2012-06-13:12 AM",66.1431
"2012-06-14:12 AM",67.6236
"2012-06-15:12 AM",67.3608
"2012-06-16:12 AM",66.4401
"2012-06-17:12 AM",68.8786
"2012-06-18:12 AM",73.2979
"2012-06-19:12 AM",72.9865
"2012-06-20:12 AM",64.6284
"2012-06-21:12 AM",63.45
"2012-06-22:12 AM",70.9903
"2012-06-23:12 AM",75.5235
"2012-06-24:12 AM",76.1104
"2012-06-25:12 AM",76.01
"2012-06-26:12 AM",75.5787
"2012-06-27:12 AM",73.7281
"2012-06-28:12 AM",71.2272
"2012-06-29:12 AM",73.5571
"2012-06-30:12 AM",74.3322
"2012-07-01:12 AM",74.133
"2012-07-02:12 AM",73.9164
"2012-07-03:12 AM",70.5121
"2012-07-04:12 AM",70.0561
"2012-07-05:12 AM",69.6835
"2012-07-06:12 AM",68.5549
"2012-07-07:12 AM",65.172
"2012-07-08:12 AM",64.5057
"2012-07-09:12 AM",63.8136
"2012-07-10:12 AM",65.5912
"2012-07-11:12 AM",67.7334
"2012-07-12:12 AM",70.2851
"2012-07-13:12 AM",70.747
"2012-07-14:12 AM",69.9372
"2012-07-15:12 AM",69.7741
"2012-07-16:12 AM",68.5045
"2012-07-17:12 AM",68.2459
"2012-07-18:12 AM",70.2491
"2012-07-19:12 AM",72.5526
"2012-07-20:12 AM",73.4729
"2012-07-21:12 AM",72.9493
"2012-07-22:12 AM",71.8473
"2012-07-23:12 AM",71.9591
"2012-07-24:12 AM",70.9966
"2012-07-25:12 AM",69.3012
"2012-07-26:12 AM",68.4097
"2012-07-27:12 AM",68.2417
"2012-07-28:12 AM",69.0454
"2012-07-29:12 AM",69.6929
"2012-07-30:12 AM",67.7905
"2012-07-31:12 AM",69.5475
"2012-08-01:12 AM",70.7797
"2012-08-02:12 AM",68.8496
"2012-08-03:12 AM",69.8149
"2012-08-04:12 AM",66.7076
"2012-08-05:12 AM",66.686
"2012-08-06:12 AM",70.849
"2012-08-07:12 AM",71.532
"2012-08-08:12 AM",71.3653
"2012-08-09:12 AM",70.39
"2012-08-10:12 AM",69.0903
"2012-08-11:12 AM",69.2103
"2012-08-12:12 AM",67.1029
"2012-08-13:12 AM",62.4096
"2012-08-14:12 AM",65.9439
"2012-08-15:12 AM",68.9592
"2012-08-16:12 AM",64.3377
"2012-08-17:12 AM",64.9528
"2012-08-18:12 AM",65.7667
"2012-08-19:12 AM",63.3848
"2012-08-20:12 AM",62.8417
"2012-08-21:12 AM",65.1508
"2012-08-22:12 AM",64.9015
"2012-08-23:12 AM",64.2139
"2012-08-24:12 AM",63.9034
"2012-08-25:12 AM",64.5618
"2012-08-26:12 AM",66.3987
"2012-08-27:12 AM",68.5836
"2012-08-28:12 AM",70.2505
"2012-08-29:12 AM",70.5756
"2012-08-30:12 AM",69.6268
"2012-08-31:12 AM",67.3524
"2012-09-01:12 AM",67.1668
"2012-09-02:12 AM",66.9011
"2012-09-03:12 AM",65.9863
"2012-09-04:12 AM",66.1095
"2012-09-05:12 AM",64.1046
"2012-09-06:12 AM",64.9328
"2012-09-07:12 AM",61.129
"2012-09-08:12 AM",57.9306
"2012-09-09:12 AM",60.3799
"2012-09-10:12 AM",65.0786
"2012-09-11:12 AM",63.8065
"2012-09-12:12 AM",54.5796
"2012-09-13:12 AM",52.7896
"2012-09-14:12 AM",54.7032
"2012-09-15:12 AM",57.7933
"2012-09-16:12 AM",60.2325
"2012-09-17:12 AM",55.0339
"2012-09-18:12 AM",55.3318
"2012-09-19:12 AM",59.7438
"2012-09-20:12 AM",58.8319
"2012-09-21:12 AM",59.2842
"2012-09-22:12 AM",58.2334
"2012-09-23:12 AM",58.743
"2012-09-24:12 AM",59.3073
"2012-09-25:12 AM",53.9713
"2012-09-26:12 AM",51.2802
"2012-09-27:12 AM",50.9036
"2012-09-28:12 AM",52.0252
"2012-09-29:12 AM",53.9964
"2012-09-30:12 AM",54.4681
"2012-10-01:12 AM",53.596
"2012-10-02:12 AM",54.3727
"2012-10-03:12 AM",57.8235
"2012-10-04:12 AM",46.7182
"2012-10-05:12 AM",43.6006
"2012-10-06:12 AM",36.6696
"2012-10-07:12 AM",35.5114
"2012-10-08:12 AM",42.987
"2012-10-09:12 AM",46.7731
"2012-10-10:12 AM",46.7499
"2012-10-11:12 AM",52.2703
"2012-10-12:12 AM",47.5453
"2012-10-13:12 AM",43.6784
"2012-10-14:12 AM",46.6313
"2012-10-15:12 AM",49.6119
"2012-10-16:12 AM",51.9076
"2012-10-17:12 AM",45.8028
"2012-10-18:12 AM",40.7588
"2012-10-19:12 AM",45.3711
"2012-10-20:12 AM",51.1196
"2012-10-21:12 AM",51.0044
"2012-10-22:12 AM",47.8375
"2012-10-23:12 AM",50.2704
"2012-10-24:12 AM",46.4472
"2012-10-25:12 AM",31.2436
"2012-10-26:12 AM",25.209
"2012-10-27:12 AM",28.908
"2012-10-28:12 AM",36.4028
"2012-10-29:12 AM",43.3683
"2012-10-30:12 AM",45.3996
"2012-10-31:12 AM",45.8096
"2012-11-01:12 AM",46.2745
"2012-11-02:12 AM",45.4514
"2012-11-03:12 AM",39.4234
"2012-11-04:12 AM",41.5472
"2012-11-05:12 AM",41.898
"2012-11-06:12 AM",44.4598
"2012-11-07:12 AM",45.1956
"2012-11-08:12 AM",45.8695
"2012-11-09:12 AM",42.9865
"2012-11-10:12 AM",37.3753
"2012-11-11:12 AM",19.0303
"2012-11-12:12 AM",20.1814
"2012-11-13:12 AM",27.9612
"2012-11-14:12 AM",30.2005
"2012-11-15:12 AM",31.7489
"2012-11-16:12 AM",34.0056
"2012-11-17:12 AM",38.4647
"2012-11-18:12 AM",38.4611
"2012-11-19:12 AM",37.4805
"2012-11-20:12 AM",38.4937
"2012-11-21:12 AM",41.4423
"2012-11-22:12 AM",39.5814
"2012-11-23:12 AM",31.8553
"2012-11-24:12 AM",37.4108
"2012-11-25:12 AM",36.5461
"2012-11-26:12 AM",29.8198
"2012-11-27:12 AM",30.6709
"2012-11-28:12 AM",33.7496
"2012-11-29:12 AM",36.9775
"2012-11-30:12 AM",38.628
"2012-12-01:12 AM",41.3296
"2012-12-02:12 AM",40.4719
"2012-12-03:12 AM",39.9054
"2012-12-04:12 AM",33.4931
"2012-12-05:12 AM",39.6979
"2012-12-06:12 AM",38.1238
"2012-12-07:12 AM",33.678
"2012-12-08:12 AM",30.9565
"2012-12-09:12 AM",17.9874
"2012-12-10:12 AM",13.8641
"2012-12-11:12 AM",18.4057
"2012-12-12:12 AM",25.6338
"2012-12-13:12 AM",30.3883
"2012-12-14:12 AM",29.6186
"2012-12-15:12 AM",28.3476
"2012-12-16:12 AM",24.1261
"2012-12-17:12 AM",25.0054
"2012-12-18:12 AM",28.173
"2012-12-19:12 AM",19.7078
"2012-12-20:12 AM",11.1978
"2012-12-21:12 AM",20.2055
"2012-12-22:12 AM",22.0545
"2012-12-23:12 AM",23.4642
"2012-12-24:12 AM",24.6722
"2012-12-25:12 AM",14.2621
"2012-12-26:12 AM",13.1788
"2012-12-27:12 AM",15.5575
"2012-12-28:12 AM",10.4927
"2012-12-29:12 AM",10.8376
"2012-12-30:12 AM",16.3092
"2012-12-31:12 AM",15.6967
"2013-01-01:12 AM",8.6758
"2013-01-02:12 AM",9.2896
"2013-01-03:12 AM",6.5707
"2013-01-04:12 AM",11.4103
"2013-01-05:12 AM",13.1904
"2013-01-06:12 AM",18.162
"2013-01-07:12 AM",21.805
"2013-01-08:12 AM",22.5604
"2013-01-09:12 AM",24.921
"2013-01-10:12 AM",28.1939
"2013-01-11:12 AM",23.6912
"2013-01-12:12 AM",6.9417
"2013-01-13:12 AM",3.0261
"2013-01-14:12 AM",1.8484
"2013-01-15:12 AM",3.3615
"2013-01-16:12 AM",18.6458
"2013-01-17:12 AM",19.5202
"2013-01-18:12 AM",24.541
"2013-01-19:12 AM",25.6293
"2013-01-20:12 AM",23.8579
"2013-01-21:12 AM",23.3722
"2013-01-22:12 AM",28.8925
"2013-01-23:12 AM",31.4591
"2013-01-24:12 AM",32.4556
"2013-01-25:12 AM",34.5434
"2013-01-26:12 AM",36.1875
"2013-01-27:12 AM",37.1307
"2013-01-28:12 AM",34.3179
"2013-01-29:12 AM",19.2814
"2013-01-30:12 AM",16.9482
"2013-01-31:12 AM",24.7469
"2013-02-01:12 AM",26.2845
"2013-02-02:12 AM",26.843
"2013-02-03:12 AM",28.8187
"2013-02-04:12 AM",29.5774
"2013-02-05:12 AM",31.2593
"2013-02-06:12 AM",34.4255
"2013-02-07:12 AM",28.776
"2013-02-08:12 AM",30.0016
"2013-02-09:12 AM",29.356
"2013-02-10:12 AM",22.2267
"2013-02-11:12 AM",17.9643
"2013-02-12:12 AM",15.4852
"2013-02-13:12 AM",22.3295
"2013-02-14:12 AM",24.0744
"2013-02-15:12 AM",21.166
"2013-02-16:12 AM",25.5486
"2013-02-17:12 AM",30.5017
"2013-02-18:12 AM",24.568
"2013-02-19:12 AM",23.1768
"2013-02-20:12 AM",25.5846
"2013-02-21:12 AM",21.6833
"2013-02-22:12 AM",17.2058
"2013-02-23:12 AM",18.9606
"2013-02-24:12 AM",20.458
"2013-02-25:12 AM",16.4763
"2013-02-26:12 AM",18.1395
"2013-02-27:12 AM",17.4711
"2013-02-28:12 AM",17.7955
"2013-03-01:12 AM",26.1937
"2013-03-02:12 AM",31.9521
"2013-03-03:12 AM",36.514
"2013-03-04:12 AM",32.2648
"2013-03-05:12 AM",23.2678
"2013-03-06:12 AM",31.9285
"2013-03-07:12 AM",37.7978
"2013-03-08:12 AM",36.7504
"2013-03-09:12 AM",30.7486
"2013-03-10:12 AM",23.7765
"2013-03-11:12 AM",29.2766
"2013-03-12:12 AM",30.0801
"2013-03-13:12 AM",36.2041
"2013-03-14:12 AM",41.976
"2013-03-15:12 AM",46.4833
"2013-03-16:12 AM",41.2581
"2013-03-17:12 AM",36.8949
"2013-03-18:12 AM",31.9345
"2013-03-19:12 AM",32.8894
"2013-03-20:12 AM",32.8204
"2013-03-21:12 AM",37.5199
"2013-03-22:12 AM",30.4759
"2013-03-23:12 AM",20.1717
"2013-03-24:12 AM",14.8078
"2013-03-25:12 AM",15.8013
"2013-03-26:12 AM",27.0241
"2013-03-27:12 AM",36.0136
"2013-03-28:12 AM",40.0051
"2013-03-29:12 AM",43.6789
"2013-03-30:12 AM",43.8404
"2013-03-31:12 AM",43.248
"2013-04-01:12 AM",41.369
"2013-04-02:12 AM",35.6256
"2013-04-03:12 AM",36.9079
"2013-04-04:12 AM",43.4446
"2013-04-05:12 AM",48.2578
"2013-04-06:12 AM",45.579
"2013-04-07:12 AM",45.8299
"2013-04-08:12 AM",45.3477
"2013-04-09:12 AM",25.5578
"2013-04-10:12 AM",19.4992
"2013-04-11:12 AM",29.4584
"2013-04-12:12 AM",36.1447
"2013-04-13:12 AM",40.6398
"2013-04-14:12 AM",40.9971
"2013-04-15:12 AM",37.8113
"2013-04-16:12 AM",35.8873
"2013-04-17:12 AM",28.4932
"2013-04-18:12 AM",21.0052
"2013-04-19:12 AM",29.2028
"2013-04-20:12 AM",37.353
"2013-04-21:12 AM",40.5997
"2013-04-22:12 AM",40.2951
"2013-04-23:12 AM",27.6795
"2013-04-24:12 AM",31.2197
"2013-04-25:12 AM",40.0176
"2013-04-26:12 AM",46.1194
"2013-04-27:12 AM",48.4882
"2013-04-28:12 AM",52.5783
"2013-04-29:12 AM",54.5551
"2013-04-30:12 AM",54.1072
"2013-05-01:12 AM",38.2032
"2013-05-02:12 AM",30.8248
"2013-05-03:12 AM",39.0727
"2013-05-04:12 AM",43.435
"2013-05-05:12 AM",45.0883
"2013-05-06:12 AM",46.7787
"2013-05-07:12 AM",48.8367
"2013-05-08:12 AM",46.0128
"2013-05-09:12 AM",44.7024
"2013-05-10:12 AM",45.7747
"2013-05-11:12 AM",47.9905
"2013-05-12:12 AM",54.0847
"2013-05-13:12 AM",60.4845
"2013-05-14:12 AM",61.9918
"2013-05-15:12 AM",58.2897
"2013-05-16:12 AM",58.6711
"2013-05-17:12 AM",60.4562
"2013-05-18:12 AM",55.7919
"2013-05-19:12 AM",49.6459
"2013-05-20:12 AM",46.2218
"2013-05-21:12 AM",49.2238
"2013-05-22:12 AM",54.2233
"2013-05-23:12 AM",56.4366
"2013-05-24:12 AM",59.7645
"2013-05-25:12 AM",62.2434
"2013-05-26:12 AM",63.2419
"2013-05-27:12 AM",60.6857
"2013-05-28:12 AM",58.3777
"2013-05-29:12 AM",54.1391
"2013-05-30:12 AM",51.638
"2013-05-31:12 AM",51.9831
"2013-06-01:12 AM",52.2545
"2013-06-02:12 AM",57.1386
"2013-06-03:12 AM",65.1781
"2013-06-04:12 AM",61.6653
"2013-06-05:12 AM",56.0541
"2013-06-06:12 AM",57.5035
"2013-06-07:12 AM",60.0771
"2013-06-08:12 AM",62.9595
"2013-06-09:12 AM",64.7481
"2013-06-10:12 AM",71.5838
"2013-06-11:12 AM",72.8816
"2013-06-12:12 AM",69.5763
"2013-06-13:12 AM",69.5928
"2013-06-14:12 AM",68.4597
"2013-06-15:12 AM",64.4781
"2013-06-16:12 AM",63.9196
"2013-06-17:12 AM",63.7522
"2013-06-18:12 AM",63.6303
"2013-06-19:12 AM",65.9881
"2013-06-20:12 AM",66.475
"2013-06-21:12 AM",68.088
"2013-06-22:12 AM",67.1848
"2013-06-23:12 AM",64.5719
"2013-06-24:12 AM",67.0021
"2013-06-25:12 AM",68.9837
"2013-06-26:12 AM",71.1313
"2013-06-27:12 AM",74.1281
"2013-06-28:12 AM",74.2366
"2013-06-29:12 AM",70.2345
"2013-06-30:12 AM",66.3991
"2013-07-01:12 AM",63.1323
"2013-07-02:12 AM",63.0561
"2013-07-03:12 AM",65.5441
"2013-07-04:12 AM",67.9426
"2013-07-05:12 AM",67.6807
"2013-07-06:12 AM",68.484
"2013-07-07:12 AM",68.479
"2013-07-08:12 AM",68.986
"2013-07-09:12 AM",71.6164
"2013-07-10:12 AM",71.5208
"2013-07-11:12 AM",70.9671
"2013-07-12:12 AM",70.3326
"2013-07-13:12 AM",69.1936
"2013-07-14:12 AM",66.436
"2013-07-15:12 AM",64.1354
"2013-07-16:12 AM",62.6796
"2013-07-17:12 AM",64.3647
"2013-07-18:12 AM",67.8198
"2013-07-19:12 AM",67.1796
"2013-07-20:12 AM",68.407
"2013-07-21:12 AM",69.6286
"2013-07-22:12 AM",72.1501
"2013-07-23:12 AM",71.9209
"2013-07-24:12 AM",66.9146
"2013-07-25:12 AM",65.7775
"2013-07-26:12 AM",65.9179
"2013-07-27:12 AM",65.7972
"2013-07-28:12 AM",61.0198
"2013-07-29:12 AM",62.0335
"2013-07-30:12 AM",64.8453
"2013-07-31:12 AM",68.1708
"2013-08-01:12 AM",65.8587
"2013-08-02:12 AM",67.1191
"2013-08-03:12 AM",67.0188
"2013-08-04:12 AM",66.391
"2013-08-05:12 AM",67.3781
"2013-08-06:12 AM",65.6388
"2013-08-07:12 AM",61.3841
"2013-08-08:12 AM",58.5919
"2013-08-09:12 AM",59.6943
"2013-08-10:12 AM",60.9228
"2013-08-11:12 AM",62.33
"2013-08-12:12 AM",62.2303
"2013-08-13:12 AM",62.0539
"2013-08-14:12 AM",62.9429
"2013-08-15:12 AM",65.5119
"2013-08-16:12 AM",66.7164
"2013-08-17:12 AM",68.7423
"2013-08-18:12 AM",68.1913
"2013-08-19:12 AM",69.4629
"2013-08-20:12 AM",68.9666
"2013-08-21:12 AM",70.1123
"2013-08-22:12 AM",65.7928
"2013-08-23:12 AM",66.072
"2013-08-24:12 AM",65.6168
"2013-08-25:12 AM",66.2063
"2013-08-26:12 AM",67.919
"2013-08-27:12 AM",69.06
"2013-08-28:12 AM",68.7846
"2013-08-29:12 AM",69.7942
"2013-08-30:12 AM",70.5024
"2013-08-31:12 AM",69.062
"2013-09-01:12 AM",64.1732
"2013-09-02:12 AM",65.8607
"2013-09-03:12 AM",68.2534
"2013-09-04:12 AM",69.7624
"2013-09-05:12 AM",70.2901
"2013-09-06:12 AM",69.9352
"2013-09-07:12 AM",69.4657
"2013-09-08:12 AM",67.3623
"2013-09-09:12 AM",65.1198
"2013-09-10:12 AM",59.4487
"2013-09-11:12 AM",58.4258
"2013-09-12:12 AM",57.6592
"2013-09-13:12 AM",57.7443
"2013-09-14:12 AM",58.645
"2013-09-15:12 AM",55.0513
"2013-09-16:12 AM",55.3465
"2013-09-17:12 AM",59.5962
"2013-09-18:12 AM",61.4462
"2013-09-19:12 AM",56.5394
"2013-09-20:12 AM",54.3893
"2013-09-21:12 AM",57.7418
"2013-09-22:12 AM",57.9693
"2013-09-23:12 AM",50.1359
"2013-09-24:12 AM",51.3219
"2013-09-25:12 AM",55.215
"2013-09-26:12 AM",55.9607
"2013-09-27:12 AM",49.4931
"2013-09-28:12 AM",43.7014
"2013-09-29:12 AM",49.4231
"2013-09-30:12 AM",55.9083
"2013-10-01:12 AM",56.3716
"2013-10-02:12 AM",55.2241
"2013-10-03:12 AM",52.0331
"2013-10-04:12 AM",39.5632
"2013-10-05:12 AM",34.8593
"2013-10-06:12 AM",41.7891
"2013-10-07:12 AM",48.5728
"2013-10-08:12 AM",53.4823
"2013-10-09:12 AM",51.6871
"2013-10-10:12 AM",46.9695
"2013-10-11:12 AM",42.3394
"2013-10-12:12 AM",41.1247
"2013-10-13:12 AM",44.4029
"2013-10-14:12 AM",43.9077
"2013-10-15:12 AM",34.219
"2013-10-16:12 AM",33.4731
"2013-10-17:12 AM",35.8963
"2013-10-18:12 AM",32.7232
"2013-10-19:12 AM",35.5219
"2013-10-20:12 AM",38.64
"2013-10-21:12 AM",36.9588
"2013-10-22:12 AM",41.313
"2013-10-23:12 AM",43.5875
"2013-10-24:12 AM",41.8293
"2013-10-25:12 AM",43.07
"2013-10-26:12 AM",43.6917
"2013-10-27:12 AM",44.3849
"2013-10-28:12 AM",41.554
"2013-10-29:12 AM",36.7052
"2013-10-30:12 AM",35.136
"2013-10-31:12 AM",33.809
"2013-11-01:12 AM",34.6197
"2013-11-02:12 AM",35.9802
"2013-11-03:12 AM",41.4864
"2013-11-04:12 AM",33.5257
"2013-11-05:12 AM",29.595
"2013-11-06:12 AM",26.6437
"2013-11-07:12 AM",33.0471
"2013-11-08:12 AM",40.3252
"2013-11-09:12 AM",39.9933
"2013-11-10:12 AM",38.6805
"2013-11-11:12 AM",39.0105
"2013-11-12:12 AM",34.2232
"2013-11-13:12 AM",38.925
"2013-11-14:12 AM",38.2838
"2013-11-15:12 AM",37.2249
"2013-11-16:12 AM",37.3537
"2013-11-17:12 AM",34.529
"2013-11-18:12 AM",33.2942
"2013-11-19:12 AM",36.0984
"2013-11-20:12 AM",38.0728
"2013-11-21:12 AM",28.4781
"2013-11-22:12 AM",22.4659
"2013-11-23:12 AM",24.9382
"2013-11-24:12 AM",25.0457
"2013-11-25:12 AM",24.8632
"2013-11-26:12 AM",23.1337
"2013-11-27:12 AM",27.1924
"2013-11-28:12 AM",28.1692
"2013-11-29:12 AM",29.3155
"2013-11-30:12 AM",30.4623
"2013-12-01:12 AM",30.1194
"2013-12-02:12 AM",34.4858
"2013-12-03:12 AM",34.3546
"2013-12-04:12 AM",17.0055
"2013-12-05:12 AM",3.2918
"2013-12-06:12 AM",2.2116
"2013-12-07:12 AM",7.2972
"2013-12-08:12 AM",8.5404
"2013-12-09:12 AM",2.2914
"2013-12-10:12 AM",10.5553
"2013-12-11:12 AM",13.4056
"2013-12-12:12 AM",19.6264
"2013-12-13:12 AM",21.7911
"2013-12-14:12 AM",20.8693
"2013-12-15:12 AM",24.7194
"2013-12-16:12 AM",30.0681
"2013-12-17:12 AM",29.7831
"2013-12-18:12 AM",33.3399
"2013-12-19:12 AM",33.3745
"2013-12-20:12 AM",23.052
"2013-12-21:12 AM",20.4467
"2013-12-22:12 AM",18.9729
"2013-12-23:12 AM",19.6077
"2013-12-24:12 AM",26.8277
"2013-12-25:12 AM",18.7227
"2013-12-26:12 AM",23.0587
"2013-12-27:12 AM",26.5143
"2013-12-28:12 AM",29.1569
"2013-12-29:12 AM",20.502
"2013-12-30:12 AM",21.6793
"2013-12-31:12 AM",27.4689
"2014-01-01:12 AM",26.884
"2014-01-02:12 AM",21.9758
"2014-01-03:12 AM",27.9102
"2014-01-04:12 AM",22.5801
"2014-01-05:12 AM",8.2116
"2014-01-06:12 AM",8.2585
"2014-01-07:12 AM",22.055
"2014-01-08:12 AM",22.4244
"2014-01-09:12 AM",22.9948
"2014-01-10:12 AM",23.5047
"2014-01-11:12 AM",28.6173
"2014-01-12:12 AM",29.9973
"2014-01-13:12 AM",23.736
"2014-01-14:12 AM",25.4629
"2014-01-15:12 AM",26.5069
"2014-01-16:12 AM",26.132
"2014-01-17:12 AM",25.1532
"2014-01-18:12 AM",27.3771
"2014-01-19:12 AM",30.1955
"2014-01-20:12 AM",28.346
"2014-01-21:12 AM",27.8202
"2014-01-22:12 AM",24.3171
"2014-01-23:12 AM",16.261
"2014-01-24:12 AM",20.1222
"2014-01-25:12 AM",28.8034
"2014-01-26:12 AM",29.4611
"2014-01-27:12 AM",21.054
"2014-01-28:12 AM",13.8063
"2014-01-29:12 AM",22.2323
"2014-01-30:12 AM",32.9781
"2014-01-31:12 AM",25.3539
"2014-02-01:12 AM",17.5914
"2014-02-02:12 AM",11.0752
"2014-02-03:12 AM",16.4412
"2014-02-04:12 AM",14.0666
"2014-02-05:12 AM",2.2053
"2014-02-06:12 AM",5.3548
"2014-02-07:12 AM",15.6186
"2014-02-08:12 AM",25.3411
"2014-02-09:12 AM",26.2294
"2014-02-10:12 AM",23.7344
"2014-02-11:12 AM",22.1468
"2014-02-12:12 AM",25.9308
"2014-02-13:12 AM",33.9748
"2014-02-14:12 AM",33.5507
"2014-02-15:12 AM",37.1467
"2014-02-16:12 AM",36.2493
"2014-02-17:12 AM",33.7105
"2014-02-18:12 AM",37.0566
"2014-02-19:12 AM",36.0948
"2014-02-20:12 AM",24.3338
"2014-02-21:12 AM",25.9565
"2014-02-22:12 AM",29.4354
"2014-02-23:12 AM",29.0592
"2014-02-24:12 AM",32.5521
"2014-02-25:12 AM",29.0109
"2014-02-26:12 AM",26.3741
"2014-02-27:12 AM",32.5737
"2014-02-28:12 AM",34.8694
"2014-03-01:12 AM",29.9545
"2014-03-02:12 AM",20.9448
"2014-03-03:12 AM",28.7596
"2014-03-04:12 AM",34.2365
"2014-03-05:12 AM",33.9418
"2014-03-06:12 AM",36.9844
"2014-03-07:12 AM",36.1218
"2014-03-08:12 AM",30.9292
"2014-03-09:12 AM",35.105
"2014-03-10:12 AM",41.207
"2014-03-11:12 AM",35.0334
"2014-03-12:12 AM",28.5622
"2014-03-13:12 AM",34.6104
"2014-03-14:12 AM",37.1349
"2014-03-15:12 AM",33.8497
"2014-03-16:12 AM",32.3514
"2014-03-17:12 AM",39.5271
"2014-03-18:12 AM",30.1629
"2014-03-19:12 AM",28.9841
"2014-03-20:12 AM",36.4539
"2014-03-21:12 AM",37.0033
"2014-03-22:12 AM",32.2808
