"DateTime","(deg F) Mean Temperature (CFSR) at New Hampshire, 2010-01-01 to 2019-03-14"
"2012-01-29:12 AM",26.7672
"2012-01-30:12 AM",23.0353
"2012-01-31:12 AM",23.0873
"2012-02-01:12 AM",33.5224
"2012-02-02:12 AM",28.1208
"2012-02-03:12 AM",20.775
"2012-02-04:12 AM",22.7602
"2012-02-05:12 AM",17.7409
"2012-02-06:12 AM",26.5318
"2012-02-07:12 AM",27.7439
"2012-02-08:12 AM",20.4696
"2012-02-09:12 AM",25.6168
"2012-02-10:12 AM",27.6931
"2012-02-11:12 AM",26.6877
"2012-02-12:12 AM",9.6116
"2012-02-13:12 AM",17.346
"2012-02-14:12 AM",25.0552
"2012-02-15:12 AM",29.2834
"2012-02-16:12 AM",31.3385
"2012-02-17:12 AM",33.0888
"2012-02-18:12 AM",29.9388
"2012-02-19:12 AM",26.2697
"2012-02-20:12 AM",23.3496
"2012-02-21:12 AM",26.058
"2012-02-22:12 AM",33.8781
"2012-02-23:12 AM",34.4727
"2012-02-24:12 AM",30.7411
"2012-02-25:12 AM",26.6859
"2012-02-26:12 AM",17.0812
"2012-02-27:12 AM",23.4279
"2012-02-28:12 AM",26.3179
"2012-02-29:12 AM",23.8255
"2012-03-01:12 AM",21.3156
"2012-03-02:12 AM",19.7047
"2012-03-03:12 AM",29.7333
"2012-03-04:12 AM",27.3708
"2012-03-05:12 AM",17.0416
"2012-03-06:12 AM",14.2254
"2012-03-07:12 AM",29.5781
"2012-03-08:12 AM",43.9839
"2012-03-09:12 AM",31.4911
"2012-03-10:12 AM",26.1491
"2012-03-11:12 AM",31.5783
"2012-03-12:12 AM",42.2442
"2012-03-13:12 AM",48.184
"2012-03-14:12 AM",42.2148
"2012-03-15:12 AM",36.489
"2012-03-16:12 AM",36.0486
"2012-03-17:12 AM",41.0497
"2012-03-18:12 AM",49.9978
"2012-03-19:12 AM",54.8929
"2012-03-20:12 AM",54.361
"2012-03-21:12 AM",58.3709
"2012-03-22:12 AM",59.2306
"2012-03-23:12 AM",52.7868
"2012-03-24:12 AM",45.7149
"2012-03-25:12 AM",41.8354
"2012-03-26:12 AM",31.6146
"2012-03-27:12 AM",26.1693
"2012-03-28:12 AM",34.7945
"2012-03-29:12 AM",35.5186
"2012-03-30:12 AM",30.564
"2012-03-31:12 AM",33.6252
"2012-04-01:12 AM",36.1555
"2012-04-02:12 AM",34.7225
"2012-04-03:12 AM",35.3757
"2012-04-04:12 AM",39.9585
"2012-04-05:12 AM",34.5423
"2012-04-06:12 AM",34.1645
"2012-04-07:12 AM",35.0168
"2012-04-08:12 AM",35.8876
"2012-04-09:12 AM",39.6828
"2012-04-10:12 AM",41.1143
"2012-04-11:12 AM",40.4881
"2012-04-12:12 AM",40.3518
"2012-04-13:12 AM",43.3472
"2012-04-14:12 AM",48.5355
"2012-04-15:12 AM",55.9033
"2012-04-16:12 AM",64.9823
"2012-04-17:12 AM",60.5752
"2012-04-18:12 AM",45.1236
"2012-04-19:12 AM",48.549
"2012-04-20:12 AM",57.7441
"2012-04-21:12 AM",57.4286
"2012-04-22:12 AM",41.8977
"2012-04-23:12 AM",41.16
"2012-04-24:12 AM",42.9346
"2012-04-25:12 AM",42.1642
"2012-04-26:12 AM",44.2011
"2012-04-27:12 AM",40.3869
"2012-04-28:12 AM",34.2759
"2012-04-29:12 AM",36.0565
"2012-04-30:12 AM",41.1872
"2012-05-01:12 AM",40.0168
"2012-05-02:12 AM",42.3851
"2012-05-03:12 AM",45.4546
"2012-05-04:12 AM",48.1129
"2012-05-05:12 AM",49.9465
"2012-05-06:12 AM",49.4577
"2012-05-07:12 AM",51.8342
"2012-05-08:12 AM",46.7103
"2012-05-09:12 AM",53.2278
"2012-05-10:12 AM",51.1516
"2012-05-11:12 AM",47.5216
"2012-05-12:12 AM",53.2495
"2012-05-13:12 AM",57.6653
"2012-05-14:12 AM",56.1942
"2012-05-15:12 AM",56.3526
"2012-05-16:12 AM",60.8065
"2012-05-17:12 AM",52.3515
"2012-05-18:12 AM",52.7958
"2012-05-19:12 AM",59.3926
"2012-05-20:12 AM",64.2603
"2012-05-21:12 AM",60.9895
"2012-05-22:12 AM",59.0878
"2012-05-23:12 AM",63.7858
"2012-05-24:12 AM",61.5785
"2012-05-25:12 AM",60.6402
"2012-05-26:12 AM",68.4135
"2012-05-27:12 AM",64.1525
"2012-05-28:12 AM",63.118
"2012-05-29:12 AM",62.9715
"2012-05-30:12 AM",64.3861
"2012-05-31:12 AM",61.9446
"2012-06-01:12 AM",57.326
"2012-06-02:12 AM",50.4471
"2012-06-03:12 AM",50.3074
"2012-06-04:12 AM",47.4066
"2012-06-05:12 AM",50.6185
"2012-06-06:12 AM",53.2404
"2012-06-07:12 AM",54.5443
"2012-06-08:12 AM",60.2755
"2012-06-09:12 AM",59.9153
"2012-06-10:12 AM",62.2576
"2012-06-11:12 AM",62.3818
"2012-06-12:12 AM",62.3023
"2012-06-13:12 AM",60.3304
"2012-06-14:12 AM",59.347
"2012-06-15:12 AM",59.7321
"2012-06-16:12 AM",59.3586
"2012-06-17:12 AM",56.4753
"2012-06-18:12 AM",56.7909
"2012-06-19:12 AM",62.1631
"2012-06-20:12 AM",75.5335
"2012-06-21:12 AM",78.3095
"2012-06-22:12 AM",74.5081
"2012-06-23:12 AM",66.5256
"2012-06-24:12 AM",64.8257
"2012-06-25:12 AM",60.165
"2012-06-26:12 AM",56.8386
"2012-06-27:12 AM",57.6345
"2012-06-28:12 AM",64.3863
"2012-06-29:12 AM",69.354
"2012-06-30:12 AM",71.7343
"2012-07-01:12 AM",70.5315
"2012-07-02:12 AM",66.3867
"2012-07-03:12 AM",65.6209
"2012-07-04:12 AM",69.4443
"2012-07-05:12 AM",67.5837
"2012-07-06:12 AM",70.0425
"2012-07-07:12 AM",71.6148
"2012-07-08:12 AM",67.0334
"2012-07-09:12 AM",61.8885
"2012-07-10:12 AM",63.1508
"2012-07-11:12 AM",66.578
"2012-07-12:12 AM",70.5477
"2012-07-13:12 AM",73.0526
"2012-07-14:12 AM",73.1138
"2012-07-15:12 AM",73.4655
"2012-07-16:12 AM",71.2117
"2012-07-17:12 AM",75.3017
"2012-07-18:12 AM",73.2416
"2012-07-19:12 AM",63.9919
"2012-07-20:12 AM",62.6281
"2012-07-21:12 AM",63.0334
"2012-07-22:12 AM",69.3385
"2012-07-23:12 AM",70.05
"2012-07-24:12 AM",69.1344
"2012-07-25:12 AM",62.0393
"2012-07-26:12 AM",62.6166
"2012-07-27:12 AM",66.5071
"2012-07-28:12 AM",64.94
"2012-07-29:12 AM",64.3087
"2012-07-30:12 AM",64.4896
"2012-07-31:12 AM",67.0791
"2012-08-01:12 AM",66.61
"2012-08-02:12 AM",69.2422
"2012-08-03:12 AM",73.375
"2012-08-04:12 AM",73.4268
"2012-08-05:12 AM",73.4452
"2012-08-06:12 AM",68.1183
"2012-08-07:12 AM",64.1428
"2012-08-08:12 AM",68.1463
"2012-08-09:12 AM",70.6507
"2012-08-10:12 AM",68.6682
"2012-08-11:12 AM",69.168
"2012-08-12:12 AM",71.2245
"2012-08-13:12 AM",68.7783
"2012-08-14:12 AM",68.9054
"2012-08-15:12 AM",66.3384
"2012-08-16:12 AM",64.8199
"2012-08-17:12 AM",68.6365
"2012-08-18:12 AM",63.6391
"2012-08-19:12 AM",60.0744
"2012-08-20:12 AM",60.9235
"2012-08-21:12 AM",62.5224
"2012-08-22:12 AM",61.8377
"2012-08-23:12 AM",65.5934
"2012-08-24:12 AM",66.7204
"2012-08-25:12 AM",66.6531
"2012-08-26:12 AM",67.1954
"2012-08-27:12 AM",68.0686
"2012-08-28:12 AM",67.37
"2012-08-29:12 AM",58.2854
"2012-08-30:12 AM",62.9062
"2012-08-31:12 AM",68.2291
"2012-09-01:12 AM",65.1682
"2012-09-02:12 AM",59.9112
"2012-09-03:12 AM",57.6968
"2012-09-04:12 AM",60.3153
"2012-09-05:12 AM",65.502
"2012-09-06:12 AM",65.3873
"2012-09-07:12 AM",67.0334
"2012-09-08:12 AM",69.3311
"2012-09-09:12 AM",58.9289
"2012-09-10:12 AM",51.2805
"2012-09-11:12 AM",50.8723
"2012-09-12:12 AM",57.337
"2012-09-13:12 AM",62.1901
"2012-09-14:12 AM",64.5838
"2012-09-15:12 AM",56.903
"2012-09-16:12 AM",49.4935
"2012-09-17:12 AM",53.3154
"2012-09-18:12 AM",58.7464
"2012-09-19:12 AM",56.4233
"2012-09-20:12 AM",47.6524
"2012-09-21:12 AM",49.9431
"2012-09-22:12 AM",54.4428
"2012-09-23:12 AM",54.7864
"2012-09-24:12 AM",47.1171
"2012-09-25:12 AM",51.4647
"2012-09-26:12 AM",56.7136
"2012-09-27:12 AM",52.3841
"2012-09-28:12 AM",44.8711
"2012-09-29:12 AM",48.148
"2012-09-30:12 AM",49.9492
"2012-10-01:12 AM",51.0258
"2012-10-02:12 AM",56.5212
"2012-10-03:12 AM",57.2133
"2012-10-04:12 AM",56.6983
"2012-10-05:12 AM",58.3567
"2012-10-06:12 AM",57.2023
"2012-10-07:12 AM",45.2397
"2012-10-08:12 AM",41.2696
"2012-10-09:12 AM",42.1239
"2012-10-10:12 AM",45.5902
"2012-10-11:12 AM",42.3712
"2012-10-12:12 AM",39.0627
"2012-10-13:12 AM",34.4044
"2012-10-14:12 AM",43.4827
"2012-10-15:12 AM",55.931
"2012-10-16:12 AM",44.6405
"2012-10-17:12 AM",40.9962
"2012-10-18:12 AM",46.2623
"2012-10-19:12 AM",51.0354
"2012-10-20:12 AM",57.4621
"2012-10-21:12 AM",47.2984
"2012-10-22:12 AM",46.0364
"2012-10-23:12 AM",45.9394
"2012-10-24:12 AM",42.3408
"2012-10-25:12 AM",43.7092
"2012-10-26:12 AM",49.9291
"2012-10-27:12 AM",49.8569
"2012-10-28:12 AM",48.1946
"2012-10-29:12 AM",51.2893
"2012-10-30:12 AM",57.5562
"2012-10-31:12 AM",52.1175
"2012-11-01:12 AM",43.9939
"2012-11-02:12 AM",41.3008
"2012-11-03:12 AM",37.9135
"2012-11-04:12 AM",36.0525
"2012-11-05:12 AM",30.4108
"2012-11-06:12 AM",28.479
"2012-11-07:12 AM",29.3652
"2012-11-08:12 AM",31.7791
"2012-11-09:12 AM",33.1747
"2012-11-10:12 AM",34.0817
"2012-11-11:12 AM",39.4131
"2012-11-12:12 AM",48.1541
"2012-11-13:12 AM",44.974
"2012-11-14:12 AM",32.4955
"2012-11-15:12 AM",31.9312
"2012-11-16:12 AM",31.8634
"2012-11-17:12 AM",30.9747
"2012-11-18:12 AM",30.5087
"2012-11-19:12 AM",31.0496
"2012-11-20:12 AM",33.0417
"2012-11-21:12 AM",34.6422
"2012-11-22:12 AM",34.6608
"2012-11-23:12 AM",37.9035
"2012-11-24:12 AM",33.9325
"2012-11-25:12 AM",26.2684
"2012-11-26:12 AM",27.5549
"2012-11-27:12 AM",27.6055
"2012-11-28:12 AM",27.4973
"2012-11-29:12 AM",28.9195
"2012-11-30:12 AM",21.1429
"2012-12-01:12 AM",21.6718
"2012-12-02:12 AM",31.9653
"2012-12-03:12 AM",36.5454
"2012-12-04:12 AM",35.6207
"2012-12-05:12 AM",38.9696
"2012-12-06:12 AM",27.2736
"2012-12-07:12 AM",29.9363
"2012-12-08:12 AM",33.1378
"2012-12-09:12 AM",33.4758
"2012-12-10:12 AM",36.1049
"2012-12-11:12 AM",33.5088
"2012-12-12:12 AM",28.9157
"2012-12-13:12 AM",29.5923
"2012-12-14:12 AM",30.9695
"2012-12-15:12 AM",28.0283
"2012-12-16:12 AM",24.7145
"2012-12-17:12 AM",24.3685
"2012-12-18:12 AM",33.0112
"2012-12-19:12 AM",32.4118
"2012-12-20:12 AM",30.1179
"2012-12-21:12 AM",35.0422
"2012-12-22:12 AM",28.139
"2012-12-23:12 AM",23.2452
"2012-12-24:12 AM",25.8692
"2012-12-25:12 AM",24.6657
"2012-12-26:12 AM",21.0798
"2012-12-27:12 AM",26.447
"2012-12-28:12 AM",20.5628
"2012-12-29:12 AM",19.0056
"2012-12-30:12 AM",14.6845
"2012-12-31:12 AM",18.4557
"2013-01-01:12 AM",18.5686
"2013-01-02:12 AM",6.0438
"2013-01-03:12 AM",1.1802
"2013-01-04:12 AM",20.347
"2013-01-05:12 AM",20.5245
"2013-01-06:12 AM",23.4396
"2013-01-07:12 AM",22.2242
"2013-01-08:12 AM",24.0606
"2013-01-09:12 AM",26.638
"2013-01-10:12 AM",30.6684
"2013-01-11:12 AM",26.9764
"2013-01-12:12 AM",32.7463
"2013-01-13:12 AM",35.4794
"2013-01-14:12 AM",37.2317
"2013-01-15:12 AM",29.2363
"2013-01-16:12 AM",26.4618
"2013-01-17:12 AM",24.224
"2013-01-18:12 AM",8.654
"2013-01-19:12 AM",23.4945
"2013-01-20:12 AM",28.2094
"2013-01-21:12 AM",14.4858
"2013-01-22:12 AM",13.5797
"2013-01-23:12 AM",-1.3817
"2013-01-24:12 AM",-3.1891
"2013-01-25:12 AM",2.0012
"2013-01-26:12 AM",5.7232
"2013-01-27:12 AM",6.6567
"2013-01-28:12 AM",13.1616
"2013-01-29:12 AM",20.2613
"2013-01-30:12 AM",34.9633
"2013-01-31:12 AM",36.6665
"2013-02-01:12 AM",20.0327
"2013-02-02:12 AM",14.8053
"2013-02-03:12 AM",16.5654
"2013-02-04:12 AM",15.7186
"2013-02-05:12 AM",11.7442
"2013-02-06:12 AM",17.6027
"2013-02-07:12 AM",7.92
"2013-02-08:12 AM",13.6774
"2013-02-09:12 AM",9.9567
"2013-02-10:12 AM",10.0614
"2013-02-11:12 AM",21.5893
"2013-02-12:12 AM",29.4067
"2013-02-13:12 AM",26.6347
"2013-02-14:12 AM",26.0503
"2013-02-15:12 AM",29.8002
"2013-02-16:12 AM",27.1243
"2013-02-17:12 AM",14.7785
"2013-02-18:12 AM",11.0359
"2013-02-19:12 AM",22.6152
"2013-02-20:12 AM",24.5543
"2013-02-21:12 AM",16.0426
"2013-02-22:12 AM",22.1122
"2013-02-23:12 AM",27.5583
"2013-02-24:12 AM",28.9812
"2013-02-25:12 AM",26.7865
"2013-02-26:12 AM",26.2017
"2013-02-27:12 AM",30.5337
"2013-02-28:12 AM",30.823
"2013-03-01:12 AM",30.4023
"2013-03-02:12 AM",28.1269
"2013-03-03:12 AM",27.1818
"2013-03-04:12 AM",23.9031
"2013-03-05:12 AM",26.964
"2013-03-06:12 AM",30.0988
"2013-03-07:12 AM",27.4066
"2013-03-08:12 AM",29.2568
"2013-03-09:12 AM",30.0025
"2013-03-10:12 AM",32.2072
"2013-03-11:12 AM",35.1615
"2013-03-12:12 AM",38.6782
"2013-03-13:12 AM",34.5578
"2013-03-14:12 AM",24.2078
"2013-03-15:12 AM",21.8509
"2013-03-16:12 AM",22.7579
"2013-03-17:12 AM",19.2688
"2013-03-18:12 AM",20.3635
"2013-03-19:12 AM",25.2295
"2013-03-20:12 AM",24.1705
"2013-03-21:12 AM",21.5121
"2013-03-22:12 AM",23.5521
"2013-03-23:12 AM",25.5781
"2013-03-24:12 AM",28.3442
"2013-03-25:12 AM",30.3217
"2013-03-26:12 AM",31.3767
"2013-03-27:12 AM",34.3292
"2013-03-28:12 AM",34.3303
"2013-03-29:12 AM",36.7228
"2013-03-30:12 AM",35.8471
"2013-03-31:12 AM",38.2789
"2013-04-01:12 AM",34.9799
"2013-04-02:12 AM",25.6314
"2013-04-03:12 AM",26.8743
"2013-04-04:12 AM",32.4973
"2013-04-05:12 AM",37.1102
"2013-04-06:12 AM",27.1324
"2013-04-07:12 AM",35.811
"2013-04-08:12 AM",42.0343
"2013-04-09:12 AM",42.8895
"2013-04-10:12 AM",43.8908
"2013-04-11:12 AM",38.6539
"2013-04-12:12 AM",30.2666
"2013-04-13:12 AM",36.7579
"2013-04-14:12 AM",36.5536
"2013-04-15:12 AM",39.7747
"2013-04-16:12 AM",46.2447
"2013-04-17:12 AM",45.136
"2013-04-18:12 AM",43.3495
"2013-04-19:12 AM",54.3198
"2013-04-20:12 AM",44.9602
"2013-04-21:12 AM",33.8704
"2013-04-22:12 AM",36.1942
"2013-04-23:12 AM",35.2056
"2013-04-24:12 AM",48.3841
"2013-04-25:12 AM",46.4436
"2013-04-26:12 AM",42.9877
"2013-04-27:12 AM",45.1209
"2013-04-28:12 AM",49.1715
"2013-04-29:12 AM",51.6168
"2013-04-30:12 AM",53.1892
"2013-05-01:12 AM",53.4517
"2013-05-02:12 AM",55.5129
"2013-05-03:12 AM",48.1906
"2013-05-04:12 AM",51.2474
"2013-05-05:12 AM",48.8889
"2013-05-06:12 AM",52.1389
"2013-05-07:12 AM",58.1189
"2013-05-08:12 AM",60.1304
"2013-05-09:12 AM",56.3554
"2013-05-10:12 AM",58.6864
"2013-05-11:12 AM",57.3895
"2013-05-12:12 AM",52.8847
"2013-05-13:12 AM",41.6116
"2013-05-14:12 AM",42.5478
"2013-05-15:12 AM",47.0626
"2013-05-16:12 AM",56.9149
"2013-05-17:12 AM",50.3166
"2013-05-18:12 AM",54.057
"2013-05-19:12 AM",52.092
"2013-05-20:12 AM",58.7921
"2013-05-21:12 AM",56.305
"2013-05-22:12 AM",51.7469
"2013-05-23:12 AM",59.1415
"2013-05-24:12 AM",53.5527
"2013-05-25:12 AM",38.6726
"2013-05-26:12 AM",38.5615
"2013-05-27:12 AM",47.5075
"2013-05-28:12 AM",53.481
"2013-05-29:12 AM",53.6054
"2013-05-30:12 AM",68.0751
"2013-05-31:12 AM",73.0688
"2013-06-01:12 AM",75.153
"2013-06-02:12 AM",73.5651
"2013-06-03:12 AM",63.6399
"2013-06-04:12 AM",52.5277
"2013-06-05:12 AM",54.7149
"2013-06-06:12 AM",55.9738
"2013-06-07:12 AM",49.3639
"2013-06-08:12 AM",55.7535
"2013-06-09:12 AM",60.3648
"2013-06-10:12 AM",59.4867
"2013-06-11:12 AM",52.3537
"2013-06-12:12 AM",53.8488
"2013-06-13:12 AM",52.9342
"2013-06-14:12 AM",58.3596
"2013-06-15:12 AM",59.6752
"2013-06-16:12 AM",60.6083
"2013-06-17:12 AM",63.2433
"2013-06-18:12 AM",55.7982
"2013-06-19:12 AM",56.4719
"2013-06-20:12 AM",58.3093
"2013-06-21:12 AM",63.1609
"2013-06-22:12 AM",65.421
"2013-06-23:12 AM",69.2805
"2013-06-24:12 AM",74.9377
"2013-06-25:12 AM",73.3208
"2013-06-26:12 AM",67.9591
"2013-06-27:12 AM",63.9525
"2013-06-28:12 AM",57.0736
"2013-06-29:12 AM",65.1099
"2013-06-30:12 AM",68.7925
"2013-07-01:12 AM",67.109
"2013-07-02:12 AM",65.1643
"2013-07-03:12 AM",69.7095
"2013-07-04:12 AM",75.5269
"2013-07-05:12 AM",76.0717
"2013-07-06:12 AM",75.7926
"2013-07-07:12 AM",72.0234
"2013-07-08:12 AM",69.2985
"2013-07-09:12 AM",67.3268
"2013-07-10:12 AM",65.4202
"2013-07-11:12 AM",70.5891
"2013-07-12:12 AM",65.6476
"2013-07-13:12 AM",64.9038
"2013-07-14:12 AM",71.245
"2013-07-15:12 AM",74.7
"2013-07-16:12 AM",73.8743
"2013-07-17:12 AM",75.8133
"2013-07-18:12 AM",76.1144
"2013-07-19:12 AM",78.7235
"2013-07-20:12 AM",75.3939
"2013-07-21:12 AM",66.1732
"2013-07-22:12 AM",63.8177
"2013-07-23:12 AM",64.3944
"2013-07-24:12 AM",64.6484
"2013-07-25:12 AM",56.8625
"2013-07-26:12 AM",61.6098
"2013-07-27:12 AM",65.718
"2013-07-28:12 AM",64.8936
"2013-07-29:12 AM",65.7844
"2013-07-30:12 AM",63.3117
"2013-07-31:12 AM",64.3118
"2013-08-01:12 AM",64.4349
"2013-08-02:12 AM",65.9167
"2013-08-03:12 AM",64.0612
"2013-08-04:12 AM",59.4334
"2013-08-05:12 AM",56.7574
"2013-08-06:12 AM",59.6601
"2013-08-07:12 AM",62.3847
"2013-08-08:12 AM",65.466
"2013-08-09:12 AM",66.3165
"2013-08-10:12 AM",64.8261
"2013-08-11:12 AM",60.1966
"2013-08-12:12 AM",62.4295
"2013-08-13:12 AM",61.9317
"2013-08-14:12 AM",59.3836
"2013-08-15:12 AM",58.7748
"2013-08-16:12 AM",59.8858
"2013-08-17:12 AM",60.0363
"2013-08-18:12 AM",61.513
"2013-08-19:12 AM",65.1171
"2013-08-20:12 AM",66.6415
"2013-08-21:12 AM",69.0949
"2013-08-22:12 AM",69.867
"2013-08-23:12 AM",63.5734
"2013-08-24:12 AM",57.4362
"2013-08-25:12 AM",60.7806
"2013-08-26:12 AM",65.5412
"2013-08-27:12 AM",66.0864
"2013-08-28:12 AM",66.5514
"2013-08-29:12 AM",62.2348
"2013-08-30:12 AM",65.9982
"2013-08-31:12 AM",69.7901
"2013-09-01:12 AM",68.2731
"2013-09-02:12 AM",65.1888
"2013-09-03:12 AM",64.3696
"2013-09-04:12 AM",63.0052
"2013-09-05:12 AM",55.8451
"2013-09-06:12 AM",49.9804
"2013-09-07:12 AM",58.624
"2013-09-08:12 AM",53.4803
"2013-09-09:12 AM",50.9707
"2013-09-10:12 AM",58.2075
"2013-09-11:12 AM",73.8448
"2013-09-12:12 AM",70.8465
"2013-09-13:12 AM",60.5435
"2013-09-14:12 AM",52.363
"2013-09-15:12 AM",51.5165
"2013-09-16:12 AM",50.2524
"2013-09-17:12 AM",44.5325
"2013-09-18:12 AM",51.0217
"2013-09-19:12 AM",55.6198
"2013-09-20:12 AM",57.9834
"2013-09-21:12 AM",58.6764
"2013-09-22:12 AM",57.7875
"2013-09-23:12 AM",44.8687
"2013-09-24:12 AM",45.2961
"2013-09-25:12 AM",48.6345
"2013-09-26:12 AM",49.8187
"2013-09-27:12 AM",52.6303
"2013-09-28:12 AM",54.6789
"2013-09-29:12 AM",52.3173
"2013-09-30:12 AM",49.5354
"2013-10-01:12 AM",54.6575
"2013-10-02:12 AM",59.6714
"2013-10-03:12 AM",57.2101
"2013-10-04:12 AM",54.955
"2013-10-05:12 AM",55.2792
"2013-10-06:12 AM",49.4989
"2013-10-07:12 AM",56.0793
"2013-10-08:12 AM",48.5706
"2013-10-09:12 AM",44.6947
"2013-10-10:12 AM",47.5367
"2013-10-11:12 AM",52.6923
"2013-10-12:12 AM",51.5237
"2013-10-13:12 AM",47.7883
"2013-10-14:12 AM",47.9653
"2013-10-15:12 AM",52.9117
"2013-10-16:12 AM",52.0189
"2013-10-17:12 AM",53.2764
"2013-10-18:12 AM",52.4354
"2013-10-19:12 AM",49.6233
"2013-10-20:12 AM",46.9063
"2013-10-21:12 AM",46.1964
"2013-10-22:12 AM",46.4904
"2013-10-23:12 AM",40.019
"2013-10-24:12 AM",38.0214
"2013-10-25:12 AM",35.0938
"2013-10-26:12 AM",36.1884
"2013-10-27:12 AM",38.1434
"2013-10-28:12 AM",35.5206
"2013-10-29:12 AM",31.3545
"2013-10-30:12 AM",34.623
"2013-10-31:12 AM",40.1239
"2013-11-01:12 AM",56.1614
"2013-11-02:12 AM",48.3309
"2013-11-03:12 AM",33.3417
"2013-11-04:12 AM",29.1909
"2013-11-05:12 AM",32.153
"2013-11-06:12 AM",39.4176
"2013-11-07:12 AM",47.5005
"2013-11-08:12 AM",33.3286
"2013-11-09:12 AM",32.3571
"2013-11-10:12 AM",36.3378
"2013-11-11:12 AM",33.8823
"2013-11-12:12 AM",28.5818
"2013-11-13:12 AM",22.6449
"2013-11-14:12 AM",30.6601
"2013-11-15:12 AM",35.4776
"2013-11-16:12 AM",38.2257
"2013-11-17:12 AM",36.2604
"2013-11-18:12 AM",46.5253
"2013-11-19:12 AM",30.9792
"2013-11-20:12 AM",26.9271
"2013-11-21:12 AM",29.9529
"2013-11-22:12 AM",33.7944
"2013-11-23:12 AM",31.0728
"2013-11-24:12 AM",16.1949
"2013-11-25:12 AM",15.1025
"2013-11-26:12 AM",27.8019
"2013-11-27:12 AM",37.0112
"2013-11-28:12 AM",21.8466
"2013-11-29:12 AM",18.4798
"2013-11-30:12 AM",18.424
"2013-12-01:12 AM",28.4578
"2013-12-02:12 AM",31.1063
"2013-12-03:12 AM",31.2735
"2013-12-04:12 AM",29.7896
"2013-12-05:12 AM",32.0301
"2013-12-06:12 AM",36.6771
"2013-12-07:12 AM",27.2518
"2013-12-08:12 AM",20.8371
"2013-12-09:12 AM",25.592
"2013-12-10:12 AM",26.1896
"2013-12-11:12 AM",20.1645
"2013-12-12:12 AM",12.9537
"2013-12-13:12 AM",14.0713
"2013-12-14:12 AM",6.1038
"2013-12-15:12 AM",13.422
"2013-12-16:12 AM",12.7098
"2013-12-17:12 AM",6.7476
"2013-12-18:12 AM",16.0619
"2013-12-19:12 AM",23.3321
"2013-12-20:12 AM",30.6315
"2013-12-21:12 AM",37.3469
"2013-12-22:12 AM",35.4025
"2013-12-23:12 AM",31.9395
"2013-12-24:12 AM",22.5657
"2013-12-25:12 AM",10.4689
"2013-12-26:12 AM",18.2628
"2013-12-27:12 AM",21.6617
"2013-12-28:12 AM",26.7699
"2013-12-29:12 AM",30.3044
"2013-12-30:12 AM",20.6625
"2013-12-31:12 AM",9.1168
"2014-01-01:12 AM",11.5871
"2014-01-02:12 AM",5.3112
"2014-01-03:12 AM",-4.1544
"2014-01-04:12 AM",0.651
"2014-01-05:12 AM",16.9957
"2014-01-06:12 AM",31.3425
"2014-01-07:12 AM",6.6936
"2014-01-08:12 AM",7.7553
"2014-01-09:12 AM",10.2243
"2014-01-10:12 AM",16.6937
"2014-01-11:12 AM",33.3198
"2014-01-12:12 AM",33.6448
"2014-01-13:12 AM",31.6058
"2014-01-14:12 AM",36.1891
"2014-01-15:12 AM",32.5879
"2014-01-16:12 AM",31.053
"2014-01-17:12 AM",29.9523
"2014-01-18:12 AM",27.54
"2014-01-19:12 AM",24.9618
"2014-01-20:12 AM",23.6163
"2014-01-21:12 AM",5.2068
"2014-01-22:12 AM",0.6035
"2014-01-23:12 AM",1.4475
"2014-01-24:12 AM",1.2157
"2014-01-25:12 AM",13.9138
"2014-01-26:12 AM",6.9624
"2014-01-27:12 AM",17.3385
"2014-01-28:12 AM",6.3982
"2014-01-29:12 AM",6.8396
"2014-01-30:12 AM",10.0868
"2014-01-31:12 AM",20.2161
"2014-02-01:12 AM",24.9582
"2014-02-02:12 AM",30.0126
"2014-02-03:12 AM",22.7349
"2014-02-04:12 AM",16.4431
"2014-02-05:12 AM",19.9094
"2014-02-06:12 AM",10.1176
"2014-02-07:12 AM",12.8041
"2014-02-08:12 AM",12.4488
"2014-02-09:12 AM",16.2741
"2014-02-10:12 AM",15.5554
"2014-02-11:12 AM",9.2896
"2014-02-12:12 AM",6.6531
"2014-02-13:12 AM",18.1974
"2014-02-14:12 AM",24.3577
"2014-02-15:12 AM",21.8212
"2014-02-16:12 AM",15.3214
"2014-02-17:12 AM",8.211
"2014-02-18:12 AM",14.4275
"2014-02-19:12 AM",20.9802
"2014-02-20:12 AM",28.7206
"2014-02-21:12 AM",30.789
"2014-02-22:12 AM",30.7317
"2014-02-23:12 AM",30.8028
"2014-02-24:12 AM",22.8204
"2014-02-25:12 AM",16.0693
"2014-02-26:12 AM",10.9848
"2014-02-27:12 AM",7.5738
"2014-02-28:12 AM",3.7278
"2014-03-01:12 AM",9.7014
"2014-03-02:12 AM",19.3564
"2014-03-03:12 AM",8.6923
"2014-03-04:12 AM",2.6042
"2014-03-05:12 AM",11.5813
"2014-03-06:12 AM",-1.2838
"2014-03-07:12 AM",7.8769
"2014-03-08:12 AM",20.5893
"2014-03-09:12 AM",15.3108
"2014-03-10:12 AM",22.9996
"2014-03-11:12 AM",31.9869
"2014-03-12:12 AM",31.0561
"2014-03-13:12 AM",10.2717
"2014-03-14:12 AM",13.2051
"2014-03-15:12 AM",31.6803
"2014-03-16:12 AM",12.9007
