"DateTime","(deg F) Mean Temperature (CFSR) at Arizona, 2010-01-01 to 2019-03-14"
"2012-02-03:12 AM",51.8095
"2012-02-04:12 AM",54.7252
"2012-02-05:12 AM",55.6311
"2012-02-06:12 AM",55.5766
"2012-02-07:12 AM",58.0384
"2012-02-08:12 AM",60.8277
"2012-02-09:12 AM",62.9001
"2012-02-10:12 AM",65.0741
"2012-02-11:12 AM",65.1573
"2012-02-12:12 AM",61.0912
"2012-02-13:12 AM",52.5054
"2012-02-14:12 AM",50.7765
"2012-02-15:12 AM",49.9566
"2012-02-16:12 AM",53.114
"2012-02-17:12 AM",54.4219
"2012-02-18:12 AM",57.292
"2012-02-19:12 AM",54.293
"2012-02-20:12 AM",55.4389
"2012-02-21:12 AM",60.8988
"2012-02-22:12 AM",65.2521
"2012-02-23:12 AM",65.9025
"2012-02-24:12 AM",64.3395
"2012-02-25:12 AM",66.1784
"2012-02-26:12 AM",64.2414
"2012-02-27:12 AM",62.7447
"2012-02-28:12 AM",57.4619
"2012-02-29:12 AM",56.4955
"2012-03-01:12 AM",57.2229
"2012-03-02:12 AM",54.4278
"2012-03-03:12 AM",58.7917
"2012-03-04:12 AM",68.6757
"2012-03-05:12 AM",72.8776
"2012-03-06:12 AM",69.2346
"2012-03-07:12 AM",65.5614
"2012-03-08:12 AM",58.0622
"2012-03-09:12 AM",60.537
"2012-03-10:12 AM",61.0671
"2012-03-11:12 AM",66.0533
"2012-03-12:12 AM",70.0477
"2012-03-13:12 AM",70.9921
"2012-03-14:12 AM",71.5023
"2012-03-15:12 AM",74.3418
"2012-03-16:12 AM",74.3049
"2012-03-17:12 AM",71.4211
"2012-03-18:12 AM",61.8381
"2012-03-19:12 AM",42.2947
"2012-03-20:12 AM",52.0498
"2012-03-21:12 AM",63.9446
"2012-03-22:12 AM",72.0752
"2012-03-23:12 AM",72.6359
"2012-03-24:12 AM",75.1753
"2012-03-25:12 AM",73.5816
"2012-03-26:12 AM",68.7447
"2012-03-27:12 AM",72.3405
"2012-03-28:12 AM",74.1913
"2012-03-29:12 AM",74.1283
"2012-03-30:12 AM",77.3145
"2012-03-31:12 AM",78.6483
"2012-04-01:12 AM",76.3831
"2012-04-02:12 AM",60.7005
"2012-04-03:12 AM",67.4425
"2012-04-04:12 AM",74.1706
"2012-04-05:12 AM",74.6146
"2012-04-06:12 AM",71.6338
"2012-04-07:12 AM",77.2115
"2012-04-08:12 AM",80.4742
"2012-04-09:12 AM",82.1984
"2012-04-10:12 AM",81.3895
"2012-04-11:12 AM",78.2083
"2012-04-12:12 AM",64.4922
"2012-04-13:12 AM",65.3967
"2012-04-14:12 AM",61.7016
"2012-04-15:12 AM",61.5643
"2012-04-16:12 AM",71.5026
"2012-04-17:12 AM",78.6708
"2012-04-18:12 AM",81.1386
"2012-04-19:12 AM",81.0842
"2012-04-20:12 AM",85.8358
"2012-04-21:12 AM",89.7087
"2012-04-22:12 AM",91.9492
"2012-04-23:12 AM",91.1109
"2012-04-24:12 AM",86.6043
"2012-04-25:12 AM",84.3807
"2012-04-26:12 AM",79.4106
"2012-04-27:12 AM",75.6243
"2012-04-28:12 AM",78.9886
"2012-04-29:12 AM",79.6595
"2012-04-30:12 AM",82.0846
"2012-05-01:12 AM",80.7669
"2012-05-02:12 AM",79.3108
"2012-05-03:12 AM",81.7923
"2012-05-04:12 AM",83.3484
"2012-05-05:12 AM",82.1466
"2012-05-06:12 AM",81.1683
"2012-05-07:12 AM",78.5019
"2012-05-08:12 AM",79.7554
"2012-05-09:12 AM",82.1327
"2012-05-10:12 AM",84.7369
"2012-05-11:12 AM",85.8227
"2012-05-12:12 AM",87.5475
"2012-05-13:12 AM",89.6625
"2012-05-14:12 AM",90.6465
"2012-05-15:12 AM",91.1507
"2012-05-16:12 AM",90.2406
"2012-05-17:12 AM",90.7066
"2012-05-18:12 AM",87.9935
"2012-05-19:12 AM",84.7963
"2012-05-20:12 AM",92.9098
"2012-05-21:12 AM",95.2444
"2012-05-22:12 AM",94.6101
"2012-05-23:12 AM",92.3412
"2012-05-24:12 AM",87.0937
"2012-05-25:12 AM",84.0789
"2012-05-26:12 AM",79.1598
"2012-05-27:12 AM",76.5495
"2012-05-28:12 AM",85.3209
"2012-05-29:12 AM",88.3126
"2012-05-30:12 AM",90.0122
"2012-05-31:12 AM",96.5077
"2012-06-01:12 AM",100.1107
"2012-06-02:12 AM",96.5374
"2012-06-03:12 AM",93.7096
"2012-06-04:12 AM",91.7836
"2012-06-05:12 AM",90.1182
"2012-06-06:12 AM",89.9206
"2012-06-07:12 AM",91.904
"2012-06-08:12 AM",92.7451
"2012-06-09:12 AM",91.3869
"2012-06-10:12 AM",90.0801
"2012-06-11:12 AM",93.009
"2012-06-12:12 AM",95.346
"2012-06-13:12 AM",95.3757
"2012-06-14:12 AM",93.4441
"2012-06-15:12 AM",91.2072
"2012-06-16:12 AM",95.0283
"2012-06-17:12 AM",98.5593
"2012-06-18:12 AM",97.3675
"2012-06-19:12 AM",96.9568
"2012-06-20:12 AM",99.1587
"2012-06-21:12 AM",99.9455
"2012-06-22:12 AM",97.9979
"2012-06-23:12 AM",97.074
"2012-06-24:12 AM",97.4894
"2012-06-25:12 AM",96.5226
"2012-06-26:12 AM",96.6247
"2012-06-27:12 AM",98.6693
"2012-06-28:12 AM",99.106
"2012-06-29:12 AM",99.2246
"2012-06-30:12 AM",99.1548
"2012-07-01:12 AM",98.5935
"2012-07-02:12 AM",96.8554
"2012-07-03:12 AM",93.821
"2012-07-04:12 AM",87.9548
"2012-07-05:12 AM",87.7487
"2012-07-06:12 AM",92.4544
"2012-07-07:12 AM",95.4478
"2012-07-08:12 AM",96.1338
"2012-07-09:12 AM",98.8876
"2012-07-10:12 AM",99.8384
"2012-07-11:12 AM",99.9916
"2012-07-12:12 AM",96.5278
"2012-07-13:12 AM",90.7608
"2012-07-14:12 AM",87.3311
"2012-07-15:12 AM",85.4116
"2012-07-16:12 AM",87.364
"2012-07-17:12 AM",88.9311
"2012-07-18:12 AM",92.9797
"2012-07-19:12 AM",92.1121
"2012-07-20:12 AM",93.9466
"2012-07-21:12 AM",90.9685
"2012-07-22:12 AM",91.7901
"2012-07-23:12 AM",89.5546
"2012-07-24:12 AM",87.8994
"2012-07-25:12 AM",90.325
"2012-07-26:12 AM",93.9709
"2012-07-27:12 AM",94.0217
"2012-07-28:12 AM",93.4657
"2012-07-29:12 AM",87.7329
"2012-07-30:12 AM",84.1734
"2012-07-31:12 AM",85.0222
"2012-08-01:12 AM",87.3333
"2012-08-02:12 AM",90.635
"2012-08-03:12 AM",93.2682
"2012-08-04:12 AM",94.7032
"2012-08-05:12 AM",93.5254
"2012-08-06:12 AM",95.9405
"2012-08-07:12 AM",99.3762
"2012-08-08:12 AM",101.0035
"2012-08-09:12 AM",99.4312
"2012-08-10:12 AM",98.7609
"2012-08-11:12 AM",98.7814
"2012-08-12:12 AM",99.5812
"2012-08-13:12 AM",99.1713
"2012-08-14:12 AM",98.0616
"2012-08-15:12 AM",97.131
"2012-08-16:12 AM",92.7149
"2012-08-17:12 AM",89.7778
"2012-08-18:12 AM",89.8126
"2012-08-19:12 AM",93.0243
"2012-08-20:12 AM",91.3575
"2012-08-21:12 AM",91.5795
"2012-08-22:12 AM",85.7453
"2012-08-23:12 AM",81.426
"2012-08-24:12 AM",84.4601
"2012-08-25:12 AM",89.9784
"2012-08-26:12 AM",90.4086
"2012-08-27:12 AM",92.9478
"2012-08-28:12 AM",94.5599
"2012-08-29:12 AM",94.271
"2012-08-30:12 AM",92.3297
"2012-08-31:12 AM",89.71
"2012-09-01:12 AM",89.5993
"2012-09-02:12 AM",92.6818
"2012-09-03:12 AM",91.6522
"2012-09-04:12 AM",90.2577
"2012-09-05:12 AM",91.0569
"2012-09-06:12 AM",90.1823
"2012-09-07:12 AM",85.552
"2012-09-08:12 AM",85.5039
"2012-09-09:12 AM",85.8542
"2012-09-10:12 AM",84.2468
"2012-09-11:12 AM",79.0259
"2012-09-12:12 AM",79.3684
"2012-09-13:12 AM",83.0358
"2012-09-14:12 AM",81.7236
"2012-09-15:12 AM",83.9514
"2012-09-16:12 AM",86.142
"2012-09-17:12 AM",84.3525
"2012-09-18:12 AM",89.4279
"2012-09-19:12 AM",89.8894
"2012-09-20:12 AM",89.9978
"2012-09-21:12 AM",91.0501
"2012-09-22:12 AM",91.3447
"2012-09-23:12 AM",89.5327
"2012-09-24:12 AM",86.8053
"2012-09-25:12 AM",83.3596
"2012-09-26:12 AM",83.0194
"2012-09-27:12 AM",84.5431
"2012-09-28:12 AM",84.1134
"2012-09-29:12 AM",85.4373
"2012-09-30:12 AM",87.5782
"2012-10-01:12 AM",88.7709
"2012-10-02:12 AM",89.5753
"2012-10-03:12 AM",88.9088
"2012-10-04:12 AM",85.1913
"2012-10-05:12 AM",82.864
"2012-10-06:12 AM",81.0068
"2012-10-07:12 AM",81.0345
"2012-10-08:12 AM",80.992
"2012-10-09:12 AM",80.598
"2012-10-10:12 AM",79.3684
"2012-10-11:12 AM",76.1432
"2012-10-12:12 AM",69.0204
"2012-10-13:12 AM",69.1182
"2012-10-14:12 AM",77.7009
"2012-10-15:12 AM",80.773
"2012-10-16:12 AM",80.9852
"2012-10-17:12 AM",79.7292
"2012-10-18:12 AM",78.1545
"2012-10-19:12 AM",82.3741
"2012-10-20:12 AM",78.9816
"2012-10-21:12 AM",75.0774
"2012-10-22:12 AM",72.966
"2012-10-23:12 AM",72.982
"2012-10-24:12 AM",70.4475
"2012-10-25:12 AM",69.03
"2012-10-26:12 AM",67.0375
"2012-10-27:12 AM",72.387
"2012-10-28:12 AM",77.3427
"2012-10-29:12 AM",77.4144
"2012-10-30:12 AM",77.4774
"2012-10-31:12 AM",77.6651
"2012-11-01:12 AM",76.0555
"2012-11-02:12 AM",73.5498
"2012-11-03:12 AM",73.5418
"2012-11-04:12 AM",75.6363
"2012-11-05:12 AM",77.4977
"2012-11-06:12 AM",78.7255
"2012-11-07:12 AM",77.9787
"2012-11-08:12 AM",72.5419
"2012-11-09:12 AM",63.1978
"2012-11-10:12 AM",55.9684
"2012-11-11:12 AM",47.9206
"2012-11-12:12 AM",57.4705
"2012-11-13:12 AM",62.7888
"2012-11-14:12 AM",67.7358
"2012-11-15:12 AM",67.0573
"2012-11-16:12 AM",67.5138
"2012-11-17:12 AM",66.0054
"2012-11-18:12 AM",64.1269
"2012-11-19:12 AM",65.4114
"2012-11-20:12 AM",68.167
"2012-11-21:12 AM",69.1761
"2012-11-22:12 AM",68.6023
"2012-11-23:12 AM",69.883
"2012-11-24:12 AM",70.8544
"2012-11-25:12 AM",69.2571
"2012-11-26:12 AM",67.7115
"2012-11-27:12 AM",68.5504
"2012-11-28:12 AM",67.8783
"2012-11-29:12 AM",65.5362
"2012-11-30:12 AM",65.7657
"2012-12-01:12 AM",65.5479
"2012-12-02:12 AM",65.7484
"2012-12-03:12 AM",63.9856
"2012-12-04:12 AM",66.9592
"2012-12-05:12 AM",70.0758
"2012-12-06:12 AM",65.9273
"2012-12-07:12 AM",62.8914
"2012-12-08:12 AM",60.8799
"2012-12-09:12 AM",56.1481
"2012-12-10:12 AM",52.6089
"2012-12-11:12 AM",55.4322
"2012-12-12:12 AM",59.2932
"2012-12-13:12 AM",56.667
"2012-12-14:12 AM",50.7115
"2012-12-15:12 AM",42.8983
"2012-12-16:12 AM",43.8015
"2012-12-17:12 AM",47.64
"2012-12-18:12 AM",50.7623
"2012-12-19:12 AM",45.5218
"2012-12-20:12 AM",47.214
"2012-12-21:12 AM",52.2712
"2012-12-22:12 AM",55.1498
"2012-12-23:12 AM",53.6898
"2012-12-24:12 AM",50.022
"2012-12-25:12 AM",46.2393
"2012-12-26:12 AM",48.4783
"2012-12-27:12 AM",42.8812
"2012-12-28:12 AM",42.8308
"2012-12-29:12 AM",46.4274
"2012-12-30:12 AM",45.7371
"2012-12-31:12 AM",40.1783
"2013-01-01:12 AM",40.6902
"2013-01-02:12 AM",44.4522
"2013-01-03:12 AM",42.7987
"2013-01-04:12 AM",44.3408
"2013-01-05:12 AM",48.8014
"2013-01-06:12 AM",50.3539
"2013-01-07:12 AM",48.2828
"2013-01-08:12 AM",52.6014
"2013-01-09:12 AM",56.6614
"2013-01-10:12 AM",53.859
"2013-01-11:12 AM",46.0618
"2013-01-12:12 AM",34.6401
"2013-01-13:12 AM",34.4827
"2013-01-14:12 AM",31.2166
"2013-01-15:12 AM",34.8064
"2013-01-16:12 AM",46.3644
"2013-01-17:12 AM",51.7942
"2013-01-18:12 AM",56.1006
"2013-01-19:12 AM",57.5456
"2013-01-20:12 AM",59.3593
"2013-01-21:12 AM",59.7983
"2013-01-22:12 AM",63.7641
"2013-01-23:12 AM",64.782
"2013-01-24:12 AM",59.2642
"2013-01-25:12 AM",60.9863
"2013-01-26:12 AM",55.9456
"2013-01-27:12 AM",52.5054
"2013-01-28:12 AM",50.5488
"2013-01-29:12 AM",42.0363
"2013-01-30:12 AM",48.1377
"2013-01-31:12 AM",55.5625
"2013-02-01:12 AM",59.2214
"2013-02-02:12 AM",60.5401
"2013-02-03:12 AM",56.5903
"2013-02-04:12 AM",59.571
"2013-02-05:12 AM",61.3213
"2013-02-06:12 AM",58.8866
"2013-02-07:12 AM",58.8792
"2013-02-08:12 AM",56.8643
"2013-02-09:12 AM",49.1797
"2013-02-10:12 AM",43.0529
"2013-02-11:12 AM",41.4909
"2013-02-12:12 AM",43.2808
"2013-02-13:12 AM",51.1407
"2013-02-14:12 AM",55.303
"2013-02-15:12 AM",58.291
"2013-02-16:12 AM",63.4676
"2013-02-17:12 AM",61.3818
"2013-02-18:12 AM",59.9472
"2013-02-19:12 AM",58.2564
"2013-02-20:12 AM",53.5586
"2013-02-21:12 AM",44.2342
"2013-02-22:12 AM",46.7251
"2013-02-23:12 AM",53.7145
"2013-02-24:12 AM",50.1022
"2013-02-25:12 AM",51.2706
"2013-02-26:12 AM",52.5661
"2013-02-27:12 AM",52.2768
"2013-02-28:12 AM",57.4225
"2013-03-01:12 AM",64.7008
"2013-03-02:12 AM",71.2589
"2013-03-03:12 AM",69.1642
"2013-03-04:12 AM",64.3977
"2013-03-05:12 AM",67.1927
"2013-03-06:12 AM",67.7599
"2013-03-07:12 AM",66.6689
"2013-03-08:12 AM",63.5382
"2013-03-09:12 AM",46.537
"2013-03-10:12 AM",55.7028
"2013-03-11:12 AM",63.6739
"2013-03-12:12 AM",69.5622
"2013-03-13:12 AM",74.6227
"2013-03-14:12 AM",79.2694
"2013-03-15:12 AM",79.569
"2013-03-16:12 AM",76.2543
"2013-03-17:12 AM",72.6814
"2013-03-18:12 AM",70.8622
"2013-03-19:12 AM",70.2207
"2013-03-20:12 AM",72.6971
"2013-03-21:12 AM",71.8878
"2013-03-22:12 AM",69.4663
"2013-03-23:12 AM",65.9163
"2013-03-24:12 AM",64.089
"2013-03-25:12 AM",69.5678
"2013-03-26:12 AM",73.819
"2013-03-27:12 AM",73.1467
"2013-03-28:12 AM",73.5447
"2013-03-29:12 AM",76.1133
"2013-03-30:12 AM",75.0175
"2013-03-31:12 AM",76.7651
"2013-04-01:12 AM",74.3065
"2013-04-02:12 AM",70.0664
"2013-04-03:12 AM",74.0084
"2013-04-04:12 AM",79.4736
"2013-04-05:12 AM",77.3652
"2013-04-06:12 AM",77.0178
"2013-04-07:12 AM",77.2565
"2013-04-08:12 AM",74.4656
"2013-04-09:12 AM",60.3577
"2013-04-10:12 AM",60.928
"2013-04-11:12 AM",71.191
"2013-04-12:12 AM",74.6267
"2013-04-13:12 AM",76.3441
"2013-04-14:12 AM",75.6354
"2013-04-15:12 AM",74.2865
"2013-04-16:12 AM",71.1734
"2013-04-17:12 AM",65.5642
"2013-04-18:12 AM",60.0458
"2013-04-19:12 AM",71.2477
"2013-04-20:12 AM",75.4405
"2013-04-21:12 AM",80.5059
"2013-04-22:12 AM",82.7137
"2013-04-23:12 AM",80.7031
"2013-04-24:12 AM",78.6303
"2013-04-25:12 AM",75.7162
"2013-04-26:12 AM",79.2351
"2013-04-27:12 AM",83.3452
"2013-04-28:12 AM",87.3921
"2013-04-29:12 AM",89.3268
"2013-04-30:12 AM",86.7886
"2013-05-01:12 AM",83.7775
"2013-05-02:12 AM",78.8074
"2013-05-03:12 AM",81.8911
"2013-05-04:12 AM",82.7537
"2013-05-05:12 AM",79.9142
"2013-05-06:12 AM",74.2946
"2013-05-07:12 AM",71.4744
"2013-05-08:12 AM",70.6386
"2013-05-09:12 AM",74.5378
"2013-05-10:12 AM",79.1289
"2013-05-11:12 AM",81.351
"2013-05-12:12 AM",86.275
"2013-05-13:12 AM",90.4732
"2013-05-14:12 AM",89.7665
"2013-05-15:12 AM",87.9233
"2013-05-16:12 AM",86.68
"2013-05-17:12 AM",84.7065
"2013-05-18:12 AM",80.3201
"2013-05-19:12 AM",81.2068
"2013-05-20:12 AM",80.5737
"2013-05-21:12 AM",86.2264
"2013-05-22:12 AM",87.926
"2013-05-23:12 AM",87.0881
"2013-05-24:12 AM",86.0005
"2013-05-25:12 AM",86.392
"2013-05-26:12 AM",85.2339
"2013-05-27:12 AM",85.406
"2013-05-28:12 AM",84.1361
"2013-05-29:12 AM",84.2961
"2013-05-30:12 AM",87.7501
"2013-05-31:12 AM",90.0442
"2013-06-01:12 AM",94.6445
"2013-06-02:12 AM",95.7351
"2013-06-03:12 AM",93.3022
"2013-06-04:12 AM",92.6521
"2013-06-05:12 AM",93.5879
"2013-06-06:12 AM",98.0182
"2013-06-07:12 AM",99.5693
"2013-06-08:12 AM",99.489
"2013-06-09:12 AM",99.5902
"2013-06-10:12 AM",98.3799
"2013-06-11:12 AM",97.3832
"2013-06-12:12 AM",99.5484
"2013-06-13:12 AM",97.0995
"2013-06-14:12 AM",95.1525
"2013-06-15:12 AM",93.7216
"2013-06-16:12 AM",94.3363
"2013-06-17:12 AM",94.5347
"2013-06-18:12 AM",95.2117
"2013-06-19:12 AM",94.3248
"2013-06-20:12 AM",93.1075
"2013-06-21:12 AM",93.2454
"2013-06-22:12 AM",92.7399
"2013-06-23:12 AM",92.1277
"2013-06-24:12 AM",90.7884
"2013-06-25:12 AM",92.6539
"2013-06-26:12 AM",95.941
"2013-06-27:12 AM",101.7034
"2013-06-28:12 AM",107.2256
"2013-06-29:12 AM",105.2213
"2013-06-30:12 AM",104.2448
"2013-07-01:12 AM",101.923
"2013-07-02:12 AM",98.9974
"2013-07-03:12 AM",99.9151
"2013-07-04:12 AM",99.1654
"2013-07-05:12 AM",95.7286
"2013-07-06:12 AM",95.5665
"2013-07-07:12 AM",97.021
"2013-07-08:12 AM",99.0345
"2013-07-09:12 AM",98.1577
"2013-07-10:12 AM",96.757
"2013-07-11:12 AM",90.0941
"2013-07-12:12 AM",87.6362
"2013-07-13:12 AM",92.7403
"2013-07-14:12 AM",94.1693
"2013-07-15:12 AM",94.2931
"2013-07-16:12 AM",89.6223
"2013-07-17:12 AM",90.5765
"2013-07-18:12 AM",91.9285
"2013-07-19:12 AM",91.7703
"2013-07-20:12 AM",89.3701
"2013-07-21:12 AM",85.4618
"2013-07-22:12 AM",84.8485
"2013-07-23:12 AM",86.3029
"2013-07-24:12 AM",90.9228
"2013-07-25:12 AM",89.9595
"2013-07-26:12 AM",89.7103
"2013-07-27:12 AM",87.2868
"2013-07-28:12 AM",88.0216
"2013-07-29:12 AM",89.389
"2013-07-30:12 AM",92.3614
"2013-07-31:12 AM",93.9897
"2013-08-01:12 AM",90.0442
"2013-08-02:12 AM",90.2655
"2013-08-03:12 AM",91.9521
"2013-08-04:12 AM",92.0334
"2013-08-05:12 AM",90.9502
"2013-08-06:12 AM",85.458
"2013-08-07:12 AM",87.1903
"2013-08-08:12 AM",90.2484
"2013-08-09:12 AM",91.4149
"2013-08-10:12 AM",90.4838
"2013-08-11:12 AM",90.9644
"2013-08-12:12 AM",92.8731
"2013-08-13:12 AM",94.0989
"2013-08-14:12 AM",95.0857
"2013-08-15:12 AM",95.3971
"2013-08-16:12 AM",97.6465
"2013-08-17:12 AM",98.1702
"2013-08-18:12 AM",95.9749
"2013-08-19:12 AM",93.7801
"2013-08-20:12 AM",95.2682
"2013-08-21:12 AM",93.1683
"2013-08-22:12 AM",90.9775
"2013-08-23:12 AM",88.6426
"2013-08-24:12 AM",85.6384
"2013-08-25:12 AM",81.504
"2013-08-26:12 AM",83.9043
"2013-08-27:12 AM",86.2425
"2013-08-28:12 AM",89.8275
"2013-08-29:12 AM",87.6934
"2013-08-30:12 AM",84.3305
"2013-08-31:12 AM",84.67
"2013-09-01:12 AM",87.2476
"2013-09-02:12 AM",89.7219
"2013-09-03:12 AM",91.4484
"2013-09-04:12 AM",91.5942
"2013-09-05:12 AM",91.6239
"2013-09-06:12 AM",91.7825
"2013-09-07:12 AM",87.7703
"2013-09-08:12 AM",80.1982
"2013-09-09:12 AM",76.9633
"2013-09-10:12 AM",75.3244
"2013-09-11:12 AM",78.0514
"2013-09-12:12 AM",82.8419
"2013-09-13:12 AM",84.573
"2013-09-14:12 AM",84.9211
"2013-09-15:12 AM",86.8149
"2013-09-16:12 AM",87.7669
"2013-09-17:12 AM",88.2523
"2013-09-18:12 AM",87.7973
"2013-09-19:12 AM",86.6716
"2013-09-20:12 AM",87.2629
"2013-09-21:12 AM",84.83
"2013-09-22:12 AM",81.6606
"2013-09-23:12 AM",79.6519
"2013-09-24:12 AM",83.3985
"2013-09-25:12 AM",81.2521
"2013-09-26:12 AM",78.1999
"2013-09-27:12 AM",72.8697
"2013-09-28:12 AM",76.8331
"2013-09-29:12 AM",80.3561
"2013-09-30:12 AM",81.9651
"2013-10-01:12 AM",81.8577
"2013-10-02:12 AM",79.9711
"2013-10-03:12 AM",78.5907
"2013-10-04:12 AM",74.7513
"2013-10-05:12 AM",69.7462
"2013-10-06:12 AM",77.6874
"2013-10-07:12 AM",82.1988
"2013-10-08:12 AM",77.9409
"2013-10-09:12 AM",74.2982
"2013-10-10:12 AM",67.1725
"2013-10-11:12 AM",66.4475
"2013-10-12:12 AM",72.2181
"2013-10-13:12 AM",71.7046
"2013-10-14:12 AM",70.4503
"2013-10-15:12 AM",69.5876
"2013-10-16:12 AM",67.3875
"2013-10-17:12 AM",70.2
"2013-10-18:12 AM",70.671
"2013-10-19:12 AM",74.2235
"2013-10-20:12 AM",74.0764
"2013-10-21:12 AM",74.3248
"2013-10-22:12 AM",76.7772
"2013-10-23:12 AM",78.3795
"2013-10-24:12 AM",76.9494
"2013-10-25:12 AM",75.0097
"2013-10-26:12 AM",75.7854
"2013-10-27:12 AM",76.3794
"2013-10-28:12 AM",70.2988
"2013-10-29:12 AM",63.7891
"2013-10-30:12 AM",59.1391
"2013-10-31:12 AM",62.7231
"2013-11-01:12 AM",68.081
"2013-11-02:12 AM",73.182
"2013-11-03:12 AM",68.5251
"2013-11-04:12 AM",65.3086
"2013-11-05:12 AM",60.3151
"2013-11-06:12 AM",63.5209
"2013-11-07:12 AM",69.5982
"2013-11-08:12 AM",71.0899
"2013-11-09:12 AM",71.6914
"2013-11-10:12 AM",73.1449
"2013-11-11:12 AM",75.2493
"2013-11-12:12 AM",74.8229
"2013-11-13:12 AM",71.0154
"2013-11-14:12 AM",70.3506
"2013-11-15:12 AM",65.8935
"2013-11-16:12 AM",61.0839
"2013-11-17:12 AM",61.7157
"2013-11-18:12 AM",66.4444
"2013-11-19:12 AM",65.602
"2013-11-20:12 AM",60.7536
"2013-11-21:12 AM",58.7545
"2013-11-22:12 AM",54.7527
"2013-11-23:12 AM",48.101
"2013-11-24:12 AM",46.7429
"2013-11-25:12 AM",50.4761
"2013-11-26:12 AM",54.4905
"2013-11-27:12 AM",53.7937
"2013-11-28:12 AM",56.9948
"2013-11-29:12 AM",58.5711
"2013-11-30:12 AM",59.1165
"2013-12-01:12 AM",58.1349
"2013-12-02:12 AM",59.9337
"2013-12-03:12 AM",58.35
"2013-12-04:12 AM",53.0663
"2013-12-05:12 AM",41.6529
"2013-12-06:12 AM",41.4039
"2013-12-07:12 AM",43.2356
"2013-12-08:12 AM",40.9948
"2013-12-09:12 AM",36.707
"2013-12-10:12 AM",44.7991
"2013-12-11:12 AM",50.7794
"2013-12-12:12 AM",51.6193
"2013-12-13:12 AM",50.463
"2013-12-14:12 AM",49.7232
"2013-12-15:12 AM",55.0629
"2013-12-16:12 AM",60.4819
"2013-12-17:12 AM",62.0641
"2013-12-18:12 AM",61.4431
"2013-12-19:12 AM",55.5044
"2013-12-20:12 AM",49.2706
"2013-12-21:12 AM",45.7673
"2013-12-22:12 AM",48.7521
"2013-12-23:12 AM",52.9752
"2013-12-24:12 AM",56.4921
"2013-12-25:12 AM",53.6585
"2013-12-26:12 AM",54.1355
"2013-12-27:12 AM",57.02
"2013-12-28:12 AM",54.5765
"2013-12-29:12 AM",51.2641
"2013-12-30:12 AM",54.5025
"2013-12-31:12 AM",57.5708
"2014-01-01:12 AM",57.7819
"2014-01-02:12 AM",59.7195
"2014-01-03:12 AM",60.3088
"2014-01-04:12 AM",56.4499
"2014-01-05:12 AM",51.2429
"2014-01-06:12 AM",52.2858
"2014-01-07:12 AM",56.0467
"2014-01-08:12 AM",55.9157
"2014-01-09:12 AM",55.4265
"2014-01-10:12 AM",55.4131
"2014-01-11:12 AM",60.3698
"2014-01-12:12 AM",57.2234
"2014-01-13:12 AM",56.077
"2014-01-14:12 AM",58.5626
"2014-01-15:12 AM",61.725
"2014-01-16:12 AM",61.0124
"2014-01-17:12 AM",61.9642
"2014-01-18:12 AM",63.2917
"2014-01-19:12 AM",63.8731
"2014-01-20:12 AM",63.4374
"2014-01-21:12 AM",63.5477
"2014-01-22:12 AM",62.9962
"2014-01-23:12 AM",58.9865
"2014-01-24:12 AM",57.4425
"2014-01-25:12 AM",61.2327
"2014-01-26:12 AM",61.4565
"2014-01-27:12 AM",60.9685
"2014-01-28:12 AM",60.6949
"2014-01-29:12 AM",63.973
"2014-01-30:12 AM",65.3954
"2014-01-31:12 AM",60.0431
"2014-02-01:12 AM",51.4837
"2014-02-02:12 AM",49.4681
"2014-02-03:12 AM",48.6005
"2014-02-04:12 AM",48.252
"2014-02-05:12 AM",50.4277
"2014-02-06:12 AM",50.275
"2014-02-07:12 AM",52.5227
"2014-02-08:12 AM",59.9977
"2014-02-09:12 AM",64.4616
"2014-02-10:12 AM",64.6844
"2014-02-11:12 AM",63.0739
"2014-02-12:12 AM",66.0225
"2014-02-13:12 AM",71.3626
"2014-02-14:12 AM",73.6387
"2014-02-15:12 AM",75.0603
"2014-02-16:12 AM",72.7005
"2014-02-17:12 AM",72.5965
"2014-02-18:12 AM",71.8876
"2014-02-19:12 AM",69.7901
"2014-02-20:12 AM",65.7779
"2014-02-21:12 AM",64.8183
"2014-02-22:12 AM",66.7668
"2014-02-23:12 AM",68.0752
"2014-02-24:12 AM",70.1589
"2014-02-25:12 AM",68.4518
"2014-02-26:12 AM",68.0747
"2014-02-27:12 AM",66.0204
"2014-02-28:12 AM",65.4856
"2014-03-01:12 AM",62.2472
"2014-03-02:12 AM",55.8815
"2014-03-03:12 AM",63.0478
"2014-03-04:12 AM",63.6967
"2014-03-05:12 AM",67.5768
"2014-03-06:12 AM",69.8662
"2014-03-07:12 AM",66.805
"2014-03-08:12 AM",63.0867
"2014-03-09:12 AM",65.8481
"2014-03-10:12 AM",69.9642
"2014-03-11:12 AM",68.5825
"2014-03-12:12 AM",65.7574
"2014-03-13:12 AM",67.5898
"2014-03-14:12 AM",65.6164
"2014-03-15:12 AM",65.6337
"2014-03-16:12 AM",68.7821
"2014-03-17:12 AM",72.2145
"2014-03-18:12 AM",70.6937
"2014-03-19:12 AM",67.8486
"2014-03-20:12 AM",71.3795
"2014-03-21:12 AM",70.3881
"2014-03-22:12 AM",69.8067
