"DateTime","(deg F) Mean Temperature (CFSR) at Michigan, 2010-01-01 to 2019-03-14"
"2012-02-03:12 AM",33.7345
"2012-02-04:12 AM",32.2018
"2012-02-05:12 AM",32.6795
"2012-02-06:12 AM",32.617
"2012-02-07:12 AM",25.4102
"2012-02-08:12 AM",25.6773
"2012-02-09:12 AM",28.3339
"2012-02-10:12 AM",21.8498
"2012-02-11:12 AM",14.5897
"2012-02-12:12 AM",21.745
"2012-02-13:12 AM",25.5385
"2012-02-14:12 AM",29.6244
"2012-02-15:12 AM",31.8285
"2012-02-16:12 AM",33.4018
"2012-02-17:12 AM",30.938
"2012-02-18:12 AM",27.6687
"2012-02-19:12 AM",25.9599
"2012-02-20:12 AM",28.7735
"2012-02-21:12 AM",32.4315
"2012-02-22:12 AM",32.3397
"2012-02-23:12 AM",31.426
"2012-02-24:12 AM",29.7027
"2012-02-25:12 AM",24.6682
"2012-02-26:12 AM",25.6228
"2012-02-27:12 AM",29.4694
"2012-02-28:12 AM",28.0225
"2012-02-29:12 AM",32.7567
"2012-03-01:12 AM",32.3001
"2012-03-02:12 AM",33.8616
"2012-03-03:12 AM",27.4201
"2012-03-04:12 AM",18.8535
"2012-03-05:12 AM",19.3235
"2012-03-06:12 AM",32.8327
"2012-03-07:12 AM",44.0006
"2012-03-08:12 AM",35.8389
"2012-03-09:12 AM",26.1765
"2012-03-10:12 AM",30.9094
"2012-03-11:12 AM",41.8095
"2012-03-12:12 AM",45.8353
"2012-03-13:12 AM",44.1311
"2012-03-14:12 AM",46.474
"2012-03-15:12 AM",49.6659
"2012-03-16:12 AM",47.5331
"2012-03-17:12 AM",54.3826
"2012-03-18:12 AM",55.4927
"2012-03-19:12 AM",56.8767
"2012-03-20:12 AM",58.7721
"2012-03-21:12 AM",59.0581
"2012-03-22:12 AM",55.8889
"2012-03-23:12 AM",51.807
"2012-03-24:12 AM",47.5344
"2012-03-25:12 AM",43.9644
"2012-03-26:12 AM",33.096
"2012-03-27:12 AM",38.2393
"2012-03-28:12 AM",43.7356
"2012-03-29:12 AM",36.8098
"2012-03-30:12 AM",33.897
"2012-03-31:12 AM",36.2176
"2012-04-01:12 AM",40.4301
"2012-04-02:12 AM",40.8382
"2012-04-03:12 AM",43.3929
"2012-04-04:12 AM",41.2243
"2012-04-05:12 AM",36.2707
"2012-04-06:12 AM",38.3169
"2012-04-07:12 AM",43.2948
"2012-04-08:12 AM",44.2553
"2012-04-09:12 AM",41.189
"2012-04-10:12 AM",36.2718
"2012-04-11:12 AM",37.1829
"2012-04-12:12 AM",39.3487
"2012-04-13:12 AM",43.8438
"2012-04-14:12 AM",49.993
"2012-04-15:12 AM",52.2702
"2012-04-16:12 AM",47.4478
"2012-04-17:12 AM",35.8992
"2012-04-18:12 AM",42.5727
"2012-04-19:12 AM",44.4598
"2012-04-20:12 AM",40.712
"2012-04-21:12 AM",38.2338
"2012-04-22:12 AM",39.472
"2012-04-23:12 AM",40.6562
"2012-04-24:12 AM",43.2169
"2012-04-25:12 AM",43.8994
"2012-04-26:12 AM",41.6316
"2012-04-27:12 AM",38.3074
"2012-04-28:12 AM",38.7626
"2012-04-29:12 AM",42.3111
"2012-04-30:12 AM",44.2344
"2012-05-01:12 AM",49.6409
"2012-05-02:12 AM",53.9485
"2012-05-03:12 AM",56.6811
"2012-05-04:12 AM",51.2193
"2012-05-05:12 AM",47.4388
"2012-05-06:12 AM",48.353
"2012-05-07:12 AM",47.9107
"2012-05-08:12 AM",48.6424
"2012-05-09:12 AM",46.7393
"2012-05-10:12 AM",47.5426
"2012-05-11:12 AM",53.0958
"2012-05-12:12 AM",53.0922
"2012-05-13:12 AM",53.4605
"2012-05-14:12 AM",56.0359
"2012-05-15:12 AM",57.0776
"2012-05-16:12 AM",48.8287
"2012-05-17:12 AM",49.7611
"2012-05-18:12 AM",56.772
"2012-05-19:12 AM",62.836
"2012-05-20:12 AM",64.2996
"2012-05-21:12 AM",54.5002
"2012-05-22:12 AM",53.0184
"2012-05-23:12 AM",57.3683
"2012-05-24:12 AM",64.139
"2012-05-25:12 AM",62.2236
"2012-05-26:12 AM",56.6749
"2012-05-27:12 AM",60.3509
"2012-05-28:12 AM",65.932
"2012-05-29:12 AM",60.3039
"2012-05-30:12 AM",50.432
"2012-05-31:12 AM",48.1658
"2012-06-01:12 AM",47.7797
"2012-06-02:12 AM",50.9812
"2012-06-03:12 AM",55.8781
"2012-06-04:12 AM",54.802
"2012-06-05:12 AM",55.4956
"2012-06-06:12 AM",58.0521
"2012-06-07:12 AM",60.2996
"2012-06-08:12 AM",62.4245
"2012-06-09:12 AM",66.4122
"2012-06-10:12 AM",69.606
"2012-06-11:12 AM",68.8491
"2012-06-12:12 AM",59.2759
"2012-06-13:12 AM",55.2438
"2012-06-14:12 AM",59.1496
"2012-06-15:12 AM",65.2226
"2012-06-16:12 AM",67.6362
"2012-06-17:12 AM",65.2266
"2012-06-18:12 AM",68.3384
"2012-06-19:12 AM",71.8686
"2012-06-20:12 AM",74.1843
"2012-06-21:12 AM",68.536
"2012-06-22:12 AM",63.0331
"2012-06-23:12 AM",63.334
"2012-06-24:12 AM",64.1772
"2012-06-25:12 AM",59.9398
"2012-06-26:12 AM",62.7278
"2012-06-27:12 AM",67.788
"2012-06-28:12 AM",72.2363
"2012-06-29:12 AM",72.4626
"2012-06-30:12 AM",70.4039
"2012-07-01:12 AM",69.2139
"2012-07-02:12 AM",72.7803
"2012-07-03:12 AM",75.7654
"2012-07-04:12 AM",76.2784
"2012-07-05:12 AM",77.5407
"2012-07-06:12 AM",76.2528
"2012-07-07:12 AM",71.7235
"2012-07-08:12 AM",68.5314
"2012-07-09:12 AM",67.7592
"2012-07-10:12 AM",67.314
"2012-07-11:12 AM",70.318
"2012-07-12:12 AM",72.7083
"2012-07-13:12 AM",74.8641
"2012-07-14:12 AM",74.1105
"2012-07-15:12 AM",73.4923
"2012-07-16:12 AM",75.8741
"2012-07-17:12 AM",77.3524
"2012-07-18:12 AM",71.6805
"2012-07-19:12 AM",66.4326
"2012-07-20:12 AM",68.7634
"2012-07-21:12 AM",71.9116
"2012-07-22:12 AM",74.3394
"2012-07-23:12 AM",78.1615
"2012-07-24:12 AM",72.4093
"2012-07-25:12 AM",72.023
"2012-07-26:12 AM",71.7129
"2012-07-27:12 AM",67.525
"2012-07-28:12 AM",67.725
"2012-07-29:12 AM",70.1674
"2012-07-30:12 AM",74.2613
"2012-07-31:12 AM",71.901
"2012-08-01:12 AM",71.8482
"2012-08-02:12 AM",73.4839
"2012-08-03:12 AM",72.3303
"2012-08-04:12 AM",75.8491
"2012-08-05:12 AM",69.7253
"2012-08-06:12 AM",68.9628
"2012-08-07:12 AM",71.1082
"2012-08-08:12 AM",67.7019
"2012-08-09:12 AM",63.6008
"2012-08-10:12 AM",62.0359
"2012-08-11:12 AM",63.8465
"2012-08-12:12 AM",65.9795
"2012-08-13:12 AM",65.7045
"2012-08-14:12 AM",65.8279
"2012-08-15:12 AM",67.2348
"2012-08-16:12 AM",67.7854
"2012-08-17:12 AM",61.8174
"2012-08-18:12 AM",62.0443
"2012-08-19:12 AM",61.2426
"2012-08-20:12 AM",61.4327
"2012-08-21:12 AM",63.7491
"2012-08-22:12 AM",67.2782
"2012-08-23:12 AM",69.5914
"2012-08-24:12 AM",72.9261
"2012-08-25:12 AM",74.973
"2012-08-26:12 AM",73.4378
"2012-08-27:12 AM",69.5214
"2012-08-28:12 AM",65.3351
"2012-08-29:12 AM",65.4283
"2012-08-30:12 AM",72.5688
"2012-08-31:12 AM",72.9689
"2012-09-01:12 AM",67.7187
"2012-09-02:12 AM",68.3238
"2012-09-03:12 AM",71.0676
"2012-09-04:12 AM",70.1006
"2012-09-05:12 AM",70.5996
"2012-09-06:12 AM",67.4595
"2012-09-07:12 AM",62.9805
"2012-09-08:12 AM",59.3708
"2012-09-09:12 AM",58.7097
"2012-09-10:12 AM",59.9763
"2012-09-11:12 AM",67.3786
"2012-09-12:12 AM",68.9846
"2012-09-13:12 AM",61.8368
"2012-09-14:12 AM",57.5053
"2012-09-15:12 AM",56.046
"2012-09-16:12 AM",63.4255
"2012-09-17:12 AM",61.3353
"2012-09-18:12 AM",51.9064
"2012-09-19:12 AM",51.9762
"2012-09-20:12 AM",56.8531
"2012-09-21:12 AM",53.0224
"2012-09-22:12 AM",49.4533
"2012-09-23:12 AM",46.5395
"2012-09-24:12 AM",52.3006
"2012-09-25:12 AM",55.2762
"2012-09-26:12 AM",52.0488
"2012-09-27:12 AM",50.7326
"2012-09-28:12 AM",53.2497
"2012-09-29:12 AM",53.7278
"2012-09-30:12 AM",52.5254
"2012-10-01:12 AM",53.6668
"2012-10-02:12 AM",55.6758
"2012-10-03:12 AM",57.5006
"2012-10-04:12 AM",59.7252
"2012-10-05:12 AM",47.844
"2012-10-06:12 AM",42.5151
"2012-10-07:12 AM",41.3946
"2012-10-08:12 AM",45.2856
"2012-10-09:12 AM",49.9775
"2012-10-10:12 AM",41.9781
"2012-10-11:12 AM",42.7779
"2012-10-12:12 AM",40.5203
"2012-10-13:12 AM",45.075
"2012-10-14:12 AM",53.3773
"2012-10-15:12 AM",43.788
"2012-10-16:12 AM",46.2945
"2012-10-17:12 AM",55.3932
"2012-10-18:12 AM",52.1503
"2012-10-19:12 AM",47.2748
"2012-10-20:12 AM",47.2053
"2012-10-21:12 AM",48.3764
"2012-10-22:12 AM",52.2257
"2012-10-23:12 AM",54.0072
"2012-10-24:12 AM",57.1316
"2012-10-25:12 AM",58.8538
"2012-10-26:12 AM",43.9378
"2012-10-27:12 AM",39.2193
"2012-10-28:12 AM",38.6953
"2012-10-29:12 AM",39.7726
"2012-10-30:12 AM",37.3276
"2012-10-31:12 AM",37.693
"2012-11-01:12 AM",39.0004
"2012-11-02:12 AM",36.1461
"2012-11-03:12 AM",34.7967
"2012-11-04:12 AM",33.5107
"2012-11-05:12 AM",32.2615
"2012-11-06:12 AM",35.0616
"2012-11-07:12 AM",37.1224
"2012-11-08:12 AM",38.8269
"2012-11-09:12 AM",41.2376
"2012-11-10:12 AM",45.1616
"2012-11-11:12 AM",53.506
"2012-11-12:12 AM",38.4264
"2012-11-13:12 AM",31.9638
"2012-11-14:12 AM",34.9779
"2012-11-15:12 AM",37.1098
"2012-11-16:12 AM",36.2289
"2012-11-17:12 AM",39.4124
"2012-11-18:12 AM",42.4576
"2012-11-19:12 AM",43.7641
"2012-11-20:12 AM",44.6032
"2012-11-21:12 AM",44.8491
"2012-11-22:12 AM",48.6939
"2012-11-23:12 AM",36.6184
"2012-11-24:12 AM",27.8451
"2012-11-25:12 AM",30.1262
"2012-11-26:12 AM",27.7524
"2012-11-27:12 AM",26.7323
"2012-11-28:12 AM",28.4513
"2012-11-29:12 AM",32.1616
"2012-11-30:12 AM",31.8448
"2012-12-01:12 AM",37.7218
"2012-12-02:12 AM",44.4254
"2012-12-03:12 AM",46.058
"2012-12-04:12 AM",42.7654
"2012-12-05:12 AM",31.1859
"2012-12-06:12 AM",34.875
"2012-12-07:12 AM",35.5863
"2012-12-08:12 AM",32.3935
"2012-12-09:12 AM",30.8716
"2012-12-10:12 AM",29.4643
"2012-12-11:12 AM",26.388
"2012-12-12:12 AM",29.2055
"2012-12-13:12 AM",34.6084
"2012-12-14:12 AM",32.3524
"2012-12-15:12 AM",36.3767
"2012-12-16:12 AM",40.0487
"2012-12-17:12 AM",35.3309
"2012-12-18:12 AM",32.6302
"2012-12-19:12 AM",32.8743
"2012-12-20:12 AM",34.8958
"2012-12-21:12 AM",28.5478
"2012-12-22:12 AM",26.1446
"2012-12-23:12 AM",25.4467
"2012-12-24:12 AM",23.7605
"2012-12-25:12 AM",23.7457
"2012-12-26:12 AM",23.7483
"2012-12-27:12 AM",23.2511
"2012-12-28:12 AM",23.0169
"2012-12-29:12 AM",24.8652
"2012-12-30:12 AM",23.1971
"2012-12-31:12 AM",26.1223
"2013-01-01:12 AM",18.5905
"2013-01-02:12 AM",20.3661
"2013-01-03:12 AM",23.6444
"2013-01-04:12 AM",26.3444
"2013-01-05:12 AM",29.2707
"2013-01-06:12 AM",29.2712
"2013-01-07:12 AM",28.3393
"2013-01-08:12 AM",32.0767
"2013-01-09:12 AM",34.4476
"2013-01-10:12 AM",32.8343
"2013-01-11:12 AM",38.6967
"2013-01-12:12 AM",41.3672
"2013-01-13:12 AM",28.2252
"2013-01-14:12 AM",20.7187
"2013-01-15:12 AM",21.5112
"2013-01-16:12 AM",25.8843
"2013-01-17:12 AM",18.703
"2013-01-18:12 AM",20.3952
"2013-01-19:12 AM",31.8186
"2013-01-20:12 AM",15.4742
"2013-01-21:12 AM",8.3691
"2013-01-22:12 AM",4.0145
"2013-01-23:12 AM",9.5668
"2013-01-24:12 AM",9.2394
"2013-01-25:12 AM",16.4989
"2013-01-26:12 AM",19.6399
"2013-01-27:12 AM",24.345
"2013-01-28:12 AM",32.2504
"2013-01-29:12 AM",36.8317
"2013-01-30:12 AM",33.0165
"2013-01-31:12 AM",16.4313
"2013-02-01:12 AM",11.9775
"2013-02-02:12 AM",11.9757
"2013-02-03:12 AM",13.3077
"2013-02-04:12 AM",13.8358
"2013-02-05:12 AM",17.3916
"2013-02-06:12 AM",18.5338
"2013-02-07:12 AM",25.5515
"2013-02-08:12 AM",21.6889
"2013-02-09:12 AM",20.7181
"2013-02-10:12 AM",28.5705
"2013-02-11:12 AM",33.3954
"2013-02-12:12 AM",26.361
"2013-02-13:12 AM",29.4654
"2013-02-14:12 AM",30.1932
"2013-02-15:12 AM",20.7219
"2013-02-16:12 AM",16.6294
"2013-02-17:12 AM",15.5685
"2013-02-18:12 AM",26.5186
"2013-02-19:12 AM",24.3727
"2013-02-20:12 AM",14.1098
"2013-02-21:12 AM",17.1617
"2013-02-22:12 AM",24.6817
"2013-02-23:12 AM",27.81
"2013-02-24:12 AM",27.2188
"2013-02-25:12 AM",28.0947
"2013-02-26:12 AM",29.8866
"2013-02-27:12 AM",31.2973
"2013-02-28:12 AM",27.3958
"2013-03-01:12 AM",20.7151
"2013-03-02:12 AM",19.6516
"2013-03-03:12 AM",19.4441
"2013-03-04:12 AM",20.3261
"2013-03-05:12 AM",24.1641
"2013-03-06:12 AM",28.7186
"2013-03-07:12 AM",27.1512
"2013-03-08:12 AM",27.6658
"2013-03-09:12 AM",32.1528
"2013-03-10:12 AM",36.8926
"2013-03-11:12 AM",36.5412
"2013-03-12:12 AM",27.541
"2013-03-13:12 AM",23.6514
"2013-03-14:12 AM",26.6803
"2013-03-15:12 AM",28.233
"2013-03-16:12 AM",22.447
"2013-03-17:12 AM",20.4418
"2013-03-18:12 AM",26.0103
"2013-03-19:12 AM",24.543
"2013-03-20:12 AM",21.5814
"2013-03-21:12 AM",23.3962
"2013-03-22:12 AM",26.206
"2013-03-23:12 AM",28.2238
"2013-03-24:12 AM",28.1982
"2013-03-25:12 AM",30.3292
"2013-03-26:12 AM",32.1975
"2013-03-27:12 AM",31.831
"2013-03-28:12 AM",32.8172
"2013-03-29:12 AM",33.1408
"2013-03-30:12 AM",35.5248
"2013-03-31:12 AM",36.7358
"2013-04-01:12 AM",26.6119
"2013-04-02:12 AM",26.933
"2013-04-03:12 AM",28.1291
"2013-04-04:12 AM",35.3172
"2013-04-05:12 AM",31.6778
"2013-04-06:12 AM",33.9652
"2013-04-07:12 AM",38.5268
"2013-04-08:12 AM",36.3466
"2013-04-09:12 AM",36.5187
"2013-04-10:12 AM",34.0101
"2013-04-11:12 AM",31.7824
"2013-04-12:12 AM",31.8841
"2013-04-13:12 AM",32.436
"2013-04-14:12 AM",33.9017
"2013-04-15:12 AM",42.3122
"2013-04-16:12 AM",39.9245
"2013-04-17:12 AM",37.7085
"2013-04-18:12 AM",43.4822
"2013-04-19:12 AM",36.5153
"2013-04-20:12 AM",27.9901
"2013-04-21:12 AM",33.0055
"2013-04-22:12 AM",39.9481
"2013-04-23:12 AM",41.8644
"2013-04-24:12 AM",35.2216
"2013-04-25:12 AM",36.7979
"2013-04-26:12 AM",40.7498
"2013-04-27:12 AM",47.6319
"2013-04-28:12 AM",49.5981
"2013-04-29:12 AM",49.951
"2013-04-30:12 AM",54.7666
"2013-05-01:12 AM",53.9838
"2013-05-02:12 AM",47.966
"2013-05-03:12 AM",47.6742
"2013-05-04:12 AM",49.6989
"2013-05-05:12 AM",48.6702
"2013-05-06:12 AM",49.9599
"2013-05-07:12 AM",53.0371
"2013-05-08:12 AM",54.6949
"2013-05-09:12 AM",50.6662
"2013-05-10:12 AM",42.0138
"2013-05-11:12 AM",40.1095
"2013-05-12:12 AM",36.8229
"2013-05-13:12 AM",38.9752
"2013-05-14:12 AM",47.5857
"2013-05-15:12 AM",55.7652
"2013-05-16:12 AM",52.1388
"2013-05-17:12 AM",49.4035
"2013-05-18:12 AM",52.1809
"2013-05-19:12 AM",57.0387
"2013-05-20:12 AM",59.4882
"2013-05-21:12 AM",56.8069
"2013-05-22:12 AM",52.9714
"2013-05-23:12 AM",44.2324
"2013-05-24:12 AM",42.9084
"2013-05-25:12 AM",46.4436
"2013-05-26:12 AM",48.9704
"2013-05-27:12 AM",49.9593
"2013-05-28:12 AM",51.3952
"2013-05-29:12 AM",57.3584
"2013-05-30:12 AM",62.892
"2013-05-31:12 AM",62.9143
"2013-06-01:12 AM",58.527
"2013-06-02:12 AM",47.7423
"2013-06-03:12 AM",46.5642
"2013-06-04:12 AM",50.1314
"2013-06-05:12 AM",50.286
"2013-06-06:12 AM",50.9522
"2013-06-07:12 AM",51.4227
"2013-06-08:12 AM",53.4038
"2013-06-09:12 AM",56.7959
"2013-06-10:12 AM",58.1621
"2013-06-11:12 AM",57.7818
"2013-06-12:12 AM",58.1005
"2013-06-13:12 AM",56.428
"2013-06-14:12 AM",55.5022
"2013-06-15:12 AM",56.5736
"2013-06-16:12 AM",60.1187
"2013-06-17:12 AM",56.7516
"2013-06-18:12 AM",54.376
"2013-06-19:12 AM",56.0268
"2013-06-20:12 AM",60.5368
"2013-06-21:12 AM",63.5619
"2013-06-22:12 AM",62.8934
"2013-06-23:12 AM",65.6004
"2013-06-24:12 AM",67.1931
"2013-06-25:12 AM",66.1642
"2013-06-26:12 AM",66.2794
"2013-06-27:12 AM",64.8873
"2013-06-28:12 AM",60.51
"2013-06-29:12 AM",60.1387
"2013-06-30:12 AM",61.3668
"2013-07-01:12 AM",59.6809
"2013-07-02:12 AM",58.0858
"2013-07-03:12 AM",61.851
"2013-07-04:12 AM",64.6673
"2013-07-05:12 AM",68.005
"2013-07-06:12 AM",69.2415
"2013-07-07:12 AM",67.3457
"2013-07-08:12 AM",65.8755
"2013-07-09:12 AM",67.2537
"2013-07-10:12 AM",66.0132
"2013-07-11:12 AM",62.4328
"2013-07-12:12 AM",64.9042
"2013-07-13:12 AM",67.6461
"2013-07-14:12 AM",69.9647
"2013-07-15:12 AM",71.7823
"2013-07-16:12 AM",74.2584
"2013-07-17:12 AM",75.0096
"2013-07-18:12 AM",74.7772
"2013-07-19:12 AM",75.6113
"2013-07-20:12 AM",66.2477
"2013-07-21:12 AM",62.0649
"2013-07-22:12 AM",67.5086
"2013-07-23:12 AM",62.5194
"2013-07-24:12 AM",59.1609
"2013-07-25:12 AM",62.2432
"2013-07-26:12 AM",62.2227
"2013-07-27:12 AM",56.6258
"2013-07-28:12 AM",54.2232
"2013-07-29:12 AM",56.9802
"2013-07-30:12 AM",61.0502
"2013-07-31:12 AM",63.3654
"2013-08-01:12 AM",62.8236
"2013-08-02:12 AM",62.3325
"2013-08-03:12 AM",60.7141
"2013-08-04:12 AM",59.4379
"2013-08-05:12 AM",59.5306
"2013-08-06:12 AM",63.7502
"2013-08-07:12 AM",65.4348
"2013-08-08:12 AM",61.9885
"2013-08-09:12 AM",63.3112
"2013-08-10:12 AM",61.3533
"2013-08-11:12 AM",63.0257
"2013-08-12:12 AM",62.5771
"2013-08-13:12 AM",56.7783
"2013-08-14:12 AM",56.7912
"2013-08-15:12 AM",60.5777
"2013-08-16:12 AM",63.0133
"2013-08-17:12 AM",65.4476
"2013-08-18:12 AM",66.4662
"2013-08-19:12 AM",67.2271
"2013-08-20:12 AM",70.5238
"2013-08-21:12 AM",73.0188
"2013-08-22:12 AM",68.6889
"2013-08-23:12 AM",63.9626
"2013-08-24:12 AM",66.5231
"2013-08-25:12 AM",71.949
"2013-08-26:12 AM",74.129
"2013-08-27:12 AM",71.092
"2013-08-28:12 AM",69.3154
"2013-08-29:12 AM",71.3885
"2013-08-30:12 AM",71.0892
"2013-08-31:12 AM",67.208
"2013-09-01:12 AM",66.8395
"2013-09-02:12 AM",59.1768
"2013-09-03:12 AM",61.2396
"2013-09-04:12 AM",62.0841
"2013-09-05:12 AM",56.9808
"2013-09-06:12 AM",62.7271
"2013-09-07:12 AM",67.4002
"2013-09-08:12 AM",60.9982
"2013-09-09:12 AM",64.9976
"2013-09-10:12 AM",73.7224
"2013-09-11:12 AM",70.3492
"2013-09-12:12 AM",61.0858
"2013-09-13:12 AM",51.8715
"2013-09-14:12 AM",54.5945
"2013-09-15:12 AM",55.3642
"2013-09-16:12 AM",49.6458
"2013-09-17:12 AM",52.7349
"2013-09-18:12 AM",60.3637
"2013-09-19:12 AM",66.7854
"2013-09-20:12 AM",65.1778
"2013-09-21:12 AM",54.5994
"2013-09-22:12 AM",48.8077
"2013-09-23:12 AM",49.5451
"2013-09-24:12 AM",53.0458
"2013-09-25:12 AM",55.2308
"2013-09-26:12 AM",56.6766
"2013-09-27:12 AM",60.6429
"2013-09-28:12 AM",62.9683
"2013-09-29:12 AM",58.7304
"2013-09-30:12 AM",57.684
"2013-10-01:12 AM",62.8133
"2013-10-02:12 AM",60.6045
"2013-10-03:12 AM",60.1455
"2013-10-04:12 AM",60.1569
"2013-10-05:12 AM",58.3241
"2013-10-06:12 AM",58.8963
"2013-10-07:12 AM",50.464
"2013-10-08:12 AM",54.1801
"2013-10-09:12 AM",58.2552
"2013-10-10:12 AM",56.6456
"2013-10-11:12 AM",56.7682
"2013-10-12:12 AM",59.9171
"2013-10-13:12 AM",53.305
"2013-10-14:12 AM",49.4496
"2013-10-15:12 AM",52.4354
"2013-10-16:12 AM",51.5826
"2013-10-17:12 AM",47.2748
"2013-10-18:12 AM",46.868
"2013-10-19:12 AM",44.62
"2013-10-20:12 AM",44.3534
"2013-10-21:12 AM",44.2256
"2013-10-22:12 AM",39.1494
"2013-10-23:12 AM",37.8995
"2013-10-24:12 AM",38.0653
"2013-10-25:12 AM",39.6682
"2013-10-26:12 AM",42.049
"2013-10-27:12 AM",41.1103
"2013-10-28:12 AM",37.8448
"2013-10-29:12 AM",37.1647
"2013-10-30:12 AM",44.5309
"2013-10-31:12 AM",52.8082
"2013-11-01:12 AM",45.5196
"2013-11-02:12 AM",39.8599
"2013-11-03:12 AM",38.1769
"2013-11-04:12 AM",42.3399
"2013-11-05:12 AM",46.8984
"2013-11-06:12 AM",45.5392
"2013-11-07:12 AM",37.391
"2013-11-08:12 AM",36.3708
"2013-11-09:12 AM",41.3098
"2013-11-10:12 AM",38.8438
"2013-11-11:12 AM",32.8183
"2013-11-12:12 AM",26.7251
"2013-11-13:12 AM",31.8749
"2013-11-14:12 AM",37.8588
"2013-11-15:12 AM",41.4826
"2013-11-16:12 AM",44.4859
"2013-11-17:12 AM",51.8176
"2013-11-18:12 AM",35.1131
"2013-11-19:12 AM",31.0703
"2013-11-20:12 AM",36.5875
"2013-11-21:12 AM",39.1246
"2013-11-22:12 AM",33.4038
"2013-11-23:12 AM",22.2382
"2013-11-24:12 AM",19.0643
"2013-11-25:12 AM",28.8644
"2013-11-26:12 AM",28.8532
"2013-11-27:12 AM",22.807
"2013-11-28:12 AM",23.1741
"2013-11-29:12 AM",24.9663
"2013-11-30:12 AM",31.6423
"2013-12-01:12 AM",32.7835
"2013-12-02:12 AM",31.2001
"2013-12-03:12 AM",30.0668
"2013-12-04:12 AM",35.596
"2013-12-05:12 AM",32.3703
"2013-12-06:12 AM",20.586
"2013-12-07:12 AM",16.4073
"2013-12-08:12 AM",16.2176
"2013-12-09:12 AM",21.2758
"2013-12-10:12 AM",13.3921
"2013-12-11:12 AM",12.7771
"2013-12-12:12 AM",12.2475
"2013-12-13:12 AM",15.7924
"2013-12-14:12 AM",16.8795
"2013-12-15:12 AM",17.6738
"2013-12-16:12 AM",13.8015
"2013-12-17:12 AM",22.0471
"2013-12-18:12 AM",22.4811
"2013-12-19:12 AM",28.1199
"2013-12-20:12 AM",25.7191
"2013-12-21:12 AM",26.5386
"2013-12-22:12 AM",24.0188
"2013-12-23:12 AM",18.417
"2013-12-24:12 AM",13.0138
"2013-12-25:12 AM",18.5499
"2013-12-26:12 AM",19.9517
"2013-12-27:12 AM",25.6879
"2013-12-28:12 AM",33.8126
"2013-12-29:12 AM",22.9311
"2013-12-30:12 AM",11.2744
"2013-12-31:12 AM",10.2078
"2014-01-01:12 AM",8.5438
"2014-01-02:12 AM",8.7786
"2014-01-03:12 AM",9.0363
"2014-01-04:12 AM",22.2611
"2014-01-05:12 AM",17.0249
"2014-01-06:12 AM",4.1308
"2014-01-07:12 AM",1.1395
"2014-01-08:12 AM",8.3246
"2014-01-09:12 AM",11.1533
"2014-01-10:12 AM",27.3054
"2014-01-11:12 AM",32.6894
"2014-01-12:12 AM",30.1393
"2014-01-13:12 AM",33.8598
"2014-01-14:12 AM",27.4269
"2014-01-15:12 AM",19.8221
"2014-01-16:12 AM",22.5198
"2014-01-17:12 AM",22.6729
"2014-01-18:12 AM",18.4543
"2014-01-19:12 AM",22.3731
"2014-01-20:12 AM",14.194
"2014-01-21:12 AM",5.8438
"2014-01-22:12 AM",8.1851
"2014-01-23:12 AM",7.4923
"2014-01-24:12 AM",12.4347
"2014-01-25:12 AM",13.534
"2014-01-26:12 AM",10.0805
"2014-01-27:12 AM",4.924
"2014-01-28:12 AM",2.6006
"2014-01-29:12 AM",10.1626
"2014-01-30:12 AM",20.7739
"2014-01-31:12 AM",15.904
"2014-02-01:12 AM",17.2494
"2014-02-02:12 AM",16.3782
"2014-02-03:12 AM",12.1348
"2014-02-04:12 AM",16.7529
"2014-02-05:12 AM",15.4951
"2014-02-06:12 AM",10.6916
"2014-02-07:12 AM",9.667
"2014-02-08:12 AM",12.5897
"2014-02-09:12 AM",14.1228
"2014-02-10:12 AM",10.8064
"2014-02-11:12 AM",7.9452
"2014-02-12:12 AM",13.2525
"2014-02-13:12 AM",19.4085
"2014-02-14:12 AM",20.9196
"2014-02-15:12 AM",13.9505
"2014-02-16:12 AM",15.3489
"2014-02-17:12 AM",15.5289
"2014-02-18:12 AM",24.4357
"2014-02-19:12 AM",31.415
"2014-02-20:12 AM",31.1009
"2014-02-21:12 AM",28.5526
"2014-02-22:12 AM",21.0315
"2014-02-23:12 AM",17.4304
"2014-02-24:12 AM",15.1887
"2014-02-25:12 AM",12.7859
"2014-02-26:12 AM",7.7848
"2014-02-27:12 AM",5.3604
"2014-02-28:12 AM",5.1987
"2014-03-01:12 AM",14.4603
"2014-03-02:12 AM",7.1325
"2014-03-03:12 AM",6.9528
"2014-03-04:12 AM",13.6206
"2014-03-05:12 AM",12.3496
"2014-03-06:12 AM",16.3981
"2014-03-07:12 AM",26.5708
"2014-03-08:12 AM",23.3717
"2014-03-09:12 AM",24.3041
"2014-03-10:12 AM",33.3891
"2014-03-11:12 AM",33.6619
"2014-03-12:12 AM",17.8216
"2014-03-13:12 AM",15.1313
"2014-03-14:12 AM",32.7632
"2014-03-15:12 AM",22.7781
"2014-03-16:12 AM",11.316
"2014-03-17:12 AM",16.0126
"2014-03-18:12 AM",26.8988
"2014-03-19:12 AM",32.0529
"2014-03-20:12 AM",28.6254
"2014-03-21:12 AM",28.2479
"2014-03-22:12 AM",25.3465
