"DateTime","(deg F) Mean Temperature (CFSR) at Kansas, 2010-01-01 to 2019-03-14"
"2012-02-08:12 AM",27.6053
"2012-02-09:12 AM",31.1644
"2012-02-10:12 AM",29.0129
"2012-02-11:12 AM",17.0877
"2012-02-12:12 AM",21.4713
"2012-02-13:12 AM",30.47
"2012-02-14:12 AM",34.9988
"2012-02-15:12 AM",36.975
"2012-02-16:12 AM",36.4298
"2012-02-17:12 AM",40.1229
"2012-02-18:12 AM",36.4053
"2012-02-19:12 AM",36.8771
"2012-02-20:12 AM",42.4078
"2012-02-21:12 AM",40.7689
"2012-02-22:12 AM",49.5999
"2012-02-23:12 AM",47.5696
"2012-02-24:12 AM",37.6833
"2012-02-25:12 AM",39.5325
"2012-02-26:12 AM",47.7108
"2012-02-27:12 AM",40.3295
"2012-02-28:12 AM",51.1187
"2012-02-29:12 AM",49.2566
"2012-03-01:12 AM",49.6209
"2012-03-02:12 AM",43.5245
"2012-03-03:12 AM",39.0828
"2012-03-04:12 AM",47.5552
"2012-03-05:12 AM",49.4469
"2012-03-06:12 AM",60.9903
"2012-03-07:12 AM",58.856
"2012-03-08:12 AM",41.0328
"2012-03-09:12 AM",43.6735
"2012-03-10:12 AM",48.0967
"2012-03-11:12 AM",46.8712
"2012-03-12:12 AM",55.6115
"2012-03-13:12 AM",62.3953
"2012-03-14:12 AM",67.6884
"2012-03-15:12 AM",66.8453
"2012-03-16:12 AM",66.7794
"2012-03-17:12 AM",68.7871
"2012-03-18:12 AM",67.734
"2012-03-19:12 AM",62.4664
"2012-03-20:12 AM",51.498
"2012-03-21:12 AM",51.2242
"2012-03-22:12 AM",49.6929
"2012-03-23:12 AM",52.9221
"2012-03-24:12 AM",59.1255
"2012-03-25:12 AM",62.8511
"2012-03-26:12 AM",67.8472
"2012-03-27:12 AM",68.1179
"2012-03-28:12 AM",64.7076
"2012-03-29:12 AM",67.3354
"2012-03-30:12 AM",65.6602
"2012-03-31:12 AM",69.4755
"2012-04-01:12 AM",73.177
"2012-04-02:12 AM",72.009
"2012-04-03:12 AM",56.2897
"2012-04-04:12 AM",53.1826
"2012-04-05:12 AM",53.2265
"2012-04-06:12 AM",54.6253
"2012-04-07:12 AM",57.7787
"2012-04-08:12 AM",53.5631
"2012-04-09:12 AM",57.4925
"2012-04-10:12 AM",55.4553
"2012-04-11:12 AM",50.0382
"2012-04-12:12 AM",54.7518
"2012-04-13:12 AM",63.813
"2012-04-14:12 AM",64.7296
"2012-04-15:12 AM",60.1272
"2012-04-16:12 AM",53.4171
"2012-04-17:12 AM",57.7114
"2012-04-18:12 AM",64.3786
"2012-04-19:12 AM",64.4657
"2012-04-20:12 AM",54.0601
"2012-04-21:12 AM",57.3539
"2012-04-22:12 AM",56.9404
"2012-04-23:12 AM",56.3689
"2012-04-24:12 AM",70.4444
"2012-04-25:12 AM",78.1389
"2012-04-26:12 AM",71.7397
"2012-04-27:12 AM",67.0577
"2012-04-28:12 AM",59.3314
"2012-04-29:12 AM",60.39
"2012-04-30:12 AM",62.5633
"2012-05-01:12 AM",71.3592
"2012-05-02:12 AM",74.736
"2012-05-03:12 AM",75.5609
"2012-05-04:12 AM",77.5346
"2012-05-05:12 AM",78.2568
"2012-05-06:12 AM",67.3002
"2012-05-07:12 AM",58.8114
"2012-05-08:12 AM",60.2677
"2012-05-09:12 AM",62.0292
"2012-05-10:12 AM",67.9194
"2012-05-11:12 AM",65.9988
"2012-05-12:12 AM",58.9903
"2012-05-13:12 AM",61.5144
"2012-05-14:12 AM",65.7518
"2012-05-15:12 AM",70.9529
"2012-05-16:12 AM",71.0319
"2012-05-17:12 AM",74.4737
"2012-05-18:12 AM",78.0656
"2012-05-19:12 AM",74.7322
"2012-05-20:12 AM",66.6455
"2012-05-21:12 AM",66.3242
"2012-05-22:12 AM",72.5461
"2012-05-23:12 AM",79.8519
"2012-05-24:12 AM",74.802
"2012-05-25:12 AM",72.0984
"2012-05-26:12 AM",83.9289
"2012-05-27:12 AM",82.5737
"2012-05-28:12 AM",78.156
"2012-05-29:12 AM",74.748
"2012-05-30:12 AM",73.6605
"2012-05-31:12 AM",64.9018
"2012-06-01:12 AM",58.4973
"2012-06-02:12 AM",68.4946
"2012-06-03:12 AM",78.1666
"2012-06-04:12 AM",80.9082
"2012-06-05:12 AM",77.7022
"2012-06-06:12 AM",74.4247
"2012-06-07:12 AM",74.6739
"2012-06-08:12 AM",74.2347
"2012-06-09:12 AM",79.2106
"2012-06-10:12 AM",81.3889
"2012-06-11:12 AM",77.058
"2012-06-12:12 AM",74.4292
"2012-06-13:12 AM",78.6551
"2012-06-14:12 AM",82.5057
"2012-06-15:12 AM",81.1
"2012-06-16:12 AM",81.6118
"2012-06-17:12 AM",84.882
"2012-06-18:12 AM",88.9336
"2012-06-19:12 AM",86.949
"2012-06-20:12 AM",82.2182
"2012-06-21:12 AM",74.5376
"2012-06-22:12 AM",76.6983
"2012-06-23:12 AM",87.6475
"2012-06-24:12 AM",93.6327
"2012-06-25:12 AM",92.6182
"2012-06-26:12 AM",93.1662
"2012-06-27:12 AM",97.8343
"2012-06-28:12 AM",96.1484
"2012-06-29:12 AM",94.6071
"2012-06-30:12 AM",92.8614
"2012-07-01:12 AM",88.6251
"2012-07-02:12 AM",88.5105
"2012-07-03:12 AM",89.5824
"2012-07-04:12 AM",90.9563
"2012-07-05:12 AM",91.6997
"2012-07-06:12 AM",92.1337
"2012-07-07:12 AM",90.8875
"2012-07-08:12 AM",85.4415
"2012-07-09:12 AM",74.7136
"2012-07-10:12 AM",77.8771
"2012-07-11:12 AM",79.6901
"2012-07-12:12 AM",83.4262
"2012-07-13:12 AM",86.9623
"2012-07-14:12 AM",87.1434
"2012-07-15:12 AM",88.9164
"2012-07-16:12 AM",87.4051
"2012-07-17:12 AM",89.9058
"2012-07-18:12 AM",93.1437
"2012-07-19:12 AM",93.0398
"2012-07-20:12 AM",90.5961
"2012-07-21:12 AM",90.1108
"2012-07-22:12 AM",91.2954
"2012-07-23:12 AM",91.0108
"2012-07-24:12 AM",92.7446
"2012-07-25:12 AM",93.4711
"2012-07-26:12 AM",86.6278
"2012-07-27:12 AM",87.4969
"2012-07-28:12 AM",89.3257
"2012-07-29:12 AM",94.1108
"2012-07-30:12 AM",90.2181
"2012-07-31:12 AM",89.6409
"2012-08-01:12 AM",91.1624
"2012-08-02:12 AM",88.1748
"2012-08-03:12 AM",88.6978
"2012-08-04:12 AM",84.2115
"2012-08-05:12 AM",78.4623
"2012-08-06:12 AM",83.2734
"2012-08-07:12 AM",87.9096
"2012-08-08:12 AM",87.2283
"2012-08-09:12 AM",81.6694
"2012-08-10:12 AM",77.0158
"2012-08-11:12 AM",77.1989
"2012-08-12:12 AM",82.2652
"2012-08-13:12 AM",75.708
"2012-08-14:12 AM",70.8273
"2012-08-15:12 AM",78.3516
"2012-08-16:12 AM",77.2335
"2012-08-17:12 AM",71.114
"2012-08-18:12 AM",72.793
"2012-08-19:12 AM",69.8679
"2012-08-20:12 AM",71.9994
"2012-08-21:12 AM",79.0797
"2012-08-22:12 AM",79.8211
"2012-08-23:12 AM",80.2089
"2012-08-24:12 AM",74.5227
"2012-08-25:12 AM",74.3331
"2012-08-26:12 AM",74.5025
"2012-08-27:12 AM",77.0848
"2012-08-28:12 AM",78.6591
"2012-08-29:12 AM",79.5389
"2012-08-30:12 AM",80.7993
"2012-08-31:12 AM",78.935
"2012-09-01:12 AM",79.7272
"2012-09-02:12 AM",82.9404
"2012-09-03:12 AM",85.4859
"2012-09-04:12 AM",85.1389
"2012-09-05:12 AM",82.375
"2012-09-06:12 AM",79.5634
"2012-09-07:12 AM",73.6396
"2012-09-08:12 AM",66.0133
"2012-09-09:12 AM",68.3474
"2012-09-10:12 AM",70.7767
"2012-09-11:12 AM",79.8787
"2012-09-12:12 AM",76.3513
"2012-09-13:12 AM",58.2354
"2012-09-14:12 AM",58.5698
"2012-09-15:12 AM",61.3393
"2012-09-16:12 AM",65.7633
"2012-09-17:12 AM",63.426
"2012-09-18:12 AM",61.0783
"2012-09-19:12 AM",72.0255
"2012-09-20:12 AM",68.6714
"2012-09-21:12 AM",70.7189
"2012-09-22:12 AM",63.964
"2012-09-23:12 AM",60.0771
"2012-09-24:12 AM",65.624
"2012-09-25:12 AM",70.8897
"2012-09-26:12 AM",67.1367
"2012-09-27:12 AM",63.9054
"2012-09-28:12 AM",63.1456
"2012-09-29:12 AM",62.2494
"2012-09-30:12 AM",64.2871
"2012-10-01:12 AM",64.3113
"2012-10-02:12 AM",59.9644
"2012-10-03:12 AM",65.2977
"2012-10-04:12 AM",56.5146
"2012-10-05:12 AM",48.0036
"2012-10-06:12 AM",41.6701
"2012-10-07:12 AM",40.1875
"2012-10-08:12 AM",50.4399
"2012-10-09:12 AM",55.0121
"2012-10-10:12 AM",50.3683
"2012-10-11:12 AM",60.0418
"2012-10-12:12 AM",53.6819
"2012-10-13:12 AM",65.9512
"2012-10-14:12 AM",62.5003
"2012-10-15:12 AM",64.0521
"2012-10-16:12 AM",68.1643
"2012-10-17:12 AM",61.0435
"2012-10-18:12 AM",52.4206
"2012-10-19:12 AM",52.1755
"2012-10-20:12 AM",59.4453
"2012-10-21:12 AM",66.7319
"2012-10-22:12 AM",65.6114
"2012-10-23:12 AM",67.804
"2012-10-24:12 AM",69.4855
"2012-10-25:12 AM",48.8962
"2012-10-26:12 AM",36.9802
"2012-10-27:12 AM",35.9697
"2012-10-28:12 AM",42.3275
"2012-10-29:12 AM",50.6307
"2012-10-30:12 AM",55.3885
"2012-10-31:12 AM",52.8442
"2012-11-01:12 AM",58.071
"2012-11-02:12 AM",58.5676
"2012-11-03:12 AM",50.3379
"2012-11-04:12 AM",51.2692
"2012-11-05:12 AM",51.076
"2012-11-06:12 AM",50.4189
"2012-11-07:12 AM",50.0916
"2012-11-08:12 AM",55.1802
"2012-11-09:12 AM",60.7957
"2012-11-10:12 AM",68.8883
"2012-11-11:12 AM",40.7593
"2012-11-12:12 AM",34.2948
"2012-11-13:12 AM",40.8355
"2012-11-14:12 AM",43.7941
"2012-11-15:12 AM",45.3182
"2012-11-16:12 AM",44.7546
"2012-11-17:12 AM",50.1951
"2012-11-18:12 AM",52.3193
"2012-11-19:12 AM",54.4946
"2012-11-20:12 AM",52.3983
"2012-11-21:12 AM",57.7812
"2012-11-22:12 AM",61.8372
"2012-11-23:12 AM",40.8848
"2012-11-24:12 AM",42.0102
"2012-11-25:12 AM",46.549
"2012-11-26:12 AM",36.3484
"2012-11-27:12 AM",31.8751
"2012-11-28:12 AM",38.2663
"2012-11-29:12 AM",45.9293
"2012-11-30:12 AM",48.4219
"2012-12-01:12 AM",54.3285
"2012-12-02:12 AM",54.5434
"2012-12-03:12 AM",59.1026
"2012-12-04:12 AM",47.5851
"2012-12-05:12 AM",48.9247
"2012-12-06:12 AM",47.9597
"2012-12-07:12 AM",42.4402
"2012-12-08:12 AM",39.3589
"2012-12-09:12 AM",34.3303
"2012-12-10:12 AM",22.4632
"2012-12-11:12 AM",30.2059
"2012-12-12:12 AM",38.1742
"2012-12-13:12 AM",44.3844
"2012-12-14:12 AM",46.5712
"2012-12-15:12 AM",47.7241
"2012-12-16:12 AM",38.4935
"2012-12-17:12 AM",38.9748
"2012-12-18:12 AM",44.629
"2012-12-19:12 AM",41.2331
"2012-12-20:12 AM",28.5759
"2012-12-21:12 AM",29.3524
"2012-12-22:12 AM",34.0518
"2012-12-23:12 AM",29.1481
"2012-12-24:12 AM",24.5223
"2012-12-25:12 AM",16.9095
"2012-12-26:12 AM",13.7712
"2012-12-27:12 AM",21.4439
"2012-12-28:12 AM",20.3259
"2012-12-29:12 AM",22.3281
"2012-12-30:12 AM",30.5762
"2012-12-31:12 AM",27.7513
"2013-01-01:12 AM",19.5735
"2013-01-02:12 AM",22.7219
"2013-01-03:12 AM",21.3485
"2013-01-04:12 AM",22.9455
"2013-01-05:12 AM",29.1114
"2013-01-06:12 AM",29.3376
"2013-01-07:12 AM",35.0474
"2013-01-08:12 AM",37.1541
"2013-01-09:12 AM",38.5412
"2013-01-10:12 AM",40.7194
"2013-01-11:12 AM",47.3191
"2013-01-12:12 AM",28.9733
"2013-01-13:12 AM",18.1967
"2013-01-14:12 AM",18.225
"2013-01-15:12 AM",21.7054
"2013-01-16:12 AM",31.8484
"2013-01-17:12 AM",36.131
"2013-01-18:12 AM",43.0669
"2013-01-19:12 AM",46.6612
"2013-01-20:12 AM",37.6932
"2013-01-21:12 AM",27.4627
"2013-01-22:12 AM",28.6347
"2013-01-23:12 AM",36.0471
"2013-01-24:12 AM",26.4096
"2013-01-25:12 AM",34.6537
"2013-01-26:12 AM",42.2542
"2013-01-27:12 AM",50.5467
"2013-01-28:12 AM",56.1933
"2013-01-29:12 AM",45.5549
"2013-01-30:12 AM",30.3075
"2013-01-31:12 AM",28.002
"2013-02-01:12 AM",22.3592
"2013-02-02:12 AM",36.498
"2013-02-03:12 AM",39.4603
"2013-02-04:12 AM",42.8299
"2013-02-05:12 AM",43.7061
"2013-02-06:12 AM",47.2701
"2013-02-07:12 AM",48.0655
"2013-02-08:12 AM",39.0913
"2013-02-09:12 AM",42.1756
"2013-02-10:12 AM",42.8218
"2013-02-11:12 AM",33.7312
"2013-02-12:12 AM",34.8717
"2013-02-13:12 AM",38.1187
"2013-02-14:12 AM",41.1076
"2013-02-15:12 AM",32.2246
"2013-02-16:12 AM",33.0474
"2013-02-17:12 AM",45.3288
"2013-02-18:12 AM",45.4014
"2013-02-19:12 AM",33.5948
"2013-02-20:12 AM",28.2387
"2013-02-21:12 AM",22.5091
"2013-02-22:12 AM",20.7558
"2013-02-23:12 AM",23.7738
"2013-02-24:12 AM",31.1643
"2013-02-25:12 AM",31.7993
"2013-02-26:12 AM",28.9661
"2013-02-27:12 AM",31.1621
"2013-02-28:12 AM",30.987
"2013-03-01:12 AM",29.7297
"2013-03-02:12 AM",30.5647
"2013-03-03:12 AM",40.8484
"2013-03-04:12 AM",41.8764
"2013-03-05:12 AM",33.0309
"2013-03-06:12 AM",32.7727
"2013-03-07:12 AM",41.9387
"2013-03-08:12 AM",50.1375
"2013-03-09:12 AM",54.7986
"2013-03-10:12 AM",34.875
"2013-03-11:12 AM",33.5638
"2013-03-12:12 AM",39.2418
"2013-03-13:12 AM",41.0544
"2013-03-14:12 AM",54.5234
"2013-03-15:12 AM",62.7454
"2013-03-16:12 AM",50.5166
"2013-03-17:12 AM",38.0802
"2013-03-18:12 AM",43.0439
"2013-03-19:12 AM",42.2096
"2013-03-20:12 AM",38.7108
"2013-03-21:12 AM",39.8314
"2013-03-22:12 AM",38.4127
"2013-03-23:12 AM",33.2262
"2013-03-24:12 AM",27.7673
"2013-03-25:12 AM",25.4761
"2013-03-26:12 AM",29.6116
"2013-03-27:12 AM",41.3892
"2013-03-28:12 AM",48.2877
"2013-03-29:12 AM",54.7077
"2013-03-30:12 AM",60.9856
"2013-03-31:12 AM",55.5208
"2013-04-01:12 AM",43.8458
"2013-04-02:12 AM",38.633
"2013-04-03:12 AM",40.0453
"2013-04-04:12 AM",45.833
"2013-04-05:12 AM",55.6281
"2013-04-06:12 AM",63.3315
"2013-04-07:12 AM",62.2013
"2013-04-08:12 AM",62.8876
"2013-04-09:12 AM",49.9345
"2013-04-10:12 AM",30.0405
"2013-04-11:12 AM",35.2114
"2013-04-12:12 AM",43.1226
"2013-04-13:12 AM",51.4935
"2013-04-14:12 AM",61.8066
"2013-04-15:12 AM",50.2234
"2013-04-16:12 AM",41.6464
"2013-04-17:12 AM",41.8471
"2013-04-18:12 AM",34.2426
"2013-04-19:12 AM",41.1301
"2013-04-20:12 AM",46.7303
"2013-04-21:12 AM",55.4725
"2013-04-22:12 AM",53.1367
"2013-04-23:12 AM",32.6977
"2013-04-24:12 AM",40.2622
"2013-04-25:12 AM",49.4042
"2013-04-26:12 AM",55.0544
"2013-04-27:12 AM",58.0579
"2013-04-28:12 AM",63.5554
"2013-04-29:12 AM",69.2179
"2013-04-30:12 AM",71.3737
"2013-05-01:12 AM",51.5514
"2013-05-02:12 AM",38.5664
"2013-05-03:12 AM",44.0557
"2013-05-04:12 AM",43.9641
"2013-05-05:12 AM",50.2552
"2013-05-06:12 AM",55.074
"2013-05-07:12 AM",61.9479
"2013-05-08:12 AM",64.3197
"2013-05-09:12 AM",61.7304
"2013-05-10:12 AM",60.2308
"2013-05-11:12 AM",58.4398
"2013-05-12:12 AM",58.3372
"2013-05-13:12 AM",67.7628
"2013-05-14:12 AM",78.0082
"2013-05-15:12 AM",75.5076
"2013-05-16:12 AM",70.084
"2013-05-17:12 AM",71.7066
"2013-05-18:12 AM",75.15
"2013-05-19:12 AM",74.2579
"2013-05-20:12 AM",68.0716
"2013-05-21:12 AM",63.4057
"2013-05-22:12 AM",63.1283
"2013-05-23:12 AM",62.4972
"2013-05-24:12 AM",66.3543
"2013-05-25:12 AM",76.0957
"2013-05-26:12 AM",77.8582
"2013-05-27:12 AM",81.4143
"2013-05-28:12 AM",79.0849
"2013-05-29:12 AM",74.7583
"2013-05-30:12 AM",70.4752
"2013-05-31:12 AM",73.0708
"2013-06-01:12 AM",64.5895
"2013-06-02:12 AM",62.3244
"2013-06-03:12 AM",68.8717
"2013-06-04:12 AM",74.0716
"2013-06-05:12 AM",64.8045
"2013-06-06:12 AM",64.8487
"2013-06-07:12 AM",67.5428
"2013-06-08:12 AM",69.6159
"2013-06-09:12 AM",72.7288
"2013-06-10:12 AM",79.3479
"2013-06-11:12 AM",89.8421
"2013-06-12:12 AM",88.1069
"2013-06-13:12 AM",77.7902
"2013-06-14:12 AM",84.2749
"2013-06-15:12 AM",82.0227
"2013-06-16:12 AM",80.0461
"2013-06-17:12 AM",76.0905
"2013-06-18:12 AM",76.8994
"2013-06-19:12 AM",76.5921
"2013-06-20:12 AM",82.4959
"2013-06-21:12 AM",87.5359
"2013-06-22:12 AM",86.7974
"2013-06-23:12 AM",85.878
"2013-06-24:12 AM",86.358
"2013-06-25:12 AM",88.9623
"2013-06-26:12 AM",89.0956
"2013-06-27:12 AM",90.5092
"2013-06-28:12 AM",84.7632
"2013-06-29:12 AM",79.702
"2013-06-30:12 AM",73.9953
"2013-07-01:12 AM",71.2391
"2013-07-02:12 AM",71.6628
"2013-07-03:12 AM",74.6323
"2013-07-04:12 AM",78.2047
"2013-07-05:12 AM",83.1043
"2013-07-06:12 AM",84.9211
"2013-07-07:12 AM",87.0982
"2013-07-08:12 AM",88.4489
"2013-07-09:12 AM",91.5537
"2013-07-10:12 AM",86.0437
"2013-07-11:12 AM",85.0755
"2013-07-12:12 AM",87.4029
"2013-07-13:12 AM",90.0612
"2013-07-14:12 AM",80.7078
"2013-07-15:12 AM",75.191
"2013-07-16:12 AM",75.1834
"2013-07-17:12 AM",78.6774
"2013-07-18:12 AM",82.2607
"2013-07-19:12 AM",84.8943
"2013-07-20:12 AM",82.9906
"2013-07-21:12 AM",80.6153
"2013-07-22:12 AM",87.0483
"2013-07-23:12 AM",87.2991
"2013-07-24:12 AM",81.0401
"2013-07-25:12 AM",78.2965
"2013-07-26:12 AM",76.9329
"2013-07-27:12 AM",71.3001
"2013-07-28:12 AM",64.0479
"2013-07-29:12 AM",69.825
"2013-07-30:12 AM",74.7892
"2013-07-31:12 AM",77.1649
"2013-08-01:12 AM",77.7904
"2013-08-02:12 AM",79.8489
"2013-08-03:12 AM",76.9464
"2013-08-04:12 AM",75.2787
"2013-08-05:12 AM",79.3616
"2013-08-06:12 AM",81.162
"2013-08-07:12 AM",77.2043
"2013-08-08:12 AM",68.9142
"2013-08-09:12 AM",68.247
"2013-08-10:12 AM",70.3578
"2013-08-11:12 AM",73.3834
"2013-08-12:12 AM",75.1964
"2013-08-13:12 AM",73.2483
"2013-08-14:12 AM",69.5721
"2013-08-15:12 AM",71.5426
"2013-08-16:12 AM",70.5258
"2013-08-17:12 AM",69.4882
"2013-08-18:12 AM",70.2583
"2013-08-19:12 AM",75.099
"2013-08-20:12 AM",78.8043
"2013-08-21:12 AM",81.2354
"2013-08-22:12 AM",81.2273
"2013-08-23:12 AM",81.2822
"2013-08-24:12 AM",83.3256
"2013-08-25:12 AM",84.2232
"2013-08-26:12 AM",84.3139
"2013-08-27:12 AM",84.0339
"2013-08-28:12 AM",82.2735
"2013-08-29:12 AM",85.8693
"2013-08-30:12 AM",87.5161
"2013-08-31:12 AM",86.149
"2013-09-01:12 AM",80.2231
"2013-09-02:12 AM",73.571
"2013-09-03:12 AM",74.5426
"2013-09-04:12 AM",77.9104
"2013-09-05:12 AM",79.9626
"2013-09-06:12 AM",82.7141
"2013-09-07:12 AM",86.4932
"2013-09-08:12 AM",87.0084
"2013-09-09:12 AM",85.5374
"2013-09-10:12 AM",83.5128
"2013-09-11:12 AM",78.5224
"2013-09-12:12 AM",71.5352
"2013-09-13:12 AM",66.3195
"2013-09-14:12 AM",67.8648
"2013-09-15:12 AM",70.8973
"2013-09-16:12 AM",60.8952
"2013-09-17:12 AM",68.5081
"2013-09-18:12 AM",77.2758
"2013-09-19:12 AM",76.2058
"2013-09-20:12 AM",64.0949
"2013-09-21:12 AM",64.4202
"2013-09-22:12 AM",67.4661
"2013-09-23:12 AM",66.3895
"2013-09-24:12 AM",67.1103
"2013-09-25:12 AM",67.2397
"2013-09-26:12 AM",76.352
"2013-09-27:12 AM",77.5333
"2013-09-28:12 AM",63.2808
"2013-09-29:12 AM",60.1113
"2013-09-30:12 AM",64.2047
"2013-10-01:12 AM",68.6178
"2013-10-02:12 AM",71.5201
"2013-10-03:12 AM",73.7184
"2013-10-04:12 AM",71.7836
"2013-10-05:12 AM",51.8461
"2013-10-06:12 AM",53.9056
"2013-10-07:12 AM",58.6263
"2013-10-08:12 AM",65.5203
"2013-10-09:12 AM",66.9142
"2013-10-10:12 AM",68.5564
"2013-10-11:12 AM",66.7976
"2013-10-12:12 AM",58.5999
"2013-10-13:12 AM",57.349
"2013-10-14:12 AM",61.1281
"2013-10-15:12 AM",50.1478
"2013-10-16:12 AM",46.1712
"2013-10-17:12 AM",49.6027
"2013-10-18:12 AM",41.3541
"2013-10-19:12 AM",45.1539
"2013-10-20:12 AM",53.9127
"2013-10-21:12 AM",49.7656
"2013-10-22:12 AM",53.9308
"2013-10-23:12 AM",50.5416
"2013-10-24:12 AM",45.0801
"2013-10-25:12 AM",44.9559
"2013-10-26:12 AM",52.336
"2013-10-27:12 AM",51.49
"2013-10-28:12 AM",55.2371
"2013-10-29:12 AM",55.6905
"2013-10-30:12 AM",55.5899
"2013-10-31:12 AM",50.5845
"2013-11-01:12 AM",50.5953
"2013-11-02:12 AM",46.6054
"2013-11-03:12 AM",52.5632
"2013-11-04:12 AM",53.2098
"2013-11-05:12 AM",49.6049
"2013-11-06:12 AM",39.5816
"2013-11-07:12 AM",43.4689
"2013-11-08:12 AM",51.8326
"2013-11-09:12 AM",51.1725
"2013-11-10:12 AM",47.7338
"2013-11-11:12 AM",48.3665
"2013-11-12:12 AM",29.2496
"2013-11-13:12 AM",37.7872
"2013-11-14:12 AM",45.3454
"2013-11-15:12 AM",46.8464
"2013-11-16:12 AM",59.0758
"2013-11-17:12 AM",55.5503
"2013-11-18:12 AM",44.7757
"2013-11-19:12 AM",48.6019
"2013-11-20:12 AM",52.41
"2013-11-21:12 AM",39.2731
"2013-11-22:12 AM",24.2766
"2013-11-23:12 AM",26.0613
"2013-11-24:12 AM",23.0439
"2013-11-25:12 AM",28.153
"2013-11-26:12 AM",31.0066
"2013-11-27:12 AM",27.9334
"2013-11-28:12 AM",33.8088
"2013-11-29:12 AM",35.2398
"2013-11-30:12 AM",43.0606
"2013-12-01:12 AM",43.0677
"2013-12-02:12 AM",48.7006
"2013-12-03:12 AM",49.14
"2013-12-04:12 AM",32.4347
"2013-12-05:12 AM",17.8083
"2013-12-06:12 AM",13.2121
"2013-12-07:12 AM",10.0812
"2013-12-08:12 AM",17.8682
"2013-12-09:12 AM",14.2435
"2013-12-10:12 AM",22.2714
"2013-12-11:12 AM",22.62
"2013-12-12:12 AM",28.7296
"2013-12-13:12 AM",34.8674
"2013-12-14:12 AM",30.5218
"2013-12-15:12 AM",37.6738
"2013-12-16:12 AM",44.4511
"2013-12-17:12 AM",42.3541
"2013-12-18:12 AM",47.3185
"2013-12-19:12 AM",48.2567
"2013-12-20:12 AM",26.6673
"2013-12-21:12 AM",24.6798
"2013-12-22:12 AM",20.9755
"2013-12-23:12 AM",16.2462
"2013-12-24:12 AM",20.6256
"2013-12-25:12 AM",30.0421
"2013-12-26:12 AM",32.5328
"2013-12-27:12 AM",37.1383
"2013-12-28:12 AM",40.3943
"2013-12-29:12 AM",24.8499
"2013-12-30:12 AM",25.7198
"2013-12-31:12 AM",36.6831
"2014-01-01:12 AM",27.3663
"2014-01-02:12 AM",19.9335
"2014-01-03:12 AM",29.7774
"2014-01-04:12 AM",31.748
"2014-01-05:12 AM",13.1607
"2014-01-06:12 AM",6.2449
"2014-01-07:12 AM",23.4343
"2014-01-08:12 AM",27.4816
"2014-01-09:12 AM",27.4224
"2014-01-10:12 AM",34.5132
"2014-01-11:12 AM",38.0079
"2014-01-12:12 AM",46.1554
"2014-01-13:12 AM",42.301
"2014-01-14:12 AM",40.6213
"2014-01-15:12 AM",35.827
"2014-01-16:12 AM",42.0251
"2014-01-17:12 AM",32.2324
"2014-01-18:12 AM",41.2214
"2014-01-19:12 AM",42.9233
"2014-01-20:12 AM",44.6835
"2014-01-21:12 AM",27.711
"2014-01-22:12 AM",32.5243
"2014-01-23:12 AM",14.1174
"2014-01-24:12 AM",25.9331
"2014-01-25:12 AM",44.6018
"2014-01-26:12 AM",47.554
"2014-01-27:12 AM",20.9179
"2014-01-28:12 AM",17.3503
"2014-01-29:12 AM",26.9953
"2014-01-30:12 AM",39.6923
"2014-01-31:12 AM",27.6823
"2014-02-01:12 AM",24.0703
"2014-02-02:12 AM",17.9307
"2014-02-03:12 AM",22.0194
"2014-02-04:12 AM",22.9291
"2014-02-05:12 AM",5.8534
"2014-02-06:12 AM",1.4846
"2014-02-07:12 AM",7.975
"2014-02-08:12 AM",23.1318
"2014-02-09:12 AM",21.0344
"2014-02-10:12 AM",11.7824
"2014-02-11:12 AM",13.435
"2014-02-12:12 AM",26.6572
"2014-02-13:12 AM",34.5837
"2014-02-14:12 AM",39.9533
"2014-02-15:12 AM",39.8467
"2014-02-16:12 AM",41.3931
"2014-02-17:12 AM",48.2504
"2014-02-18:12 AM",53.5246
"2014-02-19:12 AM",48.031
"2014-02-20:12 AM",43.1922
"2014-02-21:12 AM",41.5904
"2014-02-22:12 AM",44.371
"2014-02-23:12 AM",33.7494
"2014-02-24:12 AM",31.3621
"2014-02-25:12 AM",26.526
"2014-02-26:12 AM",22.0964
"2014-02-27:12 AM",30.5371
"2014-02-28:12 AM",39.1334
"2014-03-01:12 AM",25.0981
"2014-03-02:12 AM",6.8011
"2014-03-03:12 AM",9.1297
"2014-03-04:12 AM",25.992
"2014-03-05:12 AM",33.8382
"2014-03-06:12 AM",37.6959
"2014-03-07:12 AM",43.7634
"2014-03-08:12 AM",33.7449
"2014-03-09:12 AM",43.4026
"2014-03-10:12 AM",56.7801
"2014-03-11:12 AM",54.3126
"2014-03-12:12 AM",42.2499
"2014-03-13:12 AM",50.0853
"2014-03-14:12 AM",55.1489
"2014-03-15:12 AM",53.9505
"2014-03-16:12 AM",40.1853
"2014-03-17:12 AM",45.6165
"2014-03-18:12 AM",48.576
"2014-03-19:12 AM",43.1517
"2014-03-20:12 AM",51.7429
"2014-03-21:12 AM",54.2079
"2014-03-22:12 AM",39.6171
"2014-03-23:12 AM",32.3344
"2014-03-24:12 AM",37.31
"2014-03-25:12 AM",37.5336
"2014-03-26:12 AM",45.5787
"2014-03-27:12 AM",54.5374
