"DateTime","(deg F) Mean Temperature (CFSR) at District of Columbia, 2010-01-01 to 2019-03-14"
"2012-02-02:12 AM",48.3107
"2012-02-03:12 AM",37.7672
"2012-02-04:12 AM",36.8803
"2012-02-05:12 AM",37.0684
"2012-02-06:12 AM",37.2101
"2012-02-07:12 AM",41.0279
"2012-02-08:12 AM",36.8798
"2012-02-09:12 AM",33.0498
"2012-02-10:12 AM",36.4892
"2012-02-11:12 AM",33.908
"2012-02-12:12 AM",24.1867
"2012-02-13:12 AM",30.4403
"2012-02-14:12 AM",38.1556
"2012-02-15:12 AM",40.932
"2012-02-16:12 AM",40.9136
"2012-02-17:12 AM",43.0871
"2012-02-18:12 AM",41.9009
"2012-02-19:12 AM",37.3878
"2012-02-20:12 AM",34.0767
"2012-02-21:12 AM",36.1674
"2012-02-22:12 AM",47.448
"2012-02-23:12 AM",51.3158
"2012-02-24:12 AM",53.4668
"2012-02-25:12 AM",36.0694
"2012-02-26:12 AM",35.0964
"2012-02-27:12 AM",42.6344
"2012-02-28:12 AM",42.0246
"2012-02-29:12 AM",46.6668
"2012-03-01:12 AM",53.6607
"2012-03-02:12 AM",45.2386
"2012-03-03:12 AM",48.1298
"2012-03-04:12 AM",39.5379
"2012-03-05:12 AM",33.9989
"2012-03-06:12 AM",33.8441
"2012-03-07:12 AM",46.3384
"2012-03-08:12 AM",58.9226
"2012-03-09:12 AM",48.812
"2012-03-10:12 AM",35.5131
"2012-03-11:12 AM",42.13
"2012-03-12:12 AM",51.6866
"2012-03-13:12 AM",63.6926
"2012-03-14:12 AM",63.0806
"2012-03-15:12 AM",65.2919
"2012-03-16:12 AM",53.3399
"2012-03-17:12 AM",56.4328
"2012-03-18:12 AM",56.4836
"2012-03-19:12 AM",58.9807
"2012-03-20:12 AM",60.832
"2012-03-21:12 AM",61.2099
"2012-03-22:12 AM",62.1032
"2012-03-23:12 AM",66.8057
"2012-03-24:12 AM",60.8531
"2012-03-25:12 AM",54.4244
"2012-03-26:12 AM",50.8379
"2012-03-27:12 AM",39.7522
"2012-03-28:12 AM",56.1137
"2012-03-29:12 AM",53.6535
"2012-03-30:12 AM",48.0191
"2012-03-31:12 AM",51.2159
"2012-04-01:12 AM",49.1036
"2012-04-02:12 AM",49.4798
"2012-04-03:12 AM",51.9899
"2012-04-04:12 AM",60.3851
"2012-04-05:12 AM",50.5216
"2012-04-06:12 AM",46.9306
"2012-04-07:12 AM",48.1145
"2012-04-08:12 AM",53.1945
"2012-04-09:12 AM",52.561
"2012-04-10:12 AM",50.6089
"2012-04-11:12 AM",43.0137
"2012-04-12:12 AM",47.5601
"2012-04-13:12 AM",49.9987
"2012-04-14:12 AM",58.3196
"2012-04-15:12 AM",67.865
"2012-04-16:12 AM",73.6777
"2012-04-17:12 AM",63.9532
"2012-04-18:12 AM",52.1847
"2012-04-19:12 AM",56.1402
"2012-04-20:12 AM",59.6012
"2012-04-21:12 AM",63.4037
"2012-04-22:12 AM",47.0053
"2012-04-23:12 AM",41.9338
"2012-04-24:12 AM",47.6375
"2012-04-25:12 AM",52.8886
"2012-04-26:12 AM",56.8017
"2012-04-27:12 AM",51.359
"2012-04-28:12 AM",49.7705
"2012-04-29:12 AM",52.0898
"2012-04-30:12 AM",55.2686
"2012-05-01:12 AM",68.644
"2012-05-02:12 AM",69.7051
"2012-05-03:12 AM",63.9698
"2012-05-04:12 AM",72.7808
"2012-05-05:12 AM",68.7398
"2012-05-06:12 AM",63.3682
"2012-05-07:12 AM",61.5515
"2012-05-08:12 AM",64.3429
"2012-05-09:12 AM",67.2714
"2012-05-10:12 AM",57.8277
"2012-05-11:12 AM",56.9062
"2012-05-12:12 AM",62.8128
"2012-05-13:12 AM",66.8048
"2012-05-14:12 AM",63.7574
"2012-05-15:12 AM",69.5431
"2012-05-16:12 AM",70.7284
"2012-05-17:12 AM",62.9559
"2012-05-18:12 AM",60.9049
"2012-05-19:12 AM",62.3314
"2012-05-20:12 AM",65.9268
"2012-05-21:12 AM",64.535
"2012-05-22:12 AM",66.803
"2012-05-23:12 AM",69.4458
"2012-05-24:12 AM",69.5025
"2012-05-25:12 AM",73.778
"2012-05-26:12 AM",73.8473
"2012-05-27:12 AM",75.2018
"2012-05-28:12 AM",78.7901
"2012-05-29:12 AM",80.4407
"2012-05-30:12 AM",71.8264
"2012-05-31:12 AM",70.8858
"2012-06-01:12 AM",73.1242
"2012-06-02:12 AM",63.1778
"2012-06-03:12 AM",66.2544
"2012-06-04:12 AM",65.975
"2012-06-05:12 AM",60.5129
"2012-06-06:12 AM",61.8642
"2012-06-07:12 AM",64.9913
"2012-06-08:12 AM",67.9127
"2012-06-09:12 AM",73.8203
"2012-06-10:12 AM",76.4771
"2012-06-11:12 AM",76.0527
"2012-06-12:12 AM",71.1307
"2012-06-13:12 AM",70.2239
"2012-06-14:12 AM",67.4695
"2012-06-15:12 AM",67.514
"2012-06-16:12 AM",65.8607
"2012-06-17:12 AM",65.1191
"2012-06-18:12 AM",65.35
"2012-06-19:12 AM",74.5678
"2012-06-20:12 AM",81.5121
"2012-06-21:12 AM",84.9636
"2012-06-22:12 AM",85.2453
"2012-06-23:12 AM",77.4441
"2012-06-24:12 AM",75.2693
"2012-06-25:12 AM",71.703
"2012-06-26:12 AM",67.0109
"2012-06-27:12 AM",71.8884
"2012-06-28:12 AM",78.7365
"2012-06-29:12 AM",87.2852
"2012-06-30:12 AM",84.8282
"2012-07-01:12 AM",85.0078
"2012-07-02:12 AM",82.04
"2012-07-03:12 AM",81.8541
"2012-07-04:12 AM",85.6585
"2012-07-05:12 AM",88.7306
"2012-07-06:12 AM",86.4567
"2012-07-07:12 AM",88.7288
"2012-07-08:12 AM",88.9394
"2012-07-09:12 AM",79.6303
"2012-07-10:12 AM",77.0266
"2012-07-11:12 AM",77.9868
"2012-07-12:12 AM",77.2219
"2012-07-13:12 AM",76.5563
"2012-07-14:12 AM",75.1046
"2012-07-15:12 AM",82.5336
"2012-07-16:12 AM",81.5977
"2012-07-17:12 AM",85.0357
"2012-07-18:12 AM",88.0345
"2012-07-19:12 AM",83.611
"2012-07-20:12 AM",75.0519
"2012-07-21:12 AM",65.7995
"2012-07-22:12 AM",71.3224
"2012-07-23:12 AM",77.2457
"2012-07-24:12 AM",85.7475
"2012-07-25:12 AM",78.8184
"2012-07-26:12 AM",85.9055
"2012-07-27:12 AM",85.1576
"2012-07-28:12 AM",82.8158
"2012-07-29:12 AM",79.3963
"2012-07-30:12 AM",79.1434
"2012-07-31:12 AM",79.4309
"2012-08-01:12 AM",79.857
"2012-08-02:12 AM",80.5384
"2012-08-03:12 AM",83.1272
"2012-08-04:12 AM",83.8346
"2012-08-05:12 AM",86.3852
"2012-08-06:12 AM",80.4938
"2012-08-07:12 AM",77.9499
"2012-08-08:12 AM",79.6892
"2012-08-09:12 AM",83.7518
"2012-08-10:12 AM",78.6659
"2012-08-11:12 AM",77.0495
"2012-08-12:12 AM",74.628
"2012-08-13:12 AM",76.8844
"2012-08-14:12 AM",80.7741
"2012-08-15:12 AM",76.806
"2012-08-16:12 AM",75.0974
"2012-08-17:12 AM",79.8309
"2012-08-18:12 AM",75.9366
"2012-08-19:12 AM",71.9078
"2012-08-20:12 AM",68.5175
"2012-08-21:12 AM",73.5296
"2012-08-22:12 AM",75.4453
"2012-08-23:12 AM",77.2898
"2012-08-24:12 AM",76.1585
"2012-08-25:12 AM",73.3712
"2012-08-26:12 AM",72.5612
"2012-08-27:12 AM",75.5695
"2012-08-28:12 AM",78.0472
"2012-08-29:12 AM",74.0953
"2012-08-30:12 AM",73.139
"2012-08-31:12 AM",79.0259
"2012-09-01:12 AM",83.3684
"2012-09-02:12 AM",78.5921
"2012-09-03:12 AM",78.0287
"2012-09-04:12 AM",78.6524
"2012-09-05:12 AM",79.079
"2012-09-06:12 AM",75.6333
"2012-09-07:12 AM",77.5166
"2012-09-08:12 AM",73.463
"2012-09-09:12 AM",65.9975
"2012-09-10:12 AM",64.4333
"2012-09-11:12 AM",61.9893
"2012-09-12:12 AM",64.4585
"2012-09-13:12 AM",65.4098
"2012-09-14:12 AM",68.1548
"2012-09-15:12 AM",66.0569
"2012-09-16:12 AM",61.9245
"2012-09-17:12 AM",65.2743
"2012-09-18:12 AM",69.4868
"2012-09-19:12 AM",61.1488
"2012-09-20:12 AM",60.2514
"2012-09-21:12 AM",65.4283
"2012-09-22:12 AM",72.2876
"2012-09-23:12 AM",59.562
"2012-09-24:12 AM",57.006
"2012-09-25:12 AM",60.8778
"2012-09-26:12 AM",71.0942
"2012-09-27:12 AM",74.453
"2012-09-28:12 AM",69.5719
"2012-09-29:12 AM",59.7326
"2012-09-30:12 AM",58.7304
"2012-10-01:12 AM",56.4301
"2012-10-02:12 AM",66.7783
"2012-10-03:12 AM",73.0346
"2012-10-04:12 AM",70.0678
"2012-10-05:12 AM",67.7871
"2012-10-06:12 AM",63.028
"2012-10-07:12 AM",49.7682
"2012-10-08:12 AM",45.4501
"2012-10-09:12 AM",50.765
"2012-10-10:12 AM",57.4155
"2012-10-11:12 AM",50.6466
"2012-10-12:12 AM",50.5908
"2012-10-13:12 AM",46.7339
"2012-10-14:12 AM",59.3892
"2012-10-15:12 AM",62.8506
"2012-10-16:12 AM",52.8508
"2012-10-17:12 AM",52.8881
"2012-10-18:12 AM",58.5297
"2012-10-19:12 AM",66.4804
"2012-10-20:12 AM",55.9337
"2012-10-21:12 AM",53.5532
"2012-10-22:12 AM",53.8709
"2012-10-23:12 AM",63.1688
"2012-10-24:12 AM",67.0028
"2012-10-25:12 AM",63.9509
"2012-10-26:12 AM",62.4596
"2012-10-27:12 AM",61.6644
"2012-10-28:12 AM",56.2442
"2012-10-29:12 AM",48.2698
"2012-10-30:12 AM",36.7439
"2012-10-31:12 AM",43.1321
"2012-11-01:12 AM",43.4372
"2012-11-02:12 AM",43.0623
"2012-11-03:12 AM",42.0206
"2012-11-04:12 AM",41.2192
"2012-11-05:12 AM",39.38
"2012-11-06:12 AM",36.4293
"2012-11-07:12 AM",38.5354
"2012-11-08:12 AM",41.0121
"2012-11-09:12 AM",43.0223
"2012-11-10:12 AM",46.3608
"2012-11-11:12 AM",51.5318
"2012-11-12:12 AM",58.4245
"2012-11-13:12 AM",46.6525
"2012-11-14:12 AM",37.1899
"2012-11-15:12 AM",39.7814
"2012-11-16:12 AM",42.3797
"2012-11-17:12 AM",40.5869
"2012-11-18:12 AM",43.2918
"2012-11-19:12 AM",45.7021
"2012-11-20:12 AM",46.1291
"2012-11-21:12 AM",42.4467
"2012-11-22:12 AM",42.4296
"2012-11-23:12 AM",44.6031
"2012-11-24:12 AM",35.8358
"2012-11-25:12 AM",32.8235
"2012-11-26:12 AM",37.9873
"2012-11-27:12 AM",39.4281
"2012-11-28:12 AM",35.8754
"2012-11-29:12 AM",37.1246
"2012-11-30:12 AM",38.1011
"2012-12-01:12 AM",39.9362
"2012-12-02:12 AM",45.7849
"2012-12-03:12 AM",57.4826
"2012-12-04:12 AM",59.6349
"2012-12-05:12 AM",52.9227
"2012-12-06:12 AM",35.3318
"2012-12-07:12 AM",41.4684
"2012-12-08:12 AM",51.5719
"2012-12-09:12 AM",48.9834
"2012-12-10:12 AM",57.6545
"2012-12-11:12 AM",44.6936
"2012-12-12:12 AM",40.0658
"2012-12-13:12 AM",37.603
"2012-12-14:12 AM",36.1049
"2012-12-15:12 AM",39.1312
"2012-12-16:12 AM",45.5275
"2012-12-17:12 AM",50.1044
"2012-12-18:12 AM",49.5927
"2012-12-19:12 AM",43.547
"2012-12-20:12 AM",42.1763
"2012-12-21:12 AM",42.2163
"2012-12-22:12 AM",33.7091
"2012-12-23:12 AM",34.5538
"2012-12-24:12 AM",35.9015
"2012-12-25:12 AM",39.3089
"2012-12-26:12 AM",38.7559
"2012-12-27:12 AM",34.866
"2012-12-28:12 AM",34.3207
"2012-12-29:12 AM",34.9934
"2012-12-30:12 AM",31.1279
"2012-12-31:12 AM",32.1714
"2013-01-01:12 AM",37.2074
"2013-01-02:12 AM",31.2157
"2013-01-03:12 AM",30.785
"2013-01-04:12 AM",32.2021
"2013-01-05:12 AM",31.9415
"2013-01-06:12 AM",38.0674
"2013-01-07:12 AM",36.9302
"2013-01-08:12 AM",37.2992
"2013-01-09:12 AM",43.2982
"2013-01-10:12 AM",42.6979
"2013-01-11:12 AM",40.7903
"2013-01-12:12 AM",45.3988
"2013-01-13:12 AM",49.1328
"2013-01-14:12 AM",54.7714
"2013-01-15:12 AM",39.916
"2013-01-16:12 AM",37.4599
"2013-01-17:12 AM",38.2527
"2013-01-18:12 AM",31.1405
"2013-01-19:12 AM",35.8952
"2013-01-20:12 AM",40.2345
"2013-01-21:12 AM",34.1105
"2013-01-22:12 AM",21.1298
"2013-01-23:12 AM",18.5535
"2013-01-24:12 AM",21.1663
"2013-01-25:12 AM",19.2299
"2013-01-26:12 AM",23.3546
"2013-01-27:12 AM",26.1275
"2013-01-28:12 AM",34.8413
"2013-01-29:12 AM",46.7434
"2013-01-30:12 AM",61.6501
"2013-01-31:12 AM",43.5996
"2013-02-01:12 AM",26.5919
"2013-02-02:12 AM",23.7429
"2013-02-03:12 AM",29.7275
"2013-02-04:12 AM",28.7825
"2013-02-05:12 AM",33.6479
"2013-02-06:12 AM",33.9111
"2013-02-07:12 AM",33.4472
"2013-02-08:12 AM",34.826
"2013-02-09:12 AM",29.3194
"2013-02-10:12 AM",32.3276
"2013-02-11:12 AM",44.9793
"2013-02-12:12 AM",43.1339
"2013-02-13:12 AM",38.9174
"2013-02-14:12 AM",36.7331
"2013-02-15:12 AM",41.9513
"2013-02-16:12 AM",35.0208
"2013-02-17:12 AM",27.5607
"2013-02-18:12 AM",28.3073
"2013-02-19:12 AM",37.5849
"2013-02-20:12 AM",29.6019
"2013-02-21:12 AM",28.337
"2013-02-22:12 AM",30.7994
"2013-02-23:12 AM",35.2247
"2013-02-24:12 AM",38.6465
"2013-02-25:12 AM",33.7523
"2013-02-26:12 AM",36.6525
"2013-02-27:12 AM",46.9269
"2013-02-28:12 AM",40.2692
"2013-03-01:12 AM",36.4816
"2013-03-02:12 AM",32.8014
"2013-03-03:12 AM",31.6031
"2013-03-04:12 AM",30.7585
"2013-03-05:12 AM",36.4676
"2013-03-06:12 AM",33.1597
"2013-03-07:12 AM",36.6264
"2013-03-08:12 AM",36.5031
"2013-03-09:12 AM",40.505
"2013-03-10:12 AM",44.0524
"2013-03-11:12 AM",48.0645
"2013-03-12:12 AM",49.136
"2013-03-13:12 AM",38.3104
"2013-03-14:12 AM",33.6515
"2013-03-15:12 AM",38.9678
"2013-03-16:12 AM",40.6823
"2013-03-17:12 AM",36.1355
"2013-03-18:12 AM",35.2103
"2013-03-19:12 AM",40.105
"2013-03-20:12 AM",39.092
"2013-03-21:12 AM",32.0995
"2013-03-22:12 AM",33.0759
"2013-03-23:12 AM",36.6953
"2013-03-24:12 AM",35.0087
"2013-03-25:12 AM",33.6362
"2013-03-26:12 AM",37.2389
"2013-03-27:12 AM",38.5826
"2013-03-28:12 AM",39.0911
"2013-03-29:12 AM",43.1663
"2013-03-30:12 AM",44.1311
"2013-03-31:12 AM",46.8684
"2013-04-01:12 AM",47.8256
"2013-04-02:12 AM",38.4669
"2013-04-03:12 AM",37.5638
"2013-04-04:12 AM",36.8569
"2013-04-05:12 AM",45.1688
"2013-04-06:12 AM",42.6591
"2013-04-07:12 AM",49.698
"2013-04-08:12 AM",64.1647
"2013-04-09:12 AM",69.687
"2013-04-10:12 AM",73.8288
"2013-04-11:12 AM",72.6472
"2013-04-12:12 AM",63.6067
"2013-04-13:12 AM",52.1767
"2013-04-14:12 AM",52.8301
"2013-04-15:12 AM",57.0259
"2013-04-16:12 AM",60.5889
"2013-04-17:12 AM",64.922
"2013-04-18:12 AM",63.1472
"2013-04-19:12 AM",67.7804
"2013-04-20:12 AM",49.6058
"2013-04-21:12 AM",43.6919
"2013-04-22:12 AM",43.349
"2013-04-23:12 AM",46.7384
"2013-04-24:12 AM",58.0811
"2013-04-25:12 AM",50.7267
"2013-04-26:12 AM",53.2198
"2013-04-27:12 AM",56.9786
"2013-04-28:12 AM",54.9131
"2013-04-29:12 AM",54.9703
"2013-04-30:12 AM",54.3083
"2013-05-01:12 AM",56.5174
"2013-05-02:12 AM",52.7338
"2013-05-03:12 AM",52.5519
"2013-05-04:12 AM",50.5004
"2013-05-05:12 AM",47.4584
"2013-05-06:12 AM",52.196
"2013-05-07:12 AM",56.6852
"2013-05-08:12 AM",59.0171
"2013-05-09:12 AM",59.4617
"2013-05-10:12 AM",69.6911
"2013-05-11:12 AM",68.2934
"2013-05-12:12 AM",58.0735
"2013-05-13:12 AM",49.7471
"2013-05-14:12 AM",52.5133
"2013-05-15:12 AM",66.2778
"2013-05-16:12 AM",73.2929
"2013-05-17:12 AM",69.9269
"2013-05-18:12 AM",60.7532
"2013-05-19:12 AM",65.0908
"2013-05-20:12 AM",70.4489
"2013-05-21:12 AM",73.6412
"2013-05-22:12 AM",75.9825
"2013-05-23:12 AM",71.5946
"2013-05-24:12 AM",57.1604
"2013-05-25:12 AM",52.4219
"2013-05-26:12 AM",55.4333
"2013-05-27:12 AM",60.3378
"2013-05-28:12 AM",70.5187
"2013-05-29:12 AM",77.4509
"2013-05-30:12 AM",78.2645
"2013-05-31:12 AM",76.9069
"2013-06-01:12 AM",78.7622
"2013-06-02:12 AM",76.7246
"2013-06-03:12 AM",71.6266
"2013-06-04:12 AM",63.0032
"2013-06-05:12 AM",64.8311
"2013-06-06:12 AM",63.2214
"2013-06-07:12 AM",67.3106
"2013-06-08:12 AM",70.3522
"2013-06-09:12 AM",70.8431
"2013-06-10:12 AM",72.1634
"2013-06-11:12 AM",73.1444
"2013-06-12:12 AM",75.9281
"2013-06-13:12 AM",74.7707
"2013-06-14:12 AM",67.9388
"2013-06-15:12 AM",70.3171
"2013-06-16:12 AM",72.9009
"2013-06-17:12 AM",74.5979
"2013-06-18:12 AM",71.8264
"2013-06-19:12 AM",68.3501
"2013-06-20:12 AM",68.6961
"2013-06-21:12 AM",68.0612
"2013-06-22:12 AM",70.9232
"2013-06-23:12 AM",71.8484
"2013-06-24:12 AM",76.4096
"2013-06-25:12 AM",79.5389
"2013-06-26:12 AM",79.4156
"2013-06-27:12 AM",74.7684
"2013-06-28:12 AM",77.6521
"2013-06-29:12 AM",76.6836
"2013-06-30:12 AM",76.0424
"2013-07-01:12 AM",74.8931
"2013-07-02:12 AM",73.427
"2013-07-03:12 AM",76.0199
"2013-07-04:12 AM",79.6784
"2013-07-05:12 AM",80.1842
"2013-07-06:12 AM",81.6881
"2013-07-07:12 AM",81.4815
"2013-07-08:12 AM",76.6998
"2013-07-09:12 AM",74.2235
"2013-07-10:12 AM",76.3506
"2013-07-11:12 AM",77.4545
"2013-07-12:12 AM",71.6315
"2013-07-13:12 AM",74.7972
"2013-07-14:12 AM",78.7694
"2013-07-15:12 AM",80.6149
"2013-07-16:12 AM",82.4428
"2013-07-17:12 AM",81.5558
"2013-07-18:12 AM",84.5672
"2013-07-19:12 AM",85.7372
"2013-07-20:12 AM",83.6847
"2013-07-21:12 AM",82.1521
"2013-07-22:12 AM",77.8627
"2013-07-23:12 AM",77.5134
"2013-07-24:12 AM",76.3358
"2013-07-25:12 AM",69.6763
"2013-07-26:12 AM",71.6657
"2013-07-27:12 AM",73.7258
"2013-07-28:12 AM",74.7536
"2013-07-29:12 AM",71.3871
"2013-07-30:12 AM",71.7926
"2013-07-31:12 AM",70.5902
"2013-08-01:12 AM",72.4024
"2013-08-02:12 AM",74.2437
"2013-08-03:12 AM",73.9503
"2013-08-04:12 AM",70.3616
"2013-08-05:12 AM",69.3928
"2013-08-06:12 AM",67.1774
"2013-08-07:12 AM",71.6036
"2013-08-08:12 AM",76.0001
"2013-08-09:12 AM",82.4315
"2013-08-10:12 AM",74.0867
"2013-08-11:12 AM",75.8152
"2013-08-12:12 AM",76.7844
"2013-08-13:12 AM",74.5412
"2013-08-14:12 AM",67.4335
"2013-08-15:12 AM",64.9261
"2013-08-16:12 AM",66.6401
"2013-08-17:12 AM",65.3796
"2013-08-18:12 AM",64.1169
"2013-08-19:12 AM",66.6779
"2013-08-20:12 AM",73.8527
"2013-08-21:12 AM",77.59
"2013-08-22:12 AM",76.7705
"2013-08-23:12 AM",73.3986
"2013-08-24:12 AM",70.0668
"2013-08-25:12 AM",68.0459
"2013-08-26:12 AM",71.523
"2013-08-27:12 AM",77.6876
"2013-08-28:12 AM",73.7069
"2013-08-29:12 AM",75.5618
"2013-08-30:12 AM",74.179
"2013-08-31:12 AM",78.0669
"2013-09-01:12 AM",79.8233
"2013-09-02:12 AM",76.9217
"2013-09-03:12 AM",76.3124
"2013-09-04:12 AM",68.7916
"2013-09-05:12 AM",71.5419
"2013-09-06:12 AM",64.0166
"2013-09-07:12 AM",65.4913
"2013-09-08:12 AM",74.4085
"2013-09-09:12 AM",68.0688
"2013-09-10:12 AM",77.6953
"2013-09-11:12 AM",81.2282
"2013-09-12:12 AM",81.0077
"2013-09-13:12 AM",68.4392
"2013-09-14:12 AM",58.0969
"2013-09-15:12 AM",60.4751
"2013-09-16:12 AM",65.5245
"2013-09-17:12 AM",58.4978
"2013-09-18:12 AM",57.0205
"2013-09-19:12 AM",61.5322
"2013-09-20:12 AM",65.944
"2013-09-21:12 AM",64.7479
"2013-09-22:12 AM",62.6531
"2013-09-23:12 AM",56.5921
"2013-09-24:12 AM",54.099
"2013-09-25:12 AM",59.1075
"2013-09-26:12 AM",62.9991
"2013-09-27:12 AM",61.2491
"2013-09-28:12 AM",60.5894
"2013-09-29:12 AM",60.2541
"2013-09-30:12 AM",60.2852
"2013-10-01:12 AM",66.0443
"2013-10-02:12 AM",69.9674
"2013-10-03:12 AM",72.4788
"2013-10-04:12 AM",71.3079
"2013-10-05:12 AM",75.8975
"2013-10-06:12 AM",75.6342
"2013-10-07:12 AM",67.2566
"2013-10-08:12 AM",57.6261
"2013-10-09:12 AM",57.0627
"2013-10-10:12 AM",54.1836
"2013-10-11:12 AM",58.8655
"2013-10-12:12 AM",62.1099
"2013-10-13:12 AM",60.1723
"2013-10-14:12 AM",57.5938
"2013-10-15:12 AM",60.2182
"2013-10-16:12 AM",62.5033
"2013-10-17:12 AM",65.1533
"2013-10-18:12 AM",54.4406
"2013-10-19:12 AM",56.1929
"2013-10-20:12 AM",49.4569
"2013-10-21:12 AM",50.9734
"2013-10-22:12 AM",55.0814
"2013-10-23:12 AM",50.4077
"2013-10-24:12 AM",43.1627
"2013-10-25:12 AM",41.7848
"2013-10-26:12 AM",43.007
"2013-10-27:12 AM",46.7267
"2013-10-28:12 AM",49.7219
"2013-10-29:12 AM",51.1745
"2013-10-30:12 AM",52.8129
"2013-10-31:12 AM",63.6152
"2013-11-01:12 AM",66.5902
"2013-11-02:12 AM",56.854
"2013-11-03:12 AM",46.3955
"2013-11-04:12 AM",37.44
"2013-11-05:12 AM",45.3992
"2013-11-06:12 AM",55.1349
"2013-11-07:12 AM",55.1021
"2013-11-08:12 AM",41.427
"2013-11-09:12 AM",41.3069
"2013-11-10:12 AM",46.9499
"2013-11-11:12 AM",44.128
"2013-11-12:12 AM",41.1273
"2013-11-13:12 AM",33.0737
"2013-11-14:12 AM",36.7389
"2013-11-15:12 AM",43.0236
"2013-11-16:12 AM",49.7723
"2013-11-17:12 AM",54.4248
"2013-11-18:12 AM",59.288
"2013-11-19:12 AM",42.4886
"2013-11-20:12 AM",36.8816
"2013-11-21:12 AM",41.0063
"2013-11-22:12 AM",53.7602
"2013-11-23:12 AM",43.6613
"2013-11-24:12 AM",26.2148
"2013-11-25:12 AM",25.9205
"2013-11-26:12 AM",35.2198
"2013-11-27:12 AM",36.1616
"2013-11-28:12 AM",28.6151
"2013-11-29:12 AM",31.6692
"2013-11-30:12 AM",30.4925
"2013-12-01:12 AM",32.4968
"2013-12-02:12 AM",37.3343
"2013-12-03:12 AM",41.6867
"2013-12-04:12 AM",45.4086
"2013-12-05:12 AM",56.9089
"2013-12-06:12 AM",53.2751
"2013-12-07:12 AM",37.1431
"2013-12-08:12 AM",28.9998
"2013-12-09:12 AM",33.1668
"2013-12-10:12 AM",30.8777
"2013-12-11:12 AM",23.9355
"2013-12-12:12 AM",24.2375
"2013-12-13:12 AM",30.3156
"2013-12-14:12 AM",34.7873
"2013-12-15:12 AM",34.1839
"2013-12-16:12 AM",30.5015
"2013-12-17:12 AM",34.5925
"2013-12-18:12 AM",31.2706
"2013-12-19:12 AM",37.9692
"2013-12-20:12 AM",47.3648
"2013-12-21:12 AM",57.7018
"2013-12-22:12 AM",66.6847
"2013-12-23:12 AM",57.1554
"2013-12-24:12 AM",33.575
"2013-12-25:12 AM",25.9637
"2013-12-26:12 AM",30.7216
"2013-12-27:12 AM",33.7109
"2013-12-28:12 AM",37.6371
"2013-12-29:12 AM",42.5237
"2013-12-30:12 AM",37.765
"2013-12-31:12 AM",32.4046
"2014-01-01:12 AM",33.9751
"2014-01-02:12 AM",33.9935
"2014-01-03:12 AM",17.4142
"2014-01-04:12 AM",19.7834
"2014-01-05:12 AM",33.7649
"2014-01-06:12 AM",35.9501
"2014-01-07:12 AM",9.6067
"2014-01-08:12 AM",18.7718
"2014-01-09:12 AM",29.3315
"2014-01-10:12 AM",31.8488
"2014-01-11:12 AM",46.0967
"2014-01-12:12 AM",39.5339
"2014-01-13:12 AM",41.4968
"2014-01-14:12 AM",45.7304
"2014-01-15:12 AM",38.7365
"2014-01-16:12 AM",32.0022
"2014-01-17:12 AM",34.6365
"2014-01-18:12 AM",28.2407
"2014-01-19:12 AM",32.2538
"2014-01-20:12 AM",36.5355
"2014-01-21:12 AM",26.3543
"2014-01-22:12 AM",7.2928
"2014-01-23:12 AM",12.0897
"2014-01-24:12 AM",11.1061
"2014-01-25:12 AM",21.2774
"2014-01-26:12 AM",22.9694
"2014-01-27:12 AM",31.604
"2014-01-28:12 AM",15.1583
"2014-01-29:12 AM",15.3887
"2014-01-30:12 AM",17.3453
"2014-01-31:12 AM",27.7259
"2014-02-01:12 AM",32.0301
"2014-02-02:12 AM",41.5836
"2014-02-03:12 AM",35.0852
"2014-02-04:12 AM",29.975
"2014-02-05:12 AM",34.0678
"2014-02-06:12 AM",27.3591
"2014-02-07:12 AM",32.6115
"2014-02-08:12 AM",29.0066
"2014-02-09:12 AM",31.0811
"2014-02-10:12 AM",26.9879
"2014-02-11:12 AM",23.3897
"2014-02-12:12 AM",22.937
"2014-02-13:12 AM",30.6198
"2014-02-14:12 AM",32.2381
"2014-02-15:12 AM",31.9419
"2014-02-16:12 AM",26.5658
"2014-02-17:12 AM",24.6376
"2014-02-18:12 AM",33.391
"2014-02-19:12 AM",42.6663
"2014-02-20:12 AM",40.7462
"2014-02-21:12 AM",50.7704
"2014-02-22:12 AM",43.1307
"2014-02-23:12 AM",46.0121
"2014-02-24:12 AM",34.3224
"2014-02-25:12 AM",29.5196
"2014-02-26:12 AM",26.7998
"2014-02-27:12 AM",26.8754
"2014-02-28:12 AM",19.4059
"2014-03-01:12 AM",28.3532
"2014-03-02:12 AM",38.0534
"2014-03-03:12 AM",19.8288
"2014-03-04:12 AM",16.866
"2014-03-05:12 AM",25.8274
"2014-03-06:12 AM",25.763
"2014-03-07:12 AM",31.4605
"2014-03-08:12 AM",38.5817
"2014-03-09:12 AM",38.2874
"2014-03-10:12 AM",41.0248
"2014-03-11:12 AM",53.6099
"2014-03-12:12 AM",52.2136
"2014-03-13:12 AM",26.3916
"2014-03-14:12 AM",36.7538
"2014-03-15:12 AM",48.9177
"2014-03-16:12 AM",36.9356
"2014-03-17:12 AM",26.3678
"2014-03-18:12 AM",29.1362
"2014-03-19:12 AM",33.3604
"2014-03-20:12 AM",42.8558
