"DateTime","(deg F) Mean Temperature (CFSR) at District of Columbia, 2010-01-01 to 2019-03-14"
"2014-03-21:12 AM",43.034
"2014-03-22:12 AM",50.729
"2014-03-23:12 AM",38.7761
"2014-03-24:12 AM",28.6408
"2014-03-25:12 AM",31.5073
"2014-03-26:12 AM",25.4696
"2014-03-27:12 AM",30.9101
"2014-03-28:12 AM",50.3303
"2014-03-29:12 AM",54.7943
"2014-03-30:12 AM",42.1439
"2014-03-31:12 AM",44.9843
"2014-04-01:12 AM",47.7073
"2014-04-02:12 AM",53.9654
"2014-04-03:12 AM",56.7176
"2014-04-04:12 AM",51.9431
"2014-04-05:12 AM",47.6069
"2014-04-06:12 AM",42.5152
"2014-04-07:12 AM",44.9947
"2014-04-08:12 AM",52.5308
"2014-04-09:12 AM",50.6242
"2014-04-10:12 AM",53.5937
"2014-04-11:12 AM",61.8184
"2014-04-12:12 AM",59.8946
"2014-04-13:12 AM",65.1884
"2014-04-14:12 AM",66.3521
"2014-04-15:12 AM",55.7132
"2014-04-16:12 AM",35.9857
"2014-04-17:12 AM",41.0248
"2014-04-18:12 AM",42.1893
"2014-04-19:12 AM",50.5787
"2014-04-20:12 AM",50.3861
"2014-04-21:12 AM",48.9938
"2014-04-22:12 AM",56.3189
"2014-04-23:12 AM",49.2724
"2014-04-24:12 AM",46.5841
"2014-04-25:12 AM",54.7993
"2014-04-26:12 AM",56.1911
"2014-04-27:12 AM",51.9742
"2014-04-28:12 AM",52.7342
"2014-04-29:12 AM",48.5753
"2014-04-30:12 AM",61.3931
"2014-05-01:12 AM",65.3018
"2014-05-02:12 AM",58.0815
"2014-05-03:12 AM",60.4535
"2014-05-04:12 AM",58.0595
"2014-05-05:12 AM",50.9851
"2014-05-06:12 AM",56.8391
"2014-05-07:12 AM",55.8037
"2014-05-08:12 AM",67.5549
"2014-05-09:12 AM",65.2442
"2014-05-10:12 AM",71.5428
"2014-05-11:12 AM",67.5288
"2014-05-12:12 AM",71.2612
"2014-05-13:12 AM",75.987
"2014-05-14:12 AM",62.8268
"2014-05-15:12 AM",69.6583
"2014-05-16:12 AM",62.0834
"2014-05-17:12 AM",56.8171
"2014-05-18:12 AM",55.9341
"2014-05-19:12 AM",55.5931
"2014-05-20:12 AM",63.4937
"2014-05-21:12 AM",69.4035
"2014-05-22:12 AM",70.1262
"2014-05-23:12 AM",64.1858
"2014-05-24:12 AM",61.6708
"2014-05-25:12 AM",66.9875
"2014-05-26:12 AM",70.7558
"2014-05-27:12 AM",73.656
"2014-05-28:12 AM",73.3298
"2014-05-29:12 AM",56.4993
"2014-05-30:12 AM",62.686
"2014-05-31:12 AM",65.2757
"2014-06-01:12 AM",62.8983
"2014-06-02:12 AM",65.2924
"2014-06-03:12 AM",73.1615
"2014-06-04:12 AM",75.1942
"2014-06-05:12 AM",69.7487
"2014-06-06:12 AM",66.5456
"2014-06-07:12 AM",66.8849
"2014-06-08:12 AM",71.4929
"2014-06-09:12 AM",73.8446
"2014-06-10:12 AM",76.7075
"2014-06-11:12 AM",75.736
"2014-06-12:12 AM",70.718
"2014-06-13:12 AM",73.0701
"2014-06-14:12 AM",67.0168
"2014-06-15:12 AM",66.5245
"2014-06-16:12 AM",73.409
"2014-06-17:12 AM",81.3434
"2014-06-18:12 AM",83.3126
"2014-06-19:12 AM",78.715
"2014-06-20:12 AM",70.2959
"2014-06-21:12 AM",69.773
"2014-06-22:12 AM",69.6753
"2014-06-23:12 AM",70.9498
"2014-06-24:12 AM",73.9288
"2014-06-25:12 AM",77.1166
"2014-06-26:12 AM",77.1935
"2014-06-27:12 AM",76.0982
"2014-06-28:12 AM",71.906
"2014-06-29:12 AM",71.4511
"2014-06-30:12 AM",73.036
"2014-07-01:12 AM",80.5991
"2014-07-02:12 AM",84.056
"2014-07-03:12 AM",80.8714
"2014-07-04:12 AM",70.7599
"2014-07-05:12 AM",69.449
"2014-07-06:12 AM",71.8722
"2014-07-07:12 AM",79.5538
"2014-07-08:12 AM",83.7941
"2014-07-09:12 AM",81.1121
"2014-07-10:12 AM",75.758
"2014-07-11:12 AM",75.4884
"2014-07-12:12 AM",76.9379
"2014-07-13:12 AM",81.9932
"2014-07-14:12 AM",81.5355
"2014-07-15:12 AM",77.4977
"2014-07-16:12 AM",72.0905
"2014-07-17:12 AM",70.286
"2014-07-18:12 AM",70.5601
"2014-07-19:12 AM",71.1509
"2014-07-20:12 AM",74.3675
"2014-07-21:12 AM",75.1559
"2014-07-22:12 AM",77.4144
"2014-07-23:12 AM",81.6328
"2014-07-24:12 AM",74.2856
"2014-07-25:12 AM",68.1728
"2014-07-26:12 AM",74.8202
"2014-07-27:12 AM",79.4313
"2014-07-28:12 AM",76.9591
"2014-07-29:12 AM",68.4518
"2014-07-30:12 AM",67.2562
"2014-07-31:12 AM",73.7789
"2014-08-01:12 AM",72.4329
"2014-08-02:12 AM",72.1674
"2014-08-03:12 AM",69.8027
"2014-08-04:12 AM",74.6695
"2014-08-05:12 AM",75.7315
"2014-08-06:12 AM",74.6982
"2014-08-07:12 AM",73.9193
"2014-08-08:12 AM",73.5363
"2014-08-09:12 AM",72.2345
"2014-08-10:12 AM",75.11
"2014-08-11:12 AM",72.0644
"2014-08-12:12 AM",72.9639
"2014-08-13:12 AM",73.4689
"2014-08-14:12 AM",68.9252
"2014-08-15:12 AM",66.0155
"2014-08-16:12 AM",68.5198
"2014-08-17:12 AM",71.7908
"2014-08-18:12 AM",73.0953
"2014-08-19:12 AM",75.0632
"2014-08-20:12 AM",74.9998
"2014-08-21:12 AM",76.604
"2014-08-22:12 AM",74.534
"2014-08-23:12 AM",72.2628
"2014-08-24:12 AM",69.8594
"2014-08-25:12 AM",69.2578
"2014-08-26:12 AM",71.4299
"2014-08-27:12 AM",73.0117
"2014-08-28:12 AM",75.1946
"2014-08-29:12 AM",69.3748
"2014-08-30:12 AM",73.1169
"2014-08-31:12 AM",79.9412
"2014-09-01:12 AM",76.5086
"2014-09-02:12 AM",81.5365
"2014-09-03:12 AM",77.3564
"2014-09-04:12 AM",76.1275
"2014-09-05:12 AM",79.1451
"2014-09-06:12 AM",79.8291
"2014-09-07:12 AM",70.0808
"2014-09-08:12 AM",68.5152
"2014-09-09:12 AM",69.8486
"2014-09-10:12 AM",72.478
"2014-09-11:12 AM",75.3022
"2014-09-12:12 AM",67.5806
"2014-09-13:12 AM",62.5667
"2014-09-14:12 AM",58.0716
"2014-09-15:12 AM",62.0123
"2014-09-16:12 AM",66.3139
"2014-09-17:12 AM",65.8337
"2014-09-18:12 AM",65.7446
"2014-09-19:12 AM",60.1498
"2014-09-20:12 AM",67.5477
"2014-09-21:12 AM",70.6716
"2014-09-22:12 AM",63.3101
"2014-09-23:12 AM",57.0636
"2014-09-24:12 AM",60.7388
"2014-09-25:12 AM",60.3554
"2014-09-26:12 AM",63.8352
"2014-09-27:12 AM",63.5774
"2014-09-28:12 AM",64.5449
"2014-09-29:12 AM",63.2822
"2014-09-30:12 AM",64.1633
"2014-10-01:12 AM",64.5071
"2014-10-02:12 AM",66.1019
"2014-10-03:12 AM",65.8652
"2014-10-04:12 AM",60.8364
"2014-10-05:12 AM",48.4961
"2014-10-06:12 AM",58.0325
"2014-10-07:12 AM",64.2677
"2014-10-08:12 AM",66.5825
"2014-10-09:12 AM",59.8896
"2014-10-10:12 AM",61.9043
"2014-10-11:12 AM",54.9073
"2014-10-12:12 AM",53.5181
"2014-10-13:12 AM",63.0208
"2014-10-14:12 AM",71.7157
"2014-10-15:12 AM",70.8575
"2014-10-16:12 AM",59.9603
"2014-10-17:12 AM",61.4192
"2014-10-18:12 AM",57.9857
"2014-10-19:12 AM",50.4243
"2014-10-20:12 AM",51.5183
"2014-10-21:12 AM",57.4907
"2014-10-22:12 AM",52.592
"2014-10-23:12 AM",54.3591
"2014-10-24:12 AM",56.5853
"2014-10-25:12 AM",56.5857
"2014-10-26:12 AM",57.0677
"2014-10-27:12 AM",54.8506
"2014-10-28:12 AM",65.7973
"2014-10-29:12 AM",59.6786
"2014-10-30:12 AM",50.6741
"2014-10-31:12 AM",47.3572
"2014-11-01:12 AM",44.9299
"2014-11-02:12 AM",41.3753
"2014-11-03:12 AM",47.2883
"2014-11-04:12 AM",58.1783
"2014-11-05:12 AM",59.4918
"2014-11-06:12 AM",56.9795
"2014-11-07:12 AM",45.6476
"2014-11-08:12 AM",40.7147
"2014-11-09:12 AM",47.5867
"2014-11-10:12 AM",48.366
"2014-11-11:12 AM",51.9472
"2014-11-12:12 AM",53.8691
"2014-11-13:12 AM",41.2974
"2014-11-14:12 AM",34.0016
"2014-11-15:12 AM",31.4083
"2014-11-16:12 AM",39.1743
"2014-11-17:12 AM",42.0921
"2014-11-18:12 AM",27.027
"2014-11-19:12 AM",27.297
"2014-11-20:12 AM",35.0316
"2014-11-21:12 AM",28.1498
"2014-11-22:12 AM",33.6146
"2014-11-23:12 AM",46.4445
"2014-11-24:12 AM",62.5424
"2014-11-25:12 AM",53.9654
"2014-11-26:12 AM",40.0267
"2014-11-27:12 AM",33.8464
"2014-11-28:12 AM",30.695
"2014-11-29:12 AM",34.3571
"2014-11-30:12 AM",45.8253
"2014-12-01:12 AM",53.3313
"2014-12-02:12 AM",38.0795
"2014-12-03:12 AM",41.9121
"2014-12-04:12 AM",38.0561
"2014-12-05:12 AM",37.5498
"2014-12-06:12 AM",43.5097
"2014-12-07:12 AM",35.5541
"2014-12-08:12 AM",31.4456
"2014-12-09:12 AM",36.8555
"2014-12-10:12 AM",37.8271
"2014-12-11:12 AM",33.7163
"2014-12-12:12 AM",34.0966
"2014-12-13:12 AM",34.6658
"2014-12-14:12 AM",39.9416
"2014-12-15:12 AM",46.0656
"2014-12-16:12 AM",45.37
"2014-12-17:12 AM",42.0319
"2014-12-18:12 AM",33.723
"2014-12-19:12 AM",33.1277
"2014-12-20:12 AM",30.6698
"2014-12-21:12 AM",32.6345
"2014-12-22:12 AM",30.312
"2014-12-23:12 AM",37.7919
"2014-12-24:12 AM",46.7325
"2014-12-25:12 AM",48.7405
"2014-12-26:12 AM",38.9651
"2014-12-27:12 AM",42.5142
"2014-12-28:12 AM",48.9407
"2014-12-29:12 AM",40.8646
"2014-12-30:12 AM",34.9862
"2014-12-31:12 AM",29.4944
"2015-01-01:12 AM",31.6216
"2015-01-02:12 AM",35.3386
"2015-01-03:12 AM",36.2516
"2015-01-04:12 AM",51.3783
"2015-01-05:12 AM",33.2186
"2015-01-06:12 AM",27.8717
"2015-01-07:12 AM",20.9165
"2015-01-08:12 AM",12.5654
"2015-01-09:12 AM",26.1019
"2015-01-10:12 AM",19.539
"2015-01-11:12 AM",26.595
"2015-01-12:12 AM",34.2469
"2015-01-13:12 AM",27.7921
"2015-01-14:12 AM",27.4721
"2015-01-15:12 AM",29.0354
"2015-01-16:12 AM",31.865
"2015-01-17:12 AM",30.0254
"2015-01-18:12 AM",36.0257
"2015-01-19:12 AM",35.2607
"2015-01-20:12 AM",35.2553
"2015-01-21:12 AM",31.7336
"2015-01-22:12 AM",34.1812
"2015-01-23:12 AM",32.7101
"2015-01-24:12 AM",32.9203
"2015-01-25:12 AM",37.0526
"2015-01-26:12 AM",34.2019
"2015-01-27:12 AM",28.4905
"2015-01-28:12 AM",23.7461
"2015-01-29:12 AM",27.7556
"2015-01-30:12 AM",30.9029
"2015-01-31:12 AM",21.2342
"2015-02-01:12 AM",30.2941
"2015-02-02:12 AM",36.9491
"2015-02-03:12 AM",26.0204
"2015-02-04:12 AM",35.0357
"2015-02-05:12 AM",27.5472
"2015-02-06:12 AM",25.8611
"2015-02-07:12 AM",33.175
"2015-02-08:12 AM",41.9405
"2015-02-09:12 AM",36.9397
"2015-02-10:12 AM",31.1428
"2015-02-11:12 AM",30.8953
"2015-02-12:12 AM",30.2765
"2015-02-13:12 AM",18.1355
"2015-02-14:12 AM",27.0023
"2015-02-15:12 AM",11.6451
"2015-02-16:12 AM",10.5499
"2015-02-17:12 AM",16.7509
"2015-02-18:12 AM",18.2705
"2015-02-19:12 AM",8.7809
"2015-02-20:12 AM",4.9671
"2015-02-21:12 AM",18.3983
"2015-02-22:12 AM",33.9521
"2015-02-23:12 AM",24.6951
"2015-02-24:12 AM",18.0973
"2015-02-25:12 AM",26.2873
"2015-02-26:12 AM",29.2271
"2015-02-27:12 AM",25.39
"2015-02-28:12 AM",19.4198
"2015-03-01:12 AM",25.6748
"2015-03-02:12 AM",31.4717
"2015-03-03:12 AM",28.7303
"2015-03-04:12 AM",40.226
"2015-03-05:12 AM",29.8994
"2015-03-06:12 AM",13.2202
"2015-03-07:12 AM",26.6121
"2015-03-08:12 AM",38.8522
"2015-03-09:12 AM",42.296
"2015-03-10:12 AM",43.1253
"2015-03-11:12 AM",52.3405
"2015-03-12:12 AM",41.8712
"2015-03-13:12 AM",38.9372
"2015-03-14:12 AM",48.4034
"2015-03-15:12 AM",44.6922
"2015-03-16:12 AM",44.8844
"2015-03-17:12 AM",52.2054
"2015-03-18:12 AM",35.2089
"2015-03-19:12 AM",38.7626
"2015-03-20:12 AM",34.5457
"2015-03-21:12 AM",41.2322
"2015-03-22:12 AM",40.6764
"2015-03-23:12 AM",35.0397
"2015-03-24:12 AM",35.78
"2015-03-25:12 AM",37.4702
"2015-03-26:12 AM",56.3873
"2015-03-27:12 AM",41.8123
"2015-03-28:12 AM",30.4092
"2015-03-29:12 AM",31.6751
"2015-03-30:12 AM",42.5908
"2015-03-31:12 AM",49.7772
"2015-04-01:12 AM",42.2717
"2015-04-02:12 AM",51.6501
"2015-04-03:12 AM",63.5211
"2015-04-04:12 AM",51.67
"2015-04-05:12 AM",48.1402
"2015-04-06:12 AM",56.9273
"2015-04-07:12 AM",63.8807
"2015-04-08:12 AM",48.9727
"2015-04-09:12 AM",43.3666
"2015-04-10:12 AM",52.8184
"2015-04-11:12 AM",53.4942
"2015-04-12:12 AM",52.0237
"2015-04-13:12 AM",59.6017
"2015-04-14:12 AM",57.9713
"2015-04-15:12 AM",54.0639
"2015-04-16:12 AM",56.3522
"2015-04-17:12 AM",62.7377
"2015-04-18:12 AM",64.6574
"2015-04-19:12 AM",58.748
"2015-04-20:12 AM",66.294
"2015-04-21:12 AM",58.5311
"2015-04-22:12 AM",55.1768
"2015-04-23:12 AM",46.0791
"2015-04-24:12 AM",43.457
"2015-04-25:12 AM",45.217
"2015-04-26:12 AM",49.1283
"2015-04-27:12 AM",50.5458
"2015-04-28:12 AM",52.7657
"2015-04-29:12 AM",59.7312
"2015-04-30:12 AM",60.161
"2015-05-01:12 AM",52.8404
"2015-05-02:12 AM",56.4665
"2015-05-03:12 AM",64.4544
"2015-05-04:12 AM",69.8855
"2015-05-05:12 AM",72.1144
"2015-05-06:12 AM",69.9246
"2015-05-07:12 AM",66.6945
"2015-05-08:12 AM",66.9177
"2015-05-09:12 AM",66.627
"2015-05-10:12 AM",69.2078
"2015-05-11:12 AM",68.8464
"2015-05-12:12 AM",74.8661
"2015-05-13:12 AM",60.7033
"2015-05-14:12 AM",55.9616
"2015-05-15:12 AM",62.6891
"2015-05-16:12 AM",71.0884
"2015-05-17:12 AM",72.6246
"2015-05-18:12 AM",74.332
"2015-05-19:12 AM",73.3878
"2015-05-20:12 AM",61.6069
"2015-05-21:12 AM",50.4855
"2015-05-22:12 AM",58.7273
"2015-05-23:12 AM",58.6269
"2015-05-24:12 AM",65.6636
"2015-05-25:12 AM",72.0788
"2015-05-26:12 AM",74.1187
"2015-05-27:12 AM",79.1784
"2015-05-28:12 AM",77.3217
"2015-05-29:12 AM",75.9979
"2015-05-30:12 AM",75.4439
"2015-05-31:12 AM",77.6422
"2015-06-01:12 AM",75.3836
"2015-06-02:12 AM",61.0254
"2015-06-03:12 AM",57.1644
"2015-06-04:12 AM",58.5352
"2015-06-05:12 AM",61.5799
"2015-06-06:12 AM",67.235
"2015-06-07:12 AM",66.038
"2015-06-08:12 AM",73.5872
"2015-06-09:12 AM",76.9347
"2015-06-10:12 AM",73.1403
"2015-06-11:12 AM",77.8312
"2015-06-12:12 AM",81.5445
"2015-06-13:12 AM",81.2341
"2015-06-14:12 AM",80.8767
"2015-06-15:12 AM",80.0141
"2015-06-16:12 AM",81.441
"2015-06-17:12 AM",75.8444
"2015-06-18:12 AM",76.6557
"2015-06-19:12 AM",77.3451
"2015-06-20:12 AM",79.979
"2015-06-21:12 AM",80.262
"2015-06-22:12 AM",80.4794
"2015-06-23:12 AM",82.0926
"2015-06-24:12 AM",73.5179
"2015-06-25:12 AM",71.1819
"2015-06-26:12 AM",71.8092
"2015-06-27:12 AM",70.4602
"2015-06-28:12 AM",70.0165
"2015-06-29:12 AM",69.2573
"2015-06-30:12 AM",77.0239
"2015-07-01:12 AM",75.4268
"2015-07-02:12 AM",70.354
"2015-07-03:12 AM",69.8562
"2015-07-04:12 AM",72.5189
"2015-07-05:12 AM",73.4963
"2015-07-06:12 AM",75.4673
"2015-07-07:12 AM",78.6006
"2015-07-08:12 AM",79.2401
"2015-07-09:12 AM",80.8448
"2015-07-10:12 AM",77.8564
"2015-07-11:12 AM",74.6879
"2015-07-12:12 AM",71.7071
"2015-07-13:12 AM",69.2713
"2015-07-14:12 AM",77.4347
"2015-07-15:12 AM",73.4972
"2015-07-16:12 AM",69.539
"2015-07-17:12 AM",74.6623
"2015-07-18:12 AM",80.1599
"2015-07-19:12 AM",82.4698
"2015-07-20:12 AM",83.3774
"2015-07-21:12 AM",82.3995
"2015-07-22:12 AM",74.7788
"2015-07-23:12 AM",73.0175
"2015-07-24:12 AM",71.7539
"2015-07-25:12 AM",75.4578
"2015-07-26:12 AM",79.1947
"2015-07-27:12 AM",79.7612
"2015-07-28:12 AM",81.3816
"2015-07-29:12 AM",78.8612
"2015-07-30:12 AM",82.5737
"2015-07-31:12 AM",76.7534
"2015-08-01:12 AM",78.0057
"2015-08-02:12 AM",76.3727
"2015-08-03:12 AM",79.1537
"2015-08-04:12 AM",80.7814
"2015-08-05:12 AM",78.8166
"2015-08-06:12 AM",72.6503
"2015-08-07:12 AM",70.8404
"2015-08-08:12 AM",72.9694
"2015-08-09:12 AM",74.6168
"2015-08-10:12 AM",71.7283
"2015-08-11:12 AM",77.2147
"2015-08-12:12 AM",73.157
"2015-08-13:12 AM",71.402
"2015-08-14:12 AM",72.1157
"2015-08-15:12 AM",74.9399
"2015-08-16:12 AM",77.2732
"2015-08-17:12 AM",79.9556
"2015-08-18:12 AM",80.2049
"2015-08-19:12 AM",76.4609
"2015-08-20:12 AM",80.3764
"2015-08-21:12 AM",76.3016
"2015-08-22:12 AM",71.4906
"2015-08-23:12 AM",72.7484
"2015-08-24:12 AM",77.6354
"2015-08-25:12 AM",73.7681
"2015-08-26:12 AM",70.6069
"2015-08-27:12 AM",70.4804
"2015-08-28:12 AM",71.8133
"2015-08-29:12 AM",75.227
"2015-08-30:12 AM",76.766
"2015-08-31:12 AM",79.8683
"2015-09-01:12 AM",78.2658
"2015-09-02:12 AM",80.2873
"2015-09-03:12 AM",78.9305
"2015-09-04:12 AM",80.9469
"2015-09-05:12 AM",77.8924
"2015-09-06:12 AM",70.1798
"2015-09-07:12 AM",76.1675
"2015-09-08:12 AM",78.9363
"2015-09-09:12 AM",80.2144
"2015-09-10:12 AM",73.8689
"2015-09-11:12 AM",70.4255
"2015-09-12:12 AM",68.0432
"2015-09-13:12 AM",61.1771
"2015-09-14:12 AM",59.9909
"2015-09-15:12 AM",66.2153
"2015-09-16:12 AM",67.4798
"2015-09-17:12 AM",70.0952
"2015-09-18:12 AM",71.4767
"2015-09-19:12 AM",71.587
"2015-09-20:12 AM",70.5177
"2015-09-21:12 AM",66.5078
"2015-09-22:12 AM",64.8469
"2015-09-23:12 AM",64.7929
"2015-09-24:12 AM",65.6762
"2015-09-25:12 AM",67.3538
"2015-09-26:12 AM",65.9219
"2015-09-27:12 AM",66.07
"2015-09-28:12 AM",70.8971
"2015-09-29:12 AM",72.3803
"2015-09-30:12 AM",70.6676
"2015-10-01:12 AM",57.3049
"2015-10-02:12 AM",50.9338
"2015-10-03:12 AM",52.6743
"2015-10-04:12 AM",54.9738
"2015-10-05:12 AM",56.1006
"2015-10-06:12 AM",57.1703
"2015-10-07:12 AM",62.9978
"2015-10-08:12 AM",64.8698
"2015-10-09:12 AM",67.7156
"2015-10-10:12 AM",56.7662
"2015-10-11:12 AM",52.2739
"2015-10-12:12 AM",57.3809
"2015-10-13:12 AM",63.4712
"2015-10-14:12 AM",58.3601
"2015-10-15:12 AM",55.1764
"2015-10-16:12 AM",54.6098
"2015-10-17:12 AM",47.7253
"2015-10-18:12 AM",41.3191
"2015-10-19:12 AM",42.9854
"2015-10-20:12 AM",51.0278
"2015-10-21:12 AM",56.3783
"2015-10-22:12 AM",60.8878
"2015-10-23:12 AM",60.3194
"2015-10-24:12 AM",53.2557
"2015-10-25:12 AM",58.478
"2015-10-26:12 AM",51.044
"2015-10-27:12 AM",49.9019
"2015-10-28:12 AM",63.6782
"2015-10-29:12 AM",63.9968
"2015-10-30:12 AM",50.9504
"2015-10-31:12 AM",47.98
"2015-11-01:12 AM",56.2082
"2015-11-02:12 AM",57.3422
"2015-11-03:12 AM",52.3027
"2015-11-04:12 AM",54.1067
"2015-11-05:12 AM",63.887
"2015-11-06:12 AM",68.8721
"2015-11-07:12 AM",59.2219
"2015-11-08:12 AM",47.5916
"2015-11-09:12 AM",43.9979
"2015-11-10:12 AM",55.679
"2015-11-11:12 AM",52.6172
"2015-11-12:12 AM",55.1772
"2015-11-13:12 AM",49.9307
"2015-11-14:12 AM",42.8423
"2015-11-15:12 AM",45.5184
"2015-11-16:12 AM",51.3725
"2015-11-17:12 AM",51.9386
"2015-11-18:12 AM",55.0436
"2015-11-19:12 AM",61.9754
"2015-11-20:12 AM",48.0902
"2015-11-21:12 AM",44.0947
"2015-11-22:12 AM",42.2141
"2015-11-23:12 AM",31.7651
"2015-11-24:12 AM",37.5328
"2015-11-25:12 AM",42.1358
"2015-11-26:12 AM",46.2191
"2015-11-27:12 AM",51.5948
"2015-11-28:12 AM",56.9984
"2015-11-29:12 AM",48.7769
"2015-11-30:12 AM",39.8246
"2015-12-01:12 AM",44.5626
"2015-12-02:12 AM",54.774
"2015-12-03:12 AM",42.5462
"2015-12-04:12 AM",39.7477
"2015-12-05:12 AM",39.9259
"2015-12-06:12 AM",38.3639
"2015-12-07:12 AM",40.5104
"2015-12-08:12 AM",43.7801
"2015-12-09:12 AM",45.8884
"2015-12-10:12 AM",49.6134
"2015-12-11:12 AM",55.7506
"2015-12-12:12 AM",57.2707
"2015-12-13:12 AM",60.9543
"2015-12-14:12 AM",64.8909
"2015-12-15:12 AM",56.1996
"2015-12-16:12 AM",46.6902
"2015-12-17:12 AM",48.555
"2015-12-18:12 AM",41.3703
"2015-12-19:12 AM",33.0876
"2015-12-20:12 AM",34.3949
"2015-12-21:12 AM",45.0779
"2015-12-22:12 AM",56.4827
"2015-12-23:12 AM",60.3658
"2015-12-24:12 AM",68.5602
"2015-12-25:12 AM",65.9075
"2015-12-26:12 AM",55.076
"2015-12-27:12 AM",59.6264
"2015-12-28:12 AM",43.3463
"2015-12-29:12 AM",47.9327
"2015-12-30:12 AM",50.2565
"2015-12-31:12 AM",48.5735
"2016-01-01:12 AM",39.5168
"2016-01-02:12 AM",35.2611
"2016-01-03:12 AM",37.0468
"2016-01-04:12 AM",29.228
"2016-01-05:12 AM",20.7235
"2016-01-06:12 AM",24.3095
"2016-01-07:12 AM",31.3718
"2016-01-08:12 AM",37.3501
"2016-01-09:12 AM",42.6924
"2016-01-10:12 AM",49.9163
"2016-01-11:12 AM",30.1325
"2016-01-12:12 AM",33.8743
"2016-01-13:12 AM",23.3159
"2016-01-14:12 AM",33.7429
"2016-01-15:12 AM",40.0105
"2016-01-16:12 AM",42.4315
"2016-01-17:12 AM",33.0764
"2016-01-18:12 AM",21.6887
"2016-01-19:12 AM",17.478
"2016-01-20:12 AM",22.4676
"2016-01-21:12 AM",26.0582
"2016-01-22:12 AM",23.2736
"2016-01-23:12 AM",24.102
"2016-01-24:12 AM",19.1836
"2016-01-25:12 AM",20.5538
"2016-01-26:12 AM",33.557
"2016-01-27:12 AM",32.6521
"2016-01-28:12 AM",27.8213
"2016-01-29:12 AM",31.8844
"2016-01-30:12 AM",26.5307
"2016-01-31:12 AM",43.6208
"2016-02-01:12 AM",49.3403
"2016-02-02:12 AM",40.4344
"2016-02-03:12 AM",50.9864
"2016-02-04:12 AM",47.7909
"2016-02-05:12 AM",34.4237
"2016-02-06:12 AM",33.2807
"2016-02-07:12 AM",34.138
"2016-02-08:12 AM",36.8488
"2016-02-09:12 AM",34.817
"2016-02-10:12 AM",29.5434
"2016-02-11:12 AM",22.5054
"2016-02-12:12 AM",22.5442
"2016-02-13:12 AM",20.2433
"2016-02-14:12 AM",15.6686
"2016-02-15:12 AM",23.9072
"2016-02-16:12 AM",38.2753
"2016-02-17:12 AM",35.708
"2016-02-18:12 AM",29.9552
"2016-02-19:12 AM",31.4267
"2016-02-20:12 AM",48.497
"2016-02-21:12 AM",52.2198
"2016-02-22:12 AM",42.737
"2016-02-23:12 AM",39.4268
"2016-02-24:12 AM",49.5559
"2016-02-25:12 AM",42.4873
"2016-02-26:12 AM",32.5445
"2016-02-27:12 AM",32.3073
"2016-02-28:12 AM",43.0309
"2016-02-29:12 AM",50.0373
"2016-03-01:12 AM",48.6649
"2016-03-02:12 AM",41.1368
"2016-03-03:12 AM",32.5994
"2016-03-04:12 AM",33.8562
"2016-03-05:12 AM",34.7149
"2016-03-06:12 AM",37.9189
"2016-03-07:12 AM",43.4745
"2016-03-08:12 AM",58.1063
"2016-03-09:12 AM",60.458
"2016-03-10:12 AM",65.8386
"2016-03-11:12 AM",61.7211
"2016-03-12:12 AM",53.2711
"2016-03-13:12 AM",53.2301
"2016-03-14:12 AM",49.2211
"2016-03-15:12 AM",50.5247
"2016-03-16:12 AM",58.4168
"2016-03-17:12 AM",54.7336
"2016-03-18:12 AM",49.8889
"2016-03-19:12 AM",40.9316
"2016-03-20:12 AM",35.6468
"2016-03-21:12 AM",37.6187
"2016-03-22:12 AM",44.1554
"2016-03-23:12 AM",56.5192
"2016-03-24:12 AM",60.7559
"2016-03-25:12 AM",61.9722
"2016-03-26:12 AM",46.7564
"2016-03-27:12 AM",49.8006
"2016-03-28:12 AM",51.1151
"2016-03-29:12 AM",46.144
"2016-03-30:12 AM",46.9485
"2016-03-31:12 AM",59.5283
"2016-04-01:12 AM",67.7903
"2016-04-02:12 AM",53.8326
"2016-04-03:12 AM",37.6857
"2016-04-04:12 AM",54.311
"2016-04-05:12 AM",33.2528
"2016-04-06:12 AM",41.3627
"2016-04-07:12 AM",52.6375
"2016-04-08:12 AM",43.0416
"2016-04-09:12 AM",39.231
"2016-04-10:12 AM",36.8253
"2016-04-11:12 AM",53.9735
"2016-04-12:12 AM",58.0307
"2016-04-13:12 AM",45.6368
"2016-04-14:12 AM",46.4509
"2016-04-15:12 AM",48.357
"2016-04-16:12 AM",51.3748
"2016-04-17:12 AM",52.9461
"2016-04-18:12 AM",62.8628
"2016-04-19:12 AM",65.3679
"2016-04-20:12 AM",55.3244
"2016-04-21:12 AM",59.4896
"2016-04-22:12 AM",65.2838
"2016-04-23:12 AM",60.7941
"2016-04-24:12 AM",52.8287
"2016-04-25:12 AM",62.3318
"2016-04-26:12 AM",73.3312
"2016-04-27:12 AM",57.115
"2016-04-28:12 AM",52.3517
"2016-04-29:12 AM",50.2907
"2016-04-30:12 AM",53.5415
"2016-05-01:12 AM",52.6402
"2016-05-02:12 AM",63.6246
"2016-05-03:12 AM",63.7736
"2016-05-04:12 AM",54.7876
"2016-05-05:12 AM",51.346
"2016-05-06:12 AM",50.981
"2016-05-07:12 AM",54.4041
