"DateTime","(deg F) Mean Temperature (CFSR) at New Mexico, 2010-01-01 to 2019-03-14"
"2012-02-03:12 AM",36.4098
"2012-02-04:12 AM",33.708
"2012-02-05:12 AM",32.0392
"2012-02-06:12 AM",33.9822
"2012-02-07:12 AM",34.3654
"2012-02-08:12 AM",34.4482
"2012-02-09:12 AM",40.015
"2012-02-10:12 AM",39.1028
"2012-02-11:12 AM",36.9705
"2012-02-12:12 AM",31.3459
"2012-02-13:12 AM",36.7315
"2012-02-14:12 AM",39.2238
"2012-02-15:12 AM",36.6521
"2012-02-16:12 AM",36.0196
"2012-02-17:12 AM",37.1169
"2012-02-18:12 AM",36.4123
"2012-02-19:12 AM",37.1174
"2012-02-20:12 AM",36.4845
"2012-02-21:12 AM",38.1457
"2012-02-22:12 AM",44.5095
"2012-02-23:12 AM",47.2523
"2012-02-24:12 AM",38.4904
"2012-02-25:12 AM",41.4478
"2012-02-26:12 AM",45.8055
"2012-02-27:12 AM",43.4838
"2012-02-28:12 AM",43.5522
"2012-02-29:12 AM",40.717
"2012-03-01:12 AM",43.8996
"2012-03-02:12 AM",37.5892
"2012-03-03:12 AM",33.3138
"2012-03-04:12 AM",42.0323
"2012-03-05:12 AM",47.692
"2012-03-06:12 AM",52.3717
"2012-03-07:12 AM",50.2347
"2012-03-08:12 AM",37.3849
"2012-03-09:12 AM",33.804
"2012-03-10:12 AM",34.3787
"2012-03-11:12 AM",40.9863
"2012-03-12:12 AM",48.5614
"2012-03-13:12 AM",52.552
"2012-03-14:12 AM",54.3672
"2012-03-15:12 AM",54.858
"2012-03-16:12 AM",56.3562
"2012-03-17:12 AM",55.4727
"2012-03-18:12 AM",51.3725
"2012-03-19:12 AM",37.6711
"2012-03-20:12 AM",34.1244
"2012-03-21:12 AM",40.8909
"2012-03-22:12 AM",49.9172
"2012-03-23:12 AM",54.9298
"2012-03-24:12 AM",58.978
"2012-03-25:12 AM",61.4134
"2012-03-26:12 AM",62.0368
"2012-03-27:12 AM",58.1855
"2012-03-28:12 AM",58.6369
"2012-03-29:12 AM",58.9557
"2012-03-30:12 AM",59.6557
"2012-03-31:12 AM",62.7679
"2012-04-01:12 AM",61.6359
"2012-04-02:12 AM",48.7935
"2012-04-03:12 AM",42.7127
"2012-04-04:12 AM",48.4246
"2012-04-05:12 AM",57.1577
"2012-04-06:12 AM",58.5226
"2012-04-07:12 AM",56.4026
"2012-04-08:12 AM",56.7201
"2012-04-09:12 AM",62.3635
"2012-04-10:12 AM",62.8484
"2012-04-11:12 AM",63.2925
"2012-04-12:12 AM",56.4645
"2012-04-13:12 AM",53.6155
"2012-04-14:12 AM",51.1813
"2012-04-15:12 AM",43.4025
"2012-04-16:12 AM",48.6883
"2012-04-17:12 AM",53.8273
"2012-04-18:12 AM",60.5714
"2012-04-19:12 AM",61.5009
"2012-04-20:12 AM",58.8682
"2012-04-21:12 AM",62.7514
"2012-04-22:12 AM",65.7543
"2012-04-23:12 AM",67.0766
"2012-04-24:12 AM",69.3439
"2012-04-25:12 AM",69.8126
"2012-04-26:12 AM",68.8001
"2012-04-27:12 AM",60.8427
"2012-04-28:12 AM",60.0046
"2012-04-29:12 AM",61.0828
"2012-04-30:12 AM",63.4784
"2012-05-01:12 AM",65.1069
"2012-05-02:12 AM",65.5075
"2012-05-03:12 AM",65.9361
"2012-05-04:12 AM",67.1263
"2012-05-05:12 AM",67.1709
"2012-05-06:12 AM",64.8293
"2012-05-07:12 AM",58.1527
"2012-05-08:12 AM",55.0128
"2012-05-09:12 AM",56.0705
"2012-05-10:12 AM",58.3264
"2012-05-11:12 AM",59.9396
"2012-05-12:12 AM",60.0451
"2012-05-13:12 AM",59.7238
"2012-05-14:12 AM",58.1412
"2012-05-15:12 AM",60.4049
"2012-05-16:12 AM",63.3015
"2012-05-17:12 AM",67.2075
"2012-05-18:12 AM",69.4117
"2012-05-19:12 AM",66.7944
"2012-05-20:12 AM",65.6276
"2012-05-21:12 AM",69.3374
"2012-05-22:12 AM",73.184
"2012-05-23:12 AM",73.7366
"2012-05-24:12 AM",71.7501
"2012-05-25:12 AM",71.0613
"2012-05-26:12 AM",70.551
"2012-05-27:12 AM",64.4043
"2012-05-28:12 AM",63.491
"2012-05-29:12 AM",68.0074
"2012-05-30:12 AM",70.1933
"2012-05-31:12 AM",69.5833
"2012-06-01:12 AM",72.3376
"2012-06-02:12 AM",75.3449
"2012-06-03:12 AM",75.2333
"2012-06-04:12 AM",73.9128
"2012-06-05:12 AM",71.4938
"2012-06-06:12 AM",72.7345
"2012-06-07:12 AM",72.1821
"2012-06-08:12 AM",72.6867
"2012-06-09:12 AM",74.2102
"2012-06-10:12 AM",73.6167
"2012-06-11:12 AM",72.5083
"2012-06-12:12 AM",73.8316
"2012-06-13:12 AM",74.9982
"2012-06-14:12 AM",76.1229
"2012-06-15:12 AM",74.2741
"2012-06-16:12 AM",72.9633
"2012-06-17:12 AM",74.2345
"2012-06-18:12 AM",79.5313
"2012-06-19:12 AM",78.669
"2012-06-20:12 AM",78.791
"2012-06-21:12 AM",75.2545
"2012-06-22:12 AM",77.4162
"2012-06-23:12 AM",79.0754
"2012-06-24:12 AM",78.6763
"2012-06-25:12 AM",78.5925
"2012-06-26:12 AM",79.0174
"2012-06-27:12 AM",80.3417
"2012-06-28:12 AM",80.6409
"2012-06-29:12 AM",81.5769
"2012-06-30:12 AM",81.9176
"2012-07-01:12 AM",80.1966
"2012-07-02:12 AM",77.6961
"2012-07-03:12 AM",77.0446
"2012-07-04:12 AM",74.0853
"2012-07-05:12 AM",71.4972
"2012-07-06:12 AM",70.4525
"2012-07-07:12 AM",70.3033
"2012-07-08:12 AM",72.7257
"2012-07-09:12 AM",72.3693
"2012-07-10:12 AM",69.6682
"2012-07-11:12 AM",70.9068
"2012-07-12:12 AM",73.1431
"2012-07-13:12 AM",74.7984
"2012-07-14:12 AM",74.8101
"2012-07-15:12 AM",74.7585
"2012-07-16:12 AM",74.1866
"2012-07-17:12 AM",74.3747
"2012-07-18:12 AM",75.443
"2012-07-19:12 AM",75.1717
"2012-07-20:12 AM",74.784
"2012-07-21:12 AM",76.0896
"2012-07-22:12 AM",76.1007
"2012-07-23:12 AM",75.2209
"2012-07-24:12 AM",73.2645
"2012-07-25:12 AM",73.5397
"2012-07-26:12 AM",75.4624
"2012-07-27:12 AM",74.165
"2012-07-28:12 AM",72.8388
"2012-07-29:12 AM",74.2516
"2012-07-30:12 AM",76.2318
"2012-07-31:12 AM",77.9185
"2012-08-01:12 AM",78.2971
"2012-08-02:12 AM",79.0986
"2012-08-03:12 AM",76.1565
"2012-08-04:12 AM",76.1328
"2012-08-05:12 AM",74.5099
"2012-08-06:12 AM",76.5156
"2012-08-07:12 AM",79.0369
"2012-08-08:12 AM",77.9641
"2012-08-09:12 AM",77.6323
"2012-08-10:12 AM",77.4313
"2012-08-11:12 AM",79.018
"2012-08-12:12 AM",77.6133
"2012-08-13:12 AM",73.2787
"2012-08-14:12 AM",74.8456
"2012-08-15:12 AM",76.9253
"2012-08-16:12 AM",75.3337
"2012-08-17:12 AM",71.5548
"2012-08-18:12 AM",72.3495
"2012-08-19:12 AM",72.0437
"2012-08-20:12 AM",72.2178
"2012-08-21:12 AM",72.6381
"2012-08-22:12 AM",71.2837
"2012-08-23:12 AM",69.1799
"2012-08-24:12 AM",68.6428
"2012-08-25:12 AM",71.8079
"2012-08-26:12 AM",73.6792
"2012-08-27:12 AM",73.2261
"2012-08-28:12 AM",72.675
"2012-08-29:12 AM",72.6444
"2012-08-30:12 AM",72.1159
"2012-08-31:12 AM",72.2813
"2012-09-01:12 AM",73.9483
"2012-09-02:12 AM",75.1584
"2012-09-03:12 AM",75.8822
"2012-09-04:12 AM",76.2921
"2012-09-05:12 AM",75.9945
"2012-09-06:12 AM",75.2841
"2012-09-07:12 AM",73.6453
"2012-09-08:12 AM",61.3038
"2012-09-09:12 AM",60.9933
"2012-09-10:12 AM",66.5047
"2012-09-11:12 AM",69.296
"2012-09-12:12 AM",65.4798
"2012-09-13:12 AM",57.2749
"2012-09-14:12 AM",55.8664
"2012-09-15:12 AM",58.462
"2012-09-16:12 AM",63.7498
"2012-09-17:12 AM",65.6998
"2012-09-18:12 AM",63.6323
"2012-09-19:12 AM",66.6914
"2012-09-20:12 AM",68.6372
"2012-09-21:12 AM",69.1457
"2012-09-22:12 AM",68.995
"2012-09-23:12 AM",69.1367
"2012-09-24:12 AM",67.8637
"2012-09-25:12 AM",66.1208
"2012-09-26:12 AM",64.9521
"2012-09-27:12 AM",63.3508
"2012-09-28:12 AM",60.9075
"2012-09-29:12 AM",60.852
"2012-09-30:12 AM",61.7814
"2012-10-01:12 AM",62.0753
"2012-10-02:12 AM",61.4361
"2012-10-03:12 AM",65.6218
"2012-10-04:12 AM",64.2254
"2012-10-05:12 AM",61.785
"2012-10-06:12 AM",57.3406
"2012-10-07:12 AM",51.5041
"2012-10-08:12 AM",54.0142
"2012-10-09:12 AM",60.8049
"2012-10-10:12 AM",58.5433
"2012-10-11:12 AM",61.0192
"2012-10-12:12 AM",60.0123
"2012-10-13:12 AM",53.4992
"2012-10-14:12 AM",54.3425
"2012-10-15:12 AM",56.6537
"2012-10-16:12 AM",60.4438
"2012-10-17:12 AM",61.7673
"2012-10-18:12 AM",56.0748
"2012-10-19:12 AM",56.2642
"2012-10-20:12 AM",60.3622
"2012-10-21:12 AM",60.5503
"2012-10-22:12 AM",58.7134
"2012-10-23:12 AM",59.0484
"2012-10-24:12 AM",60.5655
"2012-10-25:12 AM",51.9357
"2012-10-26:12 AM",42.0161
"2012-10-27:12 AM",41.1409
"2012-10-28:12 AM",46.3761
"2012-10-29:12 AM",51.1876
"2012-10-30:12 AM",53.6625
"2012-10-31:12 AM",53.258
"2012-11-01:12 AM",53.2832
"2012-11-02:12 AM",53.9224
"2012-11-03:12 AM",51.1704
"2012-11-04:12 AM",49.9845
"2012-11-05:12 AM",50.7974
"2012-11-06:12 AM",52.1247
"2012-11-07:12 AM",53.0951
"2012-11-08:12 AM",55.0587
"2012-11-09:12 AM",53.22
"2012-11-10:12 AM",48.4288
"2012-11-11:12 AM",33.4166
"2012-11-12:12 AM",30.5938
"2012-11-13:12 AM",35.1185
"2012-11-14:12 AM",38.9332
"2012-11-15:12 AM",42.5133
"2012-11-16:12 AM",45.027
"2012-11-17:12 AM",45.7252
"2012-11-18:12 AM",47.7667
"2012-11-19:12 AM",45.2228
"2012-11-20:12 AM",44.686
"2012-11-21:12 AM",47.5777
"2012-11-22:12 AM",49.3641
"2012-11-23:12 AM",42.544
"2012-11-24:12 AM",42.177
"2012-11-25:12 AM",45.7533
"2012-11-26:12 AM",45.0556
"2012-11-27:12 AM",39.794
"2012-11-28:12 AM",43.3346
"2012-11-29:12 AM",46.2594
"2012-11-30:12 AM",46.8223
"2012-12-01:12 AM",47.6083
"2012-12-02:12 AM",46.9722
"2012-12-03:12 AM",48.2972
"2012-12-04:12 AM",43.5643
"2012-12-05:12 AM",44.8423
"2012-12-06:12 AM",47.736
"2012-12-07:12 AM",45.0136
"2012-12-08:12 AM",42.3457
"2012-12-09:12 AM",37.645
"2012-12-10:12 AM",25.3242
"2012-12-11:12 AM",26.7575
"2012-12-12:12 AM",32.0198
"2012-12-13:12 AM",37.1863
"2012-12-14:12 AM",39.2598
"2012-12-15:12 AM",34.6878
"2012-12-16:12 AM",33.8191
"2012-12-17:12 AM",32.4068
"2012-12-18:12 AM",37.4133
"2012-12-19:12 AM",36.349
"2012-12-20:12 AM",24.3613
"2012-12-21:12 AM",29.802
"2012-12-22:12 AM",34.3701
"2012-12-23:12 AM",37.2189
"2012-12-24:12 AM",37.1048
"2012-12-25:12 AM",30.6968
"2012-12-26:12 AM",27.1956
"2012-12-27:12 AM",29.9129
"2012-12-28:12 AM",25.615
"2012-12-29:12 AM",24.2087
"2012-12-30:12 AM",29.9363
"2012-12-31:12 AM",30.3265
"2013-01-01:12 AM",23.5416
"2013-01-02:12 AM",21.1685
"2013-01-03:12 AM",20.1355
"2013-01-04:12 AM",19.8765
"2013-01-05:12 AM",22.1873
"2013-01-06:12 AM",25.6714
"2013-01-07:12 AM",29.8179
"2013-01-08:12 AM",32.2718
"2013-01-09:12 AM",33.8058
"2013-01-10:12 AM",36.1747
"2013-01-11:12 AM",33.9415
"2013-01-12:12 AM",22.4091
"2013-01-13:12 AM",18.3232
"2013-01-14:12 AM",18.507
"2013-01-15:12 AM",15.4105
"2013-01-16:12 AM",22.7689
"2013-01-17:12 AM",29.6386
"2013-01-18:12 AM",33.3703
"2013-01-19:12 AM",35.8529
"2013-01-20:12 AM",36.2284
"2013-01-21:12 AM",35.5156
"2013-01-22:12 AM",38.8074
"2013-01-23:12 AM",41.6779
"2013-01-24:12 AM",44.3394
"2013-01-25:12 AM",46.2796
"2013-01-26:12 AM",46.4819
"2013-01-27:12 AM",46
"2013-01-28:12 AM",43.4284
"2013-01-29:12 AM",32.2907
"2013-01-30:12 AM",27.2509
"2013-01-31:12 AM",34.14
"2013-02-01:12 AM",37.4473
"2013-02-02:12 AM",40.0023
"2013-02-03:12 AM",40.0012
"2013-02-04:12 AM",42.0323
"2013-02-05:12 AM",43.0471
"2013-02-06:12 AM",43.7351
"2013-02-07:12 AM",42.4974
"2013-02-08:12 AM",40.9372
"2013-02-09:12 AM",38.2246
"2013-02-10:12 AM",31.9235
"2013-02-11:12 AM",31.2136
"2013-02-12:12 AM",30.1948
"2013-02-13:12 AM",30.7567
"2013-02-14:12 AM",35.987
"2013-02-15:12 AM",34.9288
"2013-02-16:12 AM",37.4704
"2013-02-17:12 AM",41.3665
"2013-02-18:12 AM",41.1357
"2013-02-19:12 AM",38.5054
"2013-02-20:12 AM",39.0133
"2013-02-21:12 AM",34.023
"2013-02-22:12 AM",31.7505
"2013-02-23:12 AM",33.8743
"2013-02-24:12 AM",33.9413
"2013-02-25:12 AM",28.9789
"2013-02-26:12 AM",32.6928
"2013-02-27:12 AM",30.9918
"2013-02-28:12 AM",32.3532
"2013-03-01:12 AM",38.3419
"2013-03-02:12 AM",43.7347
"2013-03-03:12 AM",49.0676
"2013-03-04:12 AM",51.2013
"2013-03-05:12 AM",43.1497
"2013-03-06:12 AM",47.0174
"2013-03-07:12 AM",51.7743
"2013-03-08:12 AM",49.1284
"2013-03-09:12 AM",39.9015
"2013-03-10:12 AM",36.3578
"2013-03-11:12 AM",41.47
"2013-03-12:12 AM",45.898
"2013-03-13:12 AM",49.0237
"2013-03-14:12 AM",54.4145
"2013-03-15:12 AM",58.1333
"2013-03-16:12 AM",57.8696
"2013-03-17:12 AM",53.5186
"2013-03-18:12 AM",51.7615
"2013-03-19:12 AM",50.184
"2013-03-20:12 AM",48.1289
"2013-03-21:12 AM",54.9059
"2013-03-22:12 AM",51.0314
"2013-03-23:12 AM",44.955
"2013-03-24:12 AM",35.4218
"2013-03-25:12 AM",36.9541
"2013-03-26:12 AM",43.2133
"2013-03-27:12 AM",52.947
"2013-03-28:12 AM",56.3475
"2013-03-29:12 AM",57.6201
"2013-03-30:12 AM",57.2477
"2013-03-31:12 AM",57.3017
"2013-04-01:12 AM",57.8475
"2013-04-02:12 AM",50.806
"2013-04-03:12 AM",47.4985
"2013-04-04:12 AM",53.4628
"2013-04-05:12 AM",58.9669
"2013-04-06:12 AM",59.376
"2013-04-07:12 AM",60.1048
"2013-04-08:12 AM",59.2158
"2013-04-09:12 AM",48.0947
"2013-04-10:12 AM",38.1493
"2013-04-11:12 AM",44.2672
"2013-04-12:12 AM",52.461
"2013-04-13:12 AM",56.0377
"2013-04-14:12 AM",59.1571
"2013-04-15:12 AM",59.0585
"2013-04-16:12 AM",59.9994
"2013-04-17:12 AM",53.9368
"2013-04-18:12 AM",39.913
"2013-04-19:12 AM",42.0066
"2013-04-20:12 AM",51.2123
"2013-04-21:12 AM",54.9995
"2013-04-22:12 AM",60.8794
"2013-04-23:12 AM",53.6522
"2013-04-24:12 AM",47.7882
"2013-04-25:12 AM",55.8507
"2013-04-26:12 AM",57.2277
"2013-04-27:12 AM",58.7388
"2013-04-28:12 AM",61.4032
"2013-04-29:12 AM",64.9728
"2013-04-30:12 AM",68.1894
"2013-05-01:12 AM",64.2762
"2013-05-02:12 AM",46.7857
"2013-05-03:12 AM",47.0359
"2013-05-04:12 AM",54.4645
"2013-05-05:12 AM",56.6213
"2013-05-06:12 AM",56.2975
"2013-05-07:12 AM",57.6338
"2013-05-08:12 AM",58.392
"2013-05-09:12 AM",56.9728
"2013-05-10:12 AM",54.2431
"2013-05-11:12 AM",54.4494
"2013-05-12:12 AM",58.7005
"2013-05-13:12 AM",63.8145
"2013-05-14:12 AM",65.0862
"2013-05-15:12 AM",68.3533
"2013-05-16:12 AM",69.3855
"2013-05-17:12 AM",69.3498
"2013-05-18:12 AM",66.9585
"2013-05-19:12 AM",63.0999
"2013-05-20:12 AM",61.4178
"2013-05-21:12 AM",62.1862
"2013-05-22:12 AM",66.4443
"2013-05-23:12 AM",70.1479
"2013-05-24:12 AM",69.3219
"2013-05-25:12 AM",69.9139
"2013-05-26:12 AM",70.6426
"2013-05-27:12 AM",68.6658
"2013-05-28:12 AM",68.6413
"2013-05-29:12 AM",67.5529
"2013-05-30:12 AM",67.775
"2013-05-31:12 AM",70.8843
"2013-06-01:12 AM",69.5008
"2013-06-02:12 AM",68.4928
"2013-06-03:12 AM",72.4161
"2013-06-04:12 AM",74.6429
"2013-06-05:12 AM",73.0965
"2013-06-06:12 AM",69.6571
"2013-06-07:12 AM",71.7894
"2013-06-08:12 AM",74.4607
"2013-06-09:12 AM",76.3354
"2013-06-10:12 AM",78.9667
"2013-06-11:12 AM",80.1075
"2013-06-12:12 AM",79.6392
"2013-06-13:12 AM",77.7502
"2013-06-14:12 AM",75.3346
"2013-06-15:12 AM",75.0121
"2013-06-16:12 AM",76.5707
"2013-06-17:12 AM",76.4735
"2013-06-18:12 AM",74.1029
"2013-06-19:12 AM",75.9837
"2013-06-20:12 AM",76.4233
"2013-06-21:12 AM",76.1115
"2013-06-22:12 AM",76.4231
"2013-06-23:12 AM",75.7915
"2013-06-24:12 AM",76.4722
"2013-06-25:12 AM",76.9649
"2013-06-26:12 AM",79.5447
"2013-06-27:12 AM",82.5399
"2013-06-28:12 AM",81.4105
"2013-06-29:12 AM",79.5256
"2013-06-30:12 AM",77.5567
"2013-07-01:12 AM",71.152
"2013-07-02:12 AM",69.1227
"2013-07-03:12 AM",71.1653
"2013-07-04:12 AM",74.9143
"2013-07-05:12 AM",74.3968
"2013-07-06:12 AM",75.8138
"2013-07-07:12 AM",74.5207
"2013-07-08:12 AM",74.0874
"2013-07-09:12 AM",76.6983
"2013-07-10:12 AM",77.311
"2013-07-11:12 AM",76.8133
"2013-07-12:12 AM",75.8917
"2013-07-13:12 AM",76.7743
"2013-07-14:12 AM",76.4843
"2013-07-15:12 AM",66.2279
"2013-07-16:12 AM",63.7507
"2013-07-17:12 AM",64.0422
"2013-07-18:12 AM",65.2995
"2013-07-19:12 AM",68.5398
"2013-07-20:12 AM",70.745
"2013-07-21:12 AM",72.7498
"2013-07-22:12 AM",74.4078
"2013-07-23:12 AM",75.2896
"2013-07-24:12 AM",73.0636
"2013-07-25:12 AM",70.0736
"2013-07-26:12 AM",72.2451
"2013-07-27:12 AM",70.6878
"2013-07-28:12 AM",70.736
"2013-07-29:12 AM",72.0901
"2013-07-30:12 AM",75.078
"2013-07-31:12 AM",75.4504
"2013-08-01:12 AM",70.9054
"2013-08-02:12 AM",72.8409
"2013-08-03:12 AM",75.0841
"2013-08-04:12 AM",75.0252
"2013-08-05:12 AM",75.1258
"2013-08-06:12 AM",73.1066
"2013-08-07:12 AM",70.6071
"2013-08-08:12 AM",69.7951
"2013-08-09:12 AM",70.749
"2013-08-10:12 AM",70.2887
"2013-08-11:12 AM",68.1422
"2013-08-12:12 AM",69.6915
"2013-08-13:12 AM",72.423
"2013-08-14:12 AM",72.7795
"2013-08-15:12 AM",73.2288
"2013-08-16:12 AM",74.9156
"2013-08-17:12 AM",75.5013
"2013-08-18:12 AM",74.6636
"2013-08-19:12 AM",74.6047
"2013-08-20:12 AM",74.0853
"2013-08-21:12 AM",73.6752
"2013-08-22:12 AM",73.0519
"2013-08-23:12 AM",71.2765
"2013-08-24:12 AM",69.6331
"2013-08-25:12 AM",69.8774
"2013-08-26:12 AM",71.3021
"2013-08-27:12 AM",70.5924
"2013-08-28:12 AM",69.6583
"2013-08-29:12 AM",69.7001
"2013-08-30:12 AM",73.7416
"2013-08-31:12 AM",75.2542
"2013-09-01:12 AM",74.3781
"2013-09-02:12 AM",72.1405
"2013-09-03:12 AM",72.2568
"2013-09-04:12 AM",72.5617
"2013-09-05:12 AM",72.3531
"2013-09-06:12 AM",71.8351
"2013-09-07:12 AM",71.566
"2013-09-08:12 AM",70.3744
"2013-09-09:12 AM",68.7461
"2013-09-10:12 AM",64.8925
"2013-09-11:12 AM",64.1793
"2013-09-12:12 AM",62.9906
"2013-09-13:12 AM",63.6919
"2013-09-14:12 AM",63.4478
"2013-09-15:12 AM",64.7715
"2013-09-16:12 AM",64.346
"2013-09-17:12 AM",64.3825
"2013-09-18:12 AM",65.9973
"2013-09-19:12 AM",66.4655
"2013-09-20:12 AM",63.5763
"2013-09-21:12 AM",62.7701
"2013-09-22:12 AM",62.0973
"2013-09-23:12 AM",59.0466
"2013-09-24:12 AM",60.3507
"2013-09-25:12 AM",63.4321
"2013-09-26:12 AM",64.9389
"2013-09-27:12 AM",61.9347
"2013-09-28:12 AM",53.6922
"2013-09-29:12 AM",56.656
"2013-09-30:12 AM",61.9495
"2013-10-01:12 AM",63.9329
"2013-10-02:12 AM",62.9974
"2013-10-03:12 AM",61.7495
"2013-10-04:12 AM",57.9204
"2013-10-05:12 AM",49.2429
"2013-10-06:12 AM",51.0202
"2013-10-07:12 AM",54.7853
"2013-10-08:12 AM",59.3436
"2013-10-09:12 AM",59.8021
"2013-10-10:12 AM",56.6539
"2013-10-11:12 AM",50.0666
"2013-10-12:12 AM",51.5631
"2013-10-13:12 AM",55.7726
"2013-10-14:12 AM",57.2302
"2013-10-15:12 AM",51.3518
"2013-10-16:12 AM",47.1272
"2013-10-17:12 AM",46.9459
"2013-10-18:12 AM",47.6137
"2013-10-19:12 AM",45.0561
"2013-10-20:12 AM",49.8493
"2013-10-21:12 AM",48.2421
"2013-10-22:12 AM",49.2539
"2013-10-23:12 AM",51.8689
"2013-10-24:12 AM",54.4665
"2013-10-25:12 AM",53.3091
"2013-10-26:12 AM",51.3219
"2013-10-27:12 AM",50.9673
"2013-10-28:12 AM",53.6052
"2013-10-29:12 AM",55.148
"2013-10-30:12 AM",50.6944
"2013-10-31:12 AM",44.1633
"2013-11-01:12 AM",44.4533
"2013-11-02:12 AM",45.4275
"2013-11-03:12 AM",49.4861
"2013-11-04:12 AM",49.3354
"2013-11-05:12 AM",47.8047
"2013-11-06:12 AM",38.7747
"2013-11-07:12 AM",42.01
"2013-11-08:12 AM",45.253
"2013-11-09:12 AM",48.4106
"2013-11-10:12 AM",48.2779
"2013-11-11:12 AM",50.065
"2013-11-12:12 AM",44.0416
"2013-11-13:12 AM",41.0895
"2013-11-14:12 AM",44.5422
"2013-11-15:12 AM",46.0011
"2013-11-16:12 AM",49.1614
"2013-11-17:12 AM",46.4706
"2013-11-18:12 AM",44.9802
"2013-11-19:12 AM",46.4655
"2013-11-20:12 AM",47.2165
"2013-11-21:12 AM",45.8361
"2013-11-22:12 AM",34.5492
"2013-11-23:12 AM",29.575
"2013-11-24:12 AM",25.2241
"2013-11-25:12 AM",28.445
"2013-11-26:12 AM",30.2196
"2013-11-27:12 AM",32.8395
"2013-11-28:12 AM",33.8563
"2013-11-29:12 AM",36.6633
"2013-11-30:12 AM",40.3016
"2013-12-01:12 AM",42.6004
"2013-12-02:12 AM",41.9594
"2013-12-03:12 AM",44.7868
"2013-12-04:12 AM",45.2309
"2013-12-05:12 AM",31.2237
"2013-12-06:12 AM",23.1291
"2013-12-07:12 AM",22.6585
"2013-12-08:12 AM",25.9003
"2013-12-09:12 AM",23.6205
"2013-12-10:12 AM",22.6758
"2013-12-11:12 AM",27.3389
"2013-12-12:12 AM",31.2143
"2013-12-13:12 AM",35.7166
"2013-12-14:12 AM",32.3301
"2013-12-15:12 AM",32.6327
"2013-12-16:12 AM",37.0749
"2013-12-17:12 AM",38.9185
"2013-12-18:12 AM",40.6837
"2013-12-19:12 AM",42.7509
"2013-12-20:12 AM",36.6454
"2013-12-21:12 AM",34.1109
"2013-12-22:12 AM",29.2257
"2013-12-23:12 AM",29.1535
"2013-12-24:12 AM",33.0742
"2013-12-25:12 AM",32.0043
"2013-12-26:12 AM",31.203
"2013-12-27:12 AM",32.8869
"2013-12-28:12 AM",34.1492
"2013-12-29:12 AM",33.2434
"2013-12-30:12 AM",31.8313
"2013-12-31:12 AM",34.5898
"2014-01-01:12 AM",37.8025
"2014-01-02:12 AM",33.4128
"2014-01-03:12 AM",36.32
"2014-01-04:12 AM",39.5566
"2014-01-05:12 AM",28.3671
"2014-01-06:12 AM",23.7036
"2014-01-07:12 AM",29.7226
"2014-01-08:12 AM",35.3073
"2014-01-09:12 AM",35.706
"2014-01-10:12 AM",38.2674
"2014-01-11:12 AM",40.1256
"2014-01-12:12 AM",42.5752
"2014-01-13:12 AM",36.1728
"2014-01-14:12 AM",37.0269
"2014-01-15:12 AM",36.4552
"2014-01-16:12 AM",39.1473
"2014-01-17:12 AM",36.5437
"2014-01-18:12 AM",38.3625
"2014-01-19:12 AM",40.0757
"2014-01-20:12 AM",42.1029
"2014-01-21:12 AM",39.2547
"2014-01-22:12 AM",40.5275
"2014-01-23:12 AM",32.1474
"2014-01-24:12 AM",28.4961
"2014-01-25:12 AM",38.3355
"2014-01-26:12 AM",42.4373
"2014-01-27:12 AM",37.7497
"2014-01-28:12 AM",30.7755
"2014-01-29:12 AM",33.6645
"2014-01-30:12 AM",46.6012
"2014-01-31:12 AM",48.9731
"2014-02-01:12 AM",41.6494
"2014-02-02:12 AM",32.1512
"2014-02-03:12 AM",33.5691
"2014-02-04:12 AM",32.407
"2014-02-05:12 AM",25.4595
"2014-02-06:12 AM",23.2545
"2014-02-07:12 AM",30.1744
"2014-02-08:12 AM",38.1097
"2014-02-09:12 AM",45.0198
"2014-02-10:12 AM",42.7507
"2014-02-11:12 AM",38.0896
"2014-02-12:12 AM",40.8022
"2014-02-13:12 AM",48.2058
"2014-02-14:12 AM",51.8725
"2014-02-15:12 AM",53.9402
"2014-02-16:12 AM",53.3961
"2014-02-17:12 AM",51.9706
"2014-02-18:12 AM",51.5012
"2014-02-19:12 AM",52.1209
"2014-02-20:12 AM",43.8543
"2014-02-21:12 AM",40.9748
"2014-02-22:12 AM",45.9687
"2014-02-23:12 AM",48.2101
"2014-02-24:12 AM",50.6354
"2014-02-25:12 AM",49.3887
"2014-02-26:12 AM",44.6162
"2014-02-27:12 AM",47.2836
"2014-02-28:12 AM",50.8228
"2014-03-01:12 AM",50.4462
"2014-03-02:12 AM",43.0506
"2014-03-03:12 AM",39.7801
"2014-03-04:12 AM",44.4418
"2014-03-05:12 AM",46.8361
"2014-03-06:12 AM",47.192
"2014-03-07:12 AM",51.436
"2014-03-08:12 AM",42.4569
"2014-03-09:12 AM",42.6279
"2014-03-10:12 AM",48.9709
"2014-03-11:12 AM",50.9655
"2014-03-12:12 AM",41.4529
"2014-03-13:12 AM",44.6337
"2014-03-14:12 AM",49.0998
"2014-03-15:12 AM",45.7547
"2014-03-16:12 AM",42.9978
"2014-03-17:12 AM",49.1765
"2014-03-18:12 AM",48.5415
"2014-03-19:12 AM",42.2803
"2014-03-20:12 AM",48.4952
"2014-03-21:12 AM",54.964
"2014-03-22:12 AM",50.3937
