"DateTime","(deg F) Mean Temperature (CFSR) at Polygon 1, 1985-01-01 to 1989-12-31"
"1985-01-01:12 AM",26.1495
"1985-01-02:12 AM",23.7366
"1985-01-03:12 AM",25.7776
"1985-01-04:12 AM",28.9294
"1985-01-05:12 AM",30.5578
"1985-01-06:12 AM",31.5766
"1985-01-07:12 AM",31.8119
"1985-01-08:12 AM",27.048
"1985-01-09:12 AM",24.5431
"1985-01-10:12 AM",24.4593
"1985-01-11:12 AM",20.2528
"1985-01-12:12 AM",18.9775
"1985-01-13:12 AM",24.2728
"1985-01-14:12 AM",25.2203
"1985-01-15:12 AM",23.6106
"1985-01-16:12 AM",25.4001
"1985-01-17:12 AM",29.2577
"1985-01-18:12 AM",29.4247
"1985-01-19:12 AM",22.87
"1985-01-20:12 AM",12.8847
"1985-01-21:12 AM",16.2273
"1985-01-22:12 AM",21.1489
"1985-01-23:12 AM",24.6456
"1985-01-24:12 AM",28.6624
"1985-01-25:12 AM",25.9477
"1985-01-26:12 AM",23.976
"1985-01-27:12 AM",26.4016
"1985-01-28:12 AM",24.1819
"1985-01-29:12 AM",23.7294
"1985-01-30:12 AM",19.292
"1985-01-31:12 AM",14.0106
"1985-02-01:12 AM",10.1208
"1985-02-02:12 AM",11.0925
"1985-02-03:12 AM",11.1144
"1985-02-04:12 AM",12.5775
"1985-02-05:12 AM",17.6976
"1985-02-06:12 AM",18.6071
"1985-02-07:12 AM",17.3917
"1985-02-08:12 AM",20.3675
"1985-02-09:12 AM",23.6615
"1985-02-10:12 AM",24.7741
"1985-02-11:12 AM",25.6636
"1985-02-12:12 AM",27.7151
"1985-02-13:12 AM",28.4241
"1985-02-14:12 AM",28.3042
"1985-02-15:12 AM",28.5318
"1985-02-16:12 AM",31.6625
"1985-02-17:12 AM",33.4153
"1985-02-18:12 AM",34.1607
"1985-02-19:12 AM",35.1792
"1985-02-20:12 AM",37.4904
"1985-02-21:12 AM",39.1213
"1985-02-22:12 AM",41.7565
"1985-02-23:12 AM",42.0559
"1985-02-24:12 AM",40.5649
"1985-02-25:12 AM",39.0078
"1985-02-26:12 AM",36.7974
"1985-02-27:12 AM",35.6677
"1985-02-28:12 AM",37.756
"1985-03-01:12 AM",40.9255
"1985-03-02:12 AM",38.6098
"1985-03-03:12 AM",35.7744
"1985-03-04:12 AM",33.6025
"1985-03-05:12 AM",32.5657
"1985-03-06:12 AM",33.7149
"1985-03-07:12 AM",37.7609
"1985-03-08:12 AM",41.9846
"1985-03-09:12 AM",42.9478
"1985-03-10:12 AM",44.5851
"1985-03-11:12 AM",45.8148
"1985-03-12:12 AM",40.9978
"1985-03-13:12 AM",40.6119
"1985-03-14:12 AM",40.77
"1985-03-15:12 AM",39.6178
"1985-03-16:12 AM",41.0166
"1985-03-17:12 AM",41.3321
"1985-03-18:12 AM",41.0023
"1985-03-19:12 AM",43.0146
"1985-03-20:12 AM",44.1279
"1985-03-21:12 AM",42.2067
"1985-03-22:12 AM",40.3257
"1985-03-23:12 AM",42.229
"1985-03-24:12 AM",43.716
"1985-03-25:12 AM",43.3198
"1985-03-26:12 AM",44.6725
"1985-03-27:12 AM",47.2752
"1985-03-28:12 AM",47.4118
"1985-03-29:12 AM",44.1304
"1985-03-30:12 AM",40.1315
"1985-03-31:12 AM",40.8736
"1985-04-01:12 AM",42.9062
"1985-04-02:12 AM",46.5098
"1985-04-03:12 AM",49.2667
"1985-04-04:12 AM",49.073
"1985-04-05:12 AM",48.7297
"1985-04-06:12 AM",47.365
"1985-04-07:12 AM",46.2447
"1985-04-08:12 AM",44.6535
"1985-04-09:12 AM",45.8694
"1985-04-10:12 AM",49.7129
"1985-04-11:12 AM",53.3208
"1985-04-12:12 AM",55.209
"1985-04-13:12 AM",55.6905
"1985-04-14:12 AM",57.0625
"1985-04-15:12 AM",58.3405
"1985-04-16:12 AM",57.2481
"1985-04-17:12 AM",56.3068
"1985-04-18:12 AM",59.0146
"1985-04-19:12 AM",57.8991
"1985-04-20:12 AM",55.4689
"1985-04-21:12 AM",55.8496
"1985-04-22:12 AM",55.8019
"1985-04-23:12 AM",55.5123
"1985-04-24:12 AM",53.0397
"1985-04-25:12 AM",51.3702
"1985-04-26:12 AM",51.4881
"1985-04-27:12 AM",54.6301
"1985-04-28:12 AM",58.2521
"1985-04-29:12 AM",59.1298
"1985-04-30:12 AM",60.7962
"1985-05-01:12 AM",61.3157
"1985-05-02:12 AM",60.8697
"1985-05-03:12 AM",59.8854
"1985-05-04:12 AM",58.1738
"1985-05-05:12 AM",59.1163
"1985-05-06:12 AM",60.5737
"1985-05-07:12 AM",60.9372
"1985-05-08:12 AM",61.1132
"1985-05-09:12 AM",62.3442
"1985-05-10:12 AM",62.3755
"1985-05-11:12 AM",60.3905
"1985-05-12:12 AM",58.761
"1985-05-13:12 AM",58.4944
"1985-05-14:12 AM",58.8652
"1985-05-15:12 AM",59.538
"1985-05-16:12 AM",60.2173
"1985-05-17:12 AM",59.1737
"1985-05-18:12 AM",59.6505
"1985-05-19:12 AM",61.2919
"1985-05-20:12 AM",62.193
"1985-05-21:12 AM",62.4816
"1985-05-22:12 AM",63.0694
"1985-05-23:12 AM",64.4344
"1985-05-24:12 AM",65.5205
"1985-05-25:12 AM",66.1266
"1985-05-26:12 AM",65.6073
"1985-05-27:12 AM",64.9434
"1985-05-28:12 AM",64.4878
"1985-05-29:12 AM",64.3539
"1985-05-30:12 AM",65.2932
"1985-05-31:12 AM",65.55
"1985-06-01:12 AM",64.2711
"1985-06-02:12 AM",63.8722
"1985-06-03:12 AM",64.0967
"1985-06-04:12 AM",64.0017
"1985-06-05:12 AM",65.012
"1985-06-06:12 AM",67.3828
"1985-06-07:12 AM",71.6101
"1985-06-08:12 AM",72.9716
"1985-06-09:12 AM",71.4987
"1985-06-10:12 AM",68.6629
"1985-06-11:12 AM",65.6517
"1985-06-12:12 AM",63.9032
"1985-06-13:12 AM",64.6414
"1985-06-14:12 AM",67.2436
"1985-06-15:12 AM",69.6877
"1985-06-16:12 AM",71.5836
"1985-06-17:12 AM",71.2105
"1985-06-18:12 AM",69.004
"1985-06-19:12 AM",68.5184
"1985-06-20:12 AM",70.1802
"1985-06-21:12 AM",70.021
"1985-06-22:12 AM",70.6912
"1985-06-23:12 AM",71.9051
"1985-06-24:12 AM",70.5945
"1985-06-25:12 AM",68.1937
"1985-06-26:12 AM",66.6855
"1985-06-27:12 AM",66.4749
"1985-06-28:12 AM",67.0932
"1985-06-29:12 AM",68.8141
"1985-06-30:12 AM",70.4507
"1985-07-01:12 AM",72.1476
"1985-07-02:12 AM",73.6516
"1985-07-03:12 AM",75.1816
"1985-07-04:12 AM",75.7936
"1985-07-05:12 AM",75.0625
"1985-07-06:12 AM",75.8154
"1985-07-07:12 AM",77.4797
"1985-07-08:12 AM",78.7098
"1985-07-09:12 AM",79.1433
"1985-07-10:12 AM",78.1034
"1985-07-11:12 AM",77.4486
"1985-07-12:12 AM",77.5616
"1985-07-13:12 AM",77.7178
"1985-07-14:12 AM",76.6035
"1985-07-15:12 AM",75.3498
"1985-07-16:12 AM",74.761
"1985-07-17:12 AM",74.5065
"1985-07-18:12 AM",74.6976
"1985-07-19:12 AM",74.8917
"1985-07-20:12 AM",74.6992
"1985-07-21:12 AM",74.5794
"1985-07-22:12 AM",73.7046
"1985-07-23:12 AM",72.4671
"1985-07-24:12 AM",72.5317
"1985-07-25:12 AM",73.702
"1985-07-26:12 AM",74.5416
"1985-07-27:12 AM",74.8774
"1985-07-28:12 AM",74.2462
"1985-07-29:12 AM",72.408
"1985-07-30:12 AM",70.8714
"1985-07-31:12 AM",71.0996
"1985-08-01:12 AM",71.3755
"1985-08-02:12 AM",70.6924
"1985-08-03:12 AM",71.532
"1985-08-04:12 AM",72.7479
"1985-08-05:12 AM",74.089
"1985-08-06:12 AM",75.061
"1985-08-07:12 AM",74.9149
"1985-08-08:12 AM",74.1452
"1985-08-09:12 AM",73.0512
"1985-08-10:12 AM",71.1244
"1985-08-11:12 AM",70.9047
"1985-08-12:12 AM",71.1156
"1985-08-13:12 AM",71.4418
"1985-08-14:12 AM",70.4055
"1985-08-15:12 AM",70.7578
"1985-08-16:12 AM",70.7184
"1985-08-17:12 AM",71.2319
"1985-08-18:12 AM",70.8278
"1985-08-19:12 AM",69.8671
"1985-08-20:12 AM",69.5745
"1985-08-21:12 AM",70.2948
"1985-08-22:12 AM",70.315
"1985-08-23:12 AM",71.0074
"1985-08-24:12 AM",71.359
"1985-08-25:12 AM",71.4888
"1985-08-26:12 AM",72.0639
"1985-08-27:12 AM",72.39
"1985-08-28:12 AM",72.2494
"1985-08-29:12 AM",72.3511
"1985-08-30:12 AM",72.9336
"1985-08-31:12 AM",72.5058
"1985-09-01:12 AM",71.5138
"1985-09-02:12 AM",70.5747
"1985-09-03:12 AM",71.3721
"1985-09-04:12 AM",70.9788
"1985-09-05:12 AM",70.9183
"1985-09-06:12 AM",70.8966
"1985-09-07:12 AM",69.5106
"1985-09-08:12 AM",67.9127
"1985-09-09:12 AM",65.8371
"1985-09-10:12 AM",64.4391
"1985-09-11:12 AM",61.885
"1985-09-12:12 AM",60.0372
"1985-09-13:12 AM",59.7643
"1985-09-14:12 AM",60.5372
"1985-09-15:12 AM",61.2817
"1985-09-16:12 AM",62.7811
"1985-09-17:12 AM",64.7488
"1985-09-18:12 AM",64.5114
"1985-09-19:12 AM",62.8608
"1985-09-20:12 AM",60.111
"1985-09-21:12 AM",59.1834
"1985-09-22:12 AM",60.0971
"1985-09-23:12 AM",57.6424
"1985-09-24:12 AM",55.5159
"1985-09-25:12 AM",56.2188
"1985-09-26:12 AM",56.4958
"1985-09-27:12 AM",55.3374
"1985-09-28:12 AM",52.1888
"1985-09-29:12 AM",50.0972
"1985-09-30:12 AM",49.1668
"1985-10-01:12 AM",49.5984
"1985-10-02:12 AM",52.8868
"1985-10-03:12 AM",55.9614
"1985-10-04:12 AM",55.4873
"1985-10-05:12 AM",53.3899
"1985-10-06:12 AM",52.5979
"1985-10-07:12 AM",52.0432
"1985-10-08:12 AM",50.3116
"1985-10-09:12 AM",48.4376
"1985-10-10:12 AM",50.4552
"1985-10-11:12 AM",52.1436
"1985-10-12:12 AM",54.6892
"1985-10-13:12 AM",54.0973
"1985-10-14:12 AM",53.8052
"1985-10-15:12 AM",53.9159
"1985-10-16:12 AM",52.9867
"1985-10-17:12 AM",54.439
"1985-10-18:12 AM",56.1402
"1985-10-19:12 AM",56.6469
"1985-10-20:12 AM",55.8194
"1985-10-21:12 AM",54.7394
"1985-10-22:12 AM",53.4333
"1985-10-23:12 AM",54.8757
"1985-10-24:12 AM",56.1645
"1985-10-25:12 AM",56.0476
"1985-10-26:12 AM",54.7731
"1985-10-27:12 AM",54.628
"1985-10-28:12 AM",53.2432
"1985-10-29:12 AM",49.127
"1985-10-30:12 AM",47.6274
"1985-10-31:12 AM",47.2321
"1985-11-01:12 AM",47.0491
"1985-11-02:12 AM",46.6588
"1985-11-03:12 AM",46.9735
"1985-11-04:12 AM",47.4105
"1985-11-05:12 AM",46.4081
"1985-11-06:12 AM",44.2936
"1985-11-07:12 AM",43.5722
"1985-11-08:12 AM",41.7344
"1985-11-09:12 AM",40.4326
"1985-11-10:12 AM",38.5495
"1985-11-11:12 AM",37.7042
"1985-11-12:12 AM",40.0789
"1985-11-13:12 AM",40.4476
"1985-11-14:12 AM",38.9651
"1985-11-15:12 AM",37.7478
"1985-11-16:12 AM",39.2826
"1985-11-17:12 AM",40.5649
"1985-11-18:12 AM",40.5208
"1985-11-19:12 AM",36.3036
"1985-11-20:12 AM",29.5965
"1985-11-21:12 AM",28.2214
"1985-11-22:12 AM",28.9679
"1985-11-23:12 AM",28.431
"1985-11-24:12 AM",30.4849
"1985-11-25:12 AM",34.5148
"1985-11-26:12 AM",35.3161
"1985-11-27:12 AM",30.7283
"1985-11-28:12 AM",28.629
